ward,type,location,year,est_cost,id,address,query,geometry,ward_locate,precinct_locate,ward_precinct_locate
10,Sidewalk Menu,3258 E 91ST ST,2017,24317.44,8232,3258 E 91ST ST,census,"c(-87.545044721, 41.730155924)",10,1,10001
22,Alley Apron Menu,3258 S SPRINGFIELD AVE,2022,6492.83,19170,3258 S SPRINGFIELD AVE,google,"c(-87.7220525, 41.833395)",22,12,22012
11,Bollard Menu,3258 S UNION AV,2007,647,8620,3258 S UNION AV,census,"c(-87.643778668, 41.8351843790001)",11,40,11040
26,Curb & Gutter Menu,3258 W POTOMAC AVE,2017,8074.15,22868,3258 W POTOMAC AVE,census,"c(-87.70860799, 41.9046526010001)",26,5,26005
10,Miscellaneous CDOT Projects,3259 E 95TH ST,2021,660,8416,3259 E 95TH ST,census,"c(-87.703619413, 41.7207079550001)",NA,NA,NA
44,Street Light Upgrade Menu,3259 N SEMINARY AVE,2018,466.666666666667,38768,3259 N SEMINARY AVE,census,"c(-87.656559965, 41.9409330280001)",44,39,44039
11,Sidewalk Menu,3259 S WELLS ST,2019,957.9,9193,3259 S WELLS ST,census,"c(-87.632804098, 41.8353300810001)",11,46,11046
3,Sidewalk Menu,326 W 47TH ST,2017,17034.58,2946,326 W 47TH ST,census,"c(-87.618380857, 41.809361896)",3,32,03032
26,Sidewalk Menu,3261 W PALMER ST,2021,4093.3,23123,3261 W PALMER ST,census,"c(-87.7094570529999, 41.9210272190001)",26,51,26051
18,Alley Apron Menu,3276 W COLUMBUS AVE,2015,14207,15923,3276 W COLUMBUS AVE,census,"c(-87.705100409, 41.748558878)",18,31,18031
4,Miscellaneous-CDOT,329 E 35 th St,2008,300,3310,329 E 35 th St,census,"c(-87.636188623, 41.8308782730001)",11,31,11031
4,Dearborn Park - Lighting Improvements,33 W POLK ST,2017,8200,3653,33 W POLK ST,census,"c(-87.629299685, 41.872275072)",2,43,02043
4,Dearborn Park - OEMC Camera,33 W POLK ST,2017,27011,3654,33 W POLK ST,census,"c(-87.629299685, 41.872275072)",2,43,02043
28,Street Light Upgrade,330 N CICERO AVE,2014,400,24497,330 N CICERO AVE,census,"c(-87.7451127209999, 41.8760529480001)",24,16,24016
27,Alley Speed Hump,330 S RICHMOND ST,2015,700,23693,330 S RICHMOND ST,census,"c(-87.699860825, 41.8767432110001)",2,47,02047
30,Street Speed Hump Menu,3300 N KEYSTONE AVE,2020,1175,26663,3300 N KEYSTONE AVE,census,"c(-87.7284731089999, 41.940900502)",30,7,30007
36,Sidewalk Menu - Change Order,3300 N. New England,2007,3899,31549,3300 N. New England,google,"c(-87.7984566, 41.9401233)",36,46,36046
12,Street Speed Hump Menu,3300 S JUSTINE ST,2019,4700,10228,3300 S JUSTINE ST,census,"c(-87.6643915189999, 41.834052779)",11,26,11026
3,Miscellaneous CDOT Projects,3300 S STATE ST,2021,660,3109,3300 S STATE ST,google,"c(-87.6266799, 41.8346876)",3,41,03041
23,Street Speed Hump Menu,3300 W 61ST PL,2020,2350,20471,3300 W 61ST PL,google,"c(-87.7058353, 41.7819186)",15,10,15010
26,Street Lighting,3300 W BLOOMINGDALE,2006,2200,22426,3300 W BLOOMINGDALE,google,"c(-87.7103242, 41.9137551)",26,3,26003
33,Alley Resurfacing Menu,3300 W CUYLER AVE,2019,16568.16,29277,3300 W CUYLER AVE,census,"c(-87.710687439, 41.954848897)",33,15,33015
33,Street Speed Hump Menu,3300 W EASTWOOD AVE,2021,2350,29388,3300 W EASTWOOD AVE,google,"c(-87.7108542, 41.9655605)",33,27,33027
39,POD Camera,3300 W Lawrence,2007,12000,34082,3300 W Lawrence,google,"c(-87.7112163, 41.9686033)",39,22,39022
23,Alley Apron Menu,3300 W MARQUETTE RD,2020,9166.13,20433,3300 W MARQUETTE RD,google,"c(-87.7056077, 41.7719156)",15,1,15001
28,POD CAMERA RELOCATION FROM 653 NORTH LEAMINGTON TO 3330 W. MAYPOLE,3300 W MAYPOLE AVE,2018,1800,24656,3300 W MAYPOLE AVE,census,"c(-87.708965134, 41.883594488)",28,20,28020
28,Street Light Upgrade,3300 W MONROE ST,2014,2000,24495,3300 W MONROE ST,census,"c(-87.7086616239999, 41.879631164)",28,3,28003
26,Alley Resurfacing Menu,3300 W POTOMAC AVE,2020,15282.37,23014,3300 W POTOMAC AVE,census,"c(-87.709485208, 41.904642897)",26,36,26036
33,Street Light Upgrade Menu,3301 N ALBANY AVE,2021,500,29370,3301 N ALBANY AVE,google,"c(-87.7049525, 41.941253)",33,4,33004
33,Street Light Upgrade Menu,3301 N KEDZIE AVE,2021,500,29371,3301 N KEDZIE AVE,census,"c(-87.70766538, 41.9411762190001)",33,4,33004
38,Curb & Gutter Menu,3301 N OVERHILL AVE,2016,9241.98,33687,3301 N OVERHILL AVE,census,"c(-87.819021893, 41.9397082030001)",36,31,36031
38,Alley Apron Menu,3301 N PIONEER AVE,2022,23209.24,33920,3301 N PIONEER AVE,census,"c(-87.8313026599999, 41.939463319)",36,11,36011
23,Alley Apron Menu,3301 W 66TH PL,2020,9166.13,20433,3301 W 66TH PL,google,"c(-87.7056392, 41.7723795)",15,1,15001
26,Alley Resurfacing Menu,3301 W EVERGREEN AVE,2020,15282.37,23014,3301 W EVERGREEN AVE,census,"c(-87.709516719, 41.905536415)",26,36,26036
28,Floodlight Menu,3301 W GLADYS AVE,2013,600,24402,3301 W GLADYS AVE,census,"c(-87.709690397, 41.876201716)",28,36,28036
28,Street Light Upgrade,3302 W VAN BUREN ST,2013,400,24410,3302 W VAN BUREN ST,census,"c(-87.7086323349999, 41.8754858670001)",28,36,28036
11,Curb & Gutter Menu,3306 S PARNELL AVE,2018,2417.4,9123,3306 S PARNELL AVE,census,"c(-87.640099159, 41.834105331)",11,39,11039
44,Sidewalk Menu,3307 N SEMINARY AVE,2022,4382.76,38916,3307 N SEMINARY AVE,census,"c(-87.656590458, 41.9419814280001)",44,39,44039
36,Sidewalk Menu,3308 N NATCHEZ AVE,2022,1547.69,32271,3308 N NATCHEZ AVE,census,"c(-87.788574007, 41.940382126)",36,6,36006
36,Curb & Gutter Menu,3309 N OAK PARK AVE,2021,2244.6,32159,3309 N OAK PARK AVE,google,"c(-87.7954881, 41.9403445)",36,13,36013
10,Bollard Menu,3310 E 109 ST,2007,2142,7700,3310 E 109 ST,google,"c(-87.5433386, 41.6973149)",10,46,10046
44,Sidewalk Menu,3310 N SHEFFIELD AVE,2018,3726.07,38763,3310 N SHEFFIELD AVE,census,"c(-87.654227796, 41.9436399840001)",44,38,44038
28,Floodlight Menu,3311 W GLADYS AVE,2013,600,24403,3311 W GLADYS AVE,census,"c(-87.7097410439999, 41.876200872)",28,36,28036
33,Miscellaneous CDOT Projects,3311 W IRVING PARK RD,2016,1500,29144,3311 W IRVING PARK RD,census,"c(-87.71095257, 41.9538800790001)",33,17,33017
36,Sidewalk Menu,3312 N NORMANDY AVE,2018,2604.54,31986,3312 N NORMANDY AVE,google,"c(-87.7936415, 41.9404658)",36,13,36013
12,Alley Apron Menu,3312 S WOOD ST,2022,16916.19,10339,3312 S WOOD ST,census,"c(-87.6704737219999, 41.8334369230001)",11,18,11018
26,Sidewalk Menu,3312 W DICKENS AVE,2019,1066.12,22994,3312 W DICKENS AVE,census,"c(-87.7106004, 41.919190771)",26,34,26034
11,Sidewalk Menu,3313 S LOWE AVE,2021,463.74,9278,3313 S LOWE AVE,census,"c(-87.6425164079999, 41.8340322270001)",11,23,11023
32,Alley Apron Menu,3314 N WOLCOTT AVE,2021,11133.06,28594,3314 N WOLCOTT AVE,census,"c(-87.6760142799999, 41.9424267000001)",32,9,32009
39,POD Camera,3315 W. Carmen(Park District Stadium Pole),2011,20000,34284,3315 W. Carmen,google,"c(-87.7118737, 41.9733063)",39,43,39043
44,Street Light Upgrade Menu,3316 N CLIFTON AVE,2018,466.666666666667,38768,3316 N CLIFTON AVE,census,"c(-87.65782324, 41.9422439320001)",44,39,44039
30,Curb & Gutter Menu,3316 N KEATING AVE,2016,4213.63,26321,3316 N KEATING AVE,census,"c(-87.745267934, 41.941077211)",30,30,30030
11,Sidewalk Menu,3316 S THROOP ST,2019,4598.89,9198,3316 S THROOP ST,census,"c(-87.658344826, 41.834322463)",11,11,11011
30,Curb & Gutter Menu,3317 N AUSTIN AVE,2017,3340.14,26382,3317 N AUSTIN AVE,census,"c(-87.776297233, 41.940836183)",38,16,38016
44,Alley Resurfacing Menu (1-1),3317 N SEMINARY AVE,2019,13767.885,38780,3317 N SEMINARY AVE,census,"c(-87.656597661, 41.9422353360001)",44,39,44039
38,Street Light Upgrade Menu,3318 N PIONEER AVE,2021,500,33877,3318 N PIONEER AVE,census,"c(-87.8313341049999, 41.9399157550001)",36,11,36011
11,Miscellaneous CDOT Projects,3318 S THROOP ST,2019,48909.65,9186,3318 S THROOP ST,census,"c(-87.658344826, 41.8343096310001)",11,11,11011
11,Street Resurfacing Menu (1-5),3318 S THROOP ST,2019,73161.4,9204,3318 S THROOP ST,census,"c(-87.658344826, 41.8343096310001)",11,11,11011
44,Hawthorne Elementary - New Plaground,3319 N CLIFTON AVE,2018,60000,38759,3319 N CLIFTON AVE,census,"c(-87.657833394, 41.943097579)",44,39,44039
44,Miscellaneous Other Projects,3319 N CLIFTON AVE,2019,1246.66666666667,38790,3319 N CLIFTON AVE,census,"c(-87.657833394, 41.943097579)",44,39,44039
30,Alley Speed Hump Menu,3319 N SPRINGFIELD AVE,2016,1400,26320,3319 N SPRINGFIELD AVE,census,"c(-87.724796996, 41.9413808520001)",30,8,30008
30,Flashing Beacons,3319 N SPRINGFIELD AVE,2016,90000,26326,3319 N SPRINGFIELD AVE,census,"c(-87.724796996, 41.9413808520001)",30,8,30008
28,Miscellaneous CDOT Projects,332 S PULASKI RD,2019,3361.68176470588,24704,332 S PULASKI RD,census,"c(-87.7258322449999, 41.886288166)",28,24,28024
12,Sidewalk Menu,3320 S WOOD ST,2022,5699.7,10359,3320 S WOOD ST,google,"c(-87.6706539, 41.8334927)",11,18,11018
23,Curb & Gutter Menu,3320 W 66TH PL,2019,1136.15,20358,3320 W 66TH PL,google,"c(-87.7062851, 41.7727813)",15,1,15001
44,Alley Resurfacing Menu,3322 N RACINE AVE,2017,9048.145,38703,3322 N RACINE AVE,census,"c(-87.6557660249999, 41.8314211920001)",11,11,11011
44,Alley Resurfacing Menu,3322 N RACINE AVE,2017,836.825,38707,3322 N RACINE AVE,census,"c(-87.6557660249999, 41.8314211920001)",11,11,11011
23,Sidewalk Menu,3322 W 66TH PL,2020,5659.99,20454,3322 W 66TH PL,census,"c(-87.706067031, 41.772565824)",15,1,15001
30,Sidewalk Menu,3323 N KOSTNER AVE,2020,29188.27,26634,3323 N KOSTNER AVE,census,"c(-87.7370878199999, 41.9411560940001)",31,8,31008
36,Curb & Gutter Menu,3323 N NEW ENGLAND AVE,2021,6506.82,32161,3323 N NEW ENGLAND AVE,census,"c(-87.798199505, 41.940445841)",36,46,36046
23,Sidewalk Menu,3323 W 66TH ST,2017,6164.97,20217,3323 W 66TH ST,census,"c(-87.706084975, 41.773459308)",15,1,15001
44,Miscellaneous CDOT Projects,3325 N SOUTHPORT AVE,2022,2060,38911,3325 N SOUTHPORT AVE,census,"c(-87.663875183, 41.9422423020001)",44,9,44009
14,Sidewalk Menu,3325 W 51ST ST,2021,7521.32,12912,3325 W 51ST ST,google,"c(-87.7072693, 41.8005776)",14,6,14006
23,Sidewalk Menu,3325 W 64TH PL,2016,13998.4,20152,3325 W 64TH PL,census,"c(-87.7061928859999, 41.776172425)",15,1,15001
36,Sidewalk Menu,3327 N NEW ENGLAND AVE,2019,11035.11,32068,3327 N NEW ENGLAND AVE,census,"c(-87.79820181, 41.9405098620001)",36,46,36046
12,Street Light Upgrade Menu,3327 S HOYNE AVE,2016,400,9988,3327 S HOYNE AVE,census,"c(-87.680830595, 41.9417805040001)",32,15,32015
11,Sidewalk Menu,3327 S LOWE AVE,2022,7803.05,9351,3327 S LOWE AVE,census,"c(-87.642511079, 41.8338393170001)",11,23,11023
11,Alley Speed Hump Menu,3327 S PARNELL AVE,2019,700,9171,3327 S PARNELL AVE,census,"c(-87.6400769479999, 41.833800599)",11,39,11039
28,Street Light Upgrade,3327 W JACKSON BLVD,2013,400,24409,3327 W JACKSON BLVD,census,"c(-87.7093921809999, 41.8772883550001)",28,36,28036
42,Pole Painting,333 W HUBBARD ST,2006,2250,36356,333 W HUBBARD ST,census,"c(-87.635965459, 41.889952545)",42,14,42014
42,Street Lighting,333 W HUBBARD ST,2006,5400,36371,333 W HUBBARD ST,census,"c(-87.635965459, 41.889952545)",42,14,42014
42,Street Lighting,333 W HUBBARD ST,2006,9450,36372,333 W HUBBARD ST,census,"c(-87.635965459, 41.889952545)",42,14,42014
10,Bollard Menu,3330 E 108 ST,2007,2142,7699,3330 E 108 ST,census,"c(-87.542512277, 41.699146264)",10,39,10039
32,Sidewalk Menu,3330 N DAMEN AVE,2019,2149.54,28531,3330 N DAMEN AVE,google,"c(-87.6786659, 41.9423482)",32,15,32015
35,Miscellaneous Other,3330 N KIMBALL AVE,2013,60000,30849,3330 N KIMBALL AVE,census,"c(-87.712589416, 41.9418884340001)",35,24,35024
28,Street Light Upgrade,3330 W MONROE ST,2015,400,24543,3330 W MONROE ST,census,"c(-87.7093179409999, 41.879621566)",28,3,28003
29,Sidewalk Menu,3331 N NEVA AVE,2021,5919.8,25484,3331 N NEVA AVE,census,"c(-87.805581515, 41.9404475000001)",36,8,36008
30,Sidewalk Menu,3332 N KOSTNER AVE,2016,1610.23,26338,3332 N KOSTNER AVE,census,"c(-87.7371061919999, 41.941267612)",31,8,31008
35,Bus Pad,3333 N KIMBALL AVE,2020,30670.34,31201,3333 N KIMBALL AVE,census,"c(-87.712580838, 41.9420293220001)",35,24,35024
35,Curb & Gutter Menu,3333 N KIMBALL AVE,2021,18460.98,31257,3333 N KIMBALL AVE,census,"c(-87.712580838, 41.9420293220001)",35,24,35024
44,Street Light Upgrade Menu,3334 N LAKEWOOD AVE,2018,500,38767,3334 N LAKEWOOD AVE,census,"c(-87.661477931, 41.942613706)",44,9,44009
10,Sidewalk Menu,3335 E 106TH ST,2020,26976.3,8371,3335 E 106TH ST,census,"c(-87.5424007129999, 41.702756423)",10,35,10035
30,Sidewalk Menu,3335 N RIDGEWAY AVE,2017,3362.08,26392,3335 N RIDGEWAY AVE,census,"c(-87.721134348, 41.9416815880001)",30,8,30008
24,Miscellaneous CDOT Projects,3335 W FLOURNOY ST,2019,500,21170,3335 W FLOURNOY ST,census,"c(-87.709219931, 41.8727396570001)",24,27,24027
28,Street Light Upgrade,3335 W JACKSON BLVD,2013,400,24407,3335 W JACKSON BLVD,census,"c(-87.7095042189999, 41.8772878720001)",28,36,28036
11,Sidewalk Menu,3336 S UNION AVE,2018,3898.54,9135,3336 S UNION AVE,census,"c(-87.643744837, 41.833713926)",11,38,11038
44,Street Light Upgrade,3337 N HALSTED ST,2014,500,38543,3337 N HALSTED ST,google,"c(-87.6490596, 41.9429165)",44,33,44033
36,Curb & Gutter Menu,3337 N NEWLAND AVE,2021,3924.855,32162,3337 N NEWLAND AVE,census,"c(-87.79948016, 41.9406435930001)",36,46,36046
30,Sidewalk Menu,3337 N SPRINGFIELD AVE,2020,4772.86,26638,3337 N SPRINGFIELD AVE,census,"c(-87.7248054309999, 41.9416676590001)",30,8,30008
26,Sidewalk Menu,3338 W CRYSTAL ST,2016,1870.91,22821,3338 W CRYSTAL ST,census,"c(-87.7102515189999, 41.9037266980001)",26,2,26002
11,Alley Resurfacing Menu,334 W 29TH ST,2016,2394.42,9010,334 W 29TH ST,census,"c(-87.636340334, 41.840374534)",11,27,11027
44,Curb & Gutter Menu,334 W BARRY AVE,2020,11100.605,38818,334 W BARRY AVE,google,"c(-87.6384954, 41.9379494)",44,35,44035
47,Guardrail Menu,3340 N WESTERN AV,2007,13249,40423,3340 N WESTERN AV,google,"c(-87.6898245, 41.941827)",47,48,47048
30,Alley Apron Menu,3341 N LAWNDALE AVE,2019,10015.34,26516,3341 N LAWNDALE AVE,census,"c(-87.716912113, 41.832816161)",22,10,22010
12,Sidewalk Menu,3343 S ASHLAND AVE,2019,10801.79,10199,3343 S ASHLAND AVE,google,"c(-87.6652604, 41.8329568)",11,26,11026
30,Sidewalk Menu,3344 N KEATING AVE,2019,2203.48,26565,3344 N KEATING AVE,census,"c(-87.745280644, 41.9415109380001)",30,30,30030
11,Sidewalk Menu,3345 S MORGAN ST,2020,1195.14,9237,3345 S MORGAN ST,census,"c(-87.651021661, 41.8335461260001)",11,16,11016
28,Street Light Upgrade,3345 W JACKSON BLVD,2013,400,24406,3345 W JACKSON BLVD,census,"c(-87.7096439539999, 41.877285973)",28,36,28036
44,Street Light Upgrade Menu,3346 N LAKEWOOD AVE,2018,500,38767,3346 N LAKEWOOD AVE,census,"c(-87.661481334, 41.9427586690001)",44,9,44009
30,Sidewalk Menu,3346 N SPRINGFIELD AVE,2022,9115.26,26768,3346 N SPRINGFIELD AVE,census,"c(-87.724824855, 41.9418267560001)",30,8,30008
28,Street Light Upgrade,3346 W MONROE ST,2015,400,24544,3346 W MONROE ST,census,"c(-87.709668003, 41.8796168860001)",28,3,28003
12,Miscellaneous-CDOT,3348 S Kedzie,2009,2400,9646,3348 S Kedzie,google,"c(-87.710719, 41.8321421)",22,15,22015
25,Guardrail Menu,3350 S WESTERN AVE,2014,1146,21946,3350 S WESTERN AVE,google,"c(-87.6853854, 41.8323815)",12,13,12013
25,Guardrail Menu,3350 S WESTERN AVE,2015,3577,21999,3350 S WESTERN AVE,google,"c(-87.6853854, 41.8323815)",12,13,12013
12,Sidewalk Menu,3350 S WOOD ST,2021,2671.52,10298,3350 S WOOD ST,google,"c(-87.6706924, 41.8326011)",11,18,11018
35,Fireman's Park Mural,3350 W DIVERSEY AVE,2022,60000,31337,3350 W DIVERSEY AVE,google,"c(-87.7118162, 41.9322304)",35,5,35005
30,Sidewalk Menu,3352 N KEATING AVE,2019,5365.2,26566,3352 N KEATING AVE,census,"c(-87.7452843189999, 41.941636354)",30,30,30030
12,Sidewalk Menu,3352 W 38TH PL,2019,4772.76,10198,3352 W 38TH PL,google,"c(-87.7089677, 41.823589)",12,11,12011
44,Floodlight Menu,3354 N HALSTED ST,2014,600,38533,3354 N HALSTED ST,google,"c(-87.649697, 41.943454)",44,42,44042
44,Street Light Upgrade Menu,3354 N LAKEWOOD AVE,2018,500,38767,3354 N LAKEWOOD AVE,census,"c(-87.661484156, 41.9428553230001)",44,9,44009
36,Speed Indicator Signs,3355 N CENTRAL AVE,2020,14000,32120,3355 N CENTRAL AVE,census,"c(-87.763368358, 41.8313689170001)",NA,NA,NA
12,Sidewalk Menu,3356 S ARCHER AVE,2017,8856.42,10031,3356 S ARCHER AVE,census,"c(-87.67326278, 41.8330851690001)",11,18,11018
44,Street Light Upgrade,3357 N HALSTED ST,2014,500,38538,3357 N HALSTED ST,google,"c(-87.649024, 41.943468)",44,33,44033
36,Sidewalk Menu,3358 N RUTHERFORD AVE,2017,23646.36,31930,3358 N RUTHERFORD AVE,census,"c(-87.794594536, 41.9410637020001)",36,13,36013
26,Miscellaneous CDOT Projects,3358 W DIVISION ST,2022,660,23176,3358 W DIVISION ST,google,"c(-87.7115202, 41.9029822)",26,2,26002
28,Street Light Upgrade,3358 W MONROE ST,2015,400,24546,3358 W MONROE ST,census,"c(-87.70993055, 41.8796133760001)",28,3,28003
44,Sidewalk Menu,3359 N HALSTED ST,2016,27960.52,38659,3359 N HALSTED ST,google,"c(-87.649038, 41.9434863)",44,33,44033
30,Alley Speed Hump Menu,3359 N HAMLIN AVE,2021,350,26671,3359 N HAMLIN AVE,census,"c(-87.7223701789999, 41.942048738)",30,8,30008
25,Sidewalk Menu,3359 S LEAVITT ST,2018,14398.03,22119,3359 S LEAVITT ST,google,"c(-87.6799354, 41.8322902)",12,8,12008
25,Sidewalk Menu,3359 S WESTERN BLVD,2018,9734.34,22116,3359 S WESTERN BLVD,google,"c(-87.684265, 41.832253)",12,8,12008
12,POD Camera,3359 W 37 th Place,2007,12000,9587,3359 W 37 th Place,census,"c(-87.708366312, 41.8252549540001)",12,11,12011
28,Street Light Upgrade,3362 W MONROE ST,2015,400,24547,3362 W MONROE ST,census,"c(-87.710018065, 41.879612206)",28,3,28003
38,Alley Apron Menu,3365 N PITTSBURGH AVE,2022,13759.81,33921,3365 N PITTSBURGH AVE,census,"c(-87.8325654349999, 41.9410894750001)",36,11,36011
42,Maggie Daley Park - Tennis Court Improvements,337 E RANDOLPH ST,2018,20000,36948,337 E RANDOLPH ST,census,"c(-87.6203838019999, 41.884302575)",42,44,42044
35,Miscellaneous Other,3374 N AVONDALE AVE,2013,24000,30848,3374 N AVONDALE AVE,census,"c(-87.712129891, 41.942172456)",35,24,35024
28,Street Light Upgrade,338 N CICERO AVE,2014,400,24494,338 N CICERO AVE,census,"c(-87.74510979, 41.8759884570001)",24,16,24016
11,Alley Resurfacing Menu,338 W 29TH PL,2020,9413.025,9215,338 W 29TH PL,census,"c(-87.6356742789999, 41.8403846640001)",11,27,11027
44,Curb & Gutter Menu,338 W BARRY AVE,2020,11100.605,38818,338 W BARRY AVE,google,"c(-87.6384089, 41.9380117)",44,35,44035
3,Curb & Gutter Menu,338 W SWANN ST,2022,16918.55,3179,338 W SWANN ST,census,"c(-87.634843525, 41.8098263380001)",3,22,03022
25,Sidewalk Menu,340 W 23RD ST,2022,8182.12,22308,340 W 23RD ST,census,"c(-87.635870009, 41.8509268020001)",25,18,25018
25,1 PTZ Camera - 340 W Cermak Road,340 W CERMAK RD,2021,24776,22219,340 W CERMAK RD,google,"c(-87.6364108, 41.8530946)",25,16,25016
36,Chicago Academy - New Playground,3400 N AUSTIN AVE,2017,100000,31919,3400 N AUSTIN AVE,census,"c(-87.776362303, 41.942150198)",38,13,38013
36,Chicago Public Schools,3400 N AUSTIN AVE,2019,35000,32038,3400 N AUSTIN AVE,census,"c(-87.776362303, 41.942150198)",38,13,38013
36,Speed Indicator Signs,3400 N AUSTIN AVE,2019,22000,32072,3400 N AUSTIN AVE,census,"c(-87.776362303, 41.942150198)",38,13,38013
30,Street Resurfacing Menu,3400 N KARLOV AVE,2020,26544.705,26658,3400 N KARLOV AVE,census,"c(-87.729139886, 41.9431795310001)",30,28,30028
30,Street Speed Hump Menu,3400 N KILPATRICK AVE,2019,3525,26602,3400 N KILPATRICK AVE,census,"c(-87.7438824339999, 41.9427022190001)",30,30,30030
30,Alley Speed Hump Menu,3400 N KILPATRICK AVE,2020,350,26620,3400 N KILPATRICK AVE,census,"c(-87.7438824339999, 41.9427022190001)",30,30,30030
30,Guardrail Menu,3400 N KNOX AV,2006,800,25681,3400 N KNOX AV,census,"c(-87.742731153, 41.942710963)",30,30,30030
47,POD CAMERA - CLARK PARK,3400 N ROCKWELL ST,2018,27011,41156,3400 N ROCKWELL ST,census,"c(-87.694135989, 41.9463439630001)",47,48,47048
30,Alley Resurfacing Menu,3400 N SPRINGFIELD AVE,2019,20885.525,26529,3400 N SPRINGFIELD AVE,census,"c(-87.7248546979999, 41.9429144970001)",30,8,30008
12,Sidewalk Menu,3400 S ASHLAND AVE,2019,4004.11,10189,3400 S ASHLAND AVE,google,"c(-87.6659539, 41.8322335)",11,26,11026
11,Bollard Menu,3400 S NORMAL AV,2007,1428,8619,3400 S NORMAL AV,census,"c(-87.638830844, 41.8320150440001)",11,39,11039
12,Sidewalk Menu,3400 S WOOD ST,2018,2005.53,10125,3400 S WOOD ST,google,"c(-87.6706924, 41.8321742)",11,18,11018
23,Curb & Gutter Menu,3400 W 60TH PL,2016,6363.63,20076,3400 W 60TH PL,google,"c(-87.7082928, 41.7837031)",16,17,16017
17,Alley Apron Menu,3400 W 73RD ST,2021,28352.86,15325,3400 W 73RD ST,census,"c(-87.707779503, 41.7606713600001)",18,41,18041
26,Alley Resurfacing Menu,3400 W ARMITAGE AVE,2022,9926.615,23143,3400 W ARMITAGE AVE,census,"c(-87.712031874, 41.917347357)",26,26,26026
35,Street Light Upgrade Menu,3400 W HENDERSON ST,2016,2550,31002,3400 W HENDERSON ST,census,"c(-87.7127392099999, 41.942254609)",35,24,35024
23,Alley Apron Menu,3400 W MARQUETTE RD,2020,12075.4,20432,3400 W MARQUETTE RD,census,"c(-87.70800064, 41.7716031410001)",15,28,15028
26,Street Resurfacing Menu,3400 W WABANSIA AVE,2020,17526.91,23054,3400 W WABANSIA AVE,google,"c(-87.7117444, 41.911887)",26,39,26039
33,Street Light Upgrade Menu,3401 N TROY ST,2021,500,29372,3401 N TROY ST,census,"c(-87.706500408, 41.9427890690001)",33,4,33004
12,Sidewalk Menu,3401 S HERMITAGE AVE,2021,20129.86,10299,3401 S HERMITAGE AVE,census,"c(-87.6692055029999, 41.832184517)",11,29,11029
22,1 PTZ Camera - SW 3401 W 26th Street,3401 W 26TH ST,2022,24776,19165,3401 W 26TH ST,census,"c(-87.7099569979999, 41.8444445980001)",22,9,22009
23,Alley Apron Menu,3401 W 66TH PL,2020,12075.4,20432,3401 W 66TH PL,census,"c(-87.708024069, 41.7725223840001)",15,28,15028
44,Street Light Upgrade,3402 N HALSTED ST,2014,500,38542,3402 N HALSTED ST,google,"c(-87.649571, 41.9437947)",44,36,44036
12,Sidewalk Menu,3403 S WOOD ST,2019,6580.17,10204,3403 S WOOD ST,census,"c(-87.670426931, 41.8321418700001)",11,29,11029
23,Sidewalk Menu,3403 W 62ND PL,2020,541.44,20442,3403 W 62ND PL,census,"c(-87.708247774, 41.779809732)",15,16,15016
12,Curb & Gutter Menu,3404 W 37TH PL,2018,16987.17,10072,3404 W 37TH PL,census,"c(-87.7096322579999, 41.8252453040001)",12,11,12011
11,Street Light Upgrade Menu,3405 S UNION AVE,2021,500,9288,3405 S UNION AVE,census,"c(-87.643700643, 41.832457134)",11,38,11038
33,Sidewalk Menu,3406 N ALBANY AVE,2015,2074,29094,3406 N ALBANY AVE,google,"c(-87.7055635, 41.9430144)",33,4,33004
28,Miscellaneous CDOT Projects,3406 W JACKSON BLVD,2019,3361.68176470588,24704,3406 W JACKSON BLVD,census,"c(-87.71123019, 41.8772774130001)",28,36,28036
28,Miscellaneous CDOT Projects,3406 W JACKSON BLVD,2020,3066.66666666667,24751,3406 W JACKSON BLVD,census,"c(-87.71123019, 41.8772774130001)",28,36,28036
44,Sidewalk Menu,3407 N HALSTED ST,2017,5289.56,38725,3407 N HALSTED ST,google,"c(-87.6489823, 41.9438724)",44,33,44033
35,Miscellaneous Other,3407 N KIMBALL AVE,2013,12000,30852,3407 N KIMBALL AVE,google,"c(-87.711826, 41.943156)",35,24,35024
11,Curb & Gutter Menu,3407 S ABERDEEN ST,2022,5240.26,9334,3407 S ABERDEEN ST,google,"c(-87.6531612, 41.8324006)",11,19,11019
14,Curb & Gutter Menu,3407 W 54TH ST,2021,17647.27,12910,3407 W 54TH ST,census,"c(-87.758429343, 41.8308021890001)",NA,NA,NA
12,Sidewalk Menu,3408 S WOOD ST,2018,8161.73,10094,3408 S WOOD ST,census,"c(-87.670437864, 41.8319697150001)",11,18,11018
24,Sidewalk Menu,3408 W ROOSEVELT RD,2021,11233.6,21251,3408 W ROOSEVELT RD,census,"c(-87.710905856, 41.866350653)",24,49,24049
3,Sidewalk Menu,341 W 42ND ST,2020,15801.59,3081,341 W 42ND ST,census,"c(-87.6182030209999, 41.8184085820001)",3,9,03009
49,Sidewalk Menu  1,341 W MORSE AVE,2019,341.01,42927,341 W MORSE AVE,google,"c(-87.681885, 42.0073132)",50,35,50035
18,Speed Indicator Signs,3410 W COLUMBUS AVE,2021,11000,16164,3410 W COLUMBUS AVE,census,"c(-87.7076023079999, 41.746591359)",18,23,18023
