ward,type,location,year,est_cost,intersection_1,intersection_2,lat_1,lon_1,query_1,lat_2,lon_2,query_2,id,ward_locate,precinct_locate,ward_precinct_locate,geometry,total_length_2003,intersect_length_2003
10,Miscellaneous-CDOT,106 th & Avenue H -4 corners,2007,39000,106 th & Avenue H,106 th & 4 corners,41.70273,-87.5328671,google,41.8811042,-87.6542977,google,1,4,39,04039,"list(c(-87.6091767855028, -87.6104007385789, 41.8149551134437, 41.8167515169038), c(-87.6067225473293, -87.6082901229953, 41.8113526701912, 41.8136536823657))",22242.889582830292,510.98427169847247
10,Miscellaneous-CDOT,106 th & Avenue H -4 corners,2007,39000,106 th & Avenue H,106 th & 4 corners,41.70273,-87.5328671,google,41.8811042,-87.6542977,google,1,3,34,03034,"c(-87.6082901229953, -87.6091767855028, 41.8136536823657, 41.8149551134437)",22242.889582830292,162.30027913097334
10,Miscellaneous-CDOT,106 th & Avenue H -4 corners,2007,39000,106 th & Avenue H,106 th & 4 corners,41.70273,-87.5328671,google,41.8811042,-87.6542977,google,1,2,6,02006,"c(-87.6497250423579, -87.6519003958272, 41.874407530241, 41.8775935390497)",22242.889582830292,397.4231642241632
10,Miscellaneous-CDOT,106 th & Avenue H -4 corners,2007,39000,106 th & Avenue H,106 th & 4 corners,41.70273,-87.5328671,google,41.8811042,-87.6542977,google,1,2,16,02016,"c(-87.6519003958272, -87.6542977, 41.8775935390497, 41.8811042)",22242.889582830292,437.9262464281189
10,Miscellaneous-CDOT,106 th & Avenue H -4 corners,2007,39000,106 th & Avenue H,106 th & 4 corners,41.70273,-87.5328671,google,41.8811042,-87.6542977,google,1,25,6,25006,"c(-87.6369523325397, -87.6398930333323, 41.8556934632449, 41.8600031574579)",22242.889582830292,537.5523951198913
10,Miscellaneous-CDOT,106 th & Avenue H -4 corners,2007,39000,106 th & Avenue H,106 th & 4 corners,41.70273,-87.5328671,google,41.8811042,-87.6542977,google,1,2,28,02028,"list(c(-87.6447935574232, -87.6469837697464, 41.8671835804562, 41.8703921690262), c(-87.6398930333323, -87.644763553039, 41.8600031574579, 41.8671396225009))",22242.889582830292,1290.386973843488
10,Miscellaneous-CDOT,106 th & Avenue H -4 corners,2007,39000,106 th & Avenue H,106 th & 4 corners,41.70273,-87.5328671,google,41.8811042,-87.6542977,google,1,11,36,11036,"c(-87.6300297210902, -87.6313617980898, 41.8455455577363, 41.8474985413881)",22242.889582830292,243.5864324455419
10,Miscellaneous-CDOT,106 th & Avenue H -4 corners,2007,39000,106 th & Avenue H,106 th & 4 corners,41.70273,-87.5328671,google,41.8811042,-87.6542977,google,1,3,43,03043,"c(-87.6275443169609, -87.6299631531428, 41.8419012991043, 41.8454479576592)",22242.889582830292,442.3528985538648
10,Miscellaneous-CDOT,106 th & Avenue H -4 corners,2007,39000,106 th & Avenue H,106 th & 4 corners,41.70273,-87.5328671,google,41.8811042,-87.6542977,google,1,11,14,11014,"c(-87.6299631531428, -87.6300297210902, 41.8454479576592, 41.8455455577363)",22242.889582830292,12.17314656976811
10,Miscellaneous-CDOT,106 th & Avenue H -4 corners,2007,39000,106 th & Avenue H,106 th & 4 corners,41.70273,-87.5328671,google,41.8811042,-87.6542977,google,1,3,41,03041,"c(-87.6226423810422, -87.6251035390384, 41.8347123929185, 41.83832201809)",22242.889582830292,450.1933407125301
10,Miscellaneous-CDOT,106 th & Avenue H -4 corners,2007,39000,106 th & Avenue H,106 th & 4 corners,41.70273,-87.5328671,google,41.8811042,-87.6542977,google,1,3,46,03046,"c(-87.6260774147055, -87.6275443169609, 41.8397502131558, 41.8419012991043)",22242.889582830292,268.2886311773653
10,Miscellaneous-CDOT,106 th & Avenue H -4 corners,2007,39000,106 th & Avenue H,106 th & 4 corners,41.70273,-87.5328671,google,41.8811042,-87.6542977,google,1,5,33,05033,"c(-87.5864901786624, -87.5873506097653, 41.7816372364519, 41.782901591531)",22242.889582830292,157.65625674890293
10,Miscellaneous-CDOT,106 th & Avenue H -4 corners,2007,39000,106 th & Avenue H,106 th & 4 corners,41.70273,-87.5328671,google,41.8811042,-87.6542977,google,1,2,14,02014,"c(-87.6251035390384, -87.6260774147055, 41.83832201809, 41.8397502131558)",22242.889582830292,178.12664982931386
10,Miscellaneous-CDOT,106 th & Avenue H -4 corners,2007,39000,106 th & Avenue H,106 th & 4 corners,41.70273,-87.5328671,google,41.8811042,-87.6542977,google,1,25,25,25025,"c(-87.6469837697464, -87.6497250423579, 41.8703921690262, 41.874407530241)",22242.889582830292,500.8694015580284
10,Miscellaneous-CDOT,106 th & Avenue H -4 corners,2007,39000,106 th & Avenue H,106 th & 4 corners,41.70273,-87.5328671,google,41.8811042,-87.6542977,google,1,25,16,25016,"c(-87.6350329812607, -87.6369523325397, 41.8528802367473, 41.8556934632449)",22242.889582830292,350.8914596307492
10,Miscellaneous-CDOT,106 th & Avenue H -4 corners,2007,39000,106 th & Avenue H,106 th & 4 corners,41.70273,-87.5328671,google,41.8811042,-87.6542977,google,1,25,14,25014,"c(-87.6313617980898, -87.6347946300924, 41.8474985413881, 41.8525308617958)",22242.889582830292,627.6664184572738
10,Miscellaneous-CDOT,106 th & Avenue H -4 corners,2007,39000,106 th & Avenue H,106 th & 4 corners,41.70273,-87.5328671,google,41.8811042,-87.6542977,google,1,5,40,05040,"c(-87.5759008388931, -87.5763138496257, 41.7660721883076, 41.7666794239178)",22242.889582830292,75.71321379338099
10,Miscellaneous-CDOT,106 th & Avenue H -4 corners,2007,39000,106 th & Avenue H,106 th & 4 corners,41.70273,-87.5328671,google,41.8811042,-87.6542977,google,1,4,19,04019,"c(-87.6176999103386, -87.6183542178992, 41.82746219425, 41.8284221162033)",22242.889582830292,119.71756428113747
10,Miscellaneous-CDOT,106 th & Avenue H -4 corners,2007,39000,106 th & Avenue H,106 th & 4 corners,41.70273,-87.5328671,google,41.8811042,-87.6542977,google,1,25,3,25003,"c(-87.644763553039, -87.6447935574232, 41.8671396225009, 41.8671835804562)",22242.889582830292,5.483125271076947
10,Miscellaneous-CDOT,106 th & Avenue H -4 corners,2007,39000,106 th & Avenue H,106 th & 4 corners,41.70273,-87.5328671,google,41.8811042,-87.6542977,google,1,4,18,04018,"c(-87.6116067580565, -87.6132718727655, 41.818521487837, 41.8209650517932)",22242.889582830292,304.74129901433207
10,Miscellaneous-CDOT,106 th & Avenue H -4 corners,2007,39000,106 th & Avenue H,106 th & 4 corners,41.70273,-87.5328671,google,41.8811042,-87.6542977,google,1,20,26,20026,"c(-87.5891969065492, -87.5895370739855, 41.785614430795, 41.7861142244325)",22242.889582830292,62.32167931833453
10,Miscellaneous-CDOT,106 th & Avenue H -4 corners,2007,39000,106 th & Avenue H,106 th & 4 corners,41.70273,-87.5328671,google,41.8811042,-87.6542977,google,1,5,45,05045,"c(-87.5873506097653, -87.5891969065492, 41.782901591531, 41.785614430795)",22242.889582830292,338.27483005316077
10,Miscellaneous-CDOT,106 th & Avenue H -4 corners,2007,39000,106 th & Avenue H,106 th & 4 corners,41.70273,-87.5328671,google,41.8811042,-87.6542977,google,1,4,49,04049,"c(-87.6104007385789, -87.6116067580565, 41.8167515169038, 41.818521487837)",22242.889582830292,220.73441704810736
10,Miscellaneous-CDOT,106 th & Avenue H -4 corners,2007,39000,106 th & Avenue H,106 th & 4 corners,41.70273,-87.5328671,google,41.8811042,-87.6542977,google,1,4,20,04020,"c(-87.6152435379151, -87.6170522098105, 41.8238582077895, 41.8265119333364)",22242.889582830292,330.9581871729867
10,Miscellaneous-CDOT,106 th & Avenue H -4 corners,2007,39000,106 th & Avenue H,106 th & 4 corners,41.70273,-87.5328671,google,41.8811042,-87.6542977,google,1,10,34,10034,"c(-87.5365901600471, -87.5378287058507, 41.7082156164362, 41.7100402755839)",22242.889582830292,227.45562393868838
10,Miscellaneous-CDOT,106 th & Avenue H -4 corners,2007,39000,106 th & Avenue H,106 th & 4 corners,41.70273,-87.5328671,google,41.8811042,-87.6542977,google,1,10,33,10033,"c(-87.5328671, -87.5365901600471, 41.70273, 41.7082156164362)",22242.889582830292,683.8077661907894
23,Miscellaneous-CDOT,Diagonal Parking-Archer & Kolin,2006,25000,Diagonal Parking & Archer,Diagonal Parking & Kolin,41.7184175,-87.8930973,google,41.8489175,-87.7322405,google,7,22,7,22007,"c(-87.7322588830853, -87.7322405, 41.8489026292958, 41.8489175)",19709.19716183222,2.2478326487150437
23,Miscellaneous-CDOT,Diagonal Parking-Archer & Kolin,2006,25000,Diagonal Parking & Archer,Diagonal Parking & Kolin,41.7184175,-87.8930973,google,41.8489175,-87.7322405,google,7,23,13,23013,"c(-87.7978295100094, -87.7932972388787, 41.7957976293883, 41.7994723054302)",19709.19716183222,555.0818456706182
23,Miscellaneous-CDOT,Diagonal Parking-Archer & Kolin,2006,25000,Diagonal Parking & Archer,Diagonal Parking & Kolin,41.7184175,-87.8930973,google,41.8489175,-87.7322405,google,7,23,27,23027,"c(-87.8015547666093, -87.7978295100094, 41.7927768158696, 41.7957976293883)",19709.19716183222,456.2918422817039
23,Miscellaneous-CDOT,Diagonal Parking-Archer & Kolin,2006,25000,Diagonal Parking & Archer,Diagonal Parking & Kolin,41.7184175,-87.8930973,google,41.8489175,-87.7322405,google,7,22,6,22006,"c(-87.7392503297369, -87.7353132147956, 41.8432462959088, 41.8464317395728)",19709.19716183222,481.480759199146
23,Miscellaneous-CDOT,Diagonal Parking-Archer & Kolin,2006,25000,Diagonal Parking & Archer,Diagonal Parking & Kolin,41.7184175,-87.8930973,google,41.8489175,-87.7322405,google,7,22,21,22021,"c(-87.7353132147956, -87.7322588830853, 41.8464317395728, 41.8489026292958)",19709.19716183222,373.48971567790545
1,Miscellaneous-CDOT,Clybourn & Leavitt to Hoyne-alley apron change orde,2011,1488,Clybourn & Leavitt to Hoyne,Clybourn & alley apron change orde,41.9358746,-87.6831101,google,41.9802412,-87.9089846,google,5,33,2,33002,"c(-87.7008161935862, -87.7039679009198, 41.9393706865584, 41.9399926690717)",19317.774534479213,269.7035926830536
1,Miscellaneous-CDOT,Clybourn & Leavitt to Hoyne-alley apron change orde,2011,1488,Clybourn & Leavitt to Hoyne,Clybourn & alley apron change orde,41.9358746,-87.6831101,google,41.9802412,-87.9089846,google,5,1,7,01007,"c(-87.687995154092, -87.6928972351997, 41.9368394690164, 41.937807463629)",19317.774534479213,419.52076482561904
1,Miscellaneous-CDOT,Clybourn & Leavitt to Hoyne-alley apron change orde,2011,1488,Clybourn & Leavitt to Hoyne,Clybourn & alley apron change orde,41.9358746,-87.6831101,google,41.9802412,-87.9089846,google,5,1,42,01042,"c(-87.683113336212, -87.687995154092, 41.935875239277, 41.9368394690164)",19317.774534479213,417.79929321849545
1,Miscellaneous-CDOT,Clybourn & Leavitt to Hoyne-alley apron change orde,2011,1488,Clybourn & Leavitt to Hoyne,Clybourn & alley apron change orde,41.9358746,-87.6831101,google,41.9802412,-87.9089846,google,5,30,8,30008,"c(-87.7211942799919, -87.7271298466925, 41.9433905198591, 41.944560612006)",19317.774534479213,507.860630242304
1,Miscellaneous-CDOT,Clybourn & Leavitt to Hoyne-alley apron change orde,2011,1488,Clybourn & Leavitt to Hoyne,Clybourn & alley apron change orde,41.9358746,-87.6831101,google,41.9802412,-87.9089846,google,5,45,1,45001,"c(-87.7471542358442, -87.7531927315338, 41.9485054947481, 41.9496943233763)",19317.774534479213,516.5844185097102
1,Miscellaneous-CDOT,Clybourn & Leavitt to Hoyne-alley apron change orde,2011,1488,Clybourn & Leavitt to Hoyne,Clybourn & alley apron change orde,41.9358746,-87.6831101,google,41.9802412,-87.9089846,google,5,41,27,41027,"list(c(-87.8722749530758, -87.9089846, 41.9730649611099, 41.9802412), c(-87.8465413018024, -87.8546737318939, 41.9680264428658, 41.969619438619))",19317.774534479213,3833.028152307525
1,Miscellaneous-CDOT,Clybourn & Leavitt to Hoyne-alley apron change orde,2011,1488,Clybourn & Leavitt to Hoyne,Clybourn & alley apron change orde,41.9358746,-87.6831101,google,41.9802412,-87.9089846,google,5,38,4,38004,"c(-87.7423764811828, -87.7471542358442, 41.9475646188299, 41.9485054947481)",19317.774534479213,408.7435343788556
1,Miscellaneous-CDOT,Clybourn & Leavitt to Hoyne-alley apron change orde,2011,1488,Clybourn & Leavitt to Hoyne,Clybourn & alley apron change orde,41.9358746,-87.6831101,google,41.9802412,-87.9089846,google,5,35,33,35033,"c(-87.7175042721329, -87.7199668746928, 41.9426629242286, 41.9431485150785)",19317.774534479213,210.7129652923654
1,Miscellaneous-CDOT,Clybourn & Leavitt to Hoyne-alley apron change orde,2011,1488,Clybourn & Leavitt to Hoyne,Clybourn & alley apron change orde,41.9358746,-87.6831101,google,41.9802412,-87.9089846,google,5,30,3,30003,"list(c(-87.7199668746928, -87.7211942799919, 41.9431485150785, 41.9433905198591), c(-87.7271298466925, -87.7273460479207, 41.944560612006, 41.9446032256789))",19317.774534479213,123.52024256777293
1,Miscellaneous-CDOT,Clybourn & Leavitt to Hoyne-alley apron change orde,2011,1488,Clybourn & Leavitt to Hoyne,Clybourn & alley apron change orde,41.9358746,-87.6831101,google,41.9802412,-87.9089846,google,5,35,24,35024,"c(-87.7076627294642, -87.7175042721329, 41.9407217101655, 41.9426629242286)",19317.774534479213,842.1251548523386
1,Miscellaneous-CDOT,Clybourn & Leavitt to Hoyne-alley apron change orde,2011,1488,Clybourn & Leavitt to Hoyne,Clybourn & alley apron change orde,41.9358746,-87.6831101,google,41.9802412,-87.9089846,google,5,30,28,30028,"c(-87.7273460479207, -87.7321910279135, 41.9446032256789, 41.9455580591163)",19317.774534479213,414.5331731783147
1,Miscellaneous-CDOT,Clybourn & Leavitt to Hoyne-alley apron change orde,2011,1488,Clybourn & Leavitt to Hoyne,Clybourn & alley apron change orde,41.9358746,-87.6831101,google,41.9802412,-87.9089846,google,5,30,13,30013,"c(-87.7321910279135, -87.7357849487402, 41.9455580591163, 41.9462661876883)",19317.774534479213,307.48538660547814
1,Miscellaneous-CDOT,Clybourn & Leavitt to Hoyne-alley apron change orde,2011,1488,Clybourn & Leavitt to Hoyne,Clybourn & alley apron change orde,41.9358746,-87.6831101,google,41.9802412,-87.9089846,google,5,38,40,38040,"c(-87.7706716154774, -87.7743592259237, 41.9531334448457, 41.9538586280333)",19317.774534479213,315.4261351554777
1,Miscellaneous-CDOT,Clybourn & Leavitt to Hoyne-alley apron change orde,2011,1488,Clybourn & Leavitt to Hoyne,Clybourn & alley apron change orde,41.9358746,-87.6831101,google,41.9802412,-87.9089846,google,5,38,26,38026,"c(-87.7817466887579, -87.7866900083557, 41.9553109972298, 41.9562825484292)",19317.774534479213,422.80486192393096
1,Miscellaneous-CDOT,Clybourn & Leavitt to Hoyne-alley apron change orde,2011,1488,Clybourn & Leavitt to Hoyne,Clybourn & alley apron change orde,41.9358746,-87.6831101,google,41.9802412,-87.9089846,google,5,38,9,38009,"c(-87.7357849487402, -87.7423764811828, 41.9462661876883, 41.9475646188299)",19317.774534479213,563.934545938579
1,Miscellaneous-CDOT,Clybourn & Leavitt to Hoyne-alley apron change orde,2011,1488,Clybourn & Leavitt to Hoyne,Clybourn & alley apron change orde,41.9358746,-87.6831101,google,41.9802412,-87.9089846,google,5,45,16,45016,"c(-87.7531927315338, -87.7546064482403, 41.9496943233763, 41.9499725966901)",19317.774534479213,120.93860017440355
1,Miscellaneous-CDOT,Clybourn & Leavitt to Hoyne-alley apron change orde,2011,1488,Clybourn & Leavitt to Hoyne,Clybourn & alley apron change orde,41.9358746,-87.6831101,google,41.9802412,-87.9089846,google,5,45,28,45028,"c(-87.7546064482403, -87.7570605263158, 41.9499725966901, 41.9504556058113)",19317.774534479213,209.93542861080232
1,Miscellaneous-CDOT,Clybourn & Leavitt to Hoyne-alley apron change orde,2011,1488,Clybourn & Leavitt to Hoyne,Clybourn & alley apron change orde,41.9358746,-87.6831101,google,41.9802412,-87.9089846,google,5,38,35,38035,"c(-87.7570605263158, -87.7620164888685, 41.9504556058113, 41.9514308516164)",19317.774534479213,423.9507825985708
1,Miscellaneous-CDOT,Clybourn & Leavitt to Hoyne-alley apron change orde,2011,1488,Clybourn & Leavitt to Hoyne,Clybourn & alley apron change orde,41.9358746,-87.6831101,google,41.9802412,-87.9089846,google,5,38,34,38034,"c(-87.7620164888685, -87.7669755329963, 41.9514308516164, 41.9524064606318)",19317.774534479213,424.2014084821665
1,Miscellaneous-CDOT,Clybourn & Leavitt to Hoyne-alley apron change orde,2011,1488,Clybourn & Leavitt to Hoyne,Clybourn & alley apron change orde,41.9358746,-87.6831101,google,41.9802412,-87.9089846,google,5,38,23,38023,"c(-87.7669755329963, -87.7706716154774, 41.9524064606318, 41.9531334448457)",19317.774534479213,316.1580083450499
1,Miscellaneous-CDOT,Clybourn & Leavitt to Hoyne-alley apron change orde,2011,1488,Clybourn & Leavitt to Hoyne,Clybourn & alley apron change orde,41.9358746,-87.6831101,google,41.9802412,-87.9089846,google,5,32,19,32019,"c(-87.6831101, -87.683113336212, 41.9358746, 41.935875239277)",19317.774534479213,0.27696803991357927
1,Miscellaneous-CDOT,Clybourn & Leavitt to Hoyne-alley apron change orde,2011,1488,Clybourn & Leavitt to Hoyne,Clybourn & alley apron change orde,41.9358746,-87.6831101,google,41.9802412,-87.9089846,google,5,38,33,38033,"c(-87.7743592259237, -87.7768186450931, 41.9538586280333, 41.9543422077814)",19317.774534479213,210.366681237959
1,Miscellaneous-CDOT,Clybourn & Leavitt to Hoyne-alley apron change orde,2011,1488,Clybourn & Leavitt to Hoyne,Clybourn & alley apron change orde,41.9358746,-87.6831101,google,41.9802412,-87.9089846,google,5,38,19,38019,"c(-87.7866900083557, -87.7976960361338, 41.9562825484292, 41.9584447854969)",19317.774534479213,941.3053591468108
1,Miscellaneous-CDOT,Clybourn & Leavitt to Hoyne-alley apron change orde,2011,1488,Clybourn & Leavitt to Hoyne,Clybourn & alley apron change orde,41.9358746,-87.6831101,google,41.9802412,-87.9089846,google,5,38,21,38021,"c(-87.7768186450931, -87.7817466887579, 41.9543422077814, 41.9553109972298)",19317.774534479213,421.5111354999042
1,Miscellaneous-CDOT,Clybourn & Leavitt to Hoyne-alley apron change orde,2011,1488,Clybourn & Leavitt to Hoyne,Clybourn & alley apron change orde,41.9358746,-87.6831101,google,41.9802412,-87.9089846,google,5,36,5,36005,"c(-87.8366838034398, -87.8390216280701, 41.9660946611816, 41.9665528933824)",19317.774534479213,199.88937820752093
1,Miscellaneous-CDOT,Clybourn & Leavitt to Hoyne-alley apron change orde,2011,1488,Clybourn & Leavitt to Hoyne,Clybourn & alley apron change orde,41.9358746,-87.6831101,google,41.9802412,-87.9089846,google,5,1,19,01019,"c(-87.6928972351997, -87.6978036629354, 41.937807463629, 41.9387760783497)",19317.774534479213,419.8799989504104
1,Miscellaneous-CDOT,Clybourn & Leavitt to Hoyne-alley apron change orde,2011,1488,Clybourn & Leavitt to Hoyne,Clybourn & alley apron change orde,41.9358746,-87.6831101,google,41.9802412,-87.9089846,google,5,0,0,00000,"list(c(-87.8390216280701, -87.8465413018024, 41.9665528933824, 41.9680264428658), c(-87.7976960361338, -87.8366838034398, 41.9584447854969, 41.9660946611816))",19317.774534479213,3976.8977067085107
1,Miscellaneous-CDOT,Clybourn & Leavitt to Hoyne-alley apron change orde,2011,1488,Clybourn & Leavitt to Hoyne,Clybourn & alley apron change orde,41.9358746,-87.6831101,google,41.9802412,-87.9089846,google,5,33,13,33013,"c(-87.6978036629354, -87.7008161935862, 41.9387760783497, 41.9393706865584)",19317.774534479213,257.79863245379687
1,Miscellaneous-CDOT,Clybourn & Leavitt to Hoyne-alley apron change orde,2011,1488,Clybourn & Leavitt to Hoyne,Clybourn & alley apron change orde,41.9358746,-87.6831101,google,41.9802412,-87.9089846,google,5,33,4,33004,"c(-87.7039679009198, -87.7076627294642, 41.9399926690717, 41.9407217101655)",19317.774534479213,316.1738431429195
26,POD Camera,Drake & Wabansia - SW corner,2009,37000,Drake & Wabansia,Drake & SW corner,41.9118273,-87.7149673,google,41.8160168,-87.6840685,google,8,12,14,12014,"c(-87.6868883456185, -87.6840835350708, 41.8247727863379, 41.8160634923775)",10956.62409302444,995.9317415790741
26,POD Camera,Drake & Wabansia - SW corner,2009,37000,Drake & Wabansia,Drake & SW corner,41.9118273,-87.7149673,google,41.8160168,-87.6840685,google,8,28,32,28032,"c(-87.7050106863574, -87.7033703502199, 41.8809862481284, 41.8759022932823)",10956.62409302444,581.3946383987169
26,POD Camera,Drake & Wabansia - SW corner,2009,37000,Drake & Wabansia,Drake & SW corner,41.9118273,-87.7149673,google,41.8160168,-87.6840685,google,8,28,54,28054,"c(-87.7012035240893, -87.7003248723706, 41.8691852925023, 41.8664611232192)",10956.62409302444,311.5295625699249
26,POD Camera,Drake & Wabansia - SW corner,2009,37000,Drake & Wabansia,Drake & SW corner,41.9118273,-87.7149673,google,41.8160168,-87.6840685,google,8,24,14,24014,"c(-87.7003248723706, -87.698327929602, 41.8664611232192, 41.8602689191532)",10956.62409302444,708.122977676706
26,POD Camera,Drake & Wabansia - SW corner,2009,37000,Drake & Wabansia,Drake & SW corner,41.9118273,-87.7149673,google,41.8160168,-87.6840685,google,8,27,3,27003,"c(-87.7111854370927, -87.7097022935005, 41.9001164215548, 41.8955225272901)",10956.62409302444,525.3611293028704
26,POD Camera,Drake & Wabansia - SW corner,2009,37000,Drake & Wabansia,Drake & SW corner,41.9118273,-87.7149673,google,41.8160168,-87.6840685,google,8,26,9,26009,"c(-87.7135066632363, -87.7126341941633, 41.9073048308883, 41.904603150389)",10956.62409302444,308.968443720647
26,POD Camera,Drake & Wabansia - SW corner,2009,37000,Drake & Wabansia,Drake & SW corner,41.9118273,-87.7149673,google,41.8160168,-87.6840685,google,8,26,49,26049,"c(-87.7143837308058, -87.7135066632363, 41.9100205139418, 41.9073048308883)",10956.62409302444,310.5705591055826
26,POD Camera,Drake & Wabansia - SW corner,2009,37000,Drake & Wabansia,Drake & SW corner,41.9118273,-87.7149673,google,41.8160168,-87.6840685,google,8,26,14,26014,"c(-87.7149673, -87.7143837308058, 41.9118273, 41.9100205139418)",10956.62409302444,206.6278330614676
26,POD Camera,Drake & Wabansia - SW corner,2009,37000,Drake & Wabansia,Drake & SW corner,41.9118273,-87.7149673,google,41.8160168,-87.6840685,google,8,27,26,27026,"c(-87.7062315225475, -87.7055961047059, 41.884769491005, 41.882800455504)",10956.62409302444,225.17749274496285
26,POD Camera,Drake & Wabansia - SW corner,2009,37000,Drake & Wabansia,Drake & SW corner,41.9118273,-87.7149673,google,41.8160168,-87.6840685,google,8,26,2,26002,"c(-87.7126341941633, -87.7111854370927, 41.904603150389, 41.9001164215548)",10956.62409302444,513.1077187866819
26,POD Camera,Drake & Wabansia - SW corner,2009,37000,Drake & Wabansia,Drake & SW corner,41.9118273,-87.7149673,google,41.8160168,-87.6840685,google,8,28,29,28029,"c(-87.6954324164076, -87.6950447908191, 41.8512881981417, 41.8500857420289)",10956.62409302444,137.50791468485082
26,POD Camera,Drake & Wabansia - SW corner,2009,37000,Drake & Wabansia,Drake & SW corner,41.9118273,-87.7149673,google,41.8160168,-87.6840685,google,8,12,13,12013,"c(-87.6909967730954, -87.6868883456185, 41.8375255778898, 41.8247727863379)",10956.62409302444,1458.33090543519
26,POD Camera,Drake & Wabansia - SW corner,2009,37000,Drake & Wabansia,Drake & SW corner,41.9118273,-87.7149673,google,41.8160168,-87.6840685,google,8,28,2,28002,"c(-87.7080132188668, -87.7062315225475, 41.8902899532379, 41.884769491005)",10956.62409302444,631.3182519023617
26,POD Camera,Drake & Wabansia - SW corner,2009,37000,Drake & Wabansia,Drake & SW corner,41.9118273,-87.7149673,google,41.8160168,-87.6840685,google,8,12,6,12006,"c(-87.6933138970029, -87.6909967730954, 41.8447157563571, 41.8375255778898)",10956.62409302444,822.2320251243464
26,POD Camera,Drake & Wabansia - SW corner,2009,37000,Drake & Wabansia,Drake & SW corner,41.9118273,-87.7149673,google,41.8160168,-87.6840685,google,8,28,5,28005,"c(-87.7055961047059, -87.7050106863574, 41.882800455504, 41.8809862481284)",10956.62409302444,207.47110444324812
26,POD Camera,Drake & Wabansia - SW corner,2009,37000,Drake & Wabansia,Drake & SW corner,41.9118273,-87.7149673,google,41.8160168,-87.6840685,google,8,28,35,28035,"c(-87.7033703502199, -87.7012035240893, 41.8759022932823, 41.8691852925023)",10956.62409302444,768.143611203068
26,POD Camera,Drake & Wabansia - SW corner,2009,37000,Drake & Wabansia,Drake & SW corner,41.9118273,-87.7149673,google,41.8160168,-87.6840685,google,8,12,7,12007,"list(c(-87.6950447908191, -87.6947529042082, 41.8500857420289, 41.8491802477855), c(-87.698327929602, -87.6954324164076, 41.8602689191532, 41.8512881981417))",10956.62409302444,1130.5513605515866
26,POD Camera,Drake & Wabansia - SW corner,2009,37000,Drake & Wabansia,Drake & SW corner,41.9118273,-87.7149673,google,41.8160168,-87.6840685,google,8,12,18,12018,"c(-87.6947529042082, -87.6933138970029, 41.8491802477855, 41.8447157563571)",10956.62409302444,510.5390801457255
26,POD Camera,Drake & Wabansia - SW corner,2009,37000,Drake & Wabansia,Drake & SW corner,41.9118273,-87.7149673,google,41.8160168,-87.6840685,google,8,27,44,27044,"c(-87.7097022935005, -87.7080132188668, 41.8955225272901, 41.8902899532379)",10956.62409302444,598.3983616999941
26,POD Camera,Drake & Wabansia - SW corner,2009,37000,Drake & Wabansia,Drake & SW corner,41.9118273,-87.7149673,google,41.8160168,-87.6840685,google,8,12,19,12019,"c(-87.6840835350708, -87.6840685, 41.8160634923775, 41.8160168)",10956.62409302444,5.339380887434025
32,Miscellaneous-CDOT,Augusta & Hoyne - Markings,2008,2000,Augusta & Hoyne,Augusta & Markings,41.8994957,-87.6795799,google,41.8991199,-87.7158208,google,4,1,1,01001,"c(-87.6869377430882, -87.6893972013159, 41.8994203250587, 41.8993950251918)",2999.7580713146,203.57543025056785
32,Miscellaneous-CDOT,Augusta & Hoyne - Markings,2008,2000,Augusta & Hoyne,Augusta & Markings,41.8994957,-87.6795799,google,41.8991199,-87.7158208,google,4,26,10,26010,"c(-87.7066751747232, -87.7088683532389, 41.8992158108959, 41.8991928770279)",2999.7580713146,181.535957069552
32,Miscellaneous-CDOT,Augusta & Hoyne - Markings,2008,2000,Augusta & Hoyne,Augusta & Markings,41.8994957,-87.6795799,google,41.8991199,-87.7158208,google,4,27,3,27003,"c(-87.7088683532389, -87.7139973215476, 41.8991928770279, 41.899139080903)",2999.7580713146,424.54058449776306
32,Miscellaneous-CDOT,Augusta & Hoyne - Markings,2008,2000,Augusta & Hoyne,Augusta & Markings,41.8994957,-87.6795799,google,41.8991199,-87.7158208,google,4,32,17,32017,"c(-87.6795799, -87.6795999360407, 41.8994957, 41.8994954953855)",2999.7580713146,1.6584279950655036
32,Miscellaneous-CDOT,Augusta & Hoyne - Markings,2008,2000,Augusta & Hoyne,Augusta & Markings,41.8994957,-87.6795799,google,41.8991199,-87.7158208,google,4,26,27,26027,"list(c(-87.7017188488183, -87.7066751747232, 41.8992674849732, 41.8992158108959), c(-87.6967915777089, -87.6980382515686, 41.8993186447994, 41.8993057205039))",2999.7580713146,513.4400482704443
32,Miscellaneous-CDOT,Augusta & Hoyne - Markings,2008,2000,Augusta & Hoyne,Augusta & Markings,41.8994957,-87.6795799,google,41.8991199,-87.7158208,google,4,27,29,27029,"c(-87.7139973215476, -87.7158208, 41.899139080903, 41.8991199)",2999.7580713146,150.935128953028
32,Miscellaneous-CDOT,Augusta & Hoyne - Markings,2008,2000,Augusta & Hoyne,Augusta & Markings,41.8994957,-87.6795799,google,41.8991199,-87.7158208,google,4,32,1,32001,"c(-87.6795999360407, -87.6820460331476, 41.8994954953855, 41.8994704888802)",2999.7580713146,202.46901969728864
