ward,type,location,year,est_cost,id,from_intersection,to_intersection,lat_1,lon_1,query_1,lat_2,lon_2,query_2,lat,long
2,Pole Painting,W ADAMS ST-- W KENNEDY ENTR RP (713 W) -to- S WACKER RP (320 W),2010,3000,1792,W ADAMS ST AND W KENNEDY ENTR RP,W ADAMS ST AND S WACKER RP,NA,NA,google,41.8793492,-87.6367124,google,41.8793492,-87.6367124
30,Street Lighting,W ADDISON ST-- W KENNEDY EXIT RP (3604 W) -to- N PULASKI RD (4000 W),2008,32400,25905,W ADDISON ST AND W KENNEDY EXIT RP,W ADDISON ST AND N PULASKI RD,NA,NA,google,41.94637511800005,-87.72739913299995,census,41.94637511800005,-87.72739913299995
30,Pole Painting,W ADDISON ST-- N PULASKI RD (4000 W) -to- W KENNEDY EXIT RP (3604 W),2008,7200,25893,W ADDISON ST AND N PULASKI RD,W ADDISON ST AND W KENNEDY EXIT RP,41.94637511800005,-87.72739913299995,census,NA,NA,google,41.94637511800005,-87.72739913299995
30,Street Lighting,W ADDISON ST-- N PULASKI RD (4000 W) -to- W KENNEDY EXIT RP (3604 W),2008,9600,25906,W ADDISON ST AND N PULASKI RD,W ADDISON ST AND W KENNEDY EXIT RP,41.94637511800005,-87.72739913299995,census,NA,NA,google,41.94637511800005,-87.72739913299995
49,Sidewalk Menu,W ALBION AV-- Dead End (1056 W) -to- N WINTHROP AV (1100 W),2010,11727,42449,W ALBION AV AND Dead End,W ALBION AV AND N WINTHROP AV,NA,NA,google,42.00258520300008,-87.65861484099997,census,42.00258520300008,-87.65861484099997
23,Curb/Gutter Menu,W ARCHER AV-- SSHVILLE AV (6600 W) -to- SSHVILLE AV (6600 W),2007,17556,19327,W ARCHER AV AND SSHVILLE AV,W ARCHER AV AND SSHVILLE AV,41.7922101,-87.7866876,google,41.7922101,-87.7866876,google,41.7922101,-87.7866876
40,Street Resurface Menu,W ARDMORE AV-- N RICHMOND ST (2929 W) -to- Dead End (3081 W),2009,76801,34937,W ARDMORE AV AND N RICHMOND ST,W ARDMORE AV AND Dead End,41.98673880700005,-87.70291399899997,census,NA,NA,google,41.98673880700005,-87.70291399899997
47,Street Resurface Menu,W ARGYLE ST-- Dead End (1829 W) -to- N DAMEN AV (2000 W),2010,71159,40619,W ARGYLE ST AND Dead End,W ARGYLE ST AND N DAMEN AV,NA,NA,google,41.97239986900007,-87.67929314099996,census,41.97239986900007,-87.67929314099996
41,Street Resurface Menu,W BALMORAL AV-- N ORIOLE AV (7600 W) -to- Dead End (3009 W),2006,8052,35572,W BALMORAL AV AND N ORIOLE AV,W BALMORAL AV AND Dead End,41.97791515500006,-87.81688584499994,census,NA,NA,google,41.97791515500006,-87.81688584499994
48,Street Bump Outs Menu,W BALMORAL AV-- N LAKEWOOD AV (1300 W) -to- N LAKEWOOD AV (1300 W),2009,16393,41611,W BALMORAL AV AND N LAKEWOOD AV,W BALMORAL AV AND N LAKEWOOD AV,41.9799222,-87.6624532,google,41.9799222,-87.6624532,google,41.9799222,-87.6624532
41,Curb/Gutter Menu,W BALMORAL AV-- Dead End (7570 W) -to- N ORIOLE AV (7600 W),2005,19651,35484,W BALMORAL AV AND Dead End,W BALMORAL AV AND N ORIOLE AV,NA,NA,google,41.97791515500006,-87.81688584499994,census,41.97791515500006,-87.81688584499994
48,Street Bump Outs Menu,W BALMORAL AV-- N WAYNE AV (1332 W) -to- N WAYNE AV (1332 W),2009,16393,41610,W BALMORAL AV AND N WAYNE AV,W BALMORAL AV AND N WAYNE AV,41.9799033,-87.6636633,google,41.9799033,-87.6636633,google,41.9799033,-87.6636633
31,Street Resurface Menu,W BARRY AV-- N PULASKI RD (4000 W) -to- Dead End (4550 W),2010,15938,27173,W BARRY AV AND N PULASKI RD,W BARRY AV AND Dead End,41.937277,-87.7271413,google,NA,NA,google,41.937277,-87.7271413
31,Street Resurface Menu,W BARRY AV-- N KOLMAR AV (4532 W) -to- N KOLMAR AV (4532 W),2010,13779,27174,W BARRY AV AND N KOLMAR AV,W BARRY AV AND N KOLMAR AV,41.9370768,-87.7408591,google,41.9370768,-87.7408591,google,41.9370768,-87.7408591
44,Street Resurface Menu,W BARRY AV-- Dead End (4289 W) -to- N SHERIDAN RD (400 W),2009,23332,38226,W BARRY AV AND Dead End,W BARRY AV AND N SHERIDAN RD,NA,NA,google,41.93773236100003,-87.63946409699997,census,41.93773236100003,-87.63946409699997
47,Curb/Gutter Menu,W BERENICE AV-- N LINCOLN AV (1926 W) -to- N LINCOLN AV (1926 W),2009,13736,40566,W BERENICE AV AND N LINCOLN AV,W BERENICE AV AND N LINCOLN AV,41.951448216000074,-87.67686914899997,census,41.951448216000074,-87.67686914899997,census,41.951448216000074,-87.67686914899997
49,Sidewalk Menu,W BIRCHWOOD AV-- Dead End (1291 W) -to- N GREENVIEW AV (1450 W),2008,16318,42383,W BIRCHWOOD AV AND Dead End,W BIRCHWOOD AV AND N GREENVIEW AV,NA,NA,google,42.01817030600006,-87.66821031199999,census,42.01817030600006,-87.66821031199999
49,Sidewalk Menu,W BIRCHWOOD AV-- N HOYNE AV (2100 W) -to- N HOYNE AV (2100 W),2010,4873,42450,W BIRCHWOOD AV AND N HOYNE AV,W BIRCHWOOD AV AND N HOYNE AV,42.0179438,-87.6829849,google,42.0179438,-87.6829849,google,42.0179438,-87.6829849
48,Diagonal Parking Menu,W BRYN MAWR AV-- N KENMORE AV (1038 W) -to- N KENMORE AV (1038 W),2009,67000,41597,W BRYN MAWR AV AND N KENMORE AV,W BRYN MAWR AV AND N KENMORE AV,41.983683693000046,-87.65660891699997,census,41.983683693000046,-87.65660891699997,census,41.983683693000046,-87.65660891699997
48,Miscellaneous-CDOT,W BRYN MAWR AV-- N LAKE SHORE EXIT RP (860 W) -to- N SHERIDAN RD (1000 W),2007,4837,41507,W BRYN MAWR AV AND N LAKE SHORE EXIT RP,W BRYN MAWR AV AND N SHERIDAN RD,NA,NA,google,41.983804289000034,-87.65518989699996,census,41.983804289000034,-87.65518989699996
48,Street Resurface Menu,W BRYN MAWR AV-- N LAKE SHORE EXIT RP (860 W) -to- N SHERIDAN RD (1000 W),2007,88064,41519,W BRYN MAWR AV AND N LAKE SHORE EXIT RP,W BRYN MAWR AV AND N SHERIDAN RD,NA,NA,google,41.983804289000034,-87.65518989699996,census,41.983804289000034,-87.65518989699996
48,Street Resurface Menu,W BRYN MAWR AV-- S LAKE SHORE ENTR RP (905 W) -to- N SHERIDAN RD (1000 W),2009,14268,41616,W BRYN MAWR AV AND S LAKE SHORE ENTR RP,W BRYN MAWR AV AND N SHERIDAN RD,NA,NA,google,41.983804289000034,-87.65518989699996,census,41.983804289000034,-87.65518989699996
48,Street Lighting,W BRYN MAWR AV-- N LAKE SHORE EXIT RP (860 W) -to- N WINTHROP AV (1120 W),2008,26949,41581,W BRYN MAWR AV AND N LAKE SHORE EXIT RP,W BRYN MAWR AV AND N WINTHROP AV,NA,NA,google,41.98365957400006,-87.65800381799994,census,41.98365957400006,-87.65800381799994
46,Street Resurface Menu,W BUENA CR-- N KENMORE AV (1042 W) -to- Dead End (1073 W),2008,19221,39836,W BUENA CR AND N KENMORE AV,W BUENA CR AND Dead End,41.9582161,-87.6562335,google,NA,NA,google,41.9582161,-87.6562335
41,Street Resurface Menu,W CATHERINE AV-- CITY LIMITS (0 E) -to- N PITTSBURGH AV (8232 W),2008,23598,35698,W CATHERINE AV AND CITY LIMITS,W CATHERINE AV AND N PITTSBURGH AV,NA,NA,google,41.97728403200006,-87.83272822099997,census,41.97728403200006,-87.83272822099997
27,Street Resurface Menu,W CHESTNUT ST-- N ORLEANS ST (332 W) -to- Dead End (341 W),2009,4313,23436,W CHESTNUT ST AND N ORLEANS ST,W CHESTNUT ST AND Dead End,41.89816460900005,-87.63722903999997,census,NA,NA,google,41.89816460900005,-87.63722903999997
41,Curb/Gutter Menu,W CLARENCE AV-- N NEENAH AV (6500 W) -to- Dead End (6517 W),2008,519,35662,W CLARENCE AV AND N NEENAH AV,W CLARENCE AV AND Dead End,41.99462582600006,-87.78994053999998,census,NA,NA,google,41.99462582600006,-87.78994053999998
49,Street Lighting,W COLUMBIA AV-- Dead End (1116 W) -to- N LAKEWOOD AV (1310 W),2008,195000,42403,W COLUMBIA AV AND Dead End,W COLUMBIA AV AND N LAKEWOOD AV,NA,NA,google,42.004489,-87.6636247,google,42.004489,-87.6636247
18,Pole Painting,W COLUMBUS AV-- W 83 ST (3663 W) -to- W 87 ST (4030 W),2006,6000,15514,W COLUMBUS AV AND W 83rd ST,W COLUMBUS AV AND W 87th ST,41.74138900300005,-87.71409732599994,census,NA,NA,google,41.74138900300005,-87.71409732599994
18,Pole Painting,W COLUMBUS AV-- W 83 ST (3663 W) -to- W 87 ST (4030 W),2006,13250,15515,W COLUMBUS AV AND W 83rd ST,W COLUMBUS AV AND W 87th ST,41.74138900300005,-87.71409732599994,census,NA,NA,google,41.74138900300005,-87.71409732599994
2,Pole Painting,W CONGRESS PW-- S LOOMIS ST (1400 W) -to- E EISENHOWER ENTR RP (1522 W),2009,3300,1613,W CONGRESS PW AND S LOOMIS ST,W CONGRESS PW AND E EISENHOWER ENTR RP,41.6981249,-87.6570798,google,NA,NA,google,41.6981249,-87.6570798
2,Pole Painting,W CONGRESS PW-- S LOOMIS ST (1400 W) -to- E EISENHOWER ENTR RP (1522 W),2009,1500,1614,W CONGRESS PW AND S LOOMIS ST,W CONGRESS PW AND E EISENHOWER ENTR RP,41.6981249,-87.6570798,google,NA,NA,google,41.6981249,-87.6570798
2,Street Lighting,W CONGRESS PW-- S LOOMIS ST (1400 W) -to- E EISENHOWER ENTR RP (1522 W),2009,4400,1701,W CONGRESS PW AND S LOOMIS ST,W CONGRESS PW AND E EISENHOWER ENTR RP,41.6981249,-87.6570798,google,NA,NA,google,41.6981249,-87.6570798
2,Street Lighting,W CONGRESS PW-- S MAPLEWOOD AV (2550 W) -to- E EISENHOWER ENTR RP (2257 W),2008,8400,1524,W CONGRESS PW AND S MAPLEWOOD AV,W CONGRESS PW AND E EISENHOWER ENTR RP,41.87494976000005,-87.69063324299998,census,NA,NA,google,41.87494976000005,-87.69063324299998
2,Street Lighting,W CONGRESS PW-- S LOOMIS ST (1400 W) -to- E EISENHOWER EXIT RP (1284 W),2009,2000,1702,W CONGRESS PW AND S LOOMIS ST,W CONGRESS PW AND E EISENHOWER EXIT RP,41.6981249,-87.6570798,google,NA,NA,google,41.6981249,-87.6570798
2,Street Lighting,W CONGRESS PW-- E EISENHOWER ENTR RP (2257 W) -to- S MAPLEWOOD AV (2550 W),2008,27000,1523,W CONGRESS PW AND E EISENHOWER ENTR RP,W CONGRESS PW AND S MAPLEWOOD AV,NA,NA,google,41.87494976000005,-87.69063324299998,census,41.87494976000005,-87.69063324299998
47,Sidewalk Menu,W CORNELIA AV-- N RAVENSWOOD AV (1800 W) -to- N RAVENSWOOD AV (1800 W),2006,18323,40379,W CORNELIA AV AND N RAVENSWOOD AV,W CORNELIA AV AND N RAVENSWOOD AV,41.94509679400005,-87.67361705999997,census,41.94509679400005,-87.67361705999997,census,41.94509679400005,-87.67361705999997
27,Street Resurface Menu,W COUCH PL-- N DESPLAINES ST (640 W) -to- Dead End (670 W),2010,17498,23486,W COUCH PL AND N DESPLAINES ST,W COUCH PL AND Dead End,41.88510801500007,-87.64422364399996,census,NA,NA,google,41.88510801500007,-87.64422364399996
31,Curb/Gutter Menu,W DICKENS AV-- N KILPATRICK AV (4700 W) -to- Dead End (3120 W),2010,7765,27146,W DICKENS AV AND N KILPATRICK AV,W DICKENS AV AND Dead End,41.91879065100005,-87.74373997499998,census,NA,NA,google,41.91879065100005,-87.74373997499998
30,Sidewalk Menu,W DICKENS AV-- N PULASKI RD (4000 W) -to- Dead End (3120 W),2008,20563,25860,W DICKENS AV AND N PULASKI RD,W DICKENS AV AND Dead End,41.9190082,-87.72661,google,NA,NA,google,41.9190082,-87.72661
31,Street Lighting,W DICKENS AV-- Dead End (4652 W) -to- N KILPATRICK AV (4700 W),2008,1500,27053,W DICKENS AV AND Dead End,W DICKENS AV AND N KILPATRICK AV,NA,NA,google,41.918787,-87.7437241,google,41.918787,-87.7437241
43,Pole Painting,W DRUMMOND PL-- N CLARK ST (556 W) -to- N CLARK ST (582 W),2008,200,37333,W DRUMMOND PL AND N CLARK ST,W DRUMMOND PL AND N CLARK ST,41.9307066,-87.6439221,google,41.9307066,-87.6439221,google,41.9307066,-87.6439221
31,Curb/Gutter Menu,W DRUMMOND PL-- N LECLAIRE AV (5100 W) -to- N LECLAIRE AV (5100 W),2010,9820,27148,W DRUMMOND PL AND N LECLAIRE AV,W DRUMMOND PL AND N LECLAIRE AV,41.92871977300007,-87.75385401199998,census,41.92871977300007,-87.75385401199998,census,41.92871977300007,-87.75385401199998
30,Diagonal Parking Menu,W EDDY ST-- N PULASKI RD (4000 W) -to- N PULASKI RD (4000 W),2007,20000,25785,W EDDY ST AND N PULASKI RD,W EDDY ST AND N PULASKI RD,41.94546662400006,-87.72737099399995,census,41.94546662400006,-87.72737099399995,census,41.94546662400006,-87.72737099399995
19,Street Resurface Menu,W EDMAIRE ST-- S HOMEWOOD AV (1935 W) -to- S HOMEWOOD AV (1935 W),2007,7483,16367,W EDMAIRE ST AND S HOMEWOOD AV,W EDMAIRE ST AND S HOMEWOOD AV,41.687840083000026,-87.67022025499995,census,41.687840083000026,-87.67022025499995,census,41.687840083000026,-87.67022025499995
43,Street Resurface Menu,W ELM ST-- Dead End (331 W) -to- N WELLS ST (200 W),2006,14349,37189,W ELM ST AND Dead End,W ELM ST AND N WELLS ST,NA,NA,google,41.902887977000034,-87.63443923799997,census,41.902887977000034,-87.63443923799997
28,Street Speed Hump Menu,W ERIE ST-- N KILPATRICK AV (4700 W) -to- N KILPATRICK AV (4700 W) 2,2006,5000,24110,W ERIE ST AND N KILPATRICK AV,W ERIE ST AND N KILPATRICK AV,41.8923069,-87.7434138,google,41.8923069,-87.7434138,google,41.8923069,-87.7434138
49,Street Resurface Menu,W ESTES AV-- N GLENWOOD AV (1400 W) -to- N GLENWOOD AV (1400 W),2008,47415,42395,W ESTES AV AND N GLENWOOD AV,W ESTES AV AND N GLENWOOD AV,42.01156563200004,-87.66586671699997,census,42.01156563200004,-87.66586671699997,census,42.01156563200004,-87.66586671699997
49,Street Resurface Menu,W FARGO AV-- Dead End (1303 W) -to- N GREENVIEW AV (1450 W),2008,23086,42396,W FARGO AV AND Dead End,W FARGO AV AND N GREENVIEW AV,NA,NA,google,42.017121116000055,-87.66817413299998,census,42.017121116000055,-87.66817413299998
49,Sidewalk Menu,W FARGO AV-- N SHERIDAN RD (1377 W) -to- N SHERIDAN RD (1377 W),2008,4194,42385,W FARGO AV AND N SHERIDAN RD,W FARGO AV AND N SHERIDAN RD,42.0171561,-87.665407,google,42.0171561,-87.665407,google,42.0171561,-87.665407
45,Street Speed Hump Menu,W FARRAGUT AV-- N LUNA AV (5532 W) -to- N LUNA AV (5532 W) 1,2007,1650,39075,W FARRAGUT AV AND N LUNA AV,W FARRAGUT AV AND N LUNA AV,41.976596631000064,-87.76723219699994,census,41.976596631000064,-87.76723219699994,census,41.976596631000064,-87.76723219699994
32,Pole Painting,W FLETCHER ST-- N DAMEN AV (2000 W) -to- Dead End (2024 W),2006,600,27858,W FLETCHER ST AND N DAMEN AV,W FLETCHER ST AND Dead End,41.938660955000046,-87.67832434799999,census,NA,NA,google,41.938660955000046,-87.67832434799999
32,Street Lighting,W FLETCHER ST-- N DAMEN AV (2000 W) -to- Dead End (2024 W),2006,1200,27914,W FLETCHER ST AND N DAMEN AV,W FLETCHER ST AND Dead End,41.938660955000046,-87.67832434799999,census,NA,NA,google,41.938660955000046,-87.67832434799999
32,Street Resurface Menu,W FLETCHER ST-- N DAMEN AV (2000 W) -to- Dead End (2024 W),2007,21255,27969,W FLETCHER ST AND N DAMEN AV,W FLETCHER ST AND Dead End,41.938660955000046,-87.67832434799999,census,NA,NA,google,41.938660955000046,-87.67832434799999
25,Curb/Gutter Menu,W FLOURNOY ST-- S ADA ST (1324 W) -to- S ADA ST (1324 W),2009,14993,21595,W FLOURNOY ST AND S ADA ST,W FLOURNOY ST AND S ADA ST,41.87318502900007,-87.66022681499999,census,41.87318502900007,-87.66022681499999,census,41.87318502900007,-87.66022681499999
45,Street Resurface Menu,W GALE ST-- N MILWAUKEE AV (5455 W) -to- N MILWAUKEE AV (5408 W),2008,44453,39105,W GALE ST AND N MILWAUKEE AV,W GALE ST AND N MILWAUKEE AV,41.9703396,-87.7629546,google,41.9703396,-87.7629546,google,41.9703396,-87.7629546
48,Street Bump Outs Menu,W GLENLAKE AV-- N BROADWAY (1200 W) -to- N BROADWAY (1200 W),2008,47000,41564,W GLENLAKE AV AND N BROADWAY,W GLENLAKE AV AND N BROADWAY,41.9927304,-87.6603068,google,41.9927304,-87.6603068,google,41.9927304,-87.6603068
48,Street Resurface Menu,W GLENLAKE AV-- N WINTHROP AV (1120 W) -to- N WINTHROP AV (1120 W),2009,25839,41617,W GLENLAKE AV AND N WINTHROP AV,W GLENLAKE AV AND N WINTHROP AV,41.99231841100004,-87.65828118999997,census,41.99231841100004,-87.65828118999997,census,41.99231841100004,-87.65828118999997
27,Street Speed Hump Menu,W GOETHE ST-- N SEDGWICK ST (400 W) -to- N SEDGWICK ST (400 W) 1,2008,1750,23413,W GOETHE ST AND N SEDGWICK ST,W GOETHE ST AND N SEDGWICK ST,41.9056522,-87.6384313,google,41.9056522,-87.6384313,google,41.9056522,-87.6384313
39,Curb/Gutter Menu,W GRACE ST-- N HAMLIN AV (3800 W) -to- N HAMLIN AV (3800 W),2007,19530,34058,W GRACE ST AND N HAMLIN AV,W GRACE ST AND N HAMLIN AV,41.9500727,-87.7226018,google,41.9500727,-87.7226018,google,41.9500727,-87.7226018
30,Sidewalk Menu,W GRAND AV-- N HARDING AV (3932 W) -to- N HARDING AV (3932 W),2010,2511,25983,W GRAND AV AND N HARDING AV,W GRAND AV AND N HARDING AV,41.905675,-87.7251693,google,41.905675,-87.7251693,google,41.905675,-87.7251693
47,Street Speed Hump Menu,W GUNNISON ST-- N ROCKWELL ST (2600 W) -to- N ROCKWELL ST (2600 W) 4,2008,7000,40546,W GUNNISON ST AND N ROCKWELL ST,W GUNNISON ST AND N ROCKWELL ST,41.96967036600006,-87.69383307399994,census,41.96967036600006,-87.69383307399994,census,41.96967036600006,-87.69383307399994
2,Pole Painting,W HASTINGS ST-- Dead End (1556 W) -to- S ASHLAND AV (1600 W),2009,1200,1618,W HASTINGS ST AND Dead End,W HASTINGS ST AND S ASHLAND AV,NA,NA,google,41.864176462000046,-87.66631694499995,census,41.864176462000046,-87.66631694499995
2,Street Lighting,W HASTINGS ST-- Dead End (1556 W) -to- S ASHLAND AV (1600 W),2009,1200,1706,W HASTINGS ST AND Dead End,W HASTINGS ST AND S ASHLAND AV,NA,NA,google,41.864176462000046,-87.66631694499995,census,41.864176462000046,-87.66631694499995
2,Street Lighting,W HASTINGS ST-- Dead End (1556 W) -to- S ASHLAND AV (1600 W),2009,500,1707,W HASTINGS ST AND Dead End,W HASTINGS ST AND S ASHLAND AV,NA,NA,google,41.864176462000046,-87.66631694499995,census,41.864176462000046,-87.66631694499995
35,Sidewalk Menu,W HENDERSON ST-- N DRAKE AV (3532 W) -to- N DRAKE AV (3494 W),2009,16768,30675,W HENDERSON ST AND N DRAKE AV,W HENDERSON ST AND N DRAKE AV,41.94223865400005,-87.71436263799995,census,41.94223865400005,-87.71436263799995,census,41.94223865400005,-87.71436263799995
41,Street Resurface Menu,W HIGHLAND AV-- N NEVA AV (7120 W) -to- Dead End (6518 W),2009,32139,35751,W HIGHLAND AV AND N NEVA AV,W HIGHLAND AV AND Dead End,41.99693324200007,-87.80490256099995,census,NA,NA,google,41.99693324200007,-87.80490256099995
27,Pole Painting,W JACKSON BV-- S GREEN ST (832 W) -to- E KENNEDY EXIT RP (726 W),2009,600,23451,W JACKSON BV AND S GREEN ST,W JACKSON BV AND E KENNEDY EXIT RP,41.87793251600005,-87.64840834699999,census,NA,NA,google,41.87793251600005,-87.64840834699999
27,Street Lighting,W JACKSON BV-- S GREEN ST (832 W) -to- E KENNEDY EXIT RP (726 W),2009,800,23463,W JACKSON BV AND S GREEN ST,W JACKSON BV AND E KENNEDY EXIT RP,41.87793251600005,-87.64840834699999,census,NA,NA,google,41.87793251600005,-87.64840834699999
2,Pole Painting,W JACKSON BV-- E KENNEDY EXIT RP (726 W) -to- S CANAL ST (440 W),2008,3000,1440,W JACKSON BV AND E KENNEDY EXIT RP,W JACKSON BV AND S CANAL ST,NA,NA,google,41.87804507300007,-87.63956057499996,census,41.87804507300007,-87.63956057499996
2,Pole Painting,W JACKSON BV-- E KENNEDY EXIT RP (726 W) -to- S CANAL ST (440 W),2008,3000,1441,W JACKSON BV AND E KENNEDY EXIT RP,W JACKSON BV AND S CANAL ST,NA,NA,google,41.87804507300007,-87.63956057499996,census,41.87804507300007,-87.63956057499996
2,Street Lighting,W JACKSON BV-- E KENNEDY EXIT RP (726 W) -to- S CANAL ST (440 W),2008,8000,1530,W JACKSON BV AND E KENNEDY EXIT RP,W JACKSON BV AND S CANAL ST,NA,NA,google,41.87804507300007,-87.63956057499996,census,41.87804507300007,-87.63956057499996
2,Street Lighting,W JACKSON BV-- E KENNEDY EXIT RP (726 W) -to- S CANAL ST (440 W),2008,13500,1531,W JACKSON BV AND E KENNEDY EXIT RP,W JACKSON BV AND S CANAL ST,NA,NA,google,41.87804507300007,-87.63956057499996,census,41.87804507300007,-87.63956057499996
2,Street Lighting,W JACKSON BV-- E KENNEDY EXIT RP (726 W) -to- S CANAL ST (440 W),2008,8000,1532,W JACKSON BV AND E KENNEDY EXIT RP,W JACKSON BV AND S CANAL ST,NA,NA,google,41.87804507300007,-87.63956057499996,census,41.87804507300007,-87.63956057499996
2,Street Lighting,W JACKSON BV-- E KENNEDY EXIT RP (726 W) -to- S CANAL ST (440 W),2008,13500,1533,W JACKSON BV AND E KENNEDY EXIT RP,W JACKSON BV AND S CANAL ST,NA,NA,google,41.87804507300007,-87.63956057499996,census,41.87804507300007,-87.63956057499996
28,Sidewalk Menu,W JACKSON BV-- S KILPATRICK AV (4700 W) -to- S KILPATRICK AV (4700 W),2009,2243,24200,W JACKSON BV AND S KILPATRICK AV,W JACKSON BV AND S KILPATRICK AV,41.876879306000035,-87.74269480399994,census,41.876879306000035,-87.74269480399994,census,41.876879306000035,-87.74269480399994
49,Sidewalk Menu,W JARVIS AV-- Dead End (1290 W) -to- N SHERIDAN RD (1350 W),2010,5269,42453,W JARVIS AV AND Dead End,W JARVIS AV AND N SHERIDAN RD,NA,NA,google,42.0161051,-87.6651023,google,42.0161051,-87.6651023
42,Curb/Gutter Menu,W KINZIE ST-- N LA SALLE DR (140 W) -to- N LA SALLE DR (140 W),2005,10000,36233,W KINZIE ST AND N LA SALLE DR,W KINZIE ST AND N LA SALLE DR,41.889188201000024,-87.63264234799999,census,41.889188201000024,-87.63264234799999,census,41.889188201000024,-87.63264234799999
38,Street Speed Hump Menu,W LAWRENCE AV-- N MELVINA AV (6165 W) -to- N MELVINA AV (6165 W) 4,2007,6600,33307,W LAWRENCE AV AND N MELVINA AV,W LAWRENCE AV AND N MELVINA AV,41.9675483,-87.7819603,google,41.9675483,-87.7819603,google,41.9675483,-87.7819603
33,Street Resurface Menu,W LELAND AV-- Dead End (2861 W) -to- N MANOR AV (2919 W),2006,17612,28773,W LELAND AV AND Dead End,W LELAND AV AND N MANOR AV,NA,NA,google,41.9666728,-87.7015402,google,41.9666728,-87.7015402
35,Curb/Gutter Menu,W LOGAN BV-- W LOGAN (N) BV(3127 W) -to- N MILWAUKEE AV (3132 W),2005,12512,30445,W LOGAN BV AND W LOGANBV,W LOGAN BV AND N MILWAUKEE AV,NA,NA,google,41.9287538,-87.7068816,google,41.9287538,-87.7068816
35,Sidewalk Menu,W LOGAN BV-- N MAPLEWOOD AV (2532 W) -to- W LOGAN (N) BV(3127 W),2007,21014,30550,W LOGAN BV AND N MAPLEWOOD AV,W LOGAN BV AND W LOGANBV,41.9282301,-87.6914204,google,NA,NA,google,41.9282301,-87.6914204
49,Sidewalk Menu,W LOYOLA AV-- Dead End (1050 W) -to- N WINTHROP AV (1100 W),2007,5648,42345,W LOYOLA AV AND Dead End,W LOYOLA AV AND N WINTHROP AV,NA,NA,google,42.00156415200007,-87.65858268199997,census,42.00156415200007,-87.65858268199997
49,Curb/Gutter Menu,W LUNT AV-- Dead End (1188 W) -to- N SHERIDAN RD (1240 W),2007,45019,42335,W LUNT AV AND Dead End,W LUNT AV AND N SHERIDAN RD,NA,NA,google,42.00918585800008,-87.66208802299997,census,42.00918585800008,-87.66208802299997
43,Street Resurface Menu,W MAPLE ST-- N LA SALLE DR (140 W) -to- Dead End (170 W),2007,6299,37254,W MAPLE ST AND N LA SALLE DR,W MAPLE ST AND Dead End,41.90182672700007,-87.63293981999999,census,NA,NA,google,41.90182672700007,-87.63293981999999
28,Street Resurface Menu,W MAYPOLE AV-- N HAMLIN BV (3800 W) -to- N HAMLIN BV (3800 W),2010,32434,24268,W MAYPOLE AV AND N HAMLIN BV,W MAYPOLE AV AND N HAMLIN BV,41.88409098400007,-87.72088691599998,census,41.88409098400007,-87.72088691599998,census,41.88409098400007,-87.72088691599998
31,Street Lighting,W MCLEAN AV-- Dead End (4654 W) -to- N KILPATRICK AV (4700 W),2008,2000,27054,W MCLEAN AV AND Dead End,W MCLEAN AV AND N KILPATRICK AV,NA,NA,google,41.91787411700005,-87.74371987599994,census,41.91787411700005,-87.74371987599994
49,Street Lighting,W NORTH SHORE AV-- Dead End (1113 W) -to- N LAKEWOOD AV (1310 W),2008,195000,42404,W NORTH SHORE AV AND Dead End,W NORTH SHORE AV AND N LAKEWOOD AV,NA,NA,google,42.00350575700003,-87.66357136199997,census,42.00350575700003,-87.66357136199997
49,Sidewalk Menu,W NORTH SHORE AV-- Dead End (1113 W) -to- N SHERIDAN RD (1200 W),2008,9639,42389,W NORTH SHORE AV AND Dead End,W NORTH SHORE AV AND N SHERIDAN RD,NA,NA,google,42.0035372,-87.6608341,google,42.0035372,-87.6608341
49,Street Resurface Menu,W NORTH SHORE AV-- Dead End (1113 W) -to- N SHERIDAN RD (1200 W),2009,40340,42421,W NORTH SHORE AV AND Dead End,W NORTH SHORE AV AND N SHERIDAN RD,NA,NA,google,42.0035372,-87.6608341,google,42.0035372,-87.6608341
31,Curb/Gutter Menu,W OAKDALE AV-- N LAMON AV (4900 W) -to- N LAMON AV (4900 W),2010,6809,27151,W OAKDALE AV AND N LAMON AV,W OAKDALE AV AND N LAMON AV,41.93423907800008,-87.74915476299998,census,41.93423907800008,-87.74915476299998,census,41.93423907800008,-87.74915476299998
27,Street Resurface Menu,W OGDEN AV-- N CLYBOURN AV (1480 N) -to- Dead End (1443 N),2008,27064,23406,W OGDEN AV AND N CLYBOURN AV,W OGDEN AV AND Dead End,41.908041473000026,-87.64551000799997,census,NA,NA,google,41.908041473000026,-87.64551000799997
28,Sidewalk Menu,W OGDEN AV-- S CAMPBELL AV (2510 W) -to- S CAMPBELL AV (2510 W),2009,1162,24202,W OGDEN AV AND S CAMPBELL AV,W OGDEN AV AND S CAMPBELL AV,41.86402,-87.6880683,google,41.86402,-87.6880683,google,41.86402,-87.6880683
31,Street Resurface Menu,W PALMER ST-- N KILBOURN AV (4500 W) -to- N KILBOURN AV (4500 W),2010,15044,27176,W PALMER ST AND N KILBOURN AV,W PALMER ST AND N KILBOURN AV,41.920679998000026,-87.73889199099995,census,41.920679998000026,-87.73889199099995,census,41.920679998000026,-87.73889199099995
