ward_locate,precinct_locate,ward_precinct_locate,year,weighted_cost
3,46,03046,2015,22121.99999998893
3,46,03046,2016,0
3,46,03046,2017,0
3,46,03046,2018,35000
3,46,03046,2019,14646.81
3,46,03046,2020,8543.464050315975
3,46,03046,2021,0
3,46,03046,2022,12742.83511247729
3,47,03047,2003,0
3,47,03047,2004,0
3,47,03047,2005,0
3,47,03047,2006,0
3,47,03047,2007,10742.526615754348
3,47,03047,2008,1399.6324768855534
3,47,03047,2009,102427.78278974936
3,47,03047,2010,59420.820932069335
3,47,03047,2011,20538
3,47,03047,2012,60428.263684372774
3,47,03047,2013,0
3,47,03047,2014,0
3,47,03047,2015,46494.397418472516
3,47,03047,2016,0
3,47,03047,2017,0
3,47,03047,2018,0
3,47,03047,2019,0
3,47,03047,2020,0
3,47,03047,2021,8.935671706405191
3,47,03047,2022,30020.347337316376
3,48,03048,2003,0
3,48,03048,2004,0
3,48,03048,2005,0
3,48,03048,2006,0
3,48,03048,2007,9180.225101852862
3,48,03048,2008,1766.1663516872263
3,48,03048,2009,154330.55836550533
3,48,03048,2010,66422.868084703965
3,48,03048,2011,0
3,48,03048,2012,0
3,48,03048,2013,0
3,48,03048,2014,59387.761329531975
3,48,03048,2015,0
3,48,03048,2016,0
3,48,03048,2017,0
3,48,03048,2018,2.7958590648954167
3,48,03048,2019,0
3,48,03048,2020,0
3,48,03048,2021,0
3,48,03048,2022,0
3,49,03049,2003,0
3,49,03049,2004,0
3,49,03049,2005,0
3,49,03049,2006,0
3,49,03049,2007,12082.33439099106
3,49,03049,2008,1104.7589023395565
3,49,03049,2009,0
3,49,03049,2010,0
3,49,03049,2011,0
3,49,03049,2012,30506.999999992597
3,49,03049,2013,0
3,49,03049,2014,0
3,49,03049,2015,0
3,49,03049,2016,36054.35
3,49,03049,2017,0
3,49,03049,2018,0
3,49,03049,2019,0
3,49,03049,2020,0
3,49,03049,2021,0
3,49,03049,2022,14.166654299605836
3,50,03050,2003,0
3,50,03050,2004,0
3,50,03050,2005,0
3,50,03050,2006,5000
3,50,03050,2007,3297.6345686533045
3,50,03050,2008,30731.55284577828
3,50,03050,2009,69143.73174929786
3,50,03050,2010,213603.52263836988
3,50,03050,2011,0
3,50,03050,2012,0
3,50,03050,2013,64000
3,50,03050,2014,119820.23867060807
3,50,03050,2015,0
3,50,03050,2016,0
3,50,03050,2017,0
3,50,03050,2018,597.2041409322524
3,50,03050,2019,35909.95
3,50,03050,2020,18984.549999951778
3,50,03050,2021,0
3,50,03050,2022,0
4,1,04001,2003,0
4,1,04001,2004,0
4,1,04001,2005,0
4,1,04001,2006,10950.513390306598
4,1,04001,2007,52.78289608917522
4,1,04001,2008,21.697244258998392
4,1,04001,2009,0
4,1,04001,2010,550
4,1,04001,2011,0
4,1,04001,2012,21147.25083637402
4,1,04001,2013,37329.910321021845
4,1,04001,2014,0
4,1,04001,2015,77675.90622875353
4,1,04001,2016,95851.41920954981
4,1,04001,2017,5553.01
4,1,04001,2018,21850.16
4,1,04001,2019,13646.60127996621
4,1,04001,2020,59151.45
4,1,04001,2021,0
4,1,04001,2022,0
4,2,04002,2003,0
4,2,04002,2004,0
4,2,04002,2005,0
4,2,04002,2006,0
4,2,04002,2007,0
4,2,04002,2008,743.917119442233
4,2,04002,2009,120.89136756406542
4,2,04002,2010,18928.337394978204
4,2,04002,2011,95066.47280668256
4,2,04002,2012,17462.586747161477
4,2,04002,2013,0
4,2,04002,2014,0
4,2,04002,2015,0
4,2,04002,2016,0
4,2,04002,2017,10429.528328671828
4,2,04002,2018,17961.550000128074
4,2,04002,2019,33522.800985661255
4,2,04002,2020,75784.51731928303
4,2,04002,2021,0
4,2,04002,2022,58803.98851613255
4,3,04003,2003,0
4,3,04003,2004,0
4,3,04003,2005,37.22854460529399
4,3,04003,2006,24620.274945776942
4,3,04003,2007,13166.894054677874
4,3,04003,2008,30.46530370164947
4,3,04003,2009,30143.83646197995
4,3,04003,2010,59037.27015212873
4,3,04003,2011,5042.121374044045
4,3,04003,2012,39743
4,3,04003,2013,40577.35458975394
4,3,04003,2014,929.5362739362599
4,3,04003,2015,0
4,3,04003,2016,6091.780000030286
4,3,04003,2017,0
4,3,04003,2018,3990.1378606466683
4,3,04003,2019,141430.96154547672
4,3,04003,2020,0
4,3,04003,2021,85210.1464675646
4,3,04003,2022,0
4,4,04004,2003,0
4,4,04004,2004,0
4,4,04004,2005,0
4,4,04004,2006,8152.986545520569
4,4,04004,2007,19409
4,4,04004,2008,225066.75859772152
4,4,04004,2009,0
4,4,04004,2010,0
4,4,04004,2011,9711.565598437453
4,4,04004,2012,0
4,4,04004,2013,78416.15528699002
4,4,04004,2014,9572.091067106136
4,4,04004,2015,0.8200809733974495
4,4,04004,2016,1850.0607114040906
4,4,04004,2017,2100
4,4,04004,2018,22126.188514573994
4,4,04004,2019,0
4,4,04004,2020,20668.831567601806
4,4,04004,2021,13.600793857470535
4,4,04004,2022,0
4,5,04005,2003,0
4,5,04005,2004,0
4,5,04005,2005,92364.15835958462
4,5,04005,2006,90000
4,5,04005,2007,575175.3282770722
4,5,04005,2008,402.14261535456063
4,5,04005,2009,98573.74572380543
4,5,04005,2010,13000
4,5,04005,2011,52077.900749992696
4,5,04005,2012,14775.776241014442
4,5,04005,2013,132172.60648844152
4,5,04005,2014,137416.76584776165
4,5,04005,2015,48005.80368815812
4,5,04005,2016,6836.809176178963
4,5,04005,2017,27011
4,5,04005,2018,96999.82000001062
4,5,04005,2019,46984.691233787176
4,5,04005,2020,0
4,5,04005,2021,39040.77999993649
4,5,04005,2022,138413.55832222395
4,6,04006,2003,0
4,6,04006,2004,0
4,6,04006,2005,1746.3509383717876
4,6,04006,2006,0
4,6,04006,2007,0
4,6,04006,2008,0
4,6,04006,2009,0
4,6,04006,2010,0
4,6,04006,2011,0
4,6,04006,2012,0
4,6,04006,2013,0
4,6,04006,2014,0
4,6,04006,2015,0
4,6,04006,2016,0
4,6,04006,2017,1802.7045720279984
4,6,04006,2018,0
4,6,04006,2019,30456.9097717403
4,6,04006,2020,9049.926359931678
4,6,04006,2021,0
4,6,04006,2022,0
4,7,04007,2003,0
4,7,04007,2004,0
4,7,04007,2005,11635.558988559433
4,7,04007,2006,89295.46799143308
4,7,04007,2007,24385.158163269083
4,7,04007,2008,145840.4035873009
4,7,04007,2009,20000
4,7,04007,2010,123697.32523556502
4,7,04007,2011,0
4,7,04007,2012,82047.65610039208
4,7,04007,2013,110434.56678675658
4,7,04007,2014,23730.873528364704
4,7,04007,2015,7.550906270306214
4,7,04007,2016,0.248281195399035
4,7,04007,2017,26189.9
4,7,04007,2018,2683.7621706123837
4,7,04007,2019,42055.129582328234
4,7,04007,2020,42357.77843239818
4,7,04007,2021,44101.287291205015
4,7,04007,2022,18292.11
4,8,04008,2003,0
4,8,04008,2004,0
4,8,04008,2005,25262.41823169543
4,8,04008,2006,64832.36628997034
4,8,04008,2007,0
4,8,04008,2008,51064.53469374893
4,8,04008,2009,0
4,8,04008,2010,84687.78531772511
4,8,04008,2011,0
4,8,04008,2012,1396.857140651669
4,8,04008,2013,3150
4,8,04008,2014,72129.46390206319
4,8,04008,2015,0
4,8,04008,2016,33201.46429076339
4,8,04008,2017,125451.86008202423
4,8,04008,2018,36154.179909073304
4,8,04008,2019,27788.234134999086
4,8,04008,2020,36013.76248386347
4,8,04008,2021,98478.49277817119
4,8,04008,2022,172434.03739803054
4,9,04009,2003,0
4,9,04009,2004,0
4,9,04009,2005,89587.71814645633
4,9,04009,2006,0.6529246413100136
4,9,04009,2007,0
4,9,04009,2008,73500.17170183049
4,9,04009,2009,171.35484701009997
4,9,04009,2010,0
4,9,04009,2011,0
4,9,04009,2012,0
4,9,04009,2013,24064.99999993735
4,9,04009,2014,29170
4,9,04009,2015,102.90014763925839
4,9,04009,2016,0
4,9,04009,2017,0
4,9,04009,2018,0
4,9,04009,2019,82.21777077027491
4,9,04009,2020,0
4,9,04009,2021,0
4,9,04009,2022,0
4,10,04010,2003,0
4,10,04010,2004,0
4,10,04010,2005,39.17357573696485
4,10,04010,2006,0
4,10,04010,2007,0
4,10,04010,2008,0
4,10,04010,2009,287706.374008267
4,10,04010,2010,30.043553780914607
4,10,04010,2011,0
4,10,04010,2012,0
4,10,04010,2013,0
4,10,04010,2014,92255.52032175008
4,10,04010,2015,7581.960236565372
4,10,04010,2016,174449.1908238124
4,10,04010,2017,90505.90000000001
4,10,04010,2018,32614.72
4,10,04010,2019,62975.23876611133
4,10,04010,2020,101562.83156269934
4,10,04010,2021,73006.61
4,10,04010,2022,16307.807597024264
4,11,04011,2003,0
4,11,04011,2004,0
4,11,04011,2005,310.39680223816634
4,11,04011,2006,0
4,11,04011,2007,0
4,11,04011,2008,0
4,11,04011,2009,0
4,11,04011,2010,0
4,11,04011,2011,0
4,11,04011,2012,0
4,11,04011,2013,0
4,11,04011,2014,0
4,11,04011,2015,0
4,11,04011,2016,62678.51341401734
4,11,04011,2017,31069.821983969123
4,11,04011,2018,0
4,11,04011,2019,2479.2471317037366
4,11,04011,2020,34283.61914338133
4,11,04011,2021,0
4,11,04011,2022,0
4,12,04012,2003,0
4,12,04012,2004,0
4,12,04012,2005,85149.78968493687
4,12,04012,2006,84231.79104377767
4,12,04012,2007,4284
4,12,04012,2008,1558.2513353613115
4,12,04012,2009,0
4,12,04012,2010,40188.30461893768
4,12,04012,2011,56553.465560628974
4,12,04012,2012,16369.690717453019
4,12,04012,2013,3592.8816423077783
4,12,04012,2014,0
4,12,04012,2015,3592.59433887618
4,12,04012,2016,111554.88966281743
4,12,04012,2017,0
4,12,04012,2018,171.56936855848477
4,12,04012,2019,8939.944897063651
4,12,04012,2020,0
4,12,04012,2021,30442.087979679338
4,12,04012,2022,22272.38213493126
4,13,04013,2003,0
4,13,04013,2004,0
4,13,04013,2005,9.544170957767758
4,13,04013,2006,66158.51864696093
4,13,04013,2007,31747
4,13,04013,2008,119366.19191714909
4,13,04013,2009,0
4,13,04013,2010,0
4,13,04013,2011,36867
4,13,04013,2012,697.6902072972043
4,13,04013,2013,0
4,13,04013,2014,0
4,13,04013,2015,0
4,13,04013,2016,0
4,13,04013,2017,0
4,13,04013,2018,0
4,13,04013,2019,0
4,13,04013,2020,0
4,13,04013,2021,0
4,13,04013,2022,0
4,14,04014,2003,0
4,14,04014,2004,0
4,14,04014,2005,11627.884406491215
4,14,04014,2006,0
4,14,04014,2007,0
4,14,04014,2008,31.892680457899463
4,14,04014,2009,20274.84723106567
4,14,04014,2010,47431.93741401158
4,14,04014,2011,0
4,14,04014,2012,4294.393940240387
4,14,04014,2013,21134.89327943352
4,14,04014,2014,14955
4,14,04014,2015,735.824531181147
4,14,04014,2016,0
4,14,04014,2017,66494.18351866
4,14,04014,2018,99012.8826559015
4,14,04014,2019,59992.66172529108
4,14,04014,2020,0
4,14,04014,2021,0
4,14,04014,2022,0
4,15,04015,2003,0
4,15,04015,2004,0
4,15,04015,2005,87834.74695500365
4,15,04015,2006,0
4,15,04015,2007,0.5479452833589126
4,15,04015,2008,0
4,15,04015,2009,28939.15927473543
4,15,04015,2010,46505.343058207494
4,15,04015,2011,3316.099250007309
4,15,04015,2012,0.5231772351068055
4,15,04015,2013,12777.123208722629
4,15,04015,2014,0
4,15,04015,2015,143041.15821085626
4,15,04015,2016,0
4,15,04015,2017,22191.265700487354
4,15,04015,2018,0
4,15,04015,2019,0
4,15,04015,2020,0
4,15,04015,2021,10.778556662541591
4,15,04015,2022,0
4,16,04016,2003,0
4,16,04016,2004,0
4,16,04016,2005,0
4,16,04016,2006,179.0663599106685
4,16,04016,2007,0
4,16,04016,2008,0
4,16,04016,2009,80.03814260102644
4,16,04016,2010,0
4,16,04016,2011,525.2305708263635
4,16,04016,2012,0
4,16,04016,2013,0
4,16,04016,2014,8407.132685162707
4,16,04016,2015,0
4,16,04016,2016,0
4,16,04016,2017,21593.734370463735
4,16,04016,2018,0
4,16,04016,2019,0
4,16,04016,2020,0
4,16,04016,2021,38623.29100331976
4,16,04016,2022,0
4,17,04017,2003,0
4,17,04017,2004,0
4,17,04017,2005,0
4,17,04017,2006,0
4,17,04017,2007,0
4,17,04017,2008,0
4,17,04017,2009,8119.193034575723
4,17,04017,2010,0
4,17,04017,2011,0
4,17,04017,2012,38310.35638633553
4,17,04017,2013,8836.696359757208
4,17,04017,2014,0
4,17,04017,2015,0
4,17,04017,2016,0
4,17,04017,2017,0
4,17,04017,2018,0
4,17,04017,2019,0
4,17,04017,2020,0
4,17,04017,2021,0
4,17,04017,2022,0
4,18,04018,2003,0
4,18,04018,2004,0
4,18,04018,2005,80668.175939667
4,18,04018,2006,169987.9193962305
4,18,04018,2007,35817.343484261095
4,18,04018,2008,161039.15139233635
4,18,04018,2009,40633.20906014329
4,18,04018,2010,83166.87454494945
4,18,04018,2011,27462.0930224158
4,18,04018,2012,78558.91650711748
4,18,04018,2013,160024.6695287401
4,18,04018,2014,19124.35287285733
4,18,04018,2015,35555.59809960717
4,18,04018,2016,574.9725006442361
4,18,04018,2017,56360.44
4,18,04018,2018,37226.56
4,18,04018,2019,0
4,18,04018,2020,0
4,18,04018,2021,71039.59
4,18,04018,2022,103357.64
4,19,04019,2003,0
4,19,04019,2004,0
4,19,04019,2005,0
4,19,04019,2006,0
4,19,04019,2007,0
4,19,04019,2008,15606
4,19,04019,2009,0
4,19,04019,2010,0
4,19,04019,2011,1072.9912758741632
4,19,04019,2012,0
4,19,04019,2013,0
4,19,04019,2014,61037.377257815984
4,19,04019,2015,0
4,19,04019,2016,42788.72770011686
4,19,04019,2017,6545
4,19,04019,2018,255.10532073641426
4,19,04019,2019,0
4,19,04019,2020,0
4,19,04019,2021,660
4,19,04019,2022,2.9942542630411957
4,20,04020,2003,0
4,20,04020,2004,0
4,20,04020,2005,0
4,20,04020,2006,3977.543206721416
4,20,04020,2007,149.6649985984353
4,20,04020,2008,0
4,20,04020,2009,34785.9999998949
4,20,04020,2010,400
4,20,04020,2011,9442.110846177166
4,20,04020,2012,30296.089141727974
4,20,04020,2013,4222.104406039709
4,20,04020,2014,38502.45003079784
4,20,04020,2015,2937.9184064625524
4,20,04020,2016,129104.79029652957
4,20,04020,2017,37413.90823112353
4,20,04020,2018,27361
4,20,04020,2019,110777.4263194097
4,20,04020,2020,481.83387836648194
4,20,04020,2021,16.010729998292124
4,20,04020,2022,0
4,21,04021,2003,0
4,21,04021,2004,0
4,21,04021,2005,0
4,21,04021,2006,3522.5056848736062
4,21,04021,2007,0
4,21,04021,2008,0
4,21,04021,2009,0
4,21,04021,2010,0
4,21,04021,2011,0
4,21,04021,2012,0
4,21,04021,2013,4376.3339866995775
4,21,04021,2014,18362.751792054714
4,21,04021,2015,9926.669190502536
4,21,04021,2016,0
4,21,04021,2017,0
4,21,04021,2018,0
4,21,04021,2019,0
4,21,04021,2020,0
4,21,04021,2021,0
4,21,04021,2022,0
4,22,04022,2003,0
4,22,04022,2004,0
4,22,04022,2005,17621.447836100913
4,22,04022,2006,524.3470695046697
4,22,04022,2007,5693.000000013254
4,22,04022,2008,3553.7910243149477
4,22,04022,2009,125994.64515298989
4,22,04022,2010,29391.539168530784
4,22,04022,2011,31641.86542113224
4,22,04022,2012,38034
4,22,04022,2013,11686
4,22,04022,2014,36300
4,22,04022,2015,65296.39332264745
4,22,04022,2016,0
4,22,04022,2017,0
4,22,04022,2018,14321.54
4,22,04022,2019,0
4,22,04022,2020,0
4,22,04022,2021,101658.78
4,22,04022,2022,21866.79
4,23,04023,2003,0
4,23,04023,2004,0
4,23,04023,2005,0
4,23,04023,2006,0
4,23,04023,2007,0
4,23,04023,2008,7208.241963481486
4,23,04023,2009,0
4,23,04023,2010,28527.660819464767
4,23,04023,2011,50486.99999998846
4,23,04023,2012,58378
4,23,04023,2013,0
4,23,04023,2014,208663.0760105309
4,23,04023,2015,106245.53303631584
4,23,04023,2016,0
4,23,04023,2017,67719.95000001407
4,23,04023,2018,124.06765950686369
4,23,04023,2019,0
4,23,04023,2020,0
4,23,04023,2021,0
4,23,04023,2022,0
4,24,04024,2003,0
4,24,04024,2004,0
4,24,04024,2005,384.49477329511893
4,24,04024,2006,0
4,24,04024,2007,15.275580105958824
4,24,04024,2008,0.03727386695298961
4,24,04024,2009,388.6124036202953
4,24,04024,2010,120881.86787197608
4,24,04024,2011,38540
4,24,04024,2012,57110.27854058367
4,24,04024,2013,24597.79903509271
4,24,04024,2014,0
4,24,04024,2015,32825.82862409963
4,24,04024,2016,5525.57
4,24,04024,2017,15.637072421381337
4,24,04024,2018,85085.27800061218
4,24,04024,2019,0
4,24,04024,2020,0
4,24,04024,2021,70103.26
4,24,04024,2022,19896.74
4,25,04025,2003,0
4,25,04025,2004,0
4,25,04025,2005,0
4,25,04025,2006,0
4,25,04025,2007,43314.67243529654
4,25,04025,2008,573.1723451390952
4,25,04025,2009,93.14423185437714
4,25,04025,2010,1979.83600128213
4,25,04025,2011,64276.59501291199
4,25,04025,2012,13359.899922273007
4,25,04025,2013,0
4,25,04025,2014,2928.2304738024873
4,25,04025,2015,26303.154177657667
4,25,04025,2016,176371.5965859826
4,25,04025,2017,3101.034975327687
4,25,04025,2018,55596.42999999412
4,25,04025,2019,2.8857397127659223
4,25,04025,2020,0
4,25,04025,2021,0
4,25,04025,2022,0
4,26,04026,2003,0
4,26,04026,2004,0
4,26,04026,2005,8540.15533187008
4,26,04026,2006,68927.92783558842
4,26,04026,2007,50179.90621511794
4,26,04026,2008,7430.418948452635
4,26,04026,2009,80057.72067177744
4,26,04026,2010,27487.411704216815
4,26,04026,2011,10249.666639026338
4,26,04026,2012,18402.309282553804
4,26,04026,2013,67116.24187278641
4,26,04026,2014,23414.820149389747
4,26,04026,2015,191261.65806010176
4,26,04026,2016,74581.11832012715
4,26,04026,2017,180719.88716344695
4,26,04026,2018,100800.9073445865
4,26,04026,2019,18677.56552356936
4,26,04026,2020,49241.12615559322
4,26,04026,2021,2956.722012664357
4,26,04026,2022,16638.660868894895
4,27,04027,2003,0
4,27,04027,2004,0
4,27,04027,2005,0
4,27,04027,2006,0
4,27,04027,2007,0
4,27,04027,2008,0
4,27,04027,2009,0
4,27,04027,2010,0
4,27,04027,2011,0
4,27,04027,2012,0
4,27,04027,2013,616.768848786166
4,27,04027,2014,0
4,27,04027,2015,0
4,27,04027,2016,0
4,27,04027,2017,8.411816693227976
4,27,04027,2018,0
4,27,04027,2019,0
4,27,04027,2020,0
4,27,04027,2021,0
4,27,04027,2022,0
4,28,04028,2003,0
4,28,04028,2004,0
4,28,04028,2005,0
4,28,04028,2006,6976.2121075231025
4,28,04028,2007,41350.83774454445
4,28,04028,2008,0
4,28,04028,2009,0
4,28,04028,2010,0
4,28,04028,2011,0
4,28,04028,2012,3941.66041041852
4,28,04028,2013,243.76191503814678
4,28,04028,2014,0
4,28,04028,2015,239.19589120731155
4,28,04028,2016,0
4,28,04028,2017,0
4,28,04028,2018,0
4,28,04028,2019,0
4,28,04028,2020,0
4,28,04028,2021,0
4,28,04028,2022,0
4,29,04029,2003,0
4,29,04029,2004,0
4,29,04029,2005,0
4,29,04029,2006,0
4,29,04029,2007,0
4,29,04029,2008,1601.6363275062015
4,29,04029,2009,0
4,29,04029,2010,0
4,29,04029,2011,0
4,29,04029,2012,18114.148782991764
4,29,04029,2013,4186.038841395322
4,29,04029,2014,45885.999999928754
4,29,04029,2015,0
4,29,04029,2016,0
4,29,04029,2017,12286.953077327915
4,29,04029,2018,0
4,29,04029,2019,0
4,29,04029,2020,0
4,29,04029,2021,0
4,29,04029,2022,0
4,30,04030,2003,0
4,30,04030,2004,0
4,30,04030,2005,0
4,30,04030,2006,0
4,30,04030,2007,0
4,30,04030,2008,100435
4,30,04030,2009,0
4,30,04030,2010,31.82660397123227
4,30,04030,2011,0
4,30,04030,2012,0
4,30,04030,2013,0
4,30,04030,2014,0
4,30,04030,2015,0
4,30,04030,2016,0
4,30,04030,2017,47202.03669613302
4,30,04030,2018,0
4,30,04030,2019,0
4,30,04030,2020,28.732680804247547
4,30,04030,2021,26356.4
4,30,04030,2022,0
4,31,04031,2003,0
4,31,04031,2004,0
4,31,04031,2005,0
4,31,04031,2006,0
4,31,04031,2007,0
4,31,04031,2008,10486.302755741
4,31,04031,2009,0
4,31,04031,2010,0
4,31,04031,2011,0
4,31,04031,2012,12332.189672249275
4,31,04031,2013,15272.251020209625
4,31,04031,2014,0
4,31,04031,2015,0
4,31,04031,2016,0
4,31,04031,2017,34064.770000055425
4,31,04031,2018,0
4,31,04031,2019,0
4,31,04031,2020,0
4,31,04031,2021,0
4,31,04031,2022,0
4,32,04032,2003,0
4,32,04032,2004,0
4,32,04032,2005,0
4,32,04032,2006,0
4,32,04032,2007,0
4,32,04032,2008,15320.828418540823
4,32,04032,2009,65053.58857527158
4,32,04032,2010,13310.44486494804
4,32,04032,2011,64936.13457877855
4,32,04032,2012,27.662320647545418
4,32,04032,2013,6.6784213962408785
4,32,04032,2014,106633.33425360391
4,32,04032,2015,12879.836678409885
4,32,04032,2016,58.69079046338664
4,32,04032,2017,0
4,32,04032,2018,0
4,32,04032,2019,0
4,32,04032,2020,0
4,32,04032,2021,0
4,32,04032,2022,0
4,33,04033,2003,0
4,33,04033,2004,0
4,33,04033,2005,38570.267699528304
4,33,04033,2006,124008.06942038635
4,33,04033,2007,29178.214130282744
4,33,04033,2008,26102.637102405235
4,33,04033,2009,0
4,33,04033,2010,23209.02238092442
4,33,04033,2011,484.4344016556256
4,33,04033,2012,27590.178860463267
4,33,04033,2013,237558.26977245614
4,33,04033,2014,104323.02393621794
4,33,04033,2015,125874.06238318016
4,33,04033,2016,24429.419911331202
4,33,04033,2017,39314.33796805403
4,33,04033,2018,43390.48931504698
4,33,04033,2019,64945.16235562034
4,33,04033,2020,319795.0652701317
4,33,04033,2021,180017.73822107963
4,33,04033,2022,20374.34
4,34,04034,2003,0
4,34,04034,2004,0
4,34,04034,2005,0
4,34,04034,2006,0
4,34,04034,2007,0
4,34,04034,2008,42660.42659514288
4,34,04034,2009,0
4,34,04034,2010,0
4,34,04034,2011,0
4,34,04034,2012,614.6098629713006
4,34,04034,2013,12.801536466860012
4,34,04034,2014,0
4,34,04034,2015,0
4,34,04034,2016,0
4,34,04034,2017,0
4,34,04034,2018,0
4,34,04034,2019,0
4,34,04034,2020,0
4,34,04034,2021,0
4,34,04034,2022,0
4,35,04035,2003,0
4,35,04035,2004,0
4,35,04035,2005,16966.603195858705
4,35,04035,2006,4078.0134399042545
4,35,04035,2007,0
4,35,04035,2008,84572.99999992587
4,35,04035,2009,37539
4,35,04035,2010,21329
4,35,04035,2011,20424
4,35,04035,2012,54410.91085806548
4,35,04035,2013,25647
4,35,04035,2014,615.4710627761949
4,35,04035,2015,13.247270552676923
4,35,04035,2016,0.9807085174632592
4,35,04035,2017,0
4,35,04035,2018,0
4,35,04035,2019,54218.67286839712
4,35,04035,2020,17342.954322462418
4,35,04035,2021,16026.803040964824
4,35,04035,2022,0
4,36,04036,2003,0
4,36,04036,2004,0
4,36,04036,2005,56152.75823618749
4,36,04036,2006,0
4,36,04036,2007,48049.84819665033
4,36,04036,2008,15479.716035832631
4,36,04036,2009,25666.063427757792
4,36,04036,2010,0
4,36,04036,2011,0
4,36,04036,2012,10500.19313977397
4,36,04036,2013,51318.17748580922
4,36,04036,2014,0
4,36,04036,2015,72813.93402348539
4,36,04036,2016,0
4,36,04036,2017,47.974303659490715
4,36,04036,2018,15.731999387831156
4,36,04036,2019,0
4,36,04036,2020,9833.468437001675
4,36,04036,2021,0
4,36,04036,2022,275.8940807518008
4,37,04037,2003,0
4,37,04037,2004,0
4,37,04037,2005,0
4,37,04037,2006,0
4,37,04037,2007,0
4,37,04037,2008,0
4,37,04037,2009,0
4,37,04037,2010,0
4,37,04037,2011,38643.88915382284
4,37,04037,2012,0
4,37,04037,2013,0
4,37,04037,2014,0
4,37,04037,2015,0
4,37,04037,2016,2127.9306264852885
4,37,04037,2017,0
4,37,04037,2018,0
4,37,04037,2019,0
4,37,04037,2020,0
4,37,04037,2021,0
4,37,04037,2022,0
4,38,04038,2003,0
4,38,04038,2004,0
4,38,04038,2005,9042.108144209431
4,38,04038,2006,2924.956554406115
4,38,04038,2007,0
4,38,04038,2008,0
4,38,04038,2009,209.80696542427734
4,38,04038,2010,0
4,38,04038,2011,0
4,38,04038,2012,79452.52322675902
4,38,04038,2013,165.9657825546908
4,38,04038,2014,0
4,38,04038,2015,0
4,38,04038,2016,0
4,38,04038,2017,0
4,38,04038,2018,0
4,38,04038,2019,0
4,38,04038,2020,0
4,38,04038,2021,0
4,38,04038,2022,0
4,39,04039,2003,0
4,39,04039,2004,0
4,39,04039,2005,15085.446926003278
4,39,04039,2006,0
4,39,04039,2007,53953.23902729428
4,39,04039,2008,97644.72931858446
4,39,04039,2009,20073.390680446977
4,39,04039,2010,51011.61943507006
4,39,04039,2011,1732.2731555537518
4,39,04039,2012,1398.0339211386326
4,39,04039,2013,9197.763665452068
4,39,04039,2014,3051.250260111887
4,39,04039,2015,0
4,39,04039,2016,58598.2221710469
4,39,04039,2017,0
4,39,04039,2018,27011
4,39,04039,2019,27941.67
4,39,04039,2020,0
4,39,04039,2021,128569.12544190238
4,39,04039,2022,123228.73467751493
4,40,04040,2003,0
4,40,04040,2004,0
4,40,04040,2005,17670.504828559522
4,40,04040,2006,3.0058052939625464
4,40,04040,2007,164.1171674834065
4,40,04040,2008,6130.706573484602
4,40,04040,2009,11340.169061694653
4,40,04040,2010,47249.763410917556
4,40,04040,2011,4748.981416103252
4,40,04040,2012,41730
4,40,04040,2013,9308.183649861514
4,40,04040,2014,86.04718815026581
4,40,04040,2015,23859.877473354638
4,40,04040,2016,0
4,40,04040,2017,0
4,40,04040,2018,6998.555737579596
4,40,04040,2019,47332.68566320655
4,40,04040,2020,0
4,40,04040,2021,0
4,40,04040,2022,8361.339131482397
4,41,04041,2003,0
4,41,04041,2004,0
4,41,04041,2005,0
4,41,04041,2006,0
4,41,04041,2007,23116.247401703215
4,41,04041,2008,0
4,41,04041,2009,0
4,41,04041,2010,0
4,41,04041,2011,0
4,41,04041,2012,296.87302795758455
4,41,04041,2013,0
4,41,04041,2014,0
4,41,04041,2015,0
4,41,04041,2016,0
4,41,04041,2017,0
4,41,04041,2018,0
4,41,04041,2019,0
4,41,04041,2020,0
4,41,04041,2021,0
4,41,04041,2022,0
4,42,04042,2003,0
4,42,04042,2004,0
4,42,04042,2005,0
4,42,04042,2006,0
4,42,04042,2007,0
4,42,04042,2008,15564.908520303929
4,42,04042,2009,0
4,42,04042,2010,0
4,42,04042,2011,39255.55511350582
4,42,04042,2012,0
4,42,04042,2013,0
4,42,04042,2014,0
4,42,04042,2015,0
4,42,04042,2016,0
4,42,04042,2017,0
4,42,04042,2018,45638.024256420416
4,42,04042,2019,0
4,42,04042,2020,46082.575656441826
4,42,04042,2021,0
4,42,04042,2022,0
4,43,04043,2003,0
4,43,04043,2004,0
4,43,04043,2005,0
4,43,04043,2006,0
4,43,04043,2007,60136.930242801915
4,43,04043,2008,0
4,43,04043,2009,0
4,43,04043,2010,0
4,43,04043,2011,0
4,43,04043,2012,22579.422653542446
4,43,04043,2013,0
4,43,04043,2014,0
4,43,04043,2015,0
4,43,04043,2016,0
4,43,04043,2017,0
4,43,04043,2018,0
4,43,04043,2019,0
4,43,04043,2020,0
4,43,04043,2021,0
4,43,04043,2022,0
4,44,04044,2003,0
4,44,04044,2004,0
4,44,04044,2005,0
4,44,04044,2006,0
4,44,04044,2007,27772.00000016877
4,44,04044,2008,36107.21095574897
4,44,04044,2009,0
4,44,04044,2010,0
4,44,04044,2011,23868
4,44,04044,2012,0
4,44,04044,2013,0
4,44,04044,2014,23771.000000144453
4,44,04044,2015,0
4,44,04044,2016,0
