ward,type,location,desc,blocks,unitcount,estcost,year
43,Street Resurfacing Menu,ON N SEDGWICK ST FROM W MENOMONEE ST  (1800 N) TO W WISCONSIN ST  (1900 N),,,1.00,71314.00,2013
43,Street Resurfacing Menu,ON W WISCONSIN ST FROM N SEDGWICK ST  (400 W) TO N HUDSON AVE  (430 W),,,1.00,51273.00,2013
43,Street Resurfacing Menu,ON N SEDGWICK ST FROM W NORTH AVE  (1600 N) TO W EUGENIE ST  (1700 N),,,1.00,66828.00,2013
43,Street Light Upgrade,ON W BELDEN AVE FROM N CLARK ST  (410 W) TO N LINCOLN PARK W (300 W),,,5.00,1750.00,2013
43,Street Light Upgrade,ON N COMMONWEALTH AVE FROM W BELDEN AVE  (2300 N) TO W FULLERTON PKWY  (2400 N),,,5.00,1750.00,2013
43,Street Light Upgrade,350 W BELDEN AVE,,,1.00,713.00,2013
43,Street Light Upgrade,514  W WEBSTER AVE,,,1.00,400.00,2013
43,Miscellaneous Other,1325 N STATE PKWY,Planting of 64 Trees,,,35560.00,2013
43,School Projects,Alcott School - outdoor amphitheatre/play lot,,,,20000.00,2013
43,School Projects,2625 N ORCHARD ST,,,,8500.00,2013
44,Alley Apron Menu,ON W CORNELIA AVE FROM 1541 W TO N GREENVIEW AV (1500 W),,,0.00,9497.00,2013
44,Alley Apron Menu,ON W BARRY AVE FROM 1115 W TO N SEMINARY AV (1100 W),,,0.00,9856.00,2013
44,Alley Apron Menu,ON W BELMONT AVE FROM 1409 W TO N SOUTHPORT AVE (1400 W),,,1.00,9119.00,2013
44,Alley Apron Menu,ON W ROSCOE ST FROM 1014 W TO N SHEFFIELD AV (1000 W),,,0.00,9690.00,2013
44,Alley Apron Menu,ON W HENDERSON ST FROM 1315 W TO N LAKEWOOD AV (1300 W),,,0.00,9080.00,2013
44,Alley Apron Menu,ON N KENMORE AVE FROM 3710 N TO W WAVELAND AV (3700 N),,,0.00,9141.00,2013
44,Alley Apron Menu,ON W ROSCOE ST FROM 1415 W TO N SOUTHPORT AV (1400 W),,,0.00,9664.00,2013
44,Alley Apron Menu,ON W NEWPORT AVE FROM 947 W TO N SHEFFIELD AV (1000 W),,,0.00,10287.00,2013
44,Alley Resurfacing Menu,W SURF ST & N BROADWAY & N CAMBRIDGE AVE & W DIVERSEY AVE,,,1.00,14716.00,2013
44,Alley Resurfacing Menu,W OAKDALE AVE &  N CLARK ST&W WELLINGTON AVE & N CLARK ST,,,1.00,15354.00,2013
44,Alley Speed Hump Menu,N CAMBRIDGE AVE & N PINE GROVE AVE & W BELMONT AVE & W BRIAR PL,,,1.00,1400.00,2013
44,Curb & Gutter Menu,ON W CORNELIA AVE FROM N BROADWAY (648 W) TO N ELAINE PL (714 W),,,0.00,4223.00,2013
44,Curb & Gutter Menu,ON W CORNELIA AVE FROM N ELAINE PL  (730 W) TO N BROADWAY  (643 W),,,0.00,2600.00,2013
44,Curb & Gutter Menu,ON N SHERIDAN RD FROM W BARRY AV (3040 N) TO W BELMONT AV (3200 N),,,0.00,1330.00,2013
44,Curb & Gutter Menu,ON W BRIAR PL FROM N BROADWAY (600 W) TO N ORCHARD ST (700 W),,,0.00,20351.00,2013
44,Curb & Gutter Menu,ON W GEORGE ST FROM N HALSTED ST (800 W) TO N MILDRED AV (900 W),,,0.00,2690.00,2013
44,Curb & Gutter Menu,ON N LAKE SHORE W DR FROM W STRATFORD PL (3475 N) TO W HAWTHORNE PL (3423 N),,,0.00,14623.00,2013
44,Curb & Gutter Menu,ON N LAKEWOOD AVE FROM W WAVELAND AV (3700 N) TO W GRACE ST (3802 N),,,0.00,7915.00,2013
44,Curb & Gutter Menu,ON N MAGNOLIA AVE FROM W WAVELAND AV (3700 N) TO W GRACE ST (3800 N),,,0.00,6087.00,2013
44,Curb & Gutter Menu,ON W ROSCOE ST FROM N ELAINE PL  (700 W) TO N HALSTED ST  (800 W),,,0.00,2353.00,2013
44,Curb & Gutter Menu,ON N SOUTHPORT AVE FROM W ROSCOE ST (3400 N) TO W CORNELIA AV (3500 N),,,0.00,2031.00,2013
44,Curb & Gutter Menu,ON W STRATFORD PL FROM N LAKE SHORE (W) DR(507 W) TO N BROADWAY (636 W),,,0.00,5330.00,2013
44,Curb & Gutter Menu,ON W BRIAR PL FROM N SHERIDAN RD  (400 W) TO N CAMBRIDGE AVE  (530 W),,,0.00,16130.00,2013
44,Curb & Gutter Menu,ON W OAKDALE AVE FROM N PINE GROVE AV (500 W) TO N BROADWAY (600 W),,,0.00,14273.00,2013
44,Curb & Gutter Menu,ON W ALDINE AVE FROM N LAKE SHORE (W) DR(419 W) TO N BROADWAY (600 W),,,0.00,3040.00,2013
44,Curb & Gutter Menu,ON N LAKEWOOD AVE FROM W GRACE ST  (3800 N) TO W WAVELAND AVE  (3700 N),,,0.00,4483.00,2013
44,In-Road State Law Stop,N HALSTED ST &  W BUCKINGHAM PL,,,1.00,950.00,2013
44,In-Road State Law Stop,W ALDINE AVE &  N BROADWAY,,,1.00,550.00,2013
44,In-Road State Law Stop,N BROADWAY &  W BRIAR PL,,,1.00,550.00,2013
44,In-Road State Law Stop,W DIVERSEY PKWY &  N SEMINARY AVE,,,1.00,550.00,2013
44,Miscellaneous Other,108 signs will be posted in the designated areas of the ward,,,1.00,10497.00,2013
44,Miscellaneous Other,624-708 W Belmont,tree planting,,,6248.00,2013
44,Miscellaneous Other,W BELMONT AVE &  N SEMINARY AVE,,,,2588.00,2013
44,Miscellaneous Other,W BELMONT AVE & N LAKE SHORE DR,Brick Pavers,,1.00,17900.00,2013
44,Sidewalk Menu,ON N LAKEWOOD AVE FROM W MELROSE ST (3232 N) TO W SCHOOL ST (3300 N),,,0.00,2277.00,2013
44,Sidewalk Menu,ON N SOUTHPORT AVE FROM W SCHOOL ST (3300 N) TO W HENDERSON ST (3334 N),,,0.00,11702.00,2013
44,Sidewalk Menu,ON W SCHOOL ST FROM N SOUTHPORT AV (1400 W) TO N GREENVIEW AV (1500 W),,,0.00,360.00,2013
44,Sidewalk Menu,ON W OAKDALE AVE FROM N BROADWAY (600 W) TO N CLARK ST (683 W),,,0.00,10936.00,2013
44,Sidewalk Menu,ON W BARRY AVE FROM N SEMINARY AVE  (1100 W) TO N CLIFTON AVE  (1130 W),,,0.00,1378.00,2013
44,Sidewalk Menu,ON N SHEFFIELD AVE FROM W SCHOOL ST (3300 N) TO W ROSCOE ST (3400 N),,,0.00,870.00,2013
44,Sidewalk Menu,ON W SURF ST FROM N SHERIDAN RD (400 W) TO N PINE GROVE AV (500 W),,,0.00,3179.00,2013
44,Sidewalk Menu,ON W GRACE ST FROM N KENMORE AVE  (1030 W) TO N SHEFFIELD AVE  (999 W),,,0.00,9703.00,2013
44,Sidewalk Menu,ON W SCHOOL ST FROM N SOUTHPORT AVE  (1400 W) TO N GREENVIEW AVE  (1500 W),,,0.00,798.00,2013
44,Sidewalk Menu,617 W OAKDALE AVE,,,0.00,963.00,2013
44,Sidewalk Menu,ON W DIVERSEY PKWY FROM N CLARK ST (637 W) TO N ORCHARD ST (677 W),,,0.00,7652.00,2013
44,Sidewalk Menu,ON N WILTON AVE FROM W BELMONT AVE  (3200 N) TO W SCHOOL ST  (3300 N),,,0.00,55501.00,2013
44,Sidewalk Menu,ON N BROADWAY FROM W OAKDALE AV (2933 N) TO W WELLINGTON AV (3000 N),,,0.00,4775.00,2013
44,Sidewalk Menu,ON W BRIAR PL FROM N SHERIDAN RD  (400 W) TO N CAMBRIDGE AVE  (530 W),,,0.00,3997.00,2013
44,Sidewalk Menu,ON W CORNELIA AVE FROM N JANSSEN AVE  (1430 W) TO N SOUTHPORT AVE  (1400 W),,,0.00,1106.00,2013
44,Sidewalk Menu,ON W OAKDALE AVE FROM N BROADWAY  (599 W) TO N CLARK ST  (700 W),,,0.00,1690.00,2013
44,Sidewalk Menu,ON W HENDERSON ST FROM N SOUTHPORT AVE  (1400 W) TO N LAKEWOOD AVE  (1300 W),,,0.00,4604.00,2013
44,Sidewalk Menu,ON W ROSCOE ST FROM N BROADWAY  (613 W) TO N ELAINE PL  (700 W),,,0.00,3390.00,2013
44,Sidewalk Menu,ON W SURF ST FROM N SHERIDAN RD  (400 W) TO N PINE GROVE AVE  (500 W),,,0.00,2011.00,2013
44,Sidewalk Menu,ON N WILTON AVE FROM W CORNELIA AV (3500 N) TO W ADDISON ST (3600 N),,,0.00,4416.00,2013
44,Sidewalk Menu,ON W BRIAR PL FROM N SHERIDAN RD (400 W) TO N CAMBRIDGE AV (530 W),,,0.00,19540.00,2013
44,Sidewalk Menu,ON N LAKEWOOD AVE FROM W SCHOOL ST  (3300 N) TO W MELROSE ST  (3230 N),,,0.00,751.00,2013
44,Sidewalk Menu,ON N RACINE AVE FROM W GEORGE ST (2900 N) TO W OAKDALE AV (2932 N),,,0.00,1929.00,2013
44,Sidewalk Menu,ON W ROSCOE ST FROM N KENMORE AVE  (1030 W) TO N SHEFFIELD AVE  (1000 W),,,0.00,9934.00,2013
44,Sidewalk Menu,ON W HENDERSON ST FROM N GREENVIEW AV (1500 W) TO N ASHLAND AV (1600 W),,,0.00,732.00,2013
44,Sidewalk Menu,ON W ROSCOE ST FROM N BROADWAY (613 W) TO N ELAINE PL (714 W),,,0.00,5451.00,2013
44,Street Bump Outs Menu,ON W OAKDALE AVE FROM N HALSTED ST (800 W) TO N HALSTED ST (800 W),,,1.00,13414.00,2013
44,Street Bump Outs Menu,ON N SOUTHPORT AVE FROM W EDDY ST (3532 N) TO W EDDY ST (3532 N),,,1.00,19202.00,2013
44,Street Resurfacing Menu,ON W ROSCOE ST FROM N LAKE SHORE (W) DR(437 W) TO N BROADWAY (606 W),,,2.00,65166.00,2013
44,Street Resurfacing Menu,ON W ALDINE AVE FROM N LAKE SHORE (W) DR(419 W) TO N BROADWAY (600 W),,,2.00,72989.00,2013
44,Street Resurfacing Menu,ON N BOSWORTH AVE FROM W CORNELIA AV (3500 N) TO W ADDISON ST (3600 N),,,1.00,34267.00,2013
44,Street Resurfacing Menu,ON N LAKEWOOD AVE FROM W NEWPORT AV (3432 N) TO W ROSCOE ST (3400 N),,,1.00,17954.00,2013
44,Street Resurfacing Menu,ON N JANSSEN AVE FROM W CORNELIA AV (3500 N) TO W ADDISON ST (3600 N),,,1.00,41992.00,2013
44,Street Resurfacing Menu,ON N SEMINARY AVE FROM W GEORGE ST  (2900 N) TO W WELLINGTON AVE  (3000 N),,,2.00,48124.00,2013
44,Street Speed Hump Menu,ON N WAYNE AVE FROM W WAVELAND AVE  (3700 N) TO W BYRON ST  (3900 N),,,2.00,5550.00,2013
44,Floodlight Menu,3141  N KENMORE AVE,,,1.00,600.00,2013
44,Street Light Piggy Back,ON WELLINGTON  FROM N LAKE SHORE (W) DR(307 W) TO N SHERIDAN RD (400 W),,,1.00,72000.00,2013
44,Street Light Residential,ON BRIAR  FROM N LAKE SHORE (W) DR(331 W) TO N SHERIDAN RD (400 W),,,0.50,36000.00,2013
44,Street Light Residential,ON W BARRY AVE FROM N HALSTED ST (800 W) TO N BROADWAY (600 W),,,2.00,144000.00,2013
44,Street Light Residential,ON W BRIAR PL FROM N BROADWAY (600 W) TO N HALSTED ST (800 W),,,2.00,144000.00,2013
44,Street Light Residential,ON BARRY  FROM N LAKE SHORE (W) DR(320 W) TO N SHERIDAN RD (400 W),,,0.50,36000.00,2013
44,Street Light Residential,ON W WELLINGTON AVE FROM N BROADWAY (600 W) TO N HALSTED ST (800 W),,,2.00,144000.00,2013
45,Alley Speed Hump Menu,N LAMON AVE &  W WARWICK AVE&N CICERO AVE &  W GRACE ST,,,1.00,700.00,2013
45,Bollard Menu,ON W ARGYLE ST FROM 4858 W TO N CICERO AVE  (4800 W),,,1.00,630.00,2013
45,Guardrail Menu,ON N MELVINA AVE FROM 5107 N TO W HIGGINS AVE  (5133 N),,,1.00,3575.00,2013
45,In-Road State Law Stop,N LAVERGNE AVE &  W LAWRENCE AVE,,,1.00,950.00,2013
45,In-Road State Law Stop,W LAWRENCE AVE &  N MENARD AVE,,,1.00,550.00,2013
45,In-Road State Law Stop,N AVONDALE AVE & N MCVICKER AVE,,,1.00,550.00,2013
45,In-Road State Law Stop,N AUSTIN AVE &  W STRONG ST,,,1.00,950.00,2013
45,In-Road State Law Stop,W BRYN MAWR AVE &  N MCVICKER AVE,,,1.00,950.00,2013
45,In-Road State Law Stop,N ELSTON AVE &  N LARAMIE AVE,,,2.00,1100.00,2013
45,Miscellaneous Other,4810 W Wilson (west side of Cicero,UP siding),,,12669.00,2013
45,Miscellaneous Other,5920 N MILWAUKEE AVE,,,10.00,16213.00,2013
45,Miscellaneous Other,5120 N Central (just north of the Kennedy),,,,10919.00,2013
45,Miscellaneous Other,5700 W FOSTER AVE,viaduct - sidewalk patching,,,527.00,2013
45,Miscellaneous Other,5120 N CENTRAL AVE,viaduct-concrete work-sidewalk & curb replacement,,,22100.00,2013
45,Miscellaneous Other,4650 W MONTROSE AVE,viaduct - sidewalk patching,,,527.00,2013
45,Miscellaneous Other,4200 W Irving Park (under the UPNW,Kennedy & CTA Blue Line),,,12658.00,2013
45,Miscellaneous Other,5700 W Foster (E of the Kennedy Exp under UPNW),,,,11669.00,2013
45,Miscellaneous Other,4650 W Montrose (under the UPNW,just east of Kennedy),,,7076.00,2013
45,Resurfacing Street Speed,ON N LINDER AVE FROM W BALMORAL AVE  (5400 N) TO W CATALPA AVE  (5500 N),,,0.00,0.00,2013
45,Sidewalk Menu,ON W WINONA ST FROM N LONG AVE  (5400 W) TO N LOCKWOOD AVE  (5300 W),,,0.00,1344.00,2013
45,Sidewalk Menu,ON N LIPPS AVE FROM W AINSLIE ST (4836 N) TO Dead End (4880 N),,,0.00,53486.00,2013
45,Sidewalk Menu,ON W LAWRENCE AVE FROM N MILWAUKEE AV (5329 W) TO N LARAMIE AV (5200 W),,,0.00,67839.00,2013
45,Sidewalk Menu,ON W BERENICE AVE FROM N LECLAIRE AVE  (5100 W) TO N LARAMIE AVE  (5200 W),,,0.00,1738.00,2013
45,Sidewalk Menu,ON W AINSLIE ST FROM N LIPPS AV (5331 W) TO N LIPPS AV (5331 W),,,0.00,16296.00,2013
45,Sidewalk Menu,ON N LAVERGNE AVE FROM W STRONG ST (4932 N) TO W STRONG ST (4932 N),,,0.00,1643.00,2013
45,Sidewalk Menu,ON N KILPATRICK AVE FROM W GRACE ST  (3800 N) TO W BERTEAU AVE  (4140 N),,,0.00,3907.00,2013
45,Sidewalk Menu,ON W GUNNISON ST FROM N MCVICKER AVE  (6031 W) TO N MEADE AVE  (6099 W),,,0.00,12457.00,2013
45,Sidewalk Menu,ON N KEELER AVE FROM W GRACE ST  (3800 N) TO W BYRON ST  (3900 N),,,0.00,1811.00,2013
45,Street Resurfacing Menu,ON N MENARD AVE FROM W SEMINOLE ST  (5700 N) TO N MILTIMORE AVE  (5830 N),,,1.00,58667.00,2013
45,Street Resurfacing Menu,ON W STRONG ST FROM N MARMORA AVE  (5900 W) TO N MONITOR AVE  (5830 W),,,1.00,16923.00,2013
45,Street Resurfacing Menu,ON N MENARD AVE FROM W BRYN MAWR AV (5600 N) TO W SEMINOLE ST (5700 N),,,1.00,53332.00,2013
45,Street Resurfacing Menu,ON N LIEB AVE FROM N LIND AVE  (5300 N) TO N LIANO AVE  (5340 N),,,1.00,524.00,2013
45,Street Resurfacing Menu,ON W GRACE ST FROM N CENTRAL PARK AV (3600 W) TO N LAWNDALE AV (3700 W),,,1.00,81808.00,2013
45,Street Resurfacing Menu,ON N MAJOR AVE FROM W LAWRENCE AV (4800 N) TO W AINSLIE ST (4850 N),,,1.00,54378.00,2013
45,Street Resurfacing Menu,ON N LAMON AVE FROM W AINSLIE ST (4900 N) TO W STRONG ST (4932 N),,,1.00,40648.00,2013
45,Street Resurfacing Menu,ON N LINDER AVE FROM W BALMORAL AV (5400 N) TO W CATALPA AV (5500 N),,,1.00,75425.00,2013
45,Street Resurfacing Menu,ON N MCVICKER AVE FROM N AVONDALE AVE  (5400 N) TO W BERWYN AVE  (5300 N),,,0.50,21868.00,2013
45,Street Resurfacing Menu,ON N LAWNDALE AVE FROM W GRACE ST (3800 N) TO W BYRON ST (3900 N),,,1.00,60526.00,2013
45,Street Resurfacing Menu,ON W CARMEN AVE FROM N MAJOR AV (5720 W) TO N MENARD AV (5806 W),,,1.00,77360.00,2013
45,Street Resurfacing Menu,ON W BYRON ST FROM N KOSTNER AVE  (4400 W) TO N KILBOURN AVE  (4500 W),,,3.00,38319.00,2013
45,Street Resurfacing Menu,ON N MCVICKER AVE FROM W GUNNISON ST (4832 N) TO W STRONG ST (4900 N),,,1.00,38050.00,2013
45,Street Resurfacing Menu,ON N MILTIMORE AVE FROM N MILWAUKEE AVE  (5610 N) TO W ARDMORE AVE  (5800 N),,,1.00,66979.00,2013
45,Street Resurfacing Menu,ON W BYRON ST FROM N KILDARE AV (4308 W) TO N KOSTNER AV (4422 W),,,1.00,24687.00,2013
45,Street Resurfacing Menu,ON N LOTUS AVE FROM W GIDDINGS ST (4720 N) TO W LAWRENCE AV (4778 N),,,1.00,20579.00,2013
45,Street Speed Hump Menu,ON W PENSACOLA AVE FROM N LAMON AVE  (4900 W) TO N LAVERGNE AVE  (5000 W),,,1.00,1850.00,2013
45,Street Speed Hump Menu,ON W AINSLIE ST FROM N LECLAIRE AV (5100 W) TO N LAVERGNE AV (5000 W),,,1.00,3700.00,2013
45,Street Light Upgrade,ON N KILPATRICK AVE FROM W BELLE PLAINE AV (4106 N) TO W PENSACOLA AV (4332 N),,,7.00,2800.00,2013
45,Chicago Park District,Our Lady of Victory and St Johns Food PantryGarden - rain barrels. planting,,,,2500.00,2013
45,Miscellaneous Other,Olive's Garden Expansion,,,,6000.00,2013
45,Miscellaneous Other,Pedestrian Crossing Light at the Jefferson Park Transit Center,,,,125000.00,2013
45,School Projects,5025 N LARAMIE AVE,Beaubuen School - artificial turf,,,183100.00,2013
46,Alley Apron Menu,ON N WINTHROP AVE FROM  N TO N KENMORE AV (4656 N),,,0.00,9475.00,2013
46,Curb & Gutter Menu,ON N SHERIDAN RD FROM W BUENA AVE  (4200 N) TO W GORDON TER  (4130 N),,,0.00,44390.00,2013
46,Curb & Gutter Menu,ON W WAVELAND AVE FROM N BROADWAY  (750 W) TO N HALSTED ST  (800 W),,,0.00,54011.00,2013
46,Miscellaneous Other,ON W MONTROSE AVE FROM N BROADWAY (1025 W) TO N SHERIDAN RD (1000 W),traffic study for pedestrian plaza,,,79233.00,2013
46,Miscellaneous Other,3800 N BROADWAY,landscape hanging baskets,,,72000.00,2013
46,Miscellaneous Other,ON W LELAND AVE FROM N CLARK ST  (1500 W) TO N CLARENDON AVE  (800 W),Leland Greenway,,,120000.00,2013
46,Protected Bike Lane,ON W IRVING PARK RD FROM N CLARK ST (1330 W) TO N SHERIDAN RD (1000 W),,,3.00,250000.00,2013
46,Protected Bike Lane,ON N BROADWAY FROM W LELAND AV (4700 N) TO W AINSLIE ST (4920 N),,,1.00,80000.00,2013
46,Sidewalk Menu,ON W IRVING PARK RD FROM N SHERIDAN RD  (1000 W) TO N LSD IRVING PARK RD ER  (570 W),,,0.00,14306.00,2013
46,Street Resurfacing Menu,ON N CLARENDON AVE FROM W IRVING PARK RD  (4000 N) TO W WILSON AVE  (4600 N),,,10.00,348713.00,2013
46,Street Resurfacing Menu,ON N CLARENDON AVE FROM W WILSON AV (4600 N) TO W LAWRENCE AV (4800 N),,,4.00,113579.00,2013
46,Street Speed Hump Menu,ON N MAGNOLIA AVE FROM W LELAND AVE  (4700 N) TO W LAWRENCE AVE  (4800 N),,,1.00,3700.00,2013
46,Left-Turn Arrow Menu,W IRVING PARK RD & W SHERIDAN RD,,,1.00,70000.00,2013
46,Pedestrian Countdown,N CLARENDON AVE & W BUENA AVE,,,1.00,12000.00,2013
46,High Definition Camera,N RACINE AVE &  W SUNNYSIDE AVE,,,,22500.00,2013
46,High Definition Camera,N MAGNOLIA AVE &  W MONTROSE AVE,,,,22500.00,2013
47,Alley Apron Menu,ON N CAMPBELL AVE FROM 4115 N TO W BELLE PLAINE AV (4100 N),,,1.00,10711.00,2013
47,Alley Apron Menu,ON W WILSON AVE FROM 1616 W TO N ASHLAND AV (1600 W),,,1.00,8647.00,2013
47,Alley Apron Menu,ON W WAVELAND AVE FROM 1758 W TO N HERMITAGE AV (1732 W),,,1.00,9747.00,2013
47,Alley Apron Menu,ON N SOUTHPORT AVE FROM 4040 N TO W CUYLER AV (4032 N),,,1.00,9819.00,2013
47,Alley Resurfacing Menu,N ASHLAND AVE & W WILSON AVE & N PAULINA ST & W LELAND AVE,,,1.00,43970.00,2013
47,Alley Resurfacing Menu,N HERMITAGE AVE &  W SUNNYSIDE AVE&N RAVENSWOOD AVE &  W MONTROSE AVE,,,1.00,23922.00,2013
47,Alley Resurfacing Menu,N RAVENSWOOD AVE & W WILSON AVE & N WOLCOTT AVE & W LELAND AVE,,,1.00,28949.00,2013
47,Alley Resurfacing Menu,N CLAREMONT AVE & N OAKLEY AVE & W BELLE PLAINE AVE & W BERTEAU AVE,,,1.00,30953.00,2013
47,Alley Resurfacing Menu,N HERMITAGE AVE &  W BERTEAU AVE&N RAVENSWOOD AVE &  W BELLE PLAINE AVE,,,1.00,35489.00,2013
47,Alley Resurfacing Menu,N PAULINA ST & N HERMITAGE AVE & W BERTEAU AVE & W BELLE PLAINE AVE,,,1.00,22152.00,2013
47,Alley Resurfacing Menu,W CUYLER AVE & W BELLE PLAINE AVE & N SOUTHPORT AVE & N GREENVIEW AVE,,,1.00,10036.00,2013
47,Alley Resurfacing Menu,W SUNNYSIDE AVE &  N GREENVIEW AVE&W MONTROSE AVE &  N CLARK ST,,,1.00,26720.00,2013
47,Alley Resurfacing Menu,N RAVENSWOOD AVE & N HERMITAGE AVE & W LAWRENCE AVE & W AINSLIE ST,,,0.00,65650.00,2013
47,Alley Resurfacing Menu,N WOLCOTT AVE & W WINCHESTER AVE & W CULLOM AVE & W MONTROSE AVE,,,1.00,38418.00,2013
47,Alley Resurfacing Menu,W SUNNYSIDE AVE &  N GREENVIEW AVE&W WILSON AVE &  N CLARK ST,,,1.00,10956.00,2013
47,Bollard Menu,ON W WILSON AVE FROM 2180 W TO N SEELEY AVE  (2100 W),,,1.00,745.00,2013
47,Bus Pad,ON N CLARK ST FROM 4000 N TO W IRVING PARK RD  (4000 N),,,,39842.00,2013
47,Bus Pad,ON W BERTEAU AVE FROM N CLARK ST  (1400 W) TO N RAVENSWOOD AVE  (1790 W),,,,3000.00,2013
47,Concrete Alley Menu,W WINNEMAC AVE &  N OAKLEY AVE&W WINONA ST &  N CLAREMONT AVE,,,1.00,94000.00,2013
47,Curb & Gutter Menu,ON W SUNNYSIDE AVE FROM N ARTESIAN AV (2432 W) TO N CAMPBELL AV (2500 W),,,0.00,43820.00,2013
47,Curb & Gutter Menu,ON N LEAVITT ST FROM W AINSLIE ST  (4900 N) TO W ARGYLE ST  (5000 N),,,0.00,2454.00,2013
47,Curb & Gutter Menu,ON N HERMITAGE AVE FROM W BYRON ST (3900 N) TO W IRVING PARK RD (4000 N),,,0.00,39127.00,2013
47,Curb & Gutter Menu,ON N DOVER ST FROM W WILSON AVE  (4600 N) TO W LELAND AVE  (4700 N),,,0.00,5138.00,2013
47,Curb & Gutter Menu,W BERTEAU AVE &  N CLARK ST,,,0.00,3540.00,2013
47,Diagonal Parking Menu,ON N RAVENSWOOD AVE FROM W WILSON AV (4600 N) TO W WILSON AV (4600 N),,,1.00,33023.00,2013
47,In-Road State Law Stop,W EASTWOOD AVE &  N DAMEN AVE,,,1.00,550.00,2013
47,Pavement Markings,W BELLE PLAINE AVE & N WESTERN AVE,,,1.00,2100.00,2013
47,Pavement Markings,W CULLOM AVE & N ASHLAND AVE,,,1.00,2100.00,2013
47,Pavement Markings,W BERTEAU AVE & N WESTERN AVE,,,1.00,2000.00,2013
47,Pavement Markings,W SUNNYSIDE AVE & N ASHLAND AVE,,,1.00,2100.00,2013
47,Pedestrian Refuge Island,N WESTERN AVE & W CORNELIA AVE,,,1.00,80088.00,2013
47,Resurfacing Alley Speed,N RAVENSWOOD AVE &  W LAWRENCE AVE&N HERMITAGE AVE &  W AINSLIE ST,,,0.00,0.00,2013
47,Resurfacing Street Speed,ON W CULLOM AVE FROM N CLARK ST  (1420 W) TO N GREENVIEW AVE  (1500 W),,,0.00,0.00,2013
47,Sidewalk Menu,ON W BERENICE AVE FROM N WESTERN AVE  (2400 W) TO N CAMPBELL AVE  (2500 W),,,0.00,3570.00,2013
47,Sidewalk Menu,ON N PAULINA ST FROM W MONTROSE AVE  (4400 N) TO W CULLOM AVE  (4300 N),,,0.00,5850.00,2013
47,Sidewalk Menu,ON W BERENICE AVE FROM N RAVENSWOOD AVE  (1800 W) TO N LINCOLN AVE  (1900 W),,,0.00,3872.00,2013
47,Sidewalk Menu,ON N PAULINA ST FROM W CULLOM AV (4300 N) TO W MONTROSE AV (4400 N),,,0.00,111094.00,2013
47,Sidewalk Menu,ON W IRVING PARK RD FROM N HERMITAGE AVE  (1730 W) TO N RAVENSWOOD AVE  (1760 W),,,0.00,3545.00,2013
47,Sidewalk Menu,ON W BERTEAU AVE FROM N DAMEN AVE  (2000 W) TO N LINCOLN AVE  (2100 W),,,0.00,579.00,2013
47,Sidewalk Menu,ON W WILSON AVE FROM N PAULINA ST  (1700 W) TO N ASHLAND AVE  (1600 W),,,0.00,882.00,2013
47,Street Bump Outs Menu,ON W BERTEAU AVE FROM N ASHLAND AVE  (1600 W) TO N PAULINA ST  (1700 W),,,1.00,18763.00,2013
47,Street Bump Outs Menu,ON W BERTEAU AVE FROM N HERMITAGE AVE  (1740 W) TO N HONORE ST  (1820 W),,,0.50,20451.00,2013
47,Street Bump Outs Menu,ON W BERTEAU AVE FROM N GREENVIEW AVE  (1500 W) TO N ASHLAND AVE  (1600 W),,,1.00,4881.00,2013
47,Street Bump Outs Menu,ON W BERTEAU AVE FROM N CLARK ST  (1400 W) TO N GREENVIEW AVE  (1500 W),,,1.00,63939.00,2013
47,Street Bump Outs Menu,ON W BERTEAU AVE FROM N PAULINA ST  (1700 W) TO N HERMITAGE AVE  (1740 W),,,1.00,20946.00,2013
47,Street Resurfacing Menu,ON W SUNNYSIDE AVE FROM N WESTERN AV (2400 W) TO N CAMPBELL AV (2500 W),,,1.00,36729.00,2013
47,Street Resurfacing Menu,ON N RAVENSWOOD AVE FROM W ADDISON ST (3600 N) TO W WAVELAND AV (3700 N),,,1.00,32049.00,2013
47,Street Resurfacing Menu,ON N HOYNE AVE FROM W BRADLEY PL  (3730 N) TO W GRACE ST  (3800 N),,,1.00,17681.00,2013
47,Street Resurfacing Menu,ON W CULLOM AVE FROM N CLARK ST  (1420 W) TO N GREENVIEW AVE  (1500 W),,,1.00,32965.00,2013
47,Street Resurfacing Menu,ON W BERTEAU AVE FROM N ASHLAND AV (1600 W) TO N RAVENSWOOD AV (1800 W),,,3.00,80905.00,2013
47,Pedestrian Countdown,N WESTERN AVE &  W SUNNYSIDE AVE,,,1.00,12000.00,2013
47,Street Light Residential,ON W BERTEAU AVE FROM N DAMEN AV (2000 W) TO N LINCOLN AV (2110 W),,,1.00,64000.00,2013
47,Street Light Upgrade,4719  N TALMAN AVE,,,1.00,400.00,2013
47,School Projects,3500 N HOYNE AVE,Playground Improvements - Audubon School -,,,55000.00,2013
48,Miscellaneous Other,Street Resurfacing - N. Sheridan (Devon),W. Hollywood to W. Sheridan,,,500000.00,2013
48,Resurfacing Street Speed,ON N GLENWOOD AVE FROM W GRANVILLE AV (6200 N) TO W GLENLAKE AV (6100 N),,,0.00,0.00,2013
48,Resurfacing Street Speed,ON W MARGATE TR FROM N MARINE DR (825 W) TO N MCCUTCHEON TR (948 W),,,0.00,0.00,2013
