ward,type,location,desc,blocks,unitcount,estcost,year
35,Sidewalk Menu,ON N TROY ST FROM W WELLINGTON AV (3000 N) TO W BARRY AV (3100 N),,,0.00,6836.00,2012
35,Sidewalk Menu,ON N WHIPPLE ST FROM W DIVERSEY AV (2800 N) TO W GEORGE ST (2900 N),,,0.00,3991.00,2012
35,Sidewalk Menu,ON N MILWAUKEE AVE FROM N KEDZIE AV (2664 N) TO N SAWYER AV (2650 N),,,0.00,4398.00,2012
35,Sidewalk Menu,ON W LYNDALE ST FROM N SACRAMENTO AV (3000 W) TO N SACRAMENTO AV (3000 W),,,0.00,1820.00,2012
35,Sidewalk Menu,ON N FRANCISCO AVE FROM W DIVERSEY AV (2800 N) TO W SCHUBERT AV (2700 N),,,0.00,39021.00,2012
35,Sidewalk Menu,ON W WRIGHTWOOD AVE FROM N SAWYER AV (3246 W) TO N SPAULDING AV (3320 W),,,0.00,883.00,2012
35,Sidewalk Menu,ON N RICHMOND ST FROM W GEORGE ST (2900 N) TO Dead End (2925 N),,,0.00,2935.00,2012
35,Street Resurfacing Menu,ON N RICHMOND ST FROM W WABANSIA AV (1710 N) TO W ARMITAGE AV (2000 N),,,3.00,157791.00,2012
35,Street Resurfacing Menu,ON W BARRY AVE FROM N CENTRAL AV (5600 W) TO N LAWNDALE AV (3656 W),,,1.00,42204.00,2012
35,Street Resurfacing Menu,ON W PARKER AVE FROM N KIMBALL AV (3400 W) TO N ST LOUIS AV (3500 W),,,1.00,44626.00,2012
35,Street Resurfacing Menu,ON N AVONDALE AVE FROM N WHIPPLE ST (3010 N) TO W BARRY AV (3100 N),,,1.00,44644.00,2012
35,Street Resurfacing Menu,ON N BERNARD ST FROM Dead End (3650 N) TO W WAVELAND AV (3700 N),,,1.00,52119.00,2012
35,Street Speed Hump Menu,ON W WELLINGTON AVE FROM N SACRAMENTO AV (3000 W) TO N KEDZIE AV (3200 W),,,4.00,5550.00,2012
35,Street Speed Hump Menu,ON N SAWYER AVE FROM W WRIGHTWOOD AV (2600 N) TO N MILWAUKEE AV (2703 N),,,1.00,1850.00,2012
35,Floodlight Menu,2801  N KIMBALL AVE,,,,1500.00,2012
35,Street Light Residential,ON HAMLIN  FROM W FULLERTON AV (2400 N) TO W PALMER ST (2200 N),,,,148000.00,2012
35,Street Light Residential,ON ELBRIDGE  FROM N CENTRAL PARK AV (3050 N) TO W BARRY AV (3100 N),,,,128000.00,2012
35,Street Light Residential,ON SPAULDING  FROM W DIVERSEY AV (2800 N) TO W BELMONT AV (3200 N),,,,256000.00,2012
35,Street Light Residential,ON ALBANY  FROM W ARMITAGE AV (2000 N) TO W PALMER BV (2150 N),,,,96000.00,2012
35,Street Light Residential,ON WHIPPLE  FROM W ARMITAGE AV (2000 N) TO W PALMER BV (2150 N),,,,96000.00,2012
35,Street Light Upgrade,3855  W LAWRENCE AVE,,,,350.00,2012
35,Street Light Upgrade,3416  W SCHUBERT AVE,,,,350.00,2012
35,Street Light Upgrade,1904  N CALIFORNIA AVE,,,,1000.00,2012
35,Street Light Upgrade,ON LAWNDALE  FROM W ROSCOE ST (3400 N) TO W CORNELIA AV (3500 N),,,,1800.00,2012
36,Alley Resurfacing Menu,W BELMONT AVE & W BARRY AVE & N OSCEOLA AVE & N OLCOTT AVE,,,0.00,18622.00,2012
36,Alley Resurfacing Menu,N NORMANDY AVE & N RUTHERFORD AVE & W NORTH AVE & W WABANSIA AVE,,,0.00,31805.00,2012
36,Alley Speed Hump Menu,W PALMER & DEAD END & N SAYRE AVE & N NEWLAND AVE,,,0.00,700.00,2012
36,Curb & Gutter Menu,ON N NARRAGANSETT AVE FROM W BLOOMINGDALE AV (1800 N) TO W CORTLAND ST (1900 N),,,0.00,3486.00,2012
36,Miscellaneous Other,7177 W Grand,,,,525.00,2012
36,Sidewalk Menu,ON W BELDEN AVE FROM N NORMANDY AV (6650 W) TO N NORMANDY AV (6650 W),,,0.00,46667.00,2012
36,Sidewalk Menu,ON N PANAMA AVE FROM W CORNELIA AV (3500 N) TO W ADDISON ST (3600 N),,,0.00,9131.00,2012
36,Sidewalk Menu,ON NATCHEZ  FROM W BELMONT AV (3200 N) TO W BELMONT AV (3200 N),,,0.00,2094.00,2012
36,Sidewalk Menu,Belden - Normandy to Private Dr,,,0.00,1965.00,2012
36,Sidewalk Menu,ON N NATCHEZ AVE FROM W BELMONT AV (3200 N) TO W SCHOOL ST (3300 N),,,0.00,10733.00,2012
36,Street Resurfacing Menu,ON W ARMITAGE AVE FROM N NEVA AV (7120 W) TO N HARLEM AV (7200 W),,,1.00,33873.00,2012
36,Street Resurfacing Menu,ON W WELLINGTON AVE FROM N NATOMA AV (6632 W) TO N NASHVILLE AV (6558 W),,,0.25,25685.00,2012
36,Street Resurfacing Menu,ON N SAYRE AVE FROM W GRAND AV (2400 N) TO W ALTGELD ST (2500 N),,,1.00,50267.00,2012
36,Street Resurfacing Menu,ON W LELAND AVE FROM N CUMBERLAND AV (8400 W) TO N MARIA CT (8520 W),,,1.00,101111.00,2012
36,Street Resurfacing Menu,ON N SAYRE AVE FROM W BELDEN AV (2240 N) TO W PALMER ST (2200 N),,,1.00,51985.00,2012
36,Street Resurfacing Menu,ON W BARRY AVE FROM N NASHVILLE AV (6558 W) TO N NATOMA AV (6632 W),,,0.50,36214.00,2012
36,Street Resurfacing Menu,ON W FLETCHER ST FROM N MOBILE AV (6300 W) TO N NARRAGANSETT AV (6400 W),,,1.00,42448.00,2012
36,Street Resurfacing Menu,ON N ODELL AVE FROM W WAVELAND AV (3656 N) TO W GRACE ST (3800 N),,,1.00,82077.00,2012
36,Street Resurfacing Menu,ON W WELLINGTON AVE FROM N NEWCASTLE AV (6832 W) TO N OAK PARK AV (6800 W),,,0.50,25172.00,2012
36,Street Resurfacing Menu,ON N NAGLE AVE FROM W ROSCOE ST (3400 N) TO W CORNELIA AV (3500 N),,,0.50,61360.00,2012
36,Street Resurfacing Menu,ON W WELLINGTON AVE FROM N NEW ENGLAND AV (6900 W) TO N NEWCASTLE AV (6832 W),,,0.50,18587.00,2012
36,Street Resurfacing Menu,ON W WELLINGTON AVE FROM N OAK PARK AV (6800 W) TO N RUTHERFORD AV (6732 W),,,1.00,24507.00,2012
36,Street Resurfacing Menu,ON W WAVELAND AVE FROM N NEWCASTLE AV (6832 W) TO N NEW ENGLAND AV (6900 W),,,0.50,49150.00,2012
36,Street Resurfacing Menu,ON W WELLINGTON AVE FROM N RUTHERFORD AV (6732 W) TO N NORMANDY AV (6700 W),,,1.00,17379.00,2012
36,Street Resurfacing Menu,ON N NORMANDY AVE FROM W CORNELIA AV (3500 N) TO W ADDISON ST (3600 N),,,1.00,66784.00,2012
36,Street Resurfacing Menu,ON W WELLINGTON AVE FROM N NORMANDY AV (6700 W) TO N NATOMA AV (6632 W),,,0.25,25122.00,2012
36,Street Resurfacing Menu,ON N OCONTO AVE FROM W WAVELAND AV (3656 N) TO W GRACE ST (3800 N),,,1.00,75302.00,2012
36,Street Resurfacing Menu,ON W ROSCOE ST FROM N RUTHERFORD AV (6732 W) TO N NORMANDY AV (6700 W),,,0.50,48256.00,2012
36,Street Resurfacing Menu,ON N RUTHERFORD AVE FROM W SCHUBERT AV (2700 N) TO W DIVERSEY AV (2800 N),,,1.00,52712.00,2012
36,Street Resurfacing Menu,ON N PITTSBURGH AVE FROM W IRVING PARK RD (4000 N) TO W BELLE PLAINE AV (4100 N),,,1.00,44517.00,2012
36,Street Resurfacing Menu,ON N NEW ENGLAND AVE FROM W BARRY AV (3100 N) TO W WELLINGTON AV (3000 N),,,1.00,38934.00,2012
36,Street Resurfacing Menu,ON W MELROSE ST FROM N MOBILE AV (6300 W) TO N MELVINA AV (6200 W),,,1.00,38969.00,2012
36,Street Resurfacing Menu,ON N NEVA AVE FROM W ADDISON ST (3600 N) TO W WAVELAND AV (3700 N),,,1.00,39825.00,2012
36,Street Resurfacing Menu,ON N PANAMA AVE FROM W BYRON ST (3900 N) TO W IRVING PARK RD (4000 N),,,1.00,43935.00,2012
36,Street Speed Hump Menu,ON N NEW ENGLAND AVE FROM W ROSCOE ST (3400 N) TO W CORNELIA AV (3500 N),,,1.00,3700.00,2012
36,Street Speed Hump Menu,ON N NEVA AVE FROM W ARMITAGE AV (2000 N) TO W DICKENS AV (2100 N),,,1.00,3700.00,2012
36,Street Speed Hump Menu,ON N OCTAVIA AVE FROM W BARRY AV (3100 N) TO W BELMONT AV (3200 N),,,1.00,3700.00,2012
36,Street Speed Hump Menu,ON N NEVA AVE FROM W ROSCOE ST (3400 N) TO W CORNELIA AV (3500 N),,,1.00,3700.00,2012
36,Chicago Park District,Shabbona Park Plaground - 6935 W. Addison,,,,85301.00,2012
37,Alley Resurfacing Menu,W CHICAGO AVE & W IOWA ST & N KEDVALE AVE & N KEELER AVE,,,0.00,27309.00,2012
37,Alley Speed Hump Menu,N LOTUS AVE & N LINDER AVE & W NORTH AVE & N LAMON AVE,,,1.00,2800.00,2012
37,Bollard Menu,ON W HADDON AVE FROM 4814 W TO N CICERO AV (4800 W),,,1.00,1890.00,2012
37,Curb & Gutter Menu,ON W WABANSIA AVE FROM N LECLAIRE AV (5046 W) TO N LARAMIE AV (5200 W),,,0.00,71808.00,2012
37,Curb & Gutter Menu,ON N PARKSIDE AVE FROM W FULLERTON AV (2400 N) TO W BELDEN AV (2300 N),,,0.00,15067.00,2012
37,Curb & Gutter Menu,ON W FULLERTON AVE FROM N MENARD AV (5800 W) TO N MARMORA AV (5900 W),,,0.00,5567.00,2012
37,Sidewalk Menu,ON W POTOMAC AVE FROM N PINE AV (5520 W) TO N CENTRAL AV (5600 W),,,0.00,31607.00,2012
37,Sidewalk Menu,ON N LARAMIE AVE FROM W POTOMAC AV (1300 N) TO W HIRSCH ST (1400 N),,,0.00,9198.00,2012
37,Sidewalk Menu,ON W CRYSTAL ST FROM N PINE AV (5520 W) TO N CENTRAL AV (5600 W),,,0.00,720.00,2012
37,Sidewalk Menu,ON W AUGUSTA BLVD FROM N KARLOV AV (4100 W) TO N KEDVALE AV (4132 W),,,0.00,25816.00,2012
37,Street Resurfacing Menu,ON W WABANSIA AVE FROM N CICERO AV (4779 W) TO N LAMON AV (4924 W),,,1.00,65226.00,2012
37,Street Resurfacing Menu,ON W HIRSCH ST FROM N LAMON AV (4900 W) TO N LECLAIRE AV (5100 W),,,2.00,140722.00,2012
37,Street Resurfacing Menu,ON W BLOOMINGDALE AVE FROM N LINDER AV (5500 W) TO N CENTRAL AV (5600 W),,,1.00,38855.00,2012
37,Street Resurfacing Menu,ON N LOTUS AVE FROM W HIRSCH ST (1400 N) TO W LE MOYNE ST (1500 N),,,1.00,67499.00,2012
37,Street Resurfacing Menu,ON N LAVERGNE AVE FROM W POTOMAC AV (1300 N) TO W HIRSCH ST (1400 N),,,1.00,40707.00,2012
37,Street Resurfacing Menu,ON N LATROBE AVE FROM W LE MOYNE ST (1500 N) TO W HIRSCH ST (1400 N),,,1.00,38261.00,2012
37,Street Resurfacing Menu,ON W CRYSTAL ST FROM N CICERO AV (4800 W) TO N LAMON AV (4900 W),,,1.00,37749.00,2012
37,Street Resurfacing Menu,ON W KAMERLING AVE FROM N CICERO AV (4800 W) TO N LAMON AV (4900 W),,,1.00,31952.00,2012
37,Street Resurfacing Menu,ON N LONG AVE FROM W THOMAS ST (1100 N) TO W DIVISION ST (1200 N),,,1.00,31630.00,2012
37,Street Speed Hump Menu,ON N LAMON AVE FROM W CHICAGO AV (800 N) TO W AUGUSTA BV (1000 N),,,1.00,7400.00,2012
37,Street Speed Hump Menu,ON N LAVERGNE AVE FROM W POTOMAC AV (1300 N) TO W HIRSCH ST (1400 N),,,1.00,3700.00,2012
37,Street Speed Hump Menu,ON W CONCORD PL FROM N LAMON AV (4924 W) TO N LECLAIRE AV (5046 W),,,1.00,5550.00,2012
37,Street Speed Hump Menu,ON N LAWLER AVE FROM W CHICAGO AV (800 N) TO W AUGUSTA BV (1000 N),,,2.00,7400.00,2012
37,Floodlight Menu,N KILPATRICK AVE & W RICE ST,,,,500.00,2012
37,Floodlight Menu,N KILPATRICK AVE & W WALTON ST,,,,500.00,2012
37,Floodlight Menu,N KILPATRICK AVE & W IOWA ST,,,,500.00,2012
37,Floodlight Menu,N KILPATRICK AVE & W AUGUSTA BLVD,,,,500.00,2012
37,Street Light Arterial,N KILPATRICK AVE & W IOWA ST,RELOCATE/INSTALL NEW POLE,,,12000.00,2012
37,Street Light Residential,ON LECLAIRE  FROM W AUGUSTA BV (1000 N) TO W DIVISION ST (1200 N),,,,128000.00,2012
37,Street Light Residential,ON IOWA  FROM N LONG AV (5400 W) TO N CENTRAL AV (5600 W),,,,128000.00,2012
37,Street Light Residential,ON LUNA  FROM W HIRSCH ST (1400 N) TO W NORTH AV (1600 N),,,,128000.00,2012
37,Street Light Residential,ON ST PAUL  FROM N LECLAIRE AV (5046 W) TO N LARAMIE AV (5200 W),,,,64000.00,2012
37,Street Light Residential,ON LOCKWOOD  FROM W NORTH AV (1600 N) TO W BLOOMINGDALE AV (1800 N),,,,128000.00,2012
37,Street Light Upgrade,ON IOWA  FROM N KEELER AV (4200 W) TO N KOSTNER AV (4400 W),,,,2100.00,2012
37,Street Light Upgrade,ON WALTON  FROM N KILPATRICK AV (4700 W) TO N CICERO AV (4800 W),,,,2100.00,2012
37,Street Light Upgrade,1631  N CENTRAL AVE,,,,350.00,2012
37,Street Light Upgrade,ON RICE  FROM N KILPATRICK AV (4700 W) TO N CICERO AV (4800 W),,,,1750.00,2012
37,Street Light Upgrade,ON IOWA  FROM N KILPATRICK AV (4700 W) TO N CICERO AV (4800 W),,,,1750.00,2012
37,Street Light Upgrade,ON LUNA  FROM W BLOOMINGDALE AV (1800 N) TO W CORTLAND ST (1846 N),,,,700.00,2012
37,Street Light Upgrade,1617  N CENTRAL AVE,,,,350.00,2012
37,Street Light Upgrade,1643  N CENTRAL AVE,,,,350.00,2012
37,Traffic Signal,N KILPATRICK AVE & W IOWA ST,Solar Power with Mast Arm,,,12000.00,2012
38,Alley Apron Menu,ON W SCHOOL ST FROM 8300 W TO N PLAINFIELD AVE (8300 W),,,1.00,24233.00,2012
38,Alley Apron Menu,ON N OCONTO AVE FROM 3953 N TO W BYRON ST (3900 N),,,1.00,11213.00,2012
38,Alley Apron Menu,ON N HARLEM AVE FROM 3951 N TO W BYRON ST  (3900 N),,,1.00,9941.00,2012
38,Alley Apron Menu,ON W SUNNYSIDE AVE FROM 5300 W TO N LOCKWOOD AVE (5300 W),,,1.00,11934.00,2012
38,Alley Resurfacing Menu,W LAWRENCE AVE & W GIDDINGS ST & N NARRAGANSETT AVE & DEAD END,,,0.00,9540.00,2012
38,Bollard Menu,ON N OCTAVIA AVE FROM 3951 N TO W BYRON ST (3900 N),,,0.00,1260.00,2012
38,Curb & Gutter Menu,ON N MCVICKER AVE FROM W IRVING PARK RD (4000 N) TO W BELLE PLAINE AV (4100 N),,,0.00,105219.00,2012
38,Curb & Gutter Menu,ON N NOTTINGHAM AVE FROM W GRACE ST (3800 N) TO W BYRON ST (3900 N),,,0.00,103667.00,2012
38,Curb & Gutter Menu,ON W EASTWOOD AVE FROM N MAJOR AV (5700 W) TO N MENARD AV (5800 W),,,0.00,50949.00,2012
38,Curb & Gutter Menu,Austin - Gunnison to Lawrence,,,0.00,13863.00,2012
38,Curb & Gutter Menu,ON MCVICKER  FROM W IRVING PARK RD (4000 N) TO W BELLE PLAINE AV (4100 N),,,0.00,7909.00,2012
38,Curb & Gutter Menu,ON N MARMORA AVE FROM W SUNNYSIDE AV (4500 N) TO W WILSON AV (4550 N),,,0.00,95740.00,2012
38,Curb & Gutter Menu,ON N AUSTIN AVE FROM W GUNNISON ST (4832 N) TO W STRONG ST (4900 N),,,0.00,41937.00,2012
38,In-Road State Law Stop,W ADDISON ST & N CENTRAL AVE,,,0.00,410.00,2012
38,Miscellaneous Other,4544 N Menard,,,,202.00,2012
38,Miscellaneous Other,3949 N HARLEM AVE,,,,196755.00,2012
38,Sidewalk Menu,ON N OAK PARK AVE FROM W ADDISON ST (3600 N) TO W ADDISON ST (3600 N),,,0.00,10190.00,2012
38,Sidewalk Menu,ON N MCVICKER AVE FROM W CULLOM AV (4300 N) TO W CULLOM AV (4300 N),,,0.00,21720.00,2012
38,Sidewalk Menu,ON W EASTWOOD AVE FROM N AUSTIN AV (6000 W) TO N MCVICKER AV (6032 W),,,0.00,9758.00,2012
38,Sidewalk Menu,ON N AUSTIN AVE FROM W DAKIN ST (3932 N) TO W IRVING PARK RD (4000 N),,,0.00,17318.00,2012
38,Sidewalk Menu,ON EASTWOOD  FROM N MCVICKER AV (6032 W) TO N AUSTIN AV (6000 W),,,0.00,55359.00,2012
38,Street Resurfacing Menu,ON N NORA AVE FROM W GRACE ST (3800 N) TO W IRVING PARK RD (4000 N),,,2.00,78056.00,2012
38,Street Resurfacing Menu,ON N SAYRE AVE FROM W GRACE ST (3800 N) TO W BYRON ST (3900 N),,,1.00,55715.00,2012
38,Street Resurfacing Menu,ON N MARMORA AVE FROM W SUNNYSIDE AV (4500 N) TO W WILSON AV (4550 N),,,1.00,37131.00,2012
38,Street Resurfacing Menu,ON W BYRON ST FROM N HARLEM AV (7200 W) TO N OCTAVIA AV (7300 W),,,2.00,53623.00,2012
38,Street Resurfacing Menu,ON N NOTTINGHAM AVE FROM W GRACE ST (3800 N) TO W BYRON ST (3900 N),,,1.00,54401.00,2012
38,Street Resurfacing Menu,ON W WARWICK AVE FROM N CENTRAL AV (5600 W) TO N MAJOR AV (5700 W),,,1.00,65506.00,2012
38,Street Resurfacing Menu,ON W EASTWOOD AVE FROM N MAJOR AV (5700 W) TO N MENARD AV (5800 W),,,1.00,53798.00,2012
38,Street Resurfacing Menu,ON W BYRON ST FROM N NEW ENGLAND AV (6900 W) TO N NOTTINGHAM AV (7108 W),,,2.50,104852.00,2012
38,Street Speed Hump Menu,ON N KOSTNER AVE FROM N MILWAUKEE AV (3714 N) TO W GRACE ST (3800 N),,,1.00,3700.00,2012
38,Street Speed Hump Menu,ON N MOBILE AVE FROM W GRACE ST (3800 N) TO W BYRON ST (3900 N),,,1.00,3700.00,2012
38,Street Speed Hump Menu,ON W ROSCOE ST FROM N LOCKWOOD AV (5300 W) TO N LONG AV (5400 W),,,1.00,3700.00,2012
38,Street Speed Hump Menu,ON N MELVINA AVE FROM W EASTWOOD AV (4628 N) TO W GIDDINGS ST (4732 N),,,1.00,3700.00,2012
38,Floodlight Menu,N MILWAUKEE AVE & N KENTON AVE,,,,500.00,2012
38,Floodlight Menu,4311  N MOBILE AVE,,,,600.00,2012
38,Floodlight Menu,5318  W HUTCHINSON ST,,,,500.00,2012
38,Street Light Upgrade,4453  W IRVING PARK RD,,,,350.00,2012
38,Street Light Upgrade,ON MENARD  FROM W BERTEAU AV (4200 N) TO W CULLOM AV (4300 N),,,,1050.00,2012
39,Alley Resurfacing Menu,N ST LOUIS AVE & N BERNARD ST & W FOSTER AVE & W CARMEN AVE,,,0.00,50254.00,2012
39,Concrete Alley Menu,W PETERSON AVE & N KILPATRICK AVE & N CALDWELL AVE & N FOREST GLEN AVE,,,0.00,40000.00,2012
39,Miscellaneous Other,Saughnash,,,,264865.00,2012
39,Sidewalk Menu,ON W BRYN MAWR AVE FROM N CENTRAL PARK AV (3600 W) TO N PULASKI RD (4000 W),,,0.00,14318.00,2012
39,Street Resurfacing Menu,ON N KILDARE AVE FROM W LAWRENCE AV (4800 N) TO W ARGYLE ST (5000 N),,,2.00,79652.00,2012
39,Street Resurfacing Menu,ON N KINGSDALE AVE FROM Dead End (5704 N) TO N KERCHEVAL AV (5741 N),,,0.50,42327.00,2012
39,Street Resurfacing Menu,ON N KOLMAR AVE FROM W ROSEMONT AV (6300 N) TO W DEVON AV (6400 N),,,1.00,46260.00,2012
39,Street Resurfacing Menu,ON N KIRKWOOD AVE FROM N SAUGANASH AV (6211 N) TO W THOME AV (6240 N),,,0.25,7245.00,2012
39,Street Resurfacing Menu,ON N KILBOURN AVE FROM W BRYN MAWR AV (5600 N) TO W HOLLYWOOD AV (5650 N),,,1.00,36837.00,2012
39,Street Resurfacing Menu,ON N LACEY AVE FROM Dead End (5681 N) TO N KINGSDALE AV (5720 N),,,1.00,5047.00,2012
39,Street Resurfacing Menu,ON N SAUGANASH AVE FROM N TRIPP AV (6067 N) TO W PETERSON AV (6000 N),,,2.00,49799.00,2012
39,Street Resurfacing Menu,ON N KILPATRICK AVE FROM W LAWRENCE AV (4800 N) TO N ELSTON AV (4925 N),,,1.00,60232.00,2012
39,Street Resurfacing Menu,ON N KIRKWOOD AVE FROM N HIAWATHA AV (6034 N) TO N IONIA AV (6124 N),,,1.00,37439.00,2012
39,Street Resurfacing Menu,ON N KILBOURN AVE FROM W PETERSON AV (6000 N) TO W THORNDALE AV (5900 N),,,1.00,31453.00,2012
39,Street Resurfacing Menu,ON W AINSLIE ST FROM N KARLOV AV (4100 W) TO N PULASKI RD (4000 W),,,1.00,38418.00,2012
39,Street Resurfacing Menu,ON N KASSON AVE FROM N KENNICOTT AV (4582 N) TO N KEELER AV (4480 N),,,1.00,29900.00,2012
39,Street Resurfacing Menu,ON N IONIA AVE FROM N KILPATRICK AV (6193 N) TO N KEENE AV (6264 N),,,1.00,40085.00,2012
39,Street Resurfacing Menu,ON W AINSLIE ST FROM N LOWELL AV (4332 W) TO N KEELER AV (4200 W),,,1.00,61868.00,2012
39,Street Light Residential,ON KILDARE  FROM W GRANVILLE AV (6200 N) TO W DEVON AV (6400 N),,,,128000.00,2012
39,Street Light Residential,ON TRIPP  FROM W GRANVILLE AV (6200 N) TO W DEVON AV (6400 N),,,,128000.00,2012
39,Street Light Residential,ON KEELER  FROM W GRANVILLE AV (6200 N) TO W DEVON AV (6400 N),,,,128000.00,2012
40,Alley Apron Menu,ON N CAMPBELL AVE FROM 5945 N TO W THORNDALE AV (5900 N),,,1.00,12657.00,2012
40,Alley Apron Menu,ON W BERWYN AVE FROM 2014 W TO N DAMEN AV (2000 W),,,1.00,12395.00,2012
40,Alley Apron Menu,ON W BERWYN AVE FROM 2015 W TO N DAMEN AV (2000 W),,,1.00,10461.00,2012
40,Alley Apron Menu,ON N MAPLEWOOD AVE FROM 5943 N TO W THORNDALE AV (5900 N),,,1.00,12193.00,2012
40,Alley Apron Menu,ON W SUMMERDALE AVE FROM 2015 W TO N DAMEN AV (2000 W),,,1.00,10867.00,2012
40,Alley Apron Menu,ON N VIRGINIA AVE FROM 5927 N TO W THORNDALE AV (5852 N),,,1.00,16806.00,2012
40,Alley Apron Menu,ON N RAVENSWOOD AVE FROM 5645 N TO W BRYN MAWR AV (5600 N),,,1.00,9201.00,2012
40,Alley Apron Menu,ON W SUMMERDALE AVE FROM 2014 W TO N DAMEN AV (2000 W),,,1.00,9577.00,2012
40,Alley Resurfacing Menu,6458 N Greenview,,,,1440.00,2012
40,Concrete Alley Menu,N WINCHESTER AVE & N WOLCOTT AVE & W WINONA ST & W FOSTER AVE,,,0.00,86000.00,2012
40,Concrete Alley Menu,N LINCOLN AVE & W PETERSON AVE & N RICHMOND ST & N SACRAMENTO AVE,,,0.00,21706.00,2012
40,Curb & Gutter Menu,ON W FARRAGUT AVE FROM N HONORE ST (1820 W) TO N HONORE ST (1820 W),,,0.00,9241.00,2012
40,Curb & Gutter Menu,ON W THORNDALE AVE FROM N WHIPPLE ST (3028 W) TO N VIRGINIA AV (3110 W),,,0.00,11942.00,2012
40,Curb & Gutter Menu,ON W RASCHER AVE FROM N FRANCISCO AV (2900 W) TO N VIRGINIA AV (3009 W),,,0.00,7410.00,2012
40,Curb & Gutter Menu,ON N FRANCISCO AVE FROM W HOLLYWOOD AV (5700 N) TO W HOLLYWOOD AV (5700 N),,,0.00,39255.00,2012
40,Curb & Gutter Menu,ON W SUMMERDALE AVE FROM N WOLCOTT AV (1850 W) TO N RAVENSWOOD AV (1800 W),,,0.00,22979.00,2012
40,Curb & Gutter Menu,ON ROCKWELL  FROM W GUNNISON ST (4836 N) TO W LAWRENCE AV (4800 N),,,0.00,1443.00,2012
40,In-Road State Law Stop,W BALMORAL AVE & N LINCOLN AVE,,,0.00,800.00,2012
40,In-Road State Law Stop,W BALMORAL AVE &  N RAVENSWOOD AVE,,,1.00,229.00,2012
40,In-Road State Law Stop,W WINONA ST & N CALIFORNIA AVE,,,0.00,410.00,2012
40,Miscellaneous Other,ON FRANCISCO  FROM W BRYN MAWR AV (5600 N) TO W HOLLYWOOD AV (5700 N),,,,1173.00,2012
40,Sidewalk Menu,N FAIRFIELD AVE & W ARDMORE AVE,,,0.00,1275.00,2012
40,Street Resurfacing Menu,ON N HERMITAGE AVE FROM W ROSEHILL DR (5750 N) TO W THORNDALE AV (5840 N),,,1.00,4025.00,2012
40,Street Resurfacing Menu,ON W THORNDALE AVE FROM N WESTERN AV (2400 W) TO N CALIFORNIA AV (2800 W),,,4.00,197791.00,2012
40,Street Resurfacing Menu,ON W BERWYN AVE FROM N HOYNE AV (2100 W) TO N DAMEN AV (2000 W),,,1.00,4025.00,2012
40,Street Resurfacing Menu,ON W CATALPA AVE FROM N CALIFORNIA AV (2800 W) TO N VIRGINIA AV (3015 W),,,2.00,79609.00,2012
40,Street Resurfacing Menu,ON W GREGORY ST FROM N FRANCISCO AV (2900 W) TO N VIRGINIA AV (3021 W),,,1.00,66329.00,2012
40,Street Resurfacing Menu,ON N FAIRFIELD AVE FROM N LINCOLN AV (5712 N) TO W PETERSON AV (6000 N),,,3.00,120176.00,2012
40,Street Resurfacing Menu,ON N MOZART ST FROM W AINSLIE ST (4912 N) TO W CARMEN AV (5100 N),,,1.00,115866.00,2012
40,Street Resurfacing Menu,ON W BALMORAL AVE FROM N WINCHESTER AV (1920 W) TO N BOWMANVILLE AV (2320 W),,,2.50,143967.00,2012
40,Street Resurfacing Menu,ON W RASCHER AVE FROM N CALIFORNIA AV (2800 W) TO N VIRGINIA AV (3009 W),,,2.00,80771.00,2012
40,Street Resurfacing Menu,ON W THORNDALE AVE FROM N TALMAN AV (2632 W) TO N CALIFORNIA AV (2800 W),,,3.00,59204.00,2012
40,Street Resurfacing Menu,ON N ARTESIAN AVE FROM W BRYN MAWR AV (5600 N) TO W PETERSON AV (6000 N),,,4.00,130476.00,2012
40,Pedestrian Countdown,W AINSLIE ST & N WESTERN AVE,,,,14000.00,2012
40,Street Light Upgrade,1743  W GRANVILLE AVE,,,,350.00,2012
40,Street Light Upgrade,5018  N MOZART ST,,,,350.00,2012
40,High Definition Camera,Relocate POD camera from 5208 N. Wolcott to 5301 N. Hoyne,,,,1800.00,2012
40,High Definition Camera,Relocate POD camera from 1401 W. Devon to 1600 W. Morse,,,,1800.00,2012
41,Alley Speed Hump Menu,N NEWLAND AVE & N SAYRE AVE & W GREGORY ST & W HIGGINS AVE,,,0.00,2100.00,2012
41,Alley Speed Hump Menu,N NEW ENGLAND AVE & N SAYRE AVE & W GREGORY ST & W HIGGINS AVE,,,0.00,2800.00,2012
41,Concrete Alley Menu,W DEVON AVE & W HORTENSE AVE & N OLCOTT AVE & N ORIOLE AVE,,,0.00,48000.00,2012
41,Curb & Gutter Menu,ON W TALCOTT AVE FROM N ORIOLE AV (7600 W) TO N OVERHILL AV (7700 W),,,0.00,21182.00,2012
41,Curb & Gutter Menu,ON N MINNEHAHA AVE FROM N HIAWATHA AV (6482 N) TO N HIAWATHA AV (6482 N),,,0.00,9327.00,2012
41,Curb & Gutter Menu,ON N OCONTO AVE FROM W BIRCHWOOD AV (7500 N) TO W HOWARD ST (7600 N),,,0.00,3677.00,2012
41,Curb & Gutter Menu,ON N ALGONQUIN AVE FROM N HIAWATHA AV (6530 N) TO N HIAWATHA AV (6583 N),,,0.00,9506.00,2012
