ward,type,location,cg_blks,sw_blks,humps,blocks,unitcount,estcost,year
17,POD Camera,"78th & Aberdeen, 72nd & Winchester",NA,NA,NA,NA,NA,"48,000",2008
17,POD Camera,66th & Sangamon,NA,NA,NA,NA,NA,"24,000",2008
17,POD Camera,71st and Damen,NA,NA,NA,NA,NA,"24,000",2008
17,POD Camera,78th & Marshfield,NA,NA,NA,NA,NA,943,2008
18,Alley Resurface Menu,S KEDZIE AV--W 81 ST--W 82 ST--S SAWYER AV,NA,NA,NA,0.02,NA,"4,179",2008
18,Alley Speed Hump Menu,W 81 PL--S CLAREMONT AV--S OAKLEY AV--W 81 ST,NA,NA,2,NA,NA,"1,000",2008
18,Alley Speed Hump Menu,S SEELEY AV--S HOYNE AV--W 78 ST--W 79 ST,NA,NA,4,NA,NA,"2,000",2008
18,Bollard Menu,7158 S KEDZIE AV,NA,NA,NA,NA,1.00,647,2008
18,Bollard Menu,2756 W 83 PL,NA,NA,NA,NA,1.00,714,2008
18,Curb/Gutter Menu,S KENNETH AV-- W 85 ST (8500 S) -to- W 85 ST (8500 S),NA,NA,NA,NA,NA,"2,843",2008
18,Curb/Gutter Menu,S WINCHESTER AV-- W 79 ST (7900 S) -to- W 80 ST (8000 S),NA,NA,NA,NA,NA,"48,355",2008
18,Curb/Gutter Menu,W 83 ST-- S FAIRFIELD AV (2732 W) -to- S CALIFORNIA AV (2800 W),NA,NA,NA,NA,NA,"2,154",2008
18,Curb/Gutter Menu,W 85 ST-- S DAMEN AV (2000 W) -to- Dead End (2109 W),NA,NA,NA,NA,NA,"44,199",2008
18,Miscellaneous-CDOT,87th St. / Washtenaw,NA,NA,NA,NA,1.00,"7,288",2008
18,Sidewalk Menu,S ALBANY AV-- W 72 ST (7200 S) -to- W 73 ST (7300 S),NA,NA,NA,NA,NA,"46,080",2008
18,Sidewalk Menu,S CALIFORNIA AV-- W 79 ST (7900 S) -to- W 80 ST (8000 S),NA,NA,NA,NA,NA,"48,450",2008
18,Sidewalk Menu,S CAMPBELL AV-- W 82 PL (8216 S) -to- W 83 ST (8300 S),NA,NA,NA,NA,NA,"8,485",2008
18,Sidewalk Menu,S HOYNE AV-- W 85 ST (8500 S) -to- W 85 ST (8500 S),NA,NA,NA,NA,NA,"19,459",2008
18,Sidewalk Menu,S ROCKWELL ST-- W 70 ST (7000 S) -to- W 71 ST (7100 S),NA,NA,NA,NA,NA,"66,612",2008
18,Sidewalk Menu,S SACRAMENTO AV-- W 73 ST (7300 S) -to- W 74 ST (7400 S),NA,NA,NA,NA,NA,"65,681",2008
18,Sidewalk Menu,S ST LOUIS AV-- W 77 ST (7700 S) -to- W 78 ST (7800 S),NA,NA,NA,NA,NA,"35,587",2008
18,Sidewalk Menu,S WINCHESTER AV-- W 80 ST (8000 S) -to- W 81 ST (8100 S),NA,NA,NA,NA,NA,"70,047",2008
18,Sidewalk Menu,W 73 PL-- S ST LOUIS AV (3500 W) -to- S CENTRAL PARK AV (3600 W),NA,NA,NA,NA,NA,"32,798",2008
18,Sidewalk Menu,W 78 ST-- S WINCHESTER AV (1932 W) -to- S DAMEN AV (2000 W),NA,NA,NA,NA,NA,"15,826",2008
18,Sidewalk Menu,W 80 PL-- S OAKLEY AV (2300 W) -to- S WESTERN AV (2400 W),NA,NA,NA,NA,NA,"88,436",2008
18,Sidewalk Menu,W 80 ST-- S ST LOUIS AV (3500 W) -to- S CENTRAL PARK AV (3600 W),NA,NA,NA,NA,NA,"79,187",2008
18,Sidewalk Menu,W 82 ST-- S WOLCOTT AV (1900 W) -to- S WOLCOTT AV (1900 W),NA,NA,NA,NA,NA,"30,950",2008
18,Sidewalk Menu,W 83 PL-- S HOMAN AV (3400 W) -to- S ST LOUIS AV (3500 W),NA,NA,NA,NA,NA,"67,574",2008
18,Sidewalk Menu,W 83 ST-- S HOYNE AV (2100 W) -to- S HAMILTON AV (2132 W),NA,NA,NA,NA,NA,"38,077",2008
18,Sidewalk Menu,W 86 ST-- S CENTRAL PARK AV (3600 W) -to- S LAWNDALE AV (3700 W),NA,NA,NA,NA,NA,"58,509",2008
18,Street Resurface Menu,S BELL AV-- W 72 ST (7200 S) -to- W 73 ST (7300 S),NA,NA,NA,0.79,NA,"29,454",2008
18,Street Resurface Menu,S KARLOV AV-- W 83 ST (8300 S) -to- W 84 ST (8400 S),NA,NA,NA,0.94,NA,"29,788",2008
18,Street Resurface Menu,S RIDGEWAY AV-- W 76 PL (7626 S) -to- W 78 PL (7826 S),NA,NA,NA,2.03,NA,"94,446",2008
18,Street Resurface Menu,W 76 ST-- S DAMEN AV (2000 W) -to- S SEELEY AV (2032 W),NA,NA,NA,0.19,NA,"5,982",2008
18,Street Resurface Menu,W 76 ST-- S WESTERN AV (2400 W) -to- S MAPLEWOOD AV (2532 W),NA,NA,NA,0.66,NA,"24,809",2008
18,Street Resurface Menu,W 77 ST-- S DAMEN AV (2000 W) -to- S SEELEY AV (2032 W),NA,NA,NA,0.18,NA,"5,524",2008
18,Street Resurface Menu,W 80 ST-- S LAWNDALE AV (3700 W) -to- Dead End (2131 W),NA,NA,NA,1.03,NA,"39,250",2008
18,Street Speed Hump Menu,S ARTESIAN AV-- W 80 ST (8000 S) -to- W 81 ST (8100 S) 2,NA,NA,1.00,NA,NA,"3,500",2008
18,Street Speed Hump Menu,S HAMILTON AV-- W 78 ST (7748 S) -to- W 79 ST (7900 S) 2,NA,NA,1.00,NA,NA,"3,500",2008
18,Street Speed Hump Menu,S MARSHFIELD AV-- W 81 ST (8100 S) -to- W 82 ST (8200 S) 2,NA,NA,1.00,NA,NA,"3,500",2008
18,Street Speed Hump Menu,S SEELEY AV-- W 78 ST (7800 S) -to- W 79 ST (7900 S) 2,NA,NA,1.00,NA,NA,"3,500",2008
18,Street Speed Hump Menu,S WHIPPLE ST-- W 83 ST (8300 S) -to- W 85 ST (8500 S) 1,NA,NA,2.00,NA,NA,"1,750",2008
18,Street Traffic Circles Menu,S RIDGEWAY AV and W 77 PL,NA,NA,NA,NA,NA,"15,000",2008
18,Street Traffic Circles Menu,S KEDVALE AV and W 85 ST,NA,NA,NA,NA,NA,"15,000",2008
18,Street Traffic Circles Menu,S WOLCOTT AV and W 84 ST,NA,NA,NA,NA,NA,"15,000",2008
18,Street Traffic Circles Menu,S RICHMOND ST and W 80 ST,NA,NA,NA,NA,NA,"15,000",2008
18,Pole Painting,S BELL AV-- W 71 ST (7100 S) -to- W 73 ST (7300 S),NA,NA,NA,NA,5.00,"1,000",2008
18,Pole Painting,S MARSHFIELD AV-- W 83 ST (8300 S) -to- W 87 ST (8700 S),NA,NA,NA,NA,17.00,"3,400",2008
18,Pole Painting,S PAULINA ST-- W 85 ST (8500 S) -to- W 87 ST (8700 S),NA,NA,NA,NA,9.00,"1,800",2008
18,Pole Painting,S SACRAMENTO AV-- W 71 ST (7100 S) -to- W 74 ST (7400 S),NA,NA,NA,NA,13.00,"2,600",2008
18,Pole Painting,W 76 ST-- S LAWNDALE AV (3648 W) -to- S RIDGEWAY AV (3738 W),NA,NA,NA,NA,4.00,800,2008
18,Pole Painting,W 82 ST-- S PAULINA ST (1700 W) -to- S HERMITAGE AV (1732 W),NA,NA,NA,NA,3.00,600,2008
18,Pole Painting,W 85 ST-- S MARSHFIELD AV (1632 W) -to- S PAULINA ST (1700 W),NA,NA,NA,NA,1.00,200,2008
18,Street Lighting,S BELL AV-- W 71 ST (7100 S) -to- W 73 ST (7300 S),NA,NA,NA,NA,5.00,"2,000",2008
18,Street Lighting,S CAMPBELL AV-- W 82 PL (8216 S) -to- W 83 ST (8300 S),NA,NA,NA,NA,2.00,800,2008
18,Street Lighting,S MARSHFIELD AV-- W 83 ST (8300 S) -to- W 87 ST (8700 S),NA,NA,NA,NA,16.00,"6,400",2008
18,Street Lighting,S PAULINA ST-- W 85 ST (8500 S) -to- W 87 ST (8700 S),NA,NA,NA,NA,9.00,"3,600",2008
18,Street Lighting,S SACRAMENTO AV-- W 71 ST (7100 S) -to- W 74 ST (7400 S),NA,NA,NA,NA,7.00,"2,800",2008
18,Street Lighting,S SPAULDING AV-- W 72 ST (7200 S) -to- W 73 ST (7300 S),NA,NA,NA,NA,4.00,"1,600",2008
18,Street Lighting,S WINCHESTER AV-- W 77 ST (7700 S) -to- W 78 ST (7800 S),NA,NA,NA,NA,2.70,"1,059",2008
18,Street Lighting,W 80 PL-- S LEAVITT ST (2202 W) -to- S WESTERN AV (2400 W),NA,NA,NA,NA,1.50,"110,000",2008
18,Street Lighting,W 80 ST-- Dead End (2252 W) -to- S WESTERN AV (2400 W),NA,NA,NA,NA,1.50,"110,000",2008
18,Street Lighting,W 82 ST-- S PAULINA ST (1700 W) -to- S HERMITAGE AV (1732 W),NA,NA,NA,NA,2.00,800,2008
18,Street Lighting,W 85 ST-- S MARSHFIELD AV (1632 W) -to- S PAULINA ST (1700 W),NA,NA,NA,NA,1.00,400,2008
19,Alley Speed Hump Menu,W 118 ST--W 119 ST--S HALE AV--S LONGWOOD DR,NA,NA,2,NA,NA,"1,000",2008
19,Alley Speed Hump Menu,W 115 ST--W 117 ST--S CHURCH ST--S PARK TR,NA,NA,5,NA,NA,"2,500",2008
19,Curb/Gutter Menu,W HUNT AV-- S LONGWOOD DR (2011 W) -to- S PLEASANT AV (2044 W),NA,NA,NA,NA,NA,"3,000",2008
19,Sidewalk Menu,W 112 PL-- S OAKLEY AV (2301 W) -to- S WESTERN AV (2400 W),NA,0.02,NA,NA,NA,492,2008
19,Sidewalk Menu,W 113 PL-- S OAKLEY AV (2300 W) -to- S WESTERN AV (2400 W),NA,NA,NA,NA,NA,735,2008
19,Street Resurface Menu,S AVERS AV-- Dead End (10662 S) -to- W 107 ST (10700 S),NA,NA,NA,0.79,NA,"30,446",2008
19,Street Resurface Menu,S BELL AV-- Dead End (8966 S) -to- W 91 ST (9100 S),NA,NA,NA,1.41,NA,"63,688",2008
19,Street Resurface Menu,S BELL AV-- W 96 ST (9600 S) -to- W 97 ST (9700 S),NA,NA,NA,0.89,NA,"37,530",2008
19,Street Resurface Menu,S BELL AV-- W 92 PL (9240 S) -to- W 94 ST (9400 S),NA,NA,NA,1.27,NA,"39,894",2008
19,Street Resurface Menu,S CENTRAL PARK AV-- W 110 ST (11000 S) -to- W 111 ST (11100 S),NA,NA,NA,1.10,NA,"43,315",2008
19,Street Resurface Menu,S CENTRAL PARK AV-- W 112 PL (11240 S) -to- W 115 ST (11500 S),NA,NA,NA,2.73,NA,"97,402",2008
19,Street Resurface Menu,S CHURCH ST-- W 105 ST (10500 S) -to- W 105 PL (10532 S),NA,NA,NA,0.42,NA,"22,750",2008
19,Street Resurface Menu,S DRAKE AV-- W 103 ST (10300 S) -to- W 105 ST (10500 S),NA,NA,NA,1.87,NA,"58,962",2008
19,Street Resurface Menu,S FAIRFIELD AV-- W 100 ST (10000 S) -to- W 101 ST (10100 S),NA,NA,NA,0.83,NA,"35,725",2008
19,Street Resurface Menu,S HALE AV-- W 105 ST (10500 S) -to- W 107 ST (10700 S),NA,NA,NA,1.32,NA,"53,618",2008
19,Street Resurface Menu,S HALE AV-- W 103 ST (10300 S) -to- W 104 ST (10400 S),NA,NA,NA,0.65,NA,"24,708",2008
19,Street Resurface Menu,S HAMILTON AV-- W 95 ST (9500 S) -to- W 96 ST (9600 S),NA,NA,NA,0.71,NA,"22,465",2008
19,Street Resurface Menu,S HAMILTON AV-- W 98 ST (9800 S) -to- W 99 ST (9900 S),NA,NA,NA,0.83,NA,"44,495",2008
19,Street Resurface Menu,S HAMLIN AV-- W 113 ST (11300 S) -to- W 114 ST (11420 S),NA,NA,NA,1.02,NA,"41,455",2008
19,Street Resurface Menu,S HERMOSA AV-- W 109 PL (10914 S) -to- W CHELSEA PL (11040 S),NA,NA,NA,0.76,NA,"32,747",2008
19,Street Resurface Menu,S HERMOSA AV-- W PROSPECT AV (10800 S) -to- W 109 PL (10914 S),NA,NA,NA,0.37,NA,"19,516",2008
19,Street Resurface Menu,S LAWNDALE AV-- W 109 ST (10900 S) -to- W 110 ST (11000 S),NA,NA,NA,1.00,NA,"31,401",2008
19,Street Resurface Menu,S LEAVITT ST-- W 94 ST (9400 S) -to- W 96 ST (9600 S),NA,NA,NA,1.83,NA,"66,788",2008
19,Street Resurface Menu,S MAPLEWOOD AV-- W 111 ST (11100 S) -to- W 112 ST (11200 S),NA,NA,NA,1.02,NA,"32,213",2008
19,Street Resurface Menu,S TALMAN AV-- W 103 ST (10300 S) -to- W 104 PL (10432 S),NA,NA,NA,0.99,NA,"45,730",2008
19,Street Resurface Menu,S TROY ST-- W 103 ST (10300 S) -to- W 104 ST (10400 S),NA,NA,NA,0.97,NA,"30,462",2008
19,Street Resurface Menu,S WALDEN PW-- W 105 ST (10500 S) -to- W 107 ST (10700 S),NA,NA,NA,1.81,NA,"61,622",2008
19,Street Resurface Menu,S WOOD ST-- W 103 ST (10300 S) -to- W 107 ST (10700 S),NA,NA,NA,4.33,NA,"181,822",2008
19,Street Resurface Menu,W 102 PL-- Dead End (1540 W) -to- S CHARLES ST (1700 W),NA,NA,NA,0.18,NA,"11,061",2008
19,Street Resurface Menu,W 105 ST-- S CHURCH ST (1502 W) -to- S PROSPECT AV (1555 W),NA,NA,NA,0.72,NA,"38,787",2008
19,Street Resurface Menu,W 115 ST-- S HALE AV (2006 W) -to- S LONGWOOD DR (2061 W),NA,NA,NA,0.65,NA,"33,713",2008
19,Street Resurface Menu,W 116 PL-- S OAKLEY AV (2310 W) -to- S WESTERN AV (2400 W),NA,NA,NA,0.60,NA,"28,676",2008
19,Street Resurface Menu,W 96 ST-- S LONGWOOD DR (1840 W) -to- S WINCHESTER AV (1930 W),NA,NA,NA,0.38,NA,"22,065",2008
19,Street Speed Hump Menu,S WASHTENAW AV-- W 112 ST (11200 S) -to- W 113 ST (11300 S) 2,NA,NA,1.00,NA,NA,"3,500",2008
19,Street Lighting,S VANDERPOEL AV-- W 93 ST (9300 S) -to- W 95 ST (9500 S),NA,NA,NA,NA,12.00,"4,800",2008
19,Chicago Park District,Firemans Memorial Park 106th/Western,NA,NA,NA,NA,NA,"50,000",2008
19,Miscellaneous-Other,OBM Concrete Alley Program,NA,NA,NA,NA,NA,918,2008
20,Alley Speed Hump Menu,W 54 PL--W GARFIELD BV--S PEORIA ST--S MORGAN ST,NA,NA,2,NA,NA,"1,400",2008
20,Alley Speed Hump Menu,S GREENWOOD AV--S UNIVERSITY AV--E 61 ST--E 62 ST,NA,NA,2,NA,NA,"1,100",2008
20,Alley Speed Hump Menu,E 56 ST--E 57 ST--S INDIANA AV--S MICHIGAN AV,NA,NA,2,NA,NA,"1,000",2008
20,Alley Speed Hump Menu,E 61 ST--E 62 ST--S GREENWOOD AV--S ELLIS AV,NA,NA,2,NA,NA,"1,000",2008
20,Curb/Gutter Menu,E MARQUETTE RD-- S VERNON AV (432 E) -to- S EBERHART AV (500 E),0.15,0.29,NA,NA,NA,"29,913",2008
20,Guardrail Menu,6858 DR. MARTIN LUTHER KING JR. DR,NA,NA,NA,NA,1.00,"1,011",2008
20,Guardrail Menu,6300 E 63 ST,NA,NA,NA,NA,1.00,"2,064",2008
20,Guardrail Menu,6857 S STATE ST,NA,NA,NA,NA,25.00,998,2008
20,Miscellaneous-CDOT,432 E Marquette,NA,NA,NA,NA,1.00,559,2008
20,Miscellaneous-CDOT,Rhodes & 67th/ 67th/S. Chicago,NA,NA,NA,NA,1.00,"140,045",2008
20,Sidewalk Menu,E 56 ST-- S PRAIRIE AV (236 E) -to- S CALUMET AV (320 E),NA,NA,NA,NA,NA,"23,345",2008
20,Sidewalk Menu,E 57 ST-- S PRAIRIE AV (236 E) -to- S CALUMET AV (320 E),NA,NA,NA,NA,NA,"81,349",2008
20,Sidewalk Menu,E 61 ST-- S EBERHART AV (500 E) -to- S RHODES AV (532 E),NA,NA,NA,NA,NA,"39,599",2008
20,Sidewalk Menu,E 62 ST-- S KIMBARK AV (1242 E) -to- S KENWOOD AV (1320 E),NA,NA,NA,NA,NA,"24,657",2008
20,Sidewalk Menu,E 64 ST-- S GREENWOOD AV (1038 E) -to- S UNIVERSITY AV (1119 E),0.07,0.28,NA,NA,NA,"20,771",2008
20,Sidewalk Menu,E 64 ST-- S EBERHART AV (500 E) -to- S RHODES AV (532 E),NA,NA,NA,NA,NA,"23,895",2008
20,Sidewalk Menu,E 64 ST-- S RHODES AV (532 E) -to- S ST LAWRENCE AV (600 E),NA,NA,NA,NA,NA,"16,529",2008
20,Sidewalk Menu,E 64 ST-- S MARYLAND AV (832 E) -to- S DREXEL AV (920 E),NA,NA,NA,NA,NA,"104,464",2008
20,Sidewalk Menu,E 64 ST-- S LANGLEY AV (700 E) -to- S EVANS AV (732 E),NA,NA,NA,NA,NA,"9,782",2008
20,Sidewalk Menu,E 65 ST-- S RHODES AV (532 E) -to- S ST LAWRENCE AV (600 E),NA,NA,NA,NA,NA,"38,076",2008
20,Sidewalk Menu,S DREXEL AV-- E 63 ST (6300 S) -to- E 64 ST (6400 S),NA,NA,NA,NA,NA,"36,372",2008
20,Sidewalk Menu,S PEORIA ST-- W 54 ST (5401 S) -to- W 54 PL (5432 S),NA,NA,NA,NA,NA,"47,147",2008
20,Sidewalk Menu,S STEWART AV-- W 63 ST (6300 S) -to- W 64 ST (6400 S),NA,NA,NA,NA,NA,"24,957",2008
20,Sidewalk Menu,S WOLCOTT AV-- W 46 ST (4600 S) -to- W 47 ST (4700 S),NA,NA,NA,NA,NA,"13,057",2008
20,Sidewalk Menu - Change Order,820 E Marquette Rd,NA,NA,NA,NA,NA,922,2008
20,Street Resurface Menu,S ELLIS AV-- E 61 ST (6100 S) -to- E 62 ST (6200 S),NA,NA,NA,0.98,NA,"30,978",2008
20,Street Resurface Menu,S INGLESIDE AV-- E 63 ST (6300 S) -to- E 65 ST (6500 S),NA,NA,NA,1.80,NA,"56,746",2008
20,Street Resurface Menu,S PRAIRIE AV-- E GARFIELD (N) BV(5450 S) -to- E 56 ST (5600 S),NA,NA,NA,1.46,NA,"61,568",2008
20,Street Resurface Menu,S PRINCETON AV-- W 62 PL (6232 S) -to- W 63 ST (6300 S),NA,NA,NA,0.62,NA,"34,538",2008
20,Street Resurface Menu,S PRINCETON AV-- W 62 ST (6200 S) -to- W 62 PL (6232 S),NA,NA,NA,0.64,NA,"29,988",2008
20,Street Resurface Menu,S PRINCETON AV-- W 61 PL (6132 S) -to- W 62 ST (6200 S),NA,NA,NA,0.80,NA,"41,271",2008
20,Street Resurface Menu,S STEWART AV-- W 62 ST (6200 S) -to- W 61 PL (6132 S),NA,NA,NA,0.83,NA,"34,334",2008
20,Street Resurface Menu,S STEWART AV-- W 61 ST (6100 S) -to- W 61 PL (6132 S),NA,NA,NA,0.65,NA,"20,447",2008
20,Street Resurface Menu,S WOODLAWN AV-- E 65 ST (6500 S) -to- E 66 ST (6600 S),NA,NA,NA,0.99,NA,"43,237",2008
20,Street Resurface Menu,S WOODLAWN AV-- E 61 ST (6100 S) -to- E 63 ST (6300 S),NA,NA,NA,1.95,NA,"61,615",2008
20,Street Resurface Menu,W 61 PL-- S STEWART AV (400 W) -to- S PRINCETON AV (300 W),NA,NA,NA,0.95,NA,"36,651",2008
20,Street Resurface Menu,W 65 ST-- S HARVARD AV (326 W) -to- S YALE AV (242 W),NA,NA,NA,0.57,NA,"27,724",2008
20,Street Resurface Menu,W 65 ST-- S STEWART AV (400 W) -to- S EGGLESTON AV (432 W),NA,NA,NA,0.46,NA,"28,139",2008
20,Street Resurface Menu,W 66 ST-- S PARNELL AV (536 W) -to- S LOWE AV (632 W),NA,NA,NA,0.91,NA,"37,022",2008
20,Street Resurface Menu - Change Orde,S WOODLAWN AV-- E 61 ST (6100 S) -to- E 63 ST (6300 S),NA,NA,NA,NA,NA,"5,735",2008
20,Street Speed Hump Menu,E 62 ST-- S EBERHART AV (500 E) -to- S CHAMPLAIN AV (634 E),NA,NA,1.00,NA,NA,"4,586",2008
20,Street Speed Hump Menu,S DORCHESTER AV-- E 64 ST (6400 S) -to- E MARQUETTE RD (6600 S) 3,NA,NA,2.00,NA,NA,"5,550",2008
20,Street Speed Hump Menu,S HERMITAGE AV-- W 46 ST (4600 S) -to- W 47 ST (4700 S) 2,NA,NA,1.00,NA,NA,"3,500",2008
20,Street Speed Hump Menu,S INGLESIDE AV-- E 63 ST (6300 S) -to- E 65 ST (6500 S) 5,NA,NA,2.00,NA,NA,"8,750",2008
20,Street Speed Hump Menu,S LANGLEY AV-- E 60 ST (6000 S) -to- E 61 ST (6100 S) 2,NA,NA,1.00,NA,NA,"3,500",2008
20,Street Speed Hump Menu,S PEORIA ST-- W 54 PL (5432 S) -to- W GARFIELD BV (5500 S) 1,NA,NA,1.00,NA,NA,"1,750",2008
20,Street Speed Hump Menu,S RHODES AV-- E 62 ST (6200 S) -to- E 63 ST (6300 S) 2,NA,NA,1.00,NA,NA,"3,500",2008
20,Street Speed Hump Menu,S WINCHESTER AV-- W 47 ST (4700 S) -to- W 48 ST (4800 S) 2,NA,NA,1.00,NA,NA,"3,500",2008
20,Street Speed Hump Menu,S WOLCOTT AV-- W 46 ST (4600 S) -to- W 47 ST (4700 S) 2,NA,NA,1.00,NA,NA,"3,500",2008
20,Street Speed Hump Menu,W 48 ST-- S WOLCOTT AV (1900 W) -to- S DAMEN AV (2000 W) 2,NA,NA,1.00,NA,NA,"3,500",2008
20,Street Speed Hump Menu,W 54 PL-- S PEORIA ST (900 W) -to- S MORGAN ST (1000 W) 2,NA,NA,1.00,NA,NA,"3,500",2008
20,Street Lighting,1421 E 63 ST,NA,NA,NA,NA,3.00,"1,859",2008
20,POD Camera,63rd/Maryland,NA,NA,NA,NA,NA,"13,000",2008
20,POD Camera,E. 69th St. & Indiana,NA,NA,NA,NA,NA,"13,000",2008
20,POD Camera,6437 S. Ingleside,NA,NA,NA,NA,NA,"13,000",2008
21,Alley Speed Hump Menu,W 86 ST--W 87 ST--S ABERDEEN ST--S MAY ST,NA,NA,2,NA,NA,"1,050",2008
21,Alley Speed Hump Menu,W 88 ST--W 89 ST--S MAY ST--S ABERDEEN ST,NA,NA,2,NA,NA,"1,050",2008
21,Alley Speed Hump Menu,W 84 ST--W 85 ST--S ABERDEEN ST--S CARPENTER ST,NA,NA,2,NA,NA,"1,050",2008
21,Alley Speed Hump Menu,W 96 ST--W 97 ST--S GENOA AV--DEAD END,NA,NA,2,NA,NA,"1,050",2008
21,Bollard Menu,8114 S LA SALLE ST,NA,NA,NA,NA,1.00,"1,428",2008
21,Bollard Menu,8259 S SANGAMON ST,NA,NA,NA,NA,1.00,714,2008
21,Bollard Menu,9442 S THROOP ST,NA,NA,NA,NA,1.00,"1,428",2008
21,Bollard Menu,8555 S WALLACE ST,NA,NA,NA,NA,1.00,"1,428",2008
21,Bollard Menu,8115 S WENTWORTH AV,NA,NA,NA,NA,1.00,714,2008
21,Bollard Menu,525 W 95 ST,NA,NA,NA,NA,1.00,"1,428",2008
21,Curb/Gutter Menu,S PRINCETON AV-- W 96 ST (9600 S) -to- W 97 ST (9700 S),NA,NA,NA,NA,NA,"110,631",2008
21,Curb/Gutter Menu,W 84 ST-- S ASHLAND AV (1600 W) -to- Dead End (3531 W),NA,NA,NA,NA,NA,"57,059",2008
21,Curb/Gutter Menu,W 93 ST-- S HARVARD AV (320 W) -to- Dead End (334 W),0.32,0.12,NA,NA,NA,"36,749",2008
21,Guardrail Menu,8555 S WALLACE ST,NA,NA,NA,NA,1.00,800,2008
21,Guardrail Menu,433 W 83 ST,NA,NA,NA,NA,1.00,"1,200",2008
21,Guardrail Menu,525 W 95 ST,NA,NA,NA,NA,1.00,800,2008
21,Miscellaneous-CDOT,W 95 ST-- S ADA ST (1332 W) -to- S THROOP ST (1300 W),NA,NA,NA,NA,1.00,488,2008
21,Sidewalk Menu,S ELIZABETH ST-- Dead End (12152 S) -to- Dead End (6113 S),NA,NA,NA,NA,NA,"81,964",2008
21,Sidewalk Menu,S EMERALD AV-- W 88 ST (8800 S) -to- W 89 ST (8900 S),NA,NA,NA,NA,NA,"68,249",2008
21,Sidewalk Menu,S GREEN ST-- W 98 ST (9802 S) -to- Dead End (9012 S),NA,NA,NA,NA,NA,"48,730",2008
21,Sidewalk Menu,S HALSTED ST-- W 96 ST (9600 S) -to- W 97 ST (9702 S),NA,NA,NA,NA,NA,"98,613",2008
21,Sidewalk Menu,S MORGAN ST-- W 82 ST (8200 S) -to- W 83 ST (8300 S),NA,NA,NA,NA,NA,"12,533",2008
21,Sidewalk Menu,S SANGAMON ST-- W 81 ST (8100 S) -to- W 82 ST (8200 S),NA,NA,NA,NA,NA,"81,701",2008
21,Sidewalk Menu,S SANGAMON ST-- W 82 ST (8200 S) -to- W 83 ST (8300 S),NA,NA,NA,NA,NA,"102,340",2008
21,Sidewalk Menu,S WINCHESTER AV-- W 87 ST (8700 S) -to- W 89 ST (8900 S),NA,NA,NA,NA,NA,"189,782",2008
21,Sidewalk Menu,W 94 ST-- S LOOMIS ST (1400 W) -to- S LAFLIN ST (1500 W),NA,NA,NA,NA,NA,"112,750",2008
21,Sidewalk Menu,W 96 ST-- S VINCENNES AV (1133 W) -to- S RACINE AV (1200 W),NA,NA,NA,NA,NA,"47,702",2008
21,Sidewalk Menu,W 96 ST-- S HARVARD AV (326 W) -to- Dead End (344 W),NA,NA,NA,NA,NA,"39,907",2008
21,Street Resurface Menu,S WENTWORTH AV-- W 91 ST (9100 S) -to- W 94 ST (9379 S),NA,NA,NA,3.62,NA,"131,888",2008
21,Street Resurface Menu,W 93 PL-- Dead End (231 W) -to- S PRINCETON AV (270 W),NA,NA,NA,0.43,NA,"23,018",2008
21,Street Resurface Menu,W 93 ST-- S HARVARD AV (320 W) -to- Dead End (334 W),NA,NA,NA,0.43,NA,"19,461",2008
21,Street Resurface Menu,W 94 PL-- S HARVARD AV (325 W) -to- Dead End (334 W),NA,NA,NA,0.37,NA,"20,276",2008
21,Street Resurface Menu,W 94 ST-- S WENTWORTH AV (200 W) -to- S PRINCETON AV (270 W),NA,NA,NA,1.41,NA,"58,519",2008
21,Street Speed Hump Menu,S ABERDEEN ST-- W 85 ST (8500 S) -to- W 86 ST (8600 S) 2,NA,NA,1.00,NA,NA,"3,500",2008
21,Street Speed Hump Menu,S ADA ST-- W 82 ST (8200 S) -to- W 83 ST (8300 S) 2,NA,NA,1.00,NA,NA,"3,500",2008
21,Street Speed Hump Menu,S ADA ST-- W 84 ST (8400 S) -to- W 85 ST (8500 S) 2,NA,NA,1.00,NA,NA,"3,500",2008
21,Street Speed Hump Menu,S CARPENTER ST-- W 84 ST (8400 S) -to- W 85 ST (8500 S) 2,NA,NA,1.00,NA,NA,"3,500",2008
21,Street Speed Hump Menu,S ELIZABETH ST-- W 90 ST (9000 S) -to- W 91 ST (9100 S) 2,NA,NA,1.00,NA,NA,"3,500",2008
21,Street Speed Hump Menu,S EMERALD AV-- W 91 ST (9100 S) -to- W 92 ST (9200 S) 2,NA,NA,1.00,NA,NA,"3,500",2008
21,Street Speed Hump Menu,S EMERALD AV-- W 82 ST (8200 S) -to- W 83 ST (8300 S) 2,NA,NA,1.00,NA,NA,"3,500",2008
21,Street Speed Hump Menu,S GREEN ST-- W 81 ST (8100 S) -to- W 82 ST (8200 S) 2,NA,NA,1.00,NA,NA,"3,500",2008
21,Street Speed Hump Menu,S GREEN ST-- W 85 ST (8500 S) -to- W 86 ST (8600 S) 2,NA,NA,1.00,NA,NA,"3,500",2008
21,Street Speed Hump Menu,S MARSHFIELD AV-- W 90 ST (9000 S) -to- W 91 ST (9100 S) 2,NA,NA,1.00,NA,NA,"3,500",2008
