ward,type,location,estcost,year
39,Street Resurfacing Menu,ON N FOREST GLEN AVE FROM W BERWYN AVE (5300 N) TO N ELSTON AVE (5290 N), 37278.15,2018
39,Street Resurfacing Menu,ON N LEONA AVE FROM 6314 N TO W DEVON AVE (6400 N),26902.70,2018
39,Street Speed Hump Menu,ON N LAWLER AVE FROM W BERWYN AVE (5300 N) TO W CATALPA AVE (5400 N), 3700.00,2018
39,Street Speed Hump Menu,ON N KILBOURN AVE FROM W WILSON AVE (4600 N) TO W LELAND AVE (4700 N), 3700.00,2018
39,Street Speed Hump Menu,ON W CARMEN AVE FROM N KOSTNER AVE (4400 W) TO N KENNETH AVE (4430 W), 1850.00,2018
39,Street Speed Hump Replacement,ON N AVERS AVE FROM W AINSLIE ST (4900 N) TO W ARGYLE ST (5000 N), 0.00,2018
40,Accessible Pedestrian Signal,N ASHLAND AVE & W CATALPA AVE,44468.00,2018
40,Accessible Pedestrian Signal,N CLARK ST & W BRYN MAWR AVE,46193.00,2018
40,Alley Apron Menu,5200-5210 N VIRGINIA AVE,20897.53,2018
40,Alley Resurfacing Menu (1-1),N LINCOLN AVE & W ARGYLE ST & N WESTERN AVE & W AINSLIE ST:4905 N LINCOLN AVE, 83064.84,2018
40,Alley Resurfacing Menu,5051 N CLAREMONT AVE,13421.17,2018
40,Alley Resurfacing Menu,2256 W AINSLIE ST,13154.62,2018
40,Alley Resurfacing Menu,5665 N LINCOLN AVE:N LINCOLN AVE & N FAIRFIELD AVE & W ARDMORE AVE & N WASHTENAW AVE, 22043.54,2018
40,Alley Resurfacing Menu,5850 N LINCOLN AVE:N LINCOLN AVE & N SACRAMENTO AVE & W ARDMORE AVE & N RICHMOND ST, 1897.16,2018
40,Alley Resurfacing Menu,1614 W CATALPA AVE:W CATALPA AVE & N PAULINA ST & W GREGORY ST & N ASHLAND AVE, 14046.16,2018
40,Alley Resurfacing Menu,N ARTESIAN AVE & W THORNDALE AVE & N WESTERN AVE & W PETERSON AVE:5901 N ARTESIAN AVE, 43082.83,2018
40,Alley Resurfacing Menu,W AINSLIE ST & N ROCKWELL ST & W GUNNISON ST & N LINCOLN AVE:2435 W AINSLIE ST, 16989.17,2018
40,Alley Resurfacing Menu,2636 W WINONA ST,24682.85,2018
40,Alley Speed Hump Replacement,5665 N LINCOLN AVE:N LINCOLN AVE & N FAIRFIELD AVE & W ARDMORE AVE & N WASHTENAW AVE, 0.00,2018
40,Alley Speed Hump Replacement,N ARTESIAN AVE & W THORNDALE AVE & N WESTERN AVE & W PETERSON AVE, 0.00,2018
40,Alley Speed Hump Replacement,W AINSLIE ST & N ROCKWELL ST & W GUNNISON ST & N LINCOLN AVE,0.00,2018
40,Alley Speed Hump Replacement,N LINCOLN AVE & W ARGYLE ST & N WESTERN AVE & W AINSLIE ST,0.00,2018
40,Bus Pad,2700 W LAWRENCE AVE,36330.39,2018
40,Concrete Alley Menu,5713 N ROCKWELL ST,7100.00,2018
40,Curb & Gutter Menu,2751 W WINONA ST,8594.38,2018
40,Curb & Gutter Menu,6449 N HOYNE AVE,9136.81,2018
40,Curb & Gutter Menu,1643 W CATALPA AVE,10597.63,2018
40,Curb & Gutter Menu,4833 N ROCKWELL ST,1962.13,2018
40,Curb & Gutter Menu,2232 W FARRAGUT AVE,2549.10,2018
40,In-Road State Law Stop For Pedestrians Signs Menu,2632 W LAWRENCE AVE, 350.00,2018
40,Sidewalk Menu,2948 W CATALPA AVE,2808.66,2018
40,Sidewalk Menu,6315 N HOYNE AVE,7793.98,2018
40,Sidewalk Menu,5644 N MAPLEWOOD AVE,925.97,2018
40,Sidewalk Menu,2918 W CATALPA AVE,7665.59,2018
40,Sidewalk Menu,2156 W FARRAGUT AVE,1329.16,2018
40,Sidewalk Menu,2319 W FOSTER AVE,368.09,2018
40,Sidewalk Menu,5940 N RICHMOND ST,3767.54,2018
40,Sidewalk Menu,6035 N TALMAN AVE,7424.51,2018
40,Sidewalk Menu,5825 N MOZART ST,6190.98,2018
40,Sidewalk,N LINCOLN AVE & W AINSLIE ST,6928.01,2018
40,Street Light Pole Painting Menu,ON N CLARK ST FROM N RIDGE AVE (5940 N) TO W DEVON AVE (6400 N), 15225.00,2018
40,Street Light Residential Staggered Piggy Back Menu,ON N HOYNE AVE FROM W AINSLIE ST (4900 N) TO W ARGYLE ST (5000 N), 90000.00,2018
40,Street Light Residential Staggered Piggy Back Menu,ON N SEELEY AVE FROM W AINSLIE ST (4900 N) TO W ARGYLE ST (5000 N), 83000.00,2018
40,Street Resurfacing Menu (1-5),ON N HOYNE AVE FROM W NORWOOD ST (6100 N) TO W GRANVILLE AVE (6200 N), 63733.08,2018
40,Street Resurfacing Menu (1-5),ON W AINSLIE ST FROM N TALMAN AVE (2630 W) TO N CALIFORNIA AVE (2800 W), 76680.68,2018
40,Street Resurfacing Menu,ON N FRANCISCO AVE FROM W LAWRENCE AVE (4800 N) TO W AINSLIE ST (4900 N), 63821.03,2018
40,Street Resurfacing Menu,ON W THORNDALE AVE FROM N FAIRFIELD AVE (2730 W) TO N CALIFORNIA AVE (2800 W), 18223.51,2018
40,Street Resurfacing Menu,ON N RAVENSWOOD AVE FROM W SCHREIBER AVE (6440 N) TO W ALBION AVE (6600 N), 59887.49,2018
40,Street Resurfacing Menu,ON N RAVENSWOOD AVE FROM W HIGHLAND AVE (6330 N) TO W DEVON AVE (6400 N), 27817.86,2018
40,Street Resurfacing Menu,ON N CLAREMONT AVE FROM W PETERSON AVE (6000 N) TO W GLENLAKE AVE (6100 N), 43758.95,2018
40,Street Resurfacing Menu,ON N HOYNE AVE FROM W FOSTER AVE (5200 N) TO W SUMMERDALE AVE (5330 N), 74205.03,2018
40,Street Resurfacing Menu,ON W RASCHER AVE FROM 2540 W TO N ROCKWELL ST (2600 W),12340.71,2018
40,Street Resurfacing Menu,ON W CATALPA AVE FROM N WASHTENAW AVE (2700 W) TO N CALIFORNIA AVE (2800 W), 48930.40,2018
40,Street Resurfacing Menu,ON W BALMORAL AVE FROM N CALIFORNIA AVE (2800 W) TO N FRANCISCO AVE (2900 W), 63253.28,2018
40,Street Resurfacing Menu,ON W FARRAGUT AVE FROM N WESTERN AVE (2400 W) TO N LINCOLN AVE (2500 W), 34516.19,2018
40,Street Resurfacing Menu,ON W FARRAGUT AVE FROM N OAKLEY AVE (2300 W) TO N WESTERN AVE (2400 W), 74438.96,2018
40,Street Speed Hump Menu,5421 N BOWMANVILLE AVE,1850.00,2018
40,Street Speed Hump Menu,6034 N MAPLEWOOD AVE,1850.00,2018
41,Alley Speed Hump Menu,6416 N CENTRAL AVE,700.00,2018
41,ADA Bucker and Harness Swings for Edgebrook; Edison; Olympia; and Oriole Parks,, 2000.00,2018
41,Centennial Park - Welcome to Norwood Park Sign,6068 N NORTHWEST HWY, 25000.00,2018
41,Curb & Gutter Menu,8219 W CATHERINE AVE,4733.24,2018
41,Curb & Gutter Menu,8247 W CATHERINE AVE,4656.81,2018
41,Curb & Gutter Menu,5359 N PITTSBURGH AVE,4708.85,2018
41,Curb & Gutter Menu,8540 W WINONA ST,4642.33,2018
41,Curb & Gutter Menu,8109 W CATHERINE AVE,4275.91,2018
41,Curb & Gutter Menu,6715 N OLMSTED AVE,3265.54,2018
41,Miscellaneous CDOT Projects,ON W DEVON AVE FROM N SPOKANE AVE (5300 W) TO N CENTRAL AVE (5400 W), 25000.00,2018
41,Oriole Park - Outdoor Fitness Equipment,5430 N OLCOTT AVE,50000.00,2018
41,In-Road State Law Stop For Pedestrians Signs Menu,W FOSTER AVE & N OLCOTT AVE, 600.00,2018
41,Pavement Markings Menu,W HIGGINS AVE & N MONT CLARE AVE,249.74,2018
41,Sidewalk Menu,5768 N AVONDALE AVE,10476.80,2018
41,Sidewalk Menu,5235 N RUTHERFORD AVE,2564.47,2018
41,Sidewalk Menu,5235 N RUTHERFORD AVE,12923.53,2018
41,Sidewalk Menu,6225 N NATOMA AVE,14100.48,2018
41,Sidewalk Menu,ON N OAK PARK AVE FROM W FOSTER AVE (5200 N) TO W BERWYN AVE (5300 N), 23185.38,2018
41,Sidewalk Menu,6634 W RAVEN ST,17794.44,2018
41,Sidewalk Menu,ON W BIRCHWOOD AVE FROM N OLEANDER AVE (7530 W) TO N OLCOTT AVE (7500 W), 12029.50,2018
41,Sidewalk Menu,N OLEANDER AVE & W JARVIS AVE,19732.07,2018
41,Speed Indicator Signs,ON W FOSTER AVE FROM N RUTHERFORD AVE (6700 W) TO N OAK PARK AVE (6800 W), 6815.00,2018
41,Street Light Upgrade Menu,ON N NORTHWEST HWY FROM N HARLEM AVE (6400 N) TO W DEVON AVE (6430 N), 1000.00,2018
41,Street Light Upgrade Menu,6631 W ALBION AVE,500.00,2018
41,Street Resurfacing Menu (1-5),ON N ODELL AVE FROM W CHASE AVE (7300 N) TO W BIRCHWOOD AVE (7500 N), 99562.81,2018
41,Street Resurfacing Menu (1-5),ON N NOTTINGHAM AVE FROM W STRONG ST (4900 N) TO W CARMEN AVE (5100 N), 99685.83,2018
41,Street Resurfacing,ON N MEDFORD AVE FROM N MOSELLE AVE (6830 N) TO N MONON AVE (6930 N), 8374.47,2018
41,Street Resurfacing Menu,ON N KEOTA AVE FROM N LEOTI AVE (6700 N) TO N HIAWATHA AVE (6760 N), 44458.36,2018
41,Street Resurfacing Menu,ON N ODELL AVE FROM W NORTH SHORE AVE (6700 N) TO N ONARGA AVE (6640 N), 40235.73,2018
41,Street Resurfacing Menu,ON N NEWLAND AVE FROM W GREGORY ST (5530 N) TO W HIGGINS AVE (5432 N), 74682.98,2018
41,Street Resurfacing Menu,ON W ISHAM AVE FROM N ORIOLE AVE (7600 W) TO N OLYMPIA AVE (7700 W), 24507.63,2018
41,Street Resurfacing Menu,ON N NAPER AVE FROM W PALATINE AVE (6300 N) TO W RAVEN ST (6200 N), 50302.96,2018
41,Street Resurfacing Menu,ON N OKETO AVE FROM W TOUHY AVE (7200 N) TO W CHASE AVE (7300 N), 75826.00,2018
41,Street Resurfacing Menu,ON N OSCEOLA AVE FROM W TOUHY AVE (7200 N) TO W CHASE AVE (7300 N), 55879.63,2018
41,Street Resurfacing Menu,ON W SUMMERDALE AVE FROM W BERWYN AVE (7300 W) TO N OKETO AVE (7400 W), 56549.11,2018
41,Street Resurfacing Menu,ON N KEOTA AVE FROM N LEHIGH AVE (6800 N) TO N HIAWATHA AVE (6760 N), 31213.70,2018
41,Street Resurfacing Menu,ON N KEOTA AVE FROM N LEOTI AVE (6700 N) TO N CALDWELL AVE (6600 N), 36814.19,2018
41,Street Resurfacing Menu,ON N NAPLES AVE FROM W RAVEN ST (6200 N) TO N NAPER AVE (6100 N), 38443.90,2018
41,Street Resurfacing Menu,ON N ONARGA AVE FROM N HARLEM AVE (6500 N) TO N OCTAVIA AVE (6600 N), 63412.90,2018
41,Street Resurfacing Menu,ON N OAK PARK AVE FROM W FOSTER AVE (5200 N) TO W BERWYN AVE (5300 N), 61640.19,2018
41,Street Resurfacing Menu,ON N NOTTINGHAM AVE FROM W STRONG ST (4900 N) TO W GUNNISON ST (4800 N), 7455.51,2018
41,Street Speed Hump Replacement,ON N OAK PARK AVE FROM W FOSTER AVE (5200 N) TO W BERWYN AVE (5300 N), 0.00,2018
41,Street Speed Hump Replacement,ON N OSCEOLA AVE FROM W TOUHY AVE (7200 N) TO W CHASE AVE (7300 N), 0.00,2018
41,Street Speed Hump Replacement,ON N OKETO AVE FROM W TOUHY AVE (7200 N) TO W CHASE AVE (7300 N), 0.00,2018
41,Wildwood Park - Playlot,6950 N HIAWATHA AVE,200000.00,2018
42,Alley Apron Menu,ON W WASHINGTON ST FROM N JEFFERSON ST (600 W) TO N CLINTON ST (540 W), 13192.73,2018
42,Alley Resurfacing Menu,W ERIE ST & N FRANKLIN ST & W ONTARIO ST & N ORLEANS ST,12226.80,2018
42,Alley Speed Hump Menu,N WELLS ST & W ONTARIO ST & N FRANKLIN ST & W ERIE ST,1400.00,2018
42,Left-Turn Arrow Menu,E GRAND AVE & N MCCLURG CT,19150.00,2018
42,Maggie Daley Park - Tennis Court Improvements,337 E RANDOLPH ST, 20000.00,2018
42,Miscellaneous CDOT Projects,55 E WACKER LOWER DR,70880.20,2018
42,Miscellaneous CDOT Projects,E WACKER LOWER DR & N WABASH LOWER AVE,42719.00,2018
42,Pavement Markings Menu,300 N STATE ST,12900.00,2018
42,Pedestrian Countdown Signal Menu,N MICHIGAN AVE & E CHESTNUT ST,28690.00,2018
42,POD CAMERAS: Grand & Columbus; Grand & Peshtigo Ct; Grand & McClurg,E GRAND AVE & N MCCLURG CT:E GRAND AVE & N COLUMBUS DR:E GRAND AVE & N PESHTIGO CT, 81033.00,2018
42,POD CAMERA - Erie & Franklin,W ERIE ST & N FRANKLIN ST,27011.00,2018
42,POD CAMERA - FRANKLIN & ONTARIO,N FRANKLIN ST & W ONTARIO ST,27011.00,2018
42,POD CAMERA - 400 E. RIVER DR,400 E RIVER DR,27011.00,2018
42,W. OHIO; FRANKLIN & CHICAGO MONTGOMERY WARD PARK,ST:415 W OHIO ST:630 N KINGSBURY ST, 108044.00,2018
42,Street Bump Outs Menu,ON W ERIE ST FROM N SEDGWICK ST (400 W) TO N HUDSON AVE (440 W), 192844.19,2018
42,Street Light Arterial Menu,ON E RIVER DR FROM N MCCLURG CT (400 E) TO N NEW ST (350 E):ON N NEW ST FROM E NORTH WATER ST (430 N) TO E RIVER DR (410 N):ON N MCCLURG CT FROM E NORTH WATER ST (430 N) TO E RIVER DR (404 N), 85000.00,2018
42,Street Resurfacing Menu (1-5),ON N KINGSBURY ST FROM W HURON ST (700 N) TO W CHICAGO AVE (800 N), 54634.87,2018
42,Street Resurfacing Menu,ON N MCCLURG CT FROM E HURON ST (700 N) TO E ERIE ST (660 N),18897.92,2018
42,Street Resurfacing Menu,ON W HURON ST FROM N HUDSON AVE (440 W) TO N KINGSBURY ST (500 W), 38336.01,2018
42,Street Resurfacing Menu,ON E SOUTH WATER ST FROM N STETSON AVE (154 E) TO N MICHIGAN AVE (100 E), 77349.63,2018
42,Street Resurfacing Menu,ON E CEDAR ST FROM N STATE ST (1 E) TO N LAKE SHORE DR (100 E),47938.03,2018
42,Street Resurfacing Menu,ON E KINZIE ST FROM N STATE ST (0 E) TO E NORTH WATER ST (100 E),22792.06,2018
42,Street Resurfacing Menu,ON N COLUMBUS DR FROM E NORTH WATER ST (433 N) TO E ILLINOIS ST (500 N), 119222.42,2018
42,Street Speed Hump Menu,ON W WAYMAN ST FROM N JEFFERSON ST (600 W) TO N UNION AVE (699 W), 3700.00,2018
42,Street Speed Hump Menu,ON W SUPERIOR ST FROM N LARRABEE ST (600 W) TO N ORLEANS ST (340 W), 7400.00,2018
42,Street Speed Hump Menu,ON W HURON ST FROM N LARRABEE ST (599 W) TO N ORLEANS ST (340 W), 7400.00,2018
42,Street Speed Hump Menu,ON W ERIE ST FROM N KINGSBURY ST (500 W) TO N SEDGWICK ST (400 W), 3700.00,2018
42,Street Speed Hump Replacement,ON E CEDAR ST FROM N RUSH ST (1 E) TO N LAKE SHORE DR (100 E),0.00,2018
42,Traffic Signal Modernization Menu,W GRAND AVE & N KINGSBURY ST,86157.00,2018
42,Viaduct Improvement Menu,W FULTON ST & N MILWAUKEE AVE:N MILWAUKEE AVE & W FULTON ST, 13290.00,2018
43,Alley Apron Menu,2735 N RACINE AVE,25963.17,2018
43,Alley Apron Menu,2462 N ORCHARD ST,13811.47,2018
43,Alley Apron Menu,810 W WILLOW ST,13631.34,2018
43,Alley Apron Menu,2016 N BISSELL ST,13372.92,2018
43,Alley Apron Menu,1015 W ALTGELD ST,8027.19,2018
43,Alley Resurfacing Menu (1-1),N SHEFFIELD AVE & W ARMITAGE AVE & N KENMORE AVE & N POE ST:1920 N SHEFFIELD AVE, 53288.47,2018
43,Alley Resurfacing Menu (1-1),N CLARK ST & W WRIGHTWOOD AVE & N HAMPDEN CT & W DEMING PL:2551 N CLARK ST, 29599.05,2018
43,Alley Resurfacing Menu,435 W WEBSTER AVE,5476.59,2018
43,Alley Resurfacing Menu,2401 N LINCOLN AVE,16353.35,2018
43,Alley Resurfacing Menu,65 E GOETHE ST:E GOETHE ST & N ASTOR ST & E SCOTT ST & N STONE ST,6444.54,2018
43,Alley Resurfacing Menu,W DIVERSEY PKWY & N HALSTED ST & W SCHUBERT AVE & N ORCHARD ST:723 W DIVERSEY PKWY, 57028.09,2018
43,Alley Resurfacing Menu,842 W FULLERTON AVE:911 W MONTANA ST,57644.27,2018
43,Alley Speed Hump Replacement,W DIVERSEY PKWY & N HALSTED ST & W SCHUBERT AVE & N ORCHARD ST:723 W DIVERSEY PKWY, 0.00,2018
43,Arterial Street Bump Outs Menu,W DIVERSEY PKWY & N LAKEWOOD AVE,28438.54,2018
43,Arterial Street Bump Outs Menu,W WEBSTER AVE & N CLIFTON AVE,106003.53,2018
43,Bauler Park,501 W WISCONSIN ST,5000.00,2018
43,Trebes Park - Parjana water drainage system,2250 N CLIFTON AVE,14000.00,2018
43,Adams Park - Water Play Area,1919 N SEMINARY AVE,20000.00,2018
43,Concrete Alley Menu,N HUDSON AVE & W WISCONSIN ST & N CLEVELAND AVE & W MENOMONEE ST:1820 N HUDSON AVE, 149750.00,2018
43,Concrete Alley Menu,2055 N KENMORE AVE:N KENMORE AVE & W ARMITAGE AVE & N SHEFFIELD AVE & W DICKENS AVE, 23596.31,2018
43,Concrete Alley Menu,E SCOTT ST & N STONE ST & E DIVISION ST & N ASTOR ST:55 E SCOTT ST,37000.00,2018
43,Curb & Gutter Menu,809 W LILL AVE,11075.22,2018
43,Curb & Gutter Menu,316 W ARMITAGE AVE,9447.52,2018
43,In-Road State Law Stop For Pedestrians Signs Menu,N CLYBOURN AVE & N KENMORE AVE, 600.00,2018
43,In-Road State Law Stop For Pedestrians Signs Menu,N CLYBOURN AVE & W WISCONSIN ST, 350.00,2018
43,In-Road State Law Stop For Pedestrians Signs Menu,1700 N STOCKTON DR, 600.00,2018
43,In-Road State Law Stop For Pedestrians Signs Menu,2550 N STOCKTON DR, 350.00,2018
43,In-Road State Law Stop For Pedestrians Signs Menu,2500 N STOCKTON DR, 350.00,2018
43,In-Road State Law Stop For Pedestrians Signs Menu,W DIVERSEY PKWY & N WILTON AVE, 350.00,2018
43,In-Road State Law Stop For Pedestrians Signs Menu,2411 N CANNON DR, 350.00,2018
43,In-Road State Law Stop For Pedestrians Signs Menu,N SHEFFIELD AVE & W MONTANA ST, 350.00,2018
43,In-Road State Law Stop For Pedestrians Signs Menu,W DIVERSEY PKWY & N HAMPDEN CT, 350.00,2018
43,In-Road State Law Stop For Pedestrians Signs Menu,2700 N STOCKTON DR, 350.00,2018
43,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W ARLINGTON PL, 350.00,2018
43,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W ST JAMES PL, 350.00,2018
43,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W DEMING PL, 350.00,2018
43,In-Road State Law Stop For Pedestrians Signs Menu,2232 N CLARK ST, 350.00,2018
43,In-Road State Law Stop For Pedestrians Signs Menu,W FULLERTON AVE & N SEMINARY AVE, 350.00,2018
43,In-Road State Law Stop For Pedestrians Signs Menu,W DIVERSEY PKWY & N LAKEWOOD AVE, 600.00,2018
43,In-Road State Law Stop For Pedestrians Signs Menu,2232 N CLARK ST, 350.00,2018
43,In-Road State Law Stop For Pedestrians Signs Menu,W ARMITAGE AVE & N SEMINARY AVE, 350.00,2018
43,Miscellaneous CDOT Projects,1135 W BELDEN AVE,1000.00,2018
43,Miscellaneous CDOT Projects,2455 N SEMINARY AVE:1051 W MONTANA ST:454 W DEMING PL:1901 N MAUD AVE:1154 W DICKENS AVE:441 W ROSLYN PL:433-435 W ROSLYN PL:2244 N GENEVA TER:1001 W ALTGELD ST:1016 W ALTGELD ST:1029 W ALTGELD ST:1046 W MONTANA ST:1879 N BURLING ST:1931 N MOHAWK ST:522 W ARMITAGE AVE:1150 W DICKENS AVE:1158 W DICKENS AVE:1728 N HUDSON AVE:1031 W ALTGELD ST:1039 W ALTGELD ST:948 W MONTANA ST, 12940.00,2018
43,Miscellaneous CDOT Projects,800 W ALTGELD ST,750.00,2018
43,Pedestrian Refuge Island Menu,W BELDEN AVE & N SHEFFIELD AVE,246000.00,2018
43,Sidewalk Menu,735 W DIVERSEY PKWY,14017.81,2018
43,Sidewalk Menu,1000 W ARMITAGE AVE,5242.22,2018
43,Sidewalk Menu,2002 N KENMORE AVE,13228.83,2018
43,Sidewalk Menu,2575-2576 N LINCOLN AVE,12358.67,2018
43,Sidewalk Menu,1845 N LARRABEE ST:1856 N LARRABEE ST,6997.92,2018
43,Street Light Pole Painting Menu,ON W MENOMONEE ST FROM N WELLS ST (200 W) TO N SEDGWICK ST (400 W):ON N ORLEANS ST FROM W WISCONSIN ST (1900 N) TO W MENOMONEE ST (1800 N):ON W WILLOW ST FROM N NORTH PARK AVE (300 W) TO N CRILLY CT (210 W):ON N NORTH PARK AVE FROM W WILLOW ST (1750 N) TO W MENOMONEE ST (1800 N):ON W WISCONSIN ST FROM N LINCOLN AVE (300 W) TO N SEDGWICK ST (400 W):ON N LINCOLN PARK W FROM N LINCOLN AVE (1900 N) TO W MENOMONEE ST (1800 N), 6400.00,2018
43,Street Light Upgrade Menu,2022 N FREMONT ST,500.00,2018
43,Street Resurfacing Menu,ON N CAMBRIDGE AVE FROM W BELDEN AVE (2300 N) TO W FULLERTON PKWY (2400 N), 21215.05,2018
43,Street Resurfacing Menu,ON W SCHILLER ST FROM N ASTOR ST (30 E) TO N STATE PKWY (1 W),19438.81,2018
43,Street Resurfacing Menu,ON W BELDEN AVE FROM N CLEVELAND AVE (500 W) TO N GENEVA TER (600 W), 50590.17,2018
43,Street Resurfacing Menu,ON N ASTOR ST FROM E BURTON PL (1500 N) TO E NORTH AVE (1600 N),38531.82,2018
43,Street Resurfacing Menu,ON N GENEVA TER FROM W WEBSTER AVE (2200 N) TO W GRANT PL (2230 N), 21455.41,2018
43,Street Resurfacing Menu,ON N LINCOLN PARK W FROM N CLARK ST (2010 N) TO W DICKENS DR (2100 N), 32259.33,2018
43,Street Resurfacing Menu,ON N DAYTON ST FROM 1850 N TO W WISCONSIN ST (1900 N),16929.82,2018
43,Viaduct Improvement Menu,E DIVISION ST & N LAKE SHORE DR,14500.00,2018
43,Viaduct Improvement Menu,N LAKE SHORE DR & E SCOTT ST,14500.00,2018
43,Viaduct Improvement Menu,N LAKE SHORE DR & E GOETHE ST,14500.00,2018
43,Viaduct Improvement Menu,N LAKE SHORE DR & E BANKS ST,14500.00,2018
43,Viaduct Improvement Menu,N LAKE SHORE DR & E SCHILLER ST,14500.00,2018
43,Viaduct Improvement Menu,N LAKE SHORE DR & E BURTON PL,14500.00,2018
44,Alley Apron Menu,2817 N PINE GROVE AVE,5446.37,2018
44,Alley Resurfacing Menu (1-1),W NEWPORT AVE & N RACINE AVE & W CORNELIA AVE & N SEMINARY AVE:1128 W NEWPORT AVE, 46232.59,2018
44,Alley Resurfacing Menu,W MELROSE ST & N LAKEWOOD AVE & W BELMONT AVE & N RACINE AVE:1225 W MELROSE ST, 42076.72,2018
44,Alley Resurfacing Menu,W DIVERSEY PKWY & N BROADWAY & W SURF ST & N CAMBRIDGE AVE,23434.70,2018
44,Alley Resurfacing Menu,2817 N RACINE AVE,5400.17,2018
44,Alley Resurfacing Menu,829 W NEWPORT AVE:W NEWPORT AVE & N CLARK ST & W ROSCOE ST & N HALSTED ST, 49263.82,2018
44,Alley Resurfacing Menu,N SOUTHPORT AVE & W SCHOOL ST & N LAKEWOOD AVE & W MELROSE ST, 26054.52,2018
44,Alley Resurfacing Menu,3500 N SHEFFIELD AVE:3462 N SHEFFIELD AVE,23369.09,2018
44,Alley Resurfacing Menu,3700 N JANSSEN AVE,23511.12,2018
44,Alley Resurfacing Menu,N SOUTHPORT AVE & W SCHOOL ST & N LAKEWOOD AVE & W MELROSE ST, 4929.60,2018
44,Alley Speed Hump Menu,622 W WELLINGTON AVE,504.82,2018
44,Concrete Alley Menu,343 W WELLINGTON AVE:N SHERIDAN RD & W WELLINGTON AVE & N LAKE SHORE DR & W OAKDALE AVE, 8500.00,2018
44,Concrete Alley Menu,3732 N JANSSEN AVE,16023.79,2018
44,Curb & Gutter Menu,ON W WAVELAND AVE FROM 950 W TO N SHEFFIELD AVE (1000 W),15387.70,2018
44,Curb & Gutter Menu,ON N SEMINARY AVE FROM W WAVELAND AVE (3700 N) TO W GRACE ST (3800 N), 10969.01,2018
44,Curb & Gutter Menu,ON W WAVELAND AVE FROM 1412 W TO N JANSSEN AVE (1430 W),18408.92,2018
44,Curb & Gutter Menu,3730-3732 N KENMORE AVE,4170.39,2018
44,Hawthorne Elementary - New Plaground,3319 N CLIFTON AVE,60000.00,2018
44,Sidewalk Menu,3212 N LAKEWOOD AVE,3555.33,2018
44,Sidewalk Menu,1119 W GRACE ST,3031.42,2018
44,Sidewalk Menu,ON W WOLFRAM ST FROM N RACINE AVE (1200 W) TO N SEMINARY AVE (1100 W), 24159.99,2018
44,Sidewalk Menu,3310 N SHEFFIELD AVE,3726.07,2018
44,Street Light Residential Staggered Piggy Back Menu,ON N WILTON AVE FROM W ADDISON ST (3600 N) TO W WAVELAND AVE (3700 N), 57500.00,2018
44,Street Light Upgrade Menu,2815 N RACINE AVE,500.00,2018
44,Street Light Upgrade Menu,3518 N GREENVIEW AVE,500.00,2018
44,Street Light Upgrade Menu,3354 N LAKEWOOD AVE:3334 N LAKEWOOD AVE:3346 N LAKEWOOD AVE, 1500.00,2018
44,Street Light Upgrade Menu,3316 N CLIFTON AVE:3247 N SEMINARY AVE:3259 N SEMINARY AVE:841 W BUCKINGHAM PL:823 W ROSCOE ST:858 W ROSCOE ST:3648 N GREENVIEW AVE:3243 N RACINE AVE:3225 N RACINE AVE:3220 N SEMINARY AVE:3240 N SEMINARY AVE:3245 N SEMINARY AVE:3252 N SEMINARY AVE:3652 N GREENVIEW AVE:2823 N RACINE AVE, 7000.00,2018
44,Street Resurfacing Menu (1-5),ON N RACINE AVE FROM W DIVERSEY PKWY (2800 N) TO W BELMONT AVE (3200 N), 119590.82,2018
44,Street Resurfacing Menu (1-5),ON N SHEFFIELD AVE FROM W WOLFRAM ST (2832 N) TO W WELLINGTON AVE (3000 N), 94581.81,2018
44,Street Resurfacing Menu,ON W MELROSE ST FROM N BROADWAY (600 W) TO N HALSTED ST (800 W), 96138.85,2018
44,Street Resurfacing Menu,ON W BUCKINGHAM PL FROM N BROADWAY (600 W) TO N CLARK ST (900 W), 164026.36,2018
44,Street Resurfacing Menu,ON W GRACE ST FROM N CLARK ST (1210 W) TO N LAKEWOOD AVE (1300 W), 57368.75,2018
44,Street Resurfacing Menu,ON N SHEFFIELD AVE FROM 3546 N TO W ROSCOE ST (3399 N),110793.92,2018
44,Street Resurfacing Menu,ON W NEWPORT AVE FROM N CLARK ST (1000 W) TO N HALSTED ST (800 W), 14843.34,2018
44,Traffic Signal Modernization Menu,W ROSCOE ST & N LAKE SHORE DR,170000.00,2018
44,Tree Planting in Various Locations in the Ward,,7500.00,2018
45,Alley Apron Menu,5036 N LOCKWOOD AVE,9844.67,2018
45,Alley Apron Menu,5056 N LOCKWOOD AVE,15058.70,2018
45,Alley Resurfacing Menu (1-1),5028 W SUNNYSIDE AVE,52790.28,2018
45,Alley Resurfacing Menu,W IRVING PARK RD & N LAPORTE AVE & W CUYLER AVE & N MILWAUKEE AVE, 38729.01,2018
45,Alley Speed Hump Menu,N CENTRAL AVE & W LELAND AVE & N LINDER AVE & W WILSON AVE,1400.00,2018
45,Alley Speed Hump Replacement,5028 W SUNNYSIDE AVE,0.00,2018
