ward,type,location,year,est_cost,id,address,lat,long,query
22,Alley Apron Menu,2213 S MILLARD AVE,2022,15564.73,19166,2213 S MILLARD AVE,41.85115134600005,-87.71619366499993,census
43,Alley Resurfacing Menu,2214 N BISSELL ST,2022,23549.59,38065,2214 N BISSELL ST,41.922504891000074,-87.65230535599994,census
22,Miscellaneous CDOT Projects,2214 S KOLIN AVE,2019,123.529411764706,19021,2214 S KOLIN AVE,41.85092071100007,-87.73231879499997,census
22,Alley Apron Menu,2215 S HAMLIN AVE,2016,13595.17,18846,2215 S HAMLIN AVE,41.92158719500003,-87.72178804199996,census
22,Alley Speed Hump Menu,2215 S HOMAN AVE,2018,700,18966,2215 S HOMAN AVE,41.8512105,-87.7098801,google
22,Viaduct Improvement Menu,2216 S CENTRAL PARK AVE,2016,9000,18887,2216 S CENTRAL PARK AVE,41.8510558,-87.7152735,google
22,Miscellaneous CDOT Projects,2216 S KOLIN AVE,2019,123.529411764706,19021,2216 S KOLIN AVE,41.8507031,-87.7326352,google
47,Sidewalk Menu,2216 W LELAND AVE,2016,2811.27,41017,2216 W LELAND AVE,41.96684705700005,-87.68457796099995,census
47,Sidewalk Menu,2216 W LELAND AVE,2016,403.5,41019,2216 W LELAND AVE,41.96684705700005,-87.68457796099995,census
22,Miscellaneous CDOT Projects,2217 S KOLIN AVE,2019,123.529411764706,19021,2217 S KOLIN AVE,41.85059258700005,-87.73229332799997,census
36,Sidewalk Menu,2218 N KILBOURN AVE,2017,22614.11,31931,2218 N KILBOURN AVE,41.92124503600007,-87.73891121499997,census
36,Sidewalk Menu,2218 N LA CROSSE AVE,2022,3027.17,32244,2218 N LA CROSSE AVE,41.921001776000026,-87.74745508799998,census
27,Sidewalk Menu,2218 W ADAMS ST,2017,8178.69,23811,2218 W ADAMS ST,41.87865596000006,-87.68225753399997,census
36,Sidewalk Menu,2219 N MOBILE AVE,2022,15306.275,32245,2219 N MOBILE AVE,41.92081032100003,-87.78291223899998,census
42,Miscellaneous Other,222 E MONROE DR,2015,3835,36804,222 E MONROE DR,41.8808667,-87.6215945,google
36,Sidewalk Menu,2220 N LA CROSSE AVE,2022,1015.04,32246,2220 N LA CROSSE AVE,41.92103326900008,-87.74745577499993,census
35,Street Light Upgrade,2220 N LAWNDALE AVE,2014,460,30927,2220 N LAWNDALE AVE,41.851515378000045,-87.71743512099994,census
36,Sidewalk Menu,2221 N LA CROSSE AVE,2022,3949.7,32247,2221 N LA CROSSE AVE,41.92103344700007,-87.74744104099995,census
22,Miscellaneous CDOT Projects,2221 S KOLIN AVE,2019,123.529411764706,19021,2221 S KOLIN AVE,41.85056078700006,-87.73229214999998,census
25,Sidewalk Menu,2221 W 23RD PL,2022,7831.13,22298,2221 W 23RD PL,41.84936107200008,-87.68162819999998,census
3,Concrete Alley Menu,2222 S MICHIGAN AVE,2016,285000,2889,2222 S MICHIGAN AVE,41.8521557,-87.6246124,google
36,Sidewalk Menu,2223 N LA CROSSE AVE,2022,5100.2,32248,2223 N LA CROSSE AVE,41.921064940000065,-87.74744172799996,census
22,Miscellaneous CDOT Projects,2223 S KOLIN AVE,2019,123.529411764706,19021,2223 S KOLIN AVE,41.850544210000066,-87.73229153599999,census
25,Street Bump Outs Menu,2223 S WOOD ST,2018,20228.04,22123,2223 S WOOD ST,41.85153221100006,-87.67090585699998,census
35,1 PTZ Camera - NW - 2224 N Avers,2224 N AVERS AVE,2022,24776,31316,2224 N AVERS AVE,41.921638391000045,-87.72302640099997,census
12,Street Light Upgrade,2225 S CALIFORNIA AVE,2015,400,9949,2225 S CALIFORNIA AVE,NA,NA,census
40,Sidewalk Menu,2225 W ARGYLE ST,2016,2647.66,35224,2225 W ARGYLE ST,41.9721979,-87.6851063,google
2,Miscellaneous-CDOT,2225 W Washington,2008,191,1343,2225 W Washington,41.8828949,-87.6826521,google
36,Sidewalk Menu,2226 N KEATING AVE,2021,3881.74333333333,32172,2226 N KEATING AVE,41.92115625300005,-87.74501378299999,census
25,Sidewalk Menu,2227 W 23RD PL,2021,19940.23,22243,2227 W 23RD PL,41.849358539000036,-87.68182448999994,census
36,Sidewalk Menu,2228 N LAVERGNE AVE,2022,536.31,32250,2228 N LAVERGNE AVE,41.921433,-87.7514314,google
25,POD Camera,2228 S. Wood,2009,12000,21674,2228 S. Wood,41.8513492,-87.6711547,google
25,Sidewalk Menu,2228 W 21ST PL,2022,21133.45,22299,2228 W 21ST PL,41.85300617100006,-87.68156122399995,census
36,Miscellaneous CDOT Projects,2229 N KILBOURN AVE,2022,660,32236,2229 N KILBOURN AVE,41.92166229600008,-87.73890792699996,census
36,Sidewalk Menu,2229 N KILPATRICK AVE,2022,4311.48,32251,2229 N KILPATRICK AVE,41.92121292300004,-87.74378191099999,census
25,Street Light Upgrade,2230 S ARCHER AVE,2015,400,22022,2230 S ARCHER AVE,41.85207164600007,-87.63646087999996,census
32,Ehrler Park Improvements,2230 W CORTLAND ST,2022,150000,28667,2230 W CORTLAND ST,41.916129659000035,-87.68319780699994,census
32,Pulaski Elementary Turf Field,2230 W MCLEAN AVE,2019,175000,28525,2230 W MCLEAN AVE,41.91841546000006,-87.68353027999996,census
36,Chicago Public Schools,2231 N CENTRAL AVE,2015,8900,31856,2231 N CENTRAL AVE,41.849916230000076,-87.76386845599995,census
36,Pedestrian Refuge Island Menu,2231 N CENTRAL AVE,2021,60728.59,32166,2231 N CENTRAL AVE,41.849916230000076,-87.76386845599995,census
36,Pedestrian Refuge Island Menu,2231 N CENTRAL AVE,2022,9521.31,32237,2231 N CENTRAL AVE,41.849916230000076,-87.76386845599995,census
7,Sidewalk Menu,2232 E 96TH ST,2019,4412.67,5657,2232 E 96TH ST,41.7215154,-87.5692654,google
7,Street Light Upgrade Menu,2232 E 96TH ST,2020,500,5702,2232 E 96TH ST,41.7215154,-87.5692654,google
43,In-Road State Law Stop,2232 N CLARK ST,2015,350,37749,2232 N CLARK ST,41.92317825400005,-87.63901648199999,census
43,In-Road State Law Stop For Pedestrians Signs Menu,2232 N CLARK ST,2016,350,37822,2232 N CLARK ST,41.92317825400005,-87.63901648199999,census
43,In-Road State Law Stop For Pedestrians Signs Menu,2232 N CLARK ST,2017,350,37880,2232 N CLARK ST,41.92317825400005,-87.63901648199999,census
43,In-Road State Law Stop For Pedestrians Signs Menu,2232 N CLARK ST,2018,350,37938,2232 N CLARK ST,41.92317825400005,-87.63901648199999,census
43,In-Road State Law Stop For Pedestrians Signs Menu,2232 N CLARK ST,2018,350,37941,2232 N CLARK ST,41.92317825400005,-87.63901648199999,census
40,Curb & Gutter Menu,2232 W FARRAGUT AVE,2018,2549.1,35319,2232 W FARRAGUT AVE,41.97686626600006,-87.68518260799999,census
43,In-Road State Law Stop For Pedestrians Sign Menu,2233 N CLARK ST,2022,350,38087,2233 N CLARK ST,41.923114,-87.63803,google
22,Miscellaneous CDOT Projects,2233 S KOLIN AVE,2019,123.529411764706,19021,2233 S KOLIN AVE,41.85046132700006,-87.73228846699999,census
26,Ellen Mitchell Elementary Playground Improvements,2233 W OHIO ST,2019,20000,22984,2233 W OHIO ST,41.89217974700006,-87.68203972899994,census
7,Alley Apron Menu,2235 E 95TH ST,2016,17830.94,5537,2235 E 95TH ST,41.7222588,-87.5691245,google
7,Alley Apron Menu,2235 E 95TH ST,2017,10554.3,5565,2235 E 95TH ST,41.7222588,-87.5691245,google
25,Sidewalk Menu,2237 W 23RD PL,2021,11538.75,22244,2237 W 23RD PL,41.849352631000045,-87.68215152599998,census
18,Pole Painting,2238 W 72 ST,2009,200,15694,2238 W 72 ST,41.7631311,-87.6800139,google
18,Street Lighting,2238 W 78 ST,2009,400,15702,2238 W 78 ST,41.75351294300003,-87.56944728199994,census
12,Diagonal Parking Menu,2238 W BROSS AVE,2021,3622.5,10290,2238 W BROSS AVE,41.83523156700005,-87.68188723599997,census
12,Diagonal Parking Menu,2238 W BROSS AVE,2022,54052.7,10356,2238 W BROSS AVE,41.83523156700005,-87.68188723599997,census
7,Sidewalk Menu,2239 E 92ND PL,2021,8845.23,5726,2239 E 92ND PL,41.7269147,-87.5690337,google
6,Sidewalk Menu,224 E 86TH ST,2021,12179.21,4998,224 E 86TH ST,41.73827892400004,-87.61837879499996,census
28,Street Light Upgrade,224 S HAMLIN BLVD,2013,400,24411,224 S HAMLIN BLVD,41.879161400000044,-87.72059395799994,census
49,Sidewalk Menu  1,224 W LUNT AVE,2019,543.13,42910,224 W LUNT AVE,42.008946,-87.682138,google
35,Alley Apron Menu,2240 N ST LOUIS AVE,2021,29712.05,31233,2240 N ST LOUIS AVE,41.9220372,-87.7136482,google
35,Sidewalk Menu,2240 N ST LOUIS AVE,2021,21601.73,31287,2240 N ST LOUIS AVE,41.9220372,-87.7136482,google
12,Sidewalk Menu,2241 S SAWYER AVE,2019,3233.42,10191,2241 S SAWYER AVE,41.850891776000026,-87.70643778899995,census
27,Street Light Upgrade,2241 W ADAMS ST,2014,500,23677,2241 W ADAMS ST,41.87863486400005,-87.68297258099994,census
49,Alley Apron Menu,2241 W HOWARD ST,2016,9860.11,42704,2241 W HOWARD ST,42.0191869,-87.6863431,google
25,Sidewalk Menu,2242 S DAMEN AVE,2018,26032.75,22121,2242 S DAMEN AVE,41.85123611600005,-87.67581769499998,census
32,Alley Apron Menu,2242 W SCHOOL ST,2019,9990.62,28512,2242 W SCHOOL ST,41.941320946000076,-87.68494515199995,census
7,Street Light Upgrade Menu,2244 E 96TH ST,2020,500,5702,2244 E 96TH ST,41.72132139000007,-87.56878798799994,census
43,Miscellaneous CDOT Projects,2244 N GENEVA TER,2018,616.190476190476,37944,2244 N GENEVA TER,41.92301103300008,-87.64382996299997,census
32,Alley Apron Menu,2244 W HOMER ST,2018,13230.21,28457,2244 W HOMER ST,41.91687964700003,-87.68366150299994,census
10,Guardrail Menu,2245 E 102 ST,2006,400,7633,2245 E 102 ST,41.70982615200006,-87.56874204399998,census
43,Alley Apron Menu,2245 N SEMINARY AVE,2017,8224.37,37867,2245 N SEMINARY AVE,41.92250136900003,-87.65593288199995,census
22,Sidewalk Menu,2245 S KEELER AVE,2019,8900.85,19025,2245 S KEELER AVE,41.85065520300003,-87.72956035399994,census
35,Alley Apron Menu,2246 N DRAKE AVE,2021,15185.18,31234,2246 N DRAKE AVE,41.9220852,-87.7152915,google
36,Sidewalk Menu,2247 N LONG AVE,2022,2146.42,32252,2247 N LONG AVE,NA,NA,census
25,Sidewalk Menu,2247 W CULLERTON ST,2022,13878.28,22300,2247 W CULLERTON ST,41.854833377000034,-87.68229465899998,census
36,Sidewalk Menu,2249 N PARKSIDE AVE,2022,3490.2,32253,2249 N PARKSIDE AVE,41.921226868000076,-87.76709418599995,census
43,Trebes Park - Parjana water drainage system,2250 N CLIFTON AVE,2018,14000,37918,2250 N CLIFTON AVE,41.922826145000045,-87.65716924099996,census
47,Street Light Upgrade Menu,2250 W ADDISON ST,2022,500,41411,2250 W ADDISON ST,41.9470223,-87.6854362,google
22,Miscellaneous CDOT Projects,2251 S KOLIN AVE,2019,123.529411764706,19021,2251 S KOLIN AVE,41.85031213800005,-87.73228294099994,census
22,Curb & Gutter Menu,2253 S MILLARD AVE,2022,6896.45,19196,2253 S MILLARD AVE,41.85035218300004,-87.71616905299999,census
22,Sidewalk Menu,2255 S AVERS AVE,2017,7673.37,18941,2255 S AVERS AVE,41.8499936,-87.7207265,google
22,Miscellaneous CDOT Projects,2255 S KOLIN AVE,2019,123.529411764706,19021,2255 S KOLIN AVE,41.850278985000045,-87.73228171299996,census
43,Miscellaneous Other,2256 N LINCOLN AVE,2012,6713,37573,2256 N LINCOLN AVE,41.92298546300003,-87.64532643099994,census
40,Alley Resurfacing Menu,2256 W AINSLIE ST,2018,13154.62,35302,2256 W AINSLIE ST,41.97048132500004,-87.68603797199995,census
16,Guardrail Menu,2257 S OAKLEY AV,2005,2598,13866,2257 S OAKLEY AV,41.85057107200004,-87.68313960999996,census
43,Alley Resurfacing Menu,2258 N Fremont,2012,953,37541,2258 N Fremont,41.92325292400005,-87.65111775099996,census
36,Curb & Gutter Menu,2258 N KNOX AVE,2017,10616.98,31920,2258 N KNOX AVE,41.92168899200004,-87.74259275299994,census
36,Sidewalk Menu,2259 N KEATING AVE,2020,9583.055,32119,2259 N KEATING AVE,41.921657012000026,-87.74501005099995,census
31,Bollard Menu,2259 N KILPATRICK AV,2007,714,26939,2259 N KILPATRICK AV,41.92169199400007,-87.74379243999994,census
22,Street Speed Hump Menu,2259 S AVERS AVE,2019,1566.66666666667,19047,2259 S AVERS AVE,41.8498303,-87.7207531,google
12,Sidewalk Menu,2259 S WHIPPLE ST,2021,17228.7,10293,2259 S WHIPPLE ST,41.85055962300004,-87.70153015299996,census
9,Sidewalk Menu,226 E 89TH PL,2022,5022.75,7325,226 E 89TH PL,41.73187419800007,-87.61875229699996,census
21,Street Lighting,226 WEST 94TH ST,2008,800,17736,226 WEST 94TH ST,41.724017,-87.6301197,google
22,Street Speed Hump Menu,2260 S AVERS AVE,2019,1566.66666666667,19047,2260 S AVERS AVE,41.8498304,-87.7212984,google
22,POD Camera,2261 S. Springfield,2010,20000,18659,2261 S. Springfield,41.8498274,-87.722025,google
12,Sidewalk Menu,2262 W 37TH ST,2019,585.27,10200,2262 W 37TH ST,41.82666761000007,-87.68249458399998,census
3,Street Light Upgrade,227 E 31ST ST,2013,400,2817,227 E 31ST ST,41.8382048,-87.6208885,google
2,Street Resurfacing Menu,227 E CHESTNUT ST,2021,52357.98,2427,227 E CHESTNUT ST,41.89843346500004,-87.62081617399997,census
11,Guardrail Menu,228 W 26 ST,2007,440,8628,228 W 26 ST,41.84552162700004,-87.63301586399996,census
25,Sidewalk Menu,230 W CERMAK RD,2022,11124.04,22301,230 W CERMAK RD,41.8530312,-87.632994299999993,google
31,Floodlight Menu,2300 N LOCKWOOD AVE,2022,950,27761,2300 N LOCKWOOD AVE,41.922361360000025,-87.75855901799997,census
35,Street Speed Hump Menu,2300 N RIDGEWAY AVE,2019,2350,31183,2300 N RIDGEWAY AVE,41.9228879,-87.7208882,google
35,Street Speed Hump Menu,2300 N SPAULDING AVE,2019,2350,31182,2300 N SPAULDING AVE,41.92289676100006,-87.71042779099997,census
22,Curb & Gutter Menu,2300 S KENNETH AVE,2016,26136.4,18872,2300 S KENNETH AVE,41.8501664,-87.7359676,google
25,Street Lighting,2300 S WENTWORTH AV,2009,43000,21625,2300 S WENTWORTH AV,NA,NA,census
25,POD Camera,2300 SOakley,2007,28000,21512,2300 SOakley,41.8504917,-87.6833119,google
12,POD Camera,2300 Washtenaw,2008,15000,9631,2300 Washtenaw,41.9230064,-87.6955878,google
2,Miscellaneous-CDOT,2301 S Michigan,2009,42878,1573,2301 S Michigan,41.8509176,-87.6233159,google
25,POD Camera,2301 W 21ST ST,2017,27011,22077,2301 W 21ST ST,NA,NA,census
32,Bollard Menu,2301 W LYNDALE ST,2006,3879,27837,2301 W LYNDALE ST,41.92263903800006,-87.68565347899994,census
22,Floodlight Menu,2303 S KILDARE AVE,2017,900,18935,2303 S KILDARE AVE,41.85035130800003,-87.73120510599995,census
31,Sidewalk Menu,2304 N TRIPP AVE,2016,7984.22,27502,2304 N TRIPP AVE,41.92278869900008,-87.73284420499994,census
5,Street Light Upgrade Menu,2305 E 70TH PL,2018,500,4395,2305 E 70TH PL,41.767126879000045,-87.56954486399997,census
22,Alley Resurfacing Menu (1-1),2307 S HOMAN AVE,2017,33417.95,18889,2307 S HOMAN AVE,41.8496405,-87.7098124,google
22,Street Speed Hump Menu,2307 S SPRINGFIELD AVE,2019,1566.66666666667,19047,2307 S SPRINGFIELD AVE,41.92294567400006,-87.72426999999999,census
22,Alley Resurfacing Menu,2307 S TRUMBULL AVE,2016,41654.94,18867,2307 S TRUMBULL AVE,41.84941491500007,-87.71126180499994,census
22,Alley Speed Hump Menu,2307 S TRUMBULL AVE,2018,700,18967,2307 S TRUMBULL AVE,41.84941491500007,-87.71126180499994,census
36,Sidewalk Menu,2308 N NEWLAND AVE,2016,11170.93,31874,2308 N NEWLAND AVE,41.92146240400007,-87.79884629799994,census
22,Alley Apron Menu,2308 S KILDARE AVE,2022,11332.84,19167,2308 S KILDARE AVE,41.849356629000056,-87.73119322699995,census
12,Sidewalk Menu,2308 W 35TH PL,2019,5456.86,10197,2308 W 35TH PL,41.8294785,-87.6830136,google
12,Street Lighting,2308 W 48 PL,2009,500,9668,2308 W 48 PL,41.80570790200005,-87.68262969399996,census
29,Sidewalk Menu,2310 N SAYRE AVE,2016,46865.21,25221,2310 N SAYRE AVE,41.9215777,-87.8006701,google
47,Street Light Upgrade Menu,2311 W AINSLIE ST,2021,500,41320,2311 W AINSLIE ST,41.970445823000034,-87.68709116999997,census
7,Street Light Upgrade Menu,2312 E 69TH ST,2020,500,5702,2312 E 69TH ST,41.7701467,-87.5693968,google
32,Bollard Menu,2312 N HAMILTON AVE,2016,1757.99,28354,2312 N HAMILTON AVE,41.92320818400003,-87.68150282399995,census
12,Sidewalk Menu,2312 W 35TH PL,2016,3540.44,9981,2312 W 35TH PL,41.8294774,-87.6832105,google
12,Sidewalk Menu,2312 W 35TH PL,2017,1197.52,10028,2312 W 35TH PL,41.8294774,-87.6832105,google
32,Bollard Menu,2313 W DICKENS AVE,2017,1839.3,28414,2313 W DICKENS AVE,41.919118379000054,-87.68578813099998,census
25,Alley Resurfacing Menu (1-1),2314 W 23RD ST,2020,18239.795,22177,2314 W 23RD ST,41.85024734900003,-87.68388037299997,census
47,Street Light Upgrade Menu,2314 W BERTEAU AVE,2017,500,41103,2314 W BERTEAU AVE,41.95770006300006,-87.68680272499995,census
1,Sidewalk Menu,2315 N MILWAUKEE AVE,2016,8742.5,683,2315 N MILWAUKEE AVE,41.9234438,-87.6978042,google
7,Street Light Upgrade Menu,2318 E 96TH ST,2020,500,5702,2318 E 96TH ST,41.71916048800006,-87.67971679699997,census
36,Blackhawk Park,2318 N LAVERGNE AVE,2017,35000,31916,2318 N LAVERGNE AVE,41.9228718,-87.751993100000007,google
31,POD Camera,2318 N. Lavergne,2011,22500,27259,2318 N. Lavergne,41.9228718,-87.751993100000007,google
29,Street Light Upgrade Menu,2319 N NORMANDY AVE,2021,500,25502,2319 N NORMANDY AVE,41.9217695,-87.7920678,google
40,Sidewalk Menu,2319 W FOSTER AVE,2018,368.09,35326,2319 W FOSTER AVE,41.97591054600008,-87.68753819899996,census
27,Street Light Upgrade,232 S ASHLAND AVE,2015,400,23723,232 S ASHLAND AVE,41.877896,-87.6669792,google
43,Alley Apron Menu,232 W ST PAUL AVE,2019,13176.07,37969,232 W ST PAUL AVE,41.91361449900006,-87.63613626799997,census
3,Bollard Menu,232 W SWANN ST,2008,1540,2600,232 W SWANN ST,41.80987016600005,-87.63265032399994,census
32,Sidewalk Menu,2320 N ALBANY AVE,2017,73977.35,28422,2320 N ALBANY AVE,41.84952384500008,-87.70274151499996,census
35,Alley Speed Hump Menu,2320 N KEDVALE AVE,2019,700,31106,2320 N KEDVALE AVE,41.9233316,-87.7306746,google
32,Sidewalk Menu,2321 W BELMONT AVE,2019,3138.8,28536,2321 W BELMONT AVE,41.93947637200006,-87.68600478899998,census
31,Sidewalk Menu,2322 N TRIPP AVE,2017,3449.4,27565,2322 N TRIPP AVE,41.92327105700008,-87.73286228899997,census
32,Sidewalk Menu,2322 W BELMONT AVE,2019,7631.37,28539,2322 W BELMONT AVE,41.93948716700004,-87.68602541299998,census
35,Sidewalk Menu,2323 N AVERS AVE,2019,1219.08,31166,2323 N AVERS AVE,41.9234433,-87.7228029,google
36,Street Speed Hump Menu,2323 N NEWLAND AVE,2017,925,31953,2323 N NEWLAND AVE,41.92180407700005,-87.79884300999998,census
12,Sidewalk Menu,2323 W 35TH PL,2018,6843.55,10097,2323 W 35TH PL,41.82930717100004,-87.68288107399997,census
2,Street Lighting,2323 W WARREN DR,2011,350,1893,2323 W WARREN DR,41.882101387000034,-87.68464520699996,census
25,Sidewalk Menu,2324 W 24TH ST,2021,13541.62,22245,2324 W 24TH ST,NA,NA,census
7,Street Light Upgrade Menu,2326 E 96TH ST,2020,500,5702,2326 E 96TH ST,41.71916048800006,-87.67975872699998,census
47,Sidewalk Menu,2326 W SUNNYSIDE AVE,2021,24227.16,41299,2326 W SUNNYSIDE AVE,41.96316120100005,-87.68742489199997,census
36,Sidewalk Menu,2327 N MONITOR AVE,2020,510.03,32114,2327 N MONITOR AVE,41.92248095700006,-87.77201045299995,census
22,Alley Speed Hump Menu,2329 S TRUMBULL AVE,2018,700,18967,2329 S TRUMBULL AVE,41.849120120000066,-87.71125517999997,census
25,High Definition Camera,2331 S HOYNE AVE,2014,22500,21984,2331 S HOYNE AVE,41.849392529000056,-87.67821169299998,census
1,POD Camera,2331 W Potomac,2007,20000,226,2331 W Potomac,41.9048509,-87.6858602,google
25,Sidewalk Menu,2332 S CANAL ST,2021,9227.6,22246,2332 S CANAL ST,41.84994170900006,-87.63846486699998,census
36,Alley Speed Hump Menu,2334 N LATROBE AVE,2019,1400,32031,2334 N LATROBE AVE,41.922776869000074,-87.75733993599994,census
36,Sidewalk Menu,2334 N OAK PARK AVE,2022,1720.038,32254,2334 N OAK PARK AVE,41.9222226,-87.7955304,google
36,Alley Speed Hump Menu,2335 N LATROBE AVE,2019,1050,32032,2335 N LATROBE AVE,41.92277717500008,-87.75732520499997,census
22,Sidewalk Menu,2335 S SPRINGFIELD AVE,2022,2252.03,19205,2335 S SPRINGFIELD AVE,41.8488462,-87.7219972,google
47,Sidewalk Menu,2335 W BELLE PLAINE AVE,2021,2207.545,41300,2335 W BELLE PLAINE AVE,41.955852778000065,-87.68753623799995,census
25,Sidewalk Menu,2337 W 22ND PL,2022,10656.76,22303,2337 W 22ND PL,41.8509681,-87.6846432,google
35,Bollard Menu,2338 N MONTICELLO AV,2008,1428,30594,2338 N MONTICELLO AV,41.92330939000004,-87.71818576099997,census
22,Street Speed Hump Menu,2338 S HOMAN AVE,2019,2350,19045,2338 S HOMAN AVE,41.8487584,-87.7102764,google
25,Sidewalk Menu,2338 W 22ND PL,2021,13069.39,22247,2338 W 22ND PL,41.85115091200004,-87.68394707399995,census
43,Alley Apron Menu,2340 N CAMBRIDGE AVE,2017,6323.36,37866,2340 N CAMBRIDGE AVE,41.92529213200004,-87.64274263099998,census
30,Bollard Menu,2340 N HARDING AV,2009,1260,25918,2340 N HARDING AV,41.9239348,-87.7258378,google
30,Guardrail Menu,2340 N HARDING AV,2009,2273,25927,2340 N HARDING AV,41.9239348,-87.7258378,google
31,Bollard Menu,2340 N KEDVALE AV,2007,714,26937,2340 N KEDVALE AV,41.923881,-87.7307129,google
35,Alley Apron Menu,2340 N KEDVALE AVE,2015,6796,30934,2340 N KEDVALE AVE,41.923881,-87.7307129,google
35,Alley Apron Menu,2340 N KEDVALE AVE,2016,4579.85,30975,2340 N KEDVALE AVE,41.923881,-87.7307129,google
35,Bollard Menu,2341 N HAMLIN AV,2006,714,30487,2341 N HAMLIN AV,41.92347318100008,-87.72184339999995,census
25,Sidewalk Menu,2341 W 22ND PL,2022,7917.68,22304,2341 W 22ND PL,41.85113966000006,-87.68398011199997,census
25,Sidewalk Menu,2341 W 24TH ST,2016,4015.79,22042,2341 W 24TH ST,NA,NA,census
35,Alley Resurfacing Menu,2343 N KEELER AVE,2019,24826.16,31100,2343 N KEELER AVE,41.9238803,-87.7313871,google
47,Bollard Menu,2343 W CULLOM AV,2009,3570,40562,2343 W CULLOM AV,41.959500458000036,-87.68754221599994,census
32,Alley Apron Menu,2344 W BARRY AVE,2019,11012.3,28511,2344 W BARRY AVE,41.93765219800008,-87.68690329299994,census
43,Street Light Upgrade Menu,2345 N CLARK ST,2020,500,38023,2345 N CLARK ST,41.9249639,-87.639493,google
35,Alley Apron Menu,2345 N KARLOV AVE,2016,11319.69,30974,2345 N KARLOV AVE,41.84793292400008,-87.72625816499999,census
1,Alley Resurfacing Menu,2346 W ALTGELD ST,2021,5081.48333333333,945,2346 W ALTGELD ST,41.926441959000044,-87.68695982399998,census
32,Alley Apron Menu,2346 W LYNDALE ST,2021,17137.14,28591,2346 W LYNDALE ST,41.92264360900003,-87.68625284999996,census
1,Sidewalk Menu,2346 W RICE ST,2019,4020.41,881,2346 W RICE ST,41.896681767000075,-87.68616507399997,census
1,Sidewalk Menu,2346 W SUPERIOR ST,2019,949.49,883,2346 W SUPERIOR ST,41.894846236000035,-87.68607457099995,census
35,Alley Apron Menu,2347 N DRAKE AVE,2022,11166.57,31317,2347 N DRAKE AVE,41.924257,-87.7152029,google
25,Alley Speed Hump Menu,2347 W 21ST ST,2015,700,21989,2347 W 21ST ST,41.8537284,-87.685063,google
1,Alley Apron Menu,2347 W IOWA ST,2016,12932.69,637,2347 W IOWA ST,41.897582414000055,-87.68554056699998,census
1,Sidewalk Menu,2348 W WALTON ST,2022,19209.99,1012,2348 W WALTON ST,41.898487663000026,-87.68641897699996,census
32,Pavement Markings Menu,2350 N KEDZIE BLVD,2018,2870.66,28473,2350 N KEDZIE BLVD,41.92426209400003,-87.70720923499994,census
36,Sidewalk Menu,2350 N OAK PARK AVE,2022,5927.14,32255,2350 N OAK PARK AVE,41.9226582,-87.795619,google
1,Curb & Gutter Menu,2350 W CHARLESTON ST,2021,35063.29,958,2350 W CHARLESTON ST,41.91986538200007,-87.68699367499994,census
32,Sidewalk Menu,2350 W LYNDALE ST,2015,6632,28313,2350 W LYNDALE ST,41.92264295700005,-87.68630499399995,census
2,Street Lighting,2351 W ADAMS ST,2011,350,1901,2351 W ADAMS ST,41.87858720600008,-87.68585658199999,census
1,Alley Speed Hump Menu,2351 W ALTGELD ST,2016,1400,641,2351 W ALTGELD ST,41.92643099500003,-87.68685208099998,census
27,Sidewalk Menu,2351 W MAYPOLE AVE,2022,13026.32,23960,2351 W MAYPOLE AVE,41.883859692000044,-87.68595944199996,census
25,Sidewalk Menu,2354 S OAKLEY AVE,2022,20717.02,22305,2354 S OAKLEY AVE,41.848603,-87.683451,google
18,Floodlight Menu,2354 W 74TH ST,2022,950,16196,2354 W 74TH ST,41.7595692,-87.6821687,google
36,Sidewalk Menu,2356 N NORMANDY AVE,2021,2584.91,32173,2356 N NORMANDY AVE,41.9228284,-87.7926793,google
25,Alley Resurfacing Menu,2358 S WENTWORTH AVE,2019,13612.63,22134,2358 S WENTWORTH AVE,NA,NA,census
36,Curb & Gutter Menu,2359 N MOODY AVE,2018,12707.02,31972,2359 N MOODY AVE,41.92262257400006,-87.77931537099994,census
36,Sidewalk Menu,2364 N NORMANDY AVE,2020,547.99,32113,2364 N NORMANDY AVE,41.9230985,-87.7927262,google
36,Bollard Menu,2367 N OAK PARK AV,2009,2142,31619,2367 N OAK PARK AV,41.9230594,-87.7949886,google
9,Sidewalk Menu,237 E 100TH ST,2019,15188.485,7218,237 E 100TH ST,41.7125623,-87.6172302,google
3,Street Light Piggy Back,237 E GARFIELD BLVD,2014,1350,2849,237 E GARFIELD BLVD,41.7942302,-87.6196307,google
36,Sidewalk Menu,2370 N NEWCASTLE AVE,2016,12727.82,31870,2370 N NEWCASTLE AVE,41.923005585000055,-87.79706100399994,census
36,Bollard Menu,2370 N NEWCASTLE AVE,2017,791.85,31918,2370 N NEWCASTLE AVE,41.923005585000055,-87.79706100399994,census
5,Bollard Menu,2374 E 71 ST,2009,2586,4076,2374 E 71 ST,41.7664767,-87.5669521,google
7,Street Light Upgrade Menu,2400 E 103RD ST,2021,500,5745,2400 E 103RD ST,41.7082906,-87.5654595,google
35,Street Light Pole Painting Menu,2400 N DRAKE AVE,2022,1200,31356,2400 N DRAKE AVE,41.9246771,-87.7157683,google
36,Street Traffic Circle Menu,2400 N NEWLAND AVE,2022,3786.915,32309,2400 N NEWLAND AVE,41.924277664000044,-87.79893557099996,census
