ward,type,location,year,est_cost,id,address,lat,long,query
44,Curb & Gutter Menu,3522 N GREENVIEW AVE,2016,2892,38645,3522 N GREENVIEW AVE,41.94556675700005,-87.66640461799994,census
30,Alley Resurfacing Menu,3522 N KILPATRICK AVE,2017,50519.37,26363,3522 N KILPATRICK AVE,41.94498388100004,-87.74395191099995,census
47,Sidewalk Menu,3522 N LEAVITT ST,2020,7999.69,41247,3522 N LEAVITT ST,41.9456633,-87.6836769,google
12,Sidewalk Menu,3523 S MARSHFIELD AVE,2017,4546.07,10029,3523 S MARSHFIELD AVE,41.829561968000064,-87.66670305499997,census
23,Curb & Gutter Menu,3523 W 58TH ST,2021,4624.66,20492,3523 W 58TH ST,41.7877355,-87.7117305,google
44,Curb & Gutter Menu,3524 N SOUTHPORT AVE,2016,8627.45,38648,3524 N SOUTHPORT AVE,41.94577127100007,-87.66398699699994,census
11,Curb & Gutter Menu,3524 S LOWE AVE,2019,1075.44,9179,3524 S LOWE AVE,41.83027280500005,-87.64244596899994,census
30,Street Light Upgrade Menu,3525 N KILPATRICK AVE,2021,500,26694,3525 N KILPATRICK AVE,41.94500186700003,-87.74393764699994,census
44,Miscellaneous CDOT Projects,3525 N SEMINARY AVE,2019,500,38789,3525 N SEMINARY AVE,41.94561493400005,-87.65669635399996,census
22,Street Resurfacing Menu,3525 W 26TH ST,2018,2626.23,18994,3525 W 26TH ST,41.844397154000035,-87.71341610399998,census
18,Curb & Gutter Menu,3527 W 85TH ST,2015,310,15929,3527 W 85TH ST,41.7384803,-87.7105073,google
18,Curb & Gutter Menu,3527 W 85TH ST,2016,3491.44,15963,3527 W 85TH ST,41.7384803,-87.7105073,google
30,Curb & Gutter Menu,3528 N KILPATRICK AVE,2022,15810.47,26747,3528 N KILPATRICK AVE,41.94503731100008,-87.74395305899998,census
47,Street Light Upgrade Menu,3529 N RAVENSWOOD AVE,2016,450,41026,3529 N RAVENSWOOD AVE,41.9458519,-87.6734555,google
3,Bollard Menu,353 W ROOT ST,2007,714,2550,353 W ROOT ST,41.81906990600004,-87.63470925999997,census
26,Sidewalk Menu,3530 W EVERGREEN AVE,2018,924.25,22920,3530 W EVERGREEN AVE,41.90549062700006,-87.71502992699999,census
44,Alley Resurfacing Menu,3531 N RETA AVE,2017,15658.255,38704,3531 N RETA AVE,41.946080806000055,-87.65065150299995,census
11,Sidewalk Menu,3531 S EMERALD AVE,2022,2583.91,9353,3531 S EMERALD AVE,41.8298589,-87.6446051,google
12,Sidewalk Menu,3531 S WOOD ST,2021,1834.11333333333,10303,3531 S WOOD ST,41.8294367,-87.6701242,google
44,Street Light Upgrade Menu,3532 N BOSWORTH AVE,2019,500,38798,3532 N BOSWORTH AVE,41.94610443600004,-87.66763084199994,census
30,Alley Apron Menu,3532 N KEELER AVE,2018,11924.54,26439,3532 N KEELER AVE,41.9457279,-87.7324308,google
18,Miscellaneous-CDOT,3532 W 84 th St,2010,10272,15723,3532 W 84 th St,41.74054388800005,-87.71026848099996,census
26,Sidewalk Menu,3532 W EVERGREEN AVE,2016,2453.4,22824,3532 W EVERGREEN AVE,41.90549016700004,-87.71507182599998,census
28,Miscellaneous Other,3532 W MONROE ST,2015,227,24511,3532 W MONROE ST,41.879561402000036,-87.71405234199995,census
28,Curb & Gutter Menu,3532 W MONROE ST,2017,16661.26,24614,3532 W MONROE ST,41.879561402000036,-87.71405234199995,census
12,Sidewalk Menu,3534 S WOOD ST,2021,1897.44,10304,3534 S WOOD ST,41.8293399,-87.6706153,google
28,Alley Resurfacing Menu,3534 W MONROE ST,2019,5787.665,24694,3534 W MONROE ST,41.87956097400007,-87.71407632699999,census
38,Floodlight Menu,3535 N LINDER AVE,2013,600,33599,3535 N LINDER AVE,41.94505587000003,-87.76425947199994,census
11,Alley Apron Menu,3535 S EMERALD AVE,2018,14089.57,9104,3535 S EMERALD AVE,41.8297045,-87.6446437,google
11,Alley Apron Menu,3535 S EMERALD AVE,2018,2302.42,9105,3535 S EMERALD AVE,41.8297045,-87.6446437,google
12,Sidewalk Menu,3535 S HOYNE AVE,2019,4004.11,10205,3535 S HOYNE AVE,41.94603932100006,-87.68094984399994,census
28,Alley Apron Menu,3535 W ADAMS ST,2020,29187.16,24735,3535 W ADAMS ST,41.87828389800006,-87.71402739399997,census
50,Street Light Upgrade Menu,3535 W GLENLAKE AVE,2017,500,43389,3535 W GLENLAKE AVE,41.99199370000008,-87.71779047999996,census
28,Alley Resurfacing Menu (1-1),3535 W MONROE ST,2019,10615.42,24691,3535 W MONROE ST,41.87955001300003,-87.71407597399997,census
44,Miscellaneous CDOT Projects,3536 N CLARK ST,2022,660,38912,3536 N CLARK ST,41.94642160700005,-87.65589492599997,census
47,Curb & Gutter Menu,3536 N OAKLEY AVE,2017,5358.31,41052,3536 N OAKLEY AVE,41.9460625,-87.6860588,google
12,Sidewalk Menu,3536 S CALIFORNIA AVE,2019,6862.56,10187,3536 S CALIFORNIA AVE,41.8289391,-87.6950707,google
12,Street Light Upgrade,3536 S HOYNE AVE,2015,400,9946,3536 S HOYNE AVE,41.94606913300004,-87.68096535299998,census
12,Sidewalk Menu,3537 S MARSHFIELD AVE,2018,536.52,10131,3537 S MARSHFIELD AVE,41.8294102,-87.6664162,google
12,Street Light Upgrade Menu,3537 S MARSHFIELD AVE,2021,500,10316,3537 S MARSHFIELD AVE,41.8294102,-87.6664162,google
47,Floodlight Menu,3538 N LINCOLN AVE,2022,2850,41365,3538 N LINCOLN AVE,41.94566591100005,-87.67284733099996,census
10,Sidewalk Menu,3539 E 95TH ST,2021,17272.01,8437,3539 E 95TH ST,41.722924198000044,-87.53752297199998,census
35,Murphy School- Soccer Field,3539 W GRACE ST,2016,30500,30981,3539 W GRACE ST,41.950151712000036,-87.71714523799994,census
44,Alley Apron Menu,3540 N LAKEWOOD AVE,2017,9707.53,38693,3540 N LAKEWOOD AVE,41.94639017600008,-87.66158142899997,census
33,Sidewalk Menu,3540 W LAWRENCE AVE,2022,4757.76,29431,3540 W LAWRENCE AVE,41.9685479,-87.7174659,google
44,Alley Apron Menu,3542 N BOSWORTH AVE,2016,8669.73,38635,3542 N BOSWORTH AVE,41.94635844900006,-87.66763825099997,census
44,Alley Apron Menu,3543 N BOSWORTH AVE,2022,10213.23,38894,3543 N BOSWORTH AVE,41.945770828000036,-87.66760636599997,census
44,Alley Apron Menu,3543 N JANSSEN AVE,2022,11428.3,38895,3543 N JANSSEN AVE,41.946449689000076,-87.66520502199995,census
36,Sidewalk Menu,3543 N NARRAGANSETT AVE,2022,10174.42,32272,3543 N NARRAGANSETT AVE,41.944959993000055,-87.78632851099997,census
38,Alley Apron Menu,3543 N ORIOLE AVE,2022,12006.12,33923,3543 N ORIOLE AVE,41.94386568500005,-87.81672286499997,census
38,Alley Apron Menu,3545 N NOTTINGHAM AVE,2022,11054.21,33924,3545 N NOTTINGHAM AVE,41.944126692000054,-87.80448729699998,census
44,Alley Apron Menu,3545 N RACINE AVE,2017,8129.55,38694,3545 N RACINE AVE,41.9466329,-87.6588644,google
35,Baseball Backstops & Fencing,3546 W ADDISON ST,2016,168000,30991,3546 W ADDISON ST,41.946519497000054,-87.71695110499996,census
35,Athletic Field Park-Camera Installation,3546 W ADDISON ST,2016,27011,30992,3546 W ADDISON ST,41.946519497000054,-87.71695110499996,census
47,Curb & Gutter Menu,3547 N WOLCOTT AVE,2020,9170.1,41230,3547 N WOLCOTT AVE,41.82942940200007,-87.67280520299994,census
38,Alley Apron Menu,3549 N OVERHILL AVE,2022,17793.58,33925,3549 N OVERHILL AVE,41.94398542500005,-87.81918180799994,census
44,Sidewalk Menu,3549 N RETA AVE,2021,11279.38,38872,3549 N RETA AVE,41.94636548100004,-87.65065975499994,census
24,Miscellaneous CDOT Projects,3549 W GRENSHAW ST,2022,660,21298,3549 W GRENSHAW ST,41.867250213000034,-87.71494351199999,census
42,Miscellaneous-CDOT,355 E Illinois,2007,15590,36416,355 E Illinois,41.890892,-87.617942,google
42,Miscellaneous-CDOT,355 E. Grand Ave. Broken Grate Replacement,2007,268,36426,355 E. Grand Ave. Broken Grate Replacement,41.8916383,-87.6179301,google
20,Curb & Gutter Menu,355 W 58TH ST,2022,4959.64,17518,355 W 58TH ST,41.788818228000025,-87.63436505799996,census
44,Miscellaneous CDOT Projects,355 W WELLINGTON AVE,2019,582.5,38786,355 W WELLINGTON AVE,41.93658629300006,-87.63885695499994,census
10,Miscellaneous-CDOT,3550 E. 118 th St.,2008,9874,7810,3550 E. 118 th St.,41.68095145900003,-87.53721132799996,census
2,Street Light Upgrade,3550 S GILES AVE,2012,350,2000,3550 S GILES AVE,41.82891118200007,-87.61929267699998,census
12,Sidewalk Menu,3550 S HAMILTON AVE,2018,4333.04,10080,3550 S HAMILTON AVE,41.8288619,-87.6791377,google
22,Sidewalk Menu,3550 W 27TH ST,2018,10724.36,18984,3550 W 27TH ST,41.842570185000056,-87.71388825599996,census
38,Alley Apron Menu,3551 N OTTAWA AVE,2022,12191.15,33926,3551 N OTTAWA AVE,41.944022897000025,-87.81795219799994,census
12,Sidewalk Menu,3551 S HAMILTON AVE,2017,9477.85,10034,3551 S HAMILTON AVE,41.8288242,-87.6785739,google
12,Sidewalk Menu,3551 S WOLCOTT AVE,2018,3523.42,10121,3551 S WOLCOTT AVE,41.82937139200004,-87.67280378299995,census
35,Street Resurfacing Menu,3551 W WOLFRAM ST,2019,4807,31179,3551 W WOLFRAM ST,41.93283677000005,-87.71578941999996,census
18,Sidewalk Menu,3552 W 75TH PL,2018,6661.81,16044,3552 W 75TH PL,41.756055014000026,-87.71163164599994,census
47,Street Light Upgrade Menu,3553 N MARSHFIELD AVE,2022,382.33,41412,3553 N MARSHFIELD AVE,41.82905663500003,-87.66669147699997,census
12,Street Lighting,3553 W 38 PL,2009,500,9670,3553 W 38 PL,41.8233611,-87.7137211,google
17,Sidewalk Menu,3553 W 74TH ST,2017,3410.64,15188,3553 W 74TH ST,41.758782401000076,-87.71116117999998,census
12,Sidewalk Menu,3554 S WASHTENAW AVE,2019,28888.12,10185,3554 S WASHTENAW AVE,41.8287194,-87.6928435,google
11,Sidewalk Menu,3556 S LOWE AVE,2018,3007.24,9130,3556 S LOWE AVE,41.82976066400005,-87.64243283699994,census
23,Sidewalk Menu,3557 W 62ND ST,2019,10098.3,20395,3557 W 62ND ST,41.7804647,-87.7126775,google
44,Street Light Upgrade Menu,3559 N ASHLAND AVE,2019,500,38797,3559 N ASHLAND AVE,41.94623904700006,-87.66883394899997,census
36,Bollard Menu,3559 N OCTAVIA AV,2008,1428,31587,3559 N OCTAVIA AV,41.94489099900005,-87.80940246599994,census
11,Sidewalk Menu,3559 S EMERALD AVE,2019,9307.34,9187,3559 S EMERALD AVE,41.82971398400008,-87.64485383699997,census
11,Alley Apron Menu,3559 S WALLACE ST,2017,44189.57,9060,3559 S WALLACE ST,41.8290847,-87.6409047,google
11,Sidewalk Menu,3559 S WALLACE ST,2017,1973.6,9089,3559 S WALLACE ST,41.8290847,-87.6409047,google
49,Miscellaneous CDOT Projects  7,356 N GREENVIEW AVE,2019,39915,42906,356 N GREENVIEW AVE,41.9315616,-87.6659597,google
12,Sidewalk Menu,3567 S ARCHER AVE,2016,5574.17,9968,3567 S ARCHER AVE,41.829300774000046,-87.67941262599999,census
12,Sidewalk Menu,3567 S ARCHER AVE,2018,19756.16,10087,3567 S ARCHER AVE,41.829300774000046,-87.67941262599999,census
12,Street Light Upgrade,3573 S ARCHER AVE,2015,400,9941,3573 S ARCHER AVE,41.82922685300008,-87.67953332799999,census
43,Street Light Upgrade Menu,358 W WISCONSIN ST,2016,325,37858,358 W WISCONSIN ST,41.916528361000076,-87.63806148899994,census
12,Guardrail Menu,3599 W 38 PL,2005,2098,9395,3599 W 38 PL,41.8242071,-87.714112,google
42,Curb & Gutter Menu,360 W ILLINOIS ST,2015,623,36797,360 W ILLINOIS ST,41.89074233900004,-87.63793522899994,census
33,Bollard Menu,3600 N ALBANY AV,2010,970,28900,3600 N ALBANY AV,41.82805269600004,-87.70210774399999,census
44,Street Light Upgrade Menu,3600 N HALSTED ST,2017,1200,38731,3600 N HALSTED ST,41.9478224,-87.6498449,google
35,Guardrail Menu,3600 N KIMBALL AV,2008,232,30602,3600 N KIMBALL AV,41.94671393600004,-87.71272264699996,census
11,Sidewalk Menu,3600 S HALSTED ST,2022,31651.55,9354,3600 S HALSTED ST,41.8285378,-87.6464167,google
11,Street Light Upgrade Menu,3600 S UNION AVE,2021,500,9290,3600 S UNION AVE,41.828808750000064,-87.64362478699996,census
23,Bollard Menu,3600 W 54TH ST,2018,844.71,20267,3600 W 54TH ST,41.7953852,-87.7136945,google
23,Sidewalk Menu,3600 W 59TH ST,2017,1586.11,20212,3600 W 59TH ST,41.7862081,-87.7136922,google
18,Street Resurfacing Menu,3600 W 80TH PL,2018,25617.515,16052,3600 W 80TH PL,41.74691861800005,-87.71232922499996,census
18,Sidewalk Menu,3600 W 84TH PL,2019,47653.12,16080,3600 W 84TH PL,41.7397951,-87.7121238,google
18,Sidewalk Menu,3600 W 84TH PL,2019,2951.81,16081,3600 W 84TH PL,41.7397951,-87.7121238,google
35,Bollard Menu,3600 W FULLERTON AV,2009,714,30670,3600 W FULLERTON AV,41.9248971,-87.7173001,google
35,Alley Resurfacing Menu,3600 W MONTROSE AVE,2017,29844.51,31010,3600 W MONTROSE AVE,41.961304,-87.718386,google
14,Miscellaneous-CDOT,3600 W. 58 th Pl.,2007,3788,11846,3600 W. 58 th Pl.,41.78699688900008,-87.71393189999998,census
45,Sidewalk Menu,3601 N MILWAUKEE AVE,2018,15899.835,39605,3601 N MILWAUKEE AVE,41.9474657,-87.7352863,google
11,Sidewalk Menu,3601 S EMERALD AVE,2018,16830.68,9136,3601 S EMERALD AVE,41.8288492,-87.6445666,google
11,Sidewalk Menu,3601 S EMERALD AVE,2018,3645.28,9140,3601 S EMERALD AVE,41.8288492,-87.6445666,google
26,Sidewalk Menu,3601 W NORTH AVE,2016,24791.34,22817,3601 W NORTH AVE,41.909984088000044,-87.71777918099997,census
35,Curb & Gutter Menu,3601 W SHAKESPEARE AVE,2019,2774.66,31119,3601 W SHAKESPEARE AVE,41.920017346000066,-87.71761250899993,census
12,Street Light Upgrade Menu,3602 S CALIFORNIA AVE,2018,500,10132,3602 S CALIFORNIA AVE,41.82806,-87.695113,google
13,Floodlight Menu,3602 W 70TH PL,2019,900,11272,3602 W 70TH PL,41.765148099000044,-87.71307090499994,census
12,Sidewalk Menu,3603 S FRANCISCO AVE,2014,215,9894,3603 S FRANCISCO AVE,41.82813263700007,-87.69720252699994,census
12,Sidewalk Menu,3603 S FRANCISCO AVE,2016,2080.8,9978,3603 S FRANCISCO AVE,41.82813263700007,-87.69720252699994,census
23,Bollard Menu,3604 W 62ND ST,2017,1014.86,20187,3604 W 62ND ST,41.7808646,-87.713337,google
13,Bollard Menu,3604 W 64 PL,2006,647,10436,3604 W 64 PL,41.776073465000024,-87.71335047299993,census
12,Sidewalk Menu,3607 S HONORE ST,2018,3653.27,10119,3607 S HONORE ST,41.82836693200005,-87.67154893799994,census
12,Sidewalk Menu,3609 S FRANCISCO AVE,2022,608.88,10360,3609 S FRANCISCO AVE,41.8278895,-87.6969187,google
12,Sidewalk Menu,3609 S WOOD ST,2018,6924.28,10086,3609 S WOOD ST,41.8282329,-87.6700856,google
12,Sidewalk Menu,3609 S WOOD ST,2018,4425.8,10114,3609 S WOOD ST,41.8282329,-87.6700856,google
14,Miscellaneous-CDOT,3609 W. 56 th Pl,2007,1019,11845,3609 W. 56 th Pl,41.7904194,-87.713918,google
47,Alley Apron Menu,3610 N CLAREMONT AVE,2016,9312.92,40949,3610 N CLAREMONT AVE,41.947189242000036,-87.68706155699994,census
30,Alley Resurfacing Menu,3610 N HARDING AVE,2017,28400.85,26365,3610 N HARDING AVE,41.94669948100005,-87.72608670399995,census
30,Miscellaneous-CDOT,3610 N Harding,2005,10000,25628,3610 N Harding,41.9468249,-87.7264389,google
13,Sidewalk Menu,3610 W 66TH ST,2019,6188.08,11300,3610 W 66TH ST,41.77334043400003,-87.71349321399998,census
24,Sidewalk Menu,3610 W LEXINGTON ST,2022,1440.49,21307,3610 W LEXINGTON ST,41.871744861000025,-87.71599673599997,census
10,Sidewalk Menu,3611 E 106TH ST,2021,19536.32,8439,3611 E 106TH ST,41.7025069,-87.5357729,google
11,Sidewalk Menu,3611 S EMERALD AVE,2019,759.86,9192,3611 S EMERALD AVE,41.8285483,-87.6445569,google
12,Sidewalk Menu,3612 S WOLCOTT AVE,2019,5414.08,10202,3612 S WOLCOTT AVE,41.828258676000075,-87.67278920799998,census
33,Alley Apron Menu,3614 N ALBANY AVE,2017,8678.13,29165,3614 N ALBANY AVE,41.827940383000055,-87.70210529699995,census
44,Sidewalk Menu,3614 N FREMONT ST,2021,31942.22,38873,3614 N FREMONT ST,41.94784917700008,-87.65193217899997,census
47,Bollard Menu,3614 N HAMILTON AVE,2017,1303.05,41048,3614 N HAMILTON AVE,41.94736325800005,-87.68221685899994,census
38,Alley Apron Menu,3614 N OLCOTT AVE,2022,9569.23,33928,3614 N OLCOTT AVE,41.945788864000065,-87.81436467299994,census
47,Street Light Upgrade Menu,3614 N PAULINA ST,2019,1333.33333333333,41201,3614 N PAULINA ST,41.947708944000055,-87.67131679799996,census
23,Sidewalk Menu,3614 W 60TH PL,2022,3538.64,20577,3614 W 60TH PL,41.7835552,-87.7137865,google
33,Alley Apron Menu,3615 N ALBANY AVE,2017,8278.64,29166,3615 N ALBANY AVE,41.827807937000046,-87.70208671199998,census
44,Alley Apron Menu,3615 N JANSSEN AVE,2022,11563.06,38896,3615 N JANSSEN AVE,41.94762895400004,-87.66523531999997,census
38,Alley Apron Menu,3615 N PIONEER AVE,2022,17358.86,33929,3615 N PIONEER AVE,41.94550729500003,-87.83153884599994,census
38,Alley Apron Menu,3615 N PONTIAC AVE,2022,13781.97,33930,3615 N PONTIAC AVE,41.94539908000007,-87.83522509399995,census
44,Alley Apron Menu,3615 N WILTON AVE,2021,10950.52,38843,3615 N WILTON AVE,41.94782931100008,-87.65312742599997,census
44,Alley Apron Menu,3616 N LAKEWOOD AVE,2017,10251.73,38695,3616 N LAKEWOOD AVE,41.94787743300003,-87.66162019799998,census
12,Sidewalk Menu,3616 S ASHLAND AVE,2021,6990.08,10305,3616 S ASHLAND AVE,41.8281559,-87.6657997,google
44,Alley Apron Menu,3617 N MAGNOLIA AVE,2017,7429.14,38675,3617 N MAGNOLIA AVE,41.94789773300005,-87.66039547199995,census
33,Concrete Alley Menu,3618 N RICHMOND ST,2019,11223.53,29287,3618 N RICHMOND ST,41.94728450300005,-87.70172829099994,census
12,Street Light Upgrade,3618 S SEELEY AVE,2015,400,9950,3618 S SEELEY AVE,41.8279493,-87.6767015,google
12,Sidewalk Menu,3619 S HONORE ST,2018,4665.33,10128,3619 S HONORE ST,41.82817527200007,-87.67154160699994,census
35,Alley Speed Hump Menu,3619 W DIVERSEY AVE,2020,700,31197,3619 W DIVERSEY AVE,41.93189587300003,-87.71800097099998,census
26,Bollard Menu,3619 W NORTH AV,2010,1430,22534,3619 W NORTH AV,41.90998161600004,-87.71795677699998,census
11,Donovan Park Expansion,3620 S LITUANICA AVE,2021,172829,9273,3620 S LITUANICA AVE,41.828526270000054,-87.64768559599997,census
30,Alley Resurfacing Menu,3620 W WOLFRAM ST,2017,9017.27,26364,3620 W WOLFRAM ST,41.93283233100004,-87.71777607399997,census
12,Sidewalk Menu,3621 S HONORE ST,2016,4977.87,9969,3621 S HONORE ST,41.82814333300007,-87.67154071899995,census
11,Alley Speed Hump Menu,3621 S MORGAN ST,2019,700,9170,3621 S MORGAN ST,41.82834814700004,-87.65089992999998,census
13,Street Light Upgrade Menu,3621 W 68TH ST,2018,500,11229,3621 W 68TH ST,41.7694964,-87.7136782,google
24,Miscellaneous CDOT Projects,3621 W ROOSEVELT RD,2022,150,21299,3621 W ROOSEVELT RD,41.86628190300007,-87.71630136599998,census
33,Miscellaneous CDOT Projects,3622 N WHIPPLE ST,2017,490,29197,3622 N WHIPPLE ST,41.947456800000054,-87.70417866499997,census
12,Street Light Upgrade Menu,3622 S CALIFORNIA AVE,2019,500,10212,3622 S CALIFORNIA AVE,41.8275029,-87.6949833,google
12,Sidewalk Menu,3622 S MAPLEWOOD AVE,2017,3299.99,10023,3622 S MAPLEWOOD AVE,41.827619422000055,-87.68865274399997,census
23,Curb & Gutter Menu,3622 W 60TH PL,2016,7629.22,20077,3622 W 60TH PL,41.783572,-87.7141199,google
23,Sidewalk Menu,3622 W 65TH PL,2017,4022.84,20216,3622 W 65TH PL,41.77425064900007,-87.71365841399995,census
46,Sidewalk Menu,3623 N LAKE SHORE DR,2019,5507.32,40194,3623 N LAKE SHORE DR,41.9483461,-87.6432859,google
11,Street Light Upgrade Menu,3623 S WALLACE ST,2021,500,9291,3623 S WALLACE ST,41.8282706,-87.6409432,google
13,Sidewalk Menu,3623 W 65TH PL,2017,6823.31,11066,3623 W 65TH PL,41.77423968700003,-87.71365811899994,census
36,Alley Apron Menu,3625 N NARRAGANSETT AVE,2020,5977.065,32094,3625 N NARRAGANSETT AVE,41.94639665400007,-87.78626709099996,census
12,Sidewalk Menu,3625 S HOYNE AVE,2019,69986.43,10190,3625 S HOYNE AVE,41.947576506000075,-87.68099344499996,census
13,Street Light Upgrade Menu,3625 W 70TH PL,2021,500,11513,3625 W 70TH PL,41.765130604000035,-87.71349620299998,census
13,Street Light Upgrade Menu,3625 W MARQUETTE RD,2021,500,11514,3625 W MARQUETTE RD,41.7713054,-87.7138557,google
13,Speed Indicator Signs,3625 W MARQUETTE RD,2022,14000,11595,3625 W MARQUETTE RD,41.7713054,-87.7138557,google
47,Sidewalk Menu,3626 N CLAREMONT AVE,2022,6172.58,41392,3626 N CLAREMONT AVE,41.947501301000045,-87.68707074399998,census
12,Sidewalk Menu,3628 S HONORE ST,2019,5276.13,10208,3628 S HONORE ST,41.82801535700003,-87.67155207599995,census
12,Sidewalk Menu,3628 S SEELEY AVE,2017,1814,10014,3628 S SEELEY AVE,41.8276777,-87.6767015,google
12,Sidewalk Menu,3629 S HONORE ST,2018,4665.33,10128,3629 S HONORE ST,41.828015565000044,-87.67153736499995,census
13,Sidewalk Menu,3629 W 66TH PL,2019,4059.8,11316,3629 W 66TH PL,41.7721726,-87.7141795,google
18,Sidewalk Menu,3629 W 82ND PL,2019,3411.38,16078,3629 W 82ND PL,41.7430167,-87.7131473,google
30,Curb & Gutter Menu,3630 N AVERS AVE,2016,3694.57,26325,3630 N AVERS AVE,41.9474256,-87.7241059,google
11,Curb & Gutter Menu,3630 S WELLS ST,2016,7870.45,9032,3630 S WELLS ST,41.82843692100005,-87.63265608799998,census
13,Sidewalk Menu,3630 W 70TH PL,2022,2689.22,11559,3630 W 70TH PL,41.765140160000044,-87.71361252299994,census
18,Sidewalk Menu,3631 W 82ND ST,2022,6876.1,16203,3631 W 82ND ST,41.74415152300003,-87.71293206699994,census
12,Sidewalk Menu,3632 S HONORE ST,2018,5104.63,10123,3632 S HONORE ST,41.827951477000056,-87.67155045199996,census
44,Sidewalk Menu,3633 N SHEFFIELD AVE,2017,11047.48,38721,3633 N SHEFFIELD AVE,41.94807150100007,-87.65434489399996,census
12,Sidewalk Menu,3634 S LEAVITT ST,2018,9299.76,10079,3634 S LEAVITT ST,41.8276738,-87.6803605,google
12,Sidewalk Menu,3635 S HONORE ST,2021,9797.94,10306,3635 S HONORE ST,41.82791974500003,-87.67153492799997,census
12,Sidewalk Menu,3635 S HONORE ST,2022,4689.39,10361,3635 S HONORE ST,41.82791974500003,-87.67153492799997,census
12,Sidewalk Menu,3636 S HONORE ST,2019,4434.9,10195,3636 S HONORE ST,41.82788759700003,-87.67154882799997,census
13,Sidewalk Menu,3636 W 67TH PL,2016,5549.13,10986,3636 W 67TH PL,41.77060471300007,-87.71382496199999,census
13,Street Light Upgrade Menu,3636 W 70TH ST,2017,500,11092,3636 W 70TH ST,41.76604999400007,-87.71374785899997,census
13,Sidewalk Menu,3636 W 70TH ST,2022,3672.1,11560,3636 W 70TH ST,41.76604999400007,-87.71374785899997,census
47,Curb & Gutter Menu,3638 N LEAVITT ST,2020,5588.54,41225,3638 N LEAVITT ST,41.9479871,-87.6837112,google
12,Street Light Upgrade,3638 S HOYNE AVE,2015,400,9940,3638 S HOYNE AVE,41.948026422000055,-87.68102034999998,census
12,Street Light Upgrade,3638 S SEELEY AVE,2015,400,9945,3638 S SEELEY AVE,41.8273961,-87.6766919,google
12,Sidewalk Menu,3639 S WOLCOTT AVE,2017,4588.47,10027,3639 S WOLCOTT AVE,41.82784363900004,-87.67276526099994,census
23,Sidewalk Menu,3639 W 56TH PL,2018,1672.53,20294,3639 W 56TH PL,41.7904216,-87.7150641,google
50,Street Resurfacing Menu,3641 W GRANVILLE AVE,2017,8488.36,43402,3641 W GRANVILLE AVE,41.99373170800004,-87.72046731499995,census
47,Curb & Gutter Menu,3642 N CLAREMONT AVE,2018,3638.92,41136,3642 N CLAREMONT AVE,41.94772267500008,-87.68707706899994,census
12,Sidewalk Menu,3642 S HONORE ST,2018,10064.35,10118,3642 S HONORE ST,41.8273073,-87.6718095,google
23,Sidewalk Menu,3642 W 59TH PL,2018,6860.15,20295,3642 W 59TH PL,41.7853855,-87.7149647,google
30,Sidewalk Menu,3643 N AVERS AVE,2020,1731.34,26644,3643 N AVERS AVE,41.947698,-87.7234455,google
13,Alley Resurfacing Menu,3643 W 70TH ST,2021,13737.73,11387,3643 W 70TH ST,41.76603727200006,-87.71386405699997,census
18,Sidewalk Menu,3643 W 86TH PL,2022,2861.26,16204,3643 W 86TH PL,41.735914568000055,-87.71292796599994,census
30,Alley Resurfacing Menu,3644 W BELMONT AVE,2019,13070.6666666667,26531,3644 W BELMONT AVE,41.93920432900006,-87.71889785499997,census
11,Street Light Upgrade Menu,3645 S PARNELL AVE,2021,500,9292,3645 S PARNELL AVE,41.828134944000055,-87.63993810299996,census
33,Sidewalk Menu,3646 N SPAULDING AVE,2019,14583.7,29302,3646 N SPAULDING AVE,41.94792569600003,-87.71031360699999,census
12,Sidewalk Menu,3646 S MARSHFIELD AVE,2017,4990.54,10032,3646 S MARSHFIELD AVE,41.827784079000025,-87.66667100499996,census
13,Sidewalk Menu,3646 W 70TH ST,2019,682.76,11322,3646 W 70TH ST,41.76604706100005,-87.71394201799995,census
33,Concrete Alley Menu,3647 N SACRAMENTO AVE,2019,827.22,29288,3647 N SACRAMENTO AVE,41.94768426500008,-87.70294412999993,census
44,Street Light Upgrade Menu,3648 N GREENVIEW AVE,2018,466.666666666667,38768,3648 N GREENVIEW AVE,41.94808538700005,-87.66647115399996,census
30,Sidewalk Menu,3649 N AVERS AVE,2018,3178.19,26461,3649 N AVERS AVE,41.9478543,-87.7234101,google
33,Miscellaneous Other,3649 N KEDZIE AVE,2014,10000,29053,3649 N KEDZIE AVE,41.94755955900007,-87.70783800199996,census
12,Sidewalk Menu,3649 S WOLCOTT AVE,2018,15795.93,10081,3649 S WOLCOTT AVE,41.82768392200006,-87.67276183399997,census
13,Sidewalk Menu,3649 W 69TH PL,2016,3482.73,10987,3649 W 69TH PL,41.766943946000026,-87.71400466999995,census
47,Curb & Gutter Menu,3650 N CLAREMONT AVE,2018,2548.39,41140,3650 N CLAREMONT AVE,41.94782150300006,-87.68707989299998,census
12,Sidewalk Menu,3651 S HAMILTON AVE,2017,4543.26,10015,3651 S HAMILTON AVE,41.82758181300005,-87.67885679499994,census
12,Sidewalk Menu,3651 S LEAVITT ST,2019,2889.58,10201,3651 S LEAVITT ST,41.827061213000036,-87.68006335799998,census
