ward,type,location,year,est_cost,id,intersection_1,intersection_2,lat_1,lon_1,query_1,lat_2,lon_2,query_2
9,Street Resurface Menu,W BRAYTON ST & S STATE ST (0 E) & W 126 PL (120 W),2011,84168,6980,0 W BRAYTON ST,0 W BRAYTON ST,41.6656812,-87.622398,google,41.6656812,-87.622398,google
20,Street Resurface Menu,E MARQUETTE RD & S MICHIGAN AV (100 E) & S MICHIGAN AV (100 E),2011,11647,17156,100 E MARQUETTE RD,100 E MARQUETTE RD,41.772839,-87.6227098,google,41.772839,-87.6227098,google
2,Sidewalk Menu,S SANGAMON ST & W MADISON ST (0 N) & W MONROE ST (100 S),2011,102615,1914,0 S SANGAMON ST,100 S SANGAMON ST,41.8814906,-87.6513691,google,41.880239,-87.6511363,google
3,Street Resurface Menu,W 15TH ST & S DEARBORN ST (36 W) & S CLARK ST (100 W),2011,29574,2743,36 W 15TH ST,100 W 15TH ST,41.861943,-87.6286621,google,41.8616882,-87.6297604,google
21,Sidewalk Menu,W 83RD ST & S LAFAYETTE AV (30 W) & S PERRY AV (100 W),2011,173,17870,30 W 83RD ST,100 W 83RD ST,41.7438691,-87.6257707,google,41.7438697,-87.6270263,google
42,Street Resurface Menu,W BURTON PL & N STATE PW (0 E) & N CLARK ST (100 W),2011,65207,36613,0 W BURTON PL,100 W BURTON PL,41.9094834,-87.6288401,google,41.9094318,-87.631621,google
3,Street Resurface Menu,W CULLERTON ST & S STATE ST (0 E) & S CLARK ST (100 W),2011,69014,2745,0 W CULLERTON ST,100 W CULLERTON ST,41.8554474,-87.6271522,google,41.855462,-87.6294545,google
42,Curb/Gutter Menu - Change Order,W HUBBARD ST & N LA SALLE DR (140 W) & N CLARK ST (100 W),2011,1872,36594,140 W HUBBARD ST,100 W HUBBARD ST,41.8901918,-87.6327838,google,41.8900213,-87.6310793,google
42,Curb/Gutter Menu,W OAK ST & N DEARBORN ST (36 W) & N CLARK ST (100 W),2011,155,36592,36 W OAK ST,100 W OAK ST,41.9008094,-87.6297325,google,41.9005498,-87.6313612,google
27,Curb/Gutter Menu,N DRAKE AVE & W IOWA ST (900 N) & W AUGUSTA BV (1000 N),2011,420,23548,900 N DRAKE AVE,1000 N DRAKE AVE,41.8974115,-87.7154178,google,41.8992592,-87.715501,google
26,Street Speed Hump Menu,N FAIRFIELD AVE & W IOWA ST (900 N) & W AUGUSTA BV (1000 N),2011,3700,22629,900 N FAIRFIELD AVE,1000 N FAIRFIELD AVE,41.8976699,-87.6957388,google,41.8992786,-87.6955604,google
27,Curb/Gutter Menu,N HAMLIN AVE & W AUGUSTA BV (1000 N) & W AUGUSTA BV (1000 N),2011,20184,23545,1000 N HAMLIN AVE,1000 N HAMLIN AVE,41.8991878,-87.7215888,google,41.8991878,-87.7215888,google
37,Street Lighting,N LEAMINGTON AVE & W CHICAGO AV (800 N) & W AUGUSTA BV (1000 N),2011,1750,32609,800 N LEAMINGTON AVE,1000 N LEAMINGTON AVE,41.894959,-87.7543753,google,41.898729,-87.754826,google
1,Curb/Gutter Menu,N PAULINA ST & W HADDON AV (1132 N) & W AUGUSTA BV (1000 N),2011,70289,386,1132 N PAULINA ST,1000 N PAULINA ST,41.9027805,-87.6702167,google,41.8996654,-87.6698357,google
27,Street Lighting,N TRUMBULL AVE & W CHICAGO AV (800 N) & W AUGUSTA BV (1000 N),2011,136500,23528,800 N TRUMBULL AVE,1000 N TRUMBULL AVE,41.8954878,-87.7126393,google,41.8992605,-87.7131245,google
25,Street Resurface Menu(1-5),S MILLER ST & W POLK ST (800 S) & W TAYLOR ST (1000 S),2011,59611,21855,800 S MILLER ST,1000 S MILLER ST,41.8714575,-87.6522775,google,41.8694808,-87.6522364,google
34,Street Resurface Menu(1-5),W 106TH ST & S HALSTED ST (800 W) & S MORGAN ST (1000 W),2011,82510,29893,800 W 106TH ST,1000 W 106TH ST,41.7014511,-87.6427314,google,41.7013951,-87.6474587,google
34,Curb/Gutter Menu,W 107TH ST & S SANGAMON ST (932 W) & S MORGAN ST (1000 W),2011,10158,29866,932 W 107TH ST,1000 W 107TH ST,41.6995986,-87.646297,google,41.6995869,-87.6472913,google
34,Curb/Gutter Menu,W 118TH ST & S SANGAMON ST (932 W) & S MORGAN ST (1000 W),2011,32223,29872,932 W 118TH ST,1000 W 118TH ST,41.6797051,-87.6456645,google,41.6795597,-87.6468486,google
34,Sidewalk Menu,W 129TH PL & S HALSTED ST (800 W) & S MORGAN ST (1000 W),2011,60308,29882,800 W 129TH PL,1000 W 129TH PL,41.6584894,-87.6412744,google,41.6586206,-87.6463342,google
11,Sidewalk Menu,W 34TH ST & S LITUANICA AV (900 W) & S MORGAN ST (1000 W),2011,300,8791,900 W 34TH ST,1000 W 34TH ST,41.8327661,-87.6485832,google,41.8327502,-87.6510211,google
20,Street Speed Hump Menu,W 53RD ST & S PEORIA ST (900 W) & S MORGAN ST (1000 W),2011,3700,17173,900 W 53RD ST,1000 W 53RD ST,41.7979958,-87.647889,google,41.7978745,-87.6501056,google
17,Sidewalk Menu,W 75TH ST & S PEORIA ST (900 W) & S MORGAN ST (1000 W),2011,32201,15007,900 W 75TH ST,1000 W 75TH ST,41.7583344,-87.646667,google,41.7583001,-87.6490837,google
17,Street Resurface Menu,W 77TH ST & S PEORIA ST (900 W) & S MORGAN ST (1000 W),2011,59697,15013,900 W 77TH ST,1000 W 77TH ST,41.7542423,-87.6465737,google,41.7541959,-87.6489811,google
21,Sidewalk Menu,W 95TH ST & S PEORIA ST (900 W) & S MORGAN ST (1000 W),2011,12390,17857,900 W 95TH ST,1000 W 95TH ST,41.7216833,-87.6458572,google,41.7218776,-87.6482669,google
48,Street Resurface Menu,W ARGYLE ST & N MARINE DR (835 W) & N SHERIDAN RD (1000 W),2011,79695,41656,835 W ARGYLE ST,1000 W ARGYLE ST,41.973363,-87.6517984,google,41.973444,-87.6552431,google
48,Street Resurface Menu,W CARMEN AVE & N MARINE DR (844 W) & N SHERIDAN RD (1000 W),2011,55954,41654,844 W CARMEN AVE,1000 W CARMEN AVE,41.9745724,-87.6516411,google,41.9742956,-87.6549484,google
27,Curb/Gutter Menu,W HURON ST & N SANGAMON ST (932 W) & N MORGAN ST (1000 W),2011,8251,23547,932 W HURON ST,1000 W HURON ST,41.8952407,-87.6515226,google,41.8944292,-87.6526055,google
44,Curb/Gutter Menu,W OAKDALE AVE & N MILDRED AV (900 W) & N SHEFFIELD AV (1000 W),2011,2432,38301,900 W OAKDALE AVE,1000 W OAKDALE AVE,41.9354007,-87.6515347,google,41.9353497,-87.653954,google
34,Street Speed Hump Menu,S GREEN ST & W 99 ST (9900 S) & W 100 ST (10000 S),2011,3700,29910,9900 S GREEN ST,10000 S GREEN ST,41.7140256,-87.6445378,google,41.7121928,-87.6444327,google
10,Sidewalk Menu,S TORRENCE AVE & E 99 ST (9900 S) & E 100 ST (10002 S),2011,55936,7957,9900 S TORRENCE AVE,10002 S TORRENCE AVE,41.7152555,-87.5600757,google,41.713331,-87.560261,google
9,Sidewalk Menu,DR MARTIN LUTHER KING JR DR & E 100 ST (10007 S) & E 101 ST (10100 S),2011,67183,6972,10007 DR MARTIN LUTHER KING JR DR,10100 DR MARTIN LUTHER KING JR DR,41.7131659,-87.6139321,google,41.7108206,-87.6141942,google
7,Sidewalk Menu,S PAXTON AVE & E 100 ST (10000 S) & E 101 ST (10100 S),2011,4389,5399,10000 S PAXTON AVE,10100 S PAXTON AVE,41.7134563,-87.5694168,google,41.7115275,-87.5697155,google
42,Curb/Gutter Menu,N LAKE SHORE DR & E DELAWARE PL (915 N) & E BELLEVUE PL (1030 N),2011,4475,36593,915 N LAKE SHORE DR,1030 N LAKE SHORE DR,41.899527,-87.6188984,google,41.9018719,-87.6245358,google
9,Curb/Gutter Menu,DR MARTIN LUTHER KING JR DR & E 101 ST (10100 S) & E 103 ST (10300 S),2011,226730,6967,10100 DR MARTIN LUTHER KING JR DR,10300 DR MARTIN LUTHER KING JR DR,41.7108206,-87.6141942,google,41.7073148,-87.6137838,google
19,Street Resurface Menu,S ALBANY AVE & W 103 ST (10300 S) & W 103 ST (10300 S),2011,11007,16508,10300 S ALBANY AVE,10300 S ALBANY AVE,41.7059045,-87.6991902,google,41.7059045,-87.6991902,google
19,Street Resurface Menu,S ARTESIAN AVE & W BOSAK AV (10200 S) & W 103 ST (10300 S),2011,60157,16506,10200 S ARTESIAN AVE,10300 S ARTESIAN AVE,41.7080164,-87.6832683,google,41.7063332,-87.6828947,google
10,Street Resurface Menu(1-5),S HOXIE AVE & E 102 ST (10200 S) & E 103 ST (10300 S),2011,42206,7980,10200 S HOXIE AVE,10300 S HOXIE AVE,41.7098286,-87.5612292,google,41.7079759,-87.5611524,google
10,Street Speed Hump Menu,S HOXIE AVE & E 102 ST (10200 S) & E 103 ST (10300 S),2011,3700,7983,10200 S HOXIE AVE,10300 S HOXIE AVE,41.7098286,-87.5612292,google,41.7079759,-87.5611524,google
34,Street Speed Hump Menu,S MAY ST & W 102 ST (10200 S) & W 103 ST (10300 S),2011,3700,29897,10200 S MAY ST,10300 S MAY ST,41.708483,-87.6516841,google,41.7068375,-87.6513266,google
10,Street Resurface Menu,S MUSKEGON AVE & E 103 ST (10300 S) & E 103 ST (10300 S),2011,1048,7968,10300 S MUSKEGON AVE,10300 S MUSKEGON AVE,41.7081915,-87.5550177,google,41.7081915,-87.5550177,google
34,Sidewalk Menu,S SANGAMON ST & W 102 ST (10200 S) & W 103 ST (10300 S),2011,26378,29885,10200 S SANGAMON ST,10300 S SANGAMON ST,41.7085768,-87.6467336,google,41.7067795,-87.6464827,google
9,Pole Painting,S STATE ST & W 99 ST (9900 S) & W 103 ST (10300 S),2011,9600,6958,9900 S STATE ST,10300 S STATE ST,41.7142925,-87.6240341,google,41.7071446,-87.6234987,google
9,Pole Painting,S STATE ST & W 99 ST (9900 S) & W 103 ST (10300 S),2011,200,6960,9900 S STATE ST,10300 S STATE ST,41.7142925,-87.6240341,google,41.7071446,-87.6234987,google
17,Curb/Gutter Menu,W 78TH ST & S MORGAN ST (1000 W) & S CARPENTER ST (1032 W),2011,1263,15000,1000 W 78TH ST,1032 W 78TH ST,41.7523843,-87.6489478,google,41.7524968,-87.650652,google
48,Street Resurface Menu,W GLENLAKE AVE & N SHERIDAN RD (1000 W) & N KENMORE AV (1038 W),2011,37117,41668,1000 W GLENLAKE AVE,1038 W GLENLAKE AVE,41.9923439,-87.6554664,google,41.9923322,-87.657102,google
34,Street Resurface Menu(1-5),S ABERDEEN ST & W 103 ST (10300 S) & W 104 ST (10400 S),2011,40767,29894,10300 S ABERDEEN ST,10400 S ABERDEEN ST,41.7068488,-87.6501238,google,41.7050128,-87.650065,google
9,Sidewalk Menu,S CALUMET AVE & E 103 ST (10300 S) & E 104 ST (10400 S),2011,82008,6969,10300 S CALUMET AVE,10400 S CALUMET AVE,41.7073015,-87.6149718,google,41.7053348,-87.6152363,google
19,Curb/Gutter Menu,S CAMPBELL AVE & W 103 ST (10300 S) & W 104 ST (10400 S),2011,1644,16497,10300 S CAMPBELL AVE,10400 S CAMPBELL AVE,41.7063423,-87.6841102,google,41.7044121,-87.6843349,google
19,Street Resurface Menu(1-5),S CAMPBELL AVE & W 103 ST (10300 S) & W 104 ST (10400 S),2011,38947,16526,10300 S CAMPBELL AVE,10400 S CAMPBELL AVE,41.7063423,-87.6841102,google,41.7044121,-87.6843349,google
19,Street Resurface Menu,S MAPLEWOOD AVE & W 103 ST (10300 S) & W 104 ST (10400 S),2011,55649,16503,10300 S MAPLEWOOD AVE,10400 S MAPLEWOOD AVE,41.7063275,-87.6853231,google,41.7043971,-87.6855961,google
2,Alley Resurfacing Menu - Change Order,S LOOMIS ST & W TAYLOR ST (1000 S) & W FILLMORE ST (1050 S),2011,7090,1906,1000 S LOOMIS ST,1050 S LOOMIS ST,41.869122,-87.6618048,google,41.8687336,-87.6618489,google
2,Street Resurface Menu(1-5),S LOOMIS ST & W TAYLOR ST (1000 S) & W FILLMORE ST (1050 S),2011,19395,1926,1000 S LOOMIS ST,1050 S LOOMIS ST,41.869122,-87.6618048,google,41.8687336,-87.6618489,google
34,Street Speed Hump Menu,S NORMAL AVE & W 104 ST (10400 S) & W 105 ST (10500 S),2011,3700,29901,10400 S NORMAL AVE,10500 S NORMAL AVE,41.7051781,-87.6355188,google,41.7032328,-87.6357718,google
34,Sidewalk Menu,S GREEN ST & W 105 ST (10500 S) & W 106 ST (10600 S),2011,9299,29880,10500 S GREEN ST,10600 S GREEN ST,41.7031319,-87.6442007,google,41.7012924,-87.6441689,google
19,Street Resurface Menu(1-5),S PROSPECT AVE & W 105 ST (10500 S) & W 106 ST (10600 S),2011,46460,16525,10500 S PROSPECT AVE,10600 S PROSPECT AVE,41.7028187,-87.6624686,google,41.7009025,-87.6623654,google
10,Street Resurface Menu(1-5),S BENSLEY AVE & E 103 ST (10300 S) & E 107 ST (10700 S),2011,167419,7977,10300 S BENSLEY AVE,10700 S BENSLEY AVE,41.708101,-87.5632889,google,41.7007075,-87.5634194,google
9,Sidewalk Menu,S INDIANA AVE & E 106 ST (10600 S) & E 107 ST (10700 S),2011,69540,6974,10600 S INDIANA AVE,10700 S INDIANA AVE,41.7013999,-87.6187308,google,41.6999387,-87.6184376,google
19,Street Resurface Menu(1-5),S PROSPECT AVE & W 106 ST (10600 S) & W 107 ST (10700 S),2011,40653,16527,10600 S PROSPECT AVE,10700 S PROSPECT AVE,41.7009025,-87.6623654,google,41.6992203,-87.6626533,google
19,Street Resurface Menu,S SPRINGFIELD AVE & W 106 ST (10600 S) & W 107 ST (10700 S),2011,59179,16509,10600 S SPRINGFIELD AVE,10700 S SPRINGFIELD AVE,41.7002705,-87.7186527,google,41.6985955,-87.7181769,google
19,Street Resurface Menu,S WOOD ST & W 108 PL (10839 S) & W 107 PL (10740 S),2011,35824,16510,10839 S WOOD ST,10740 S WOOD ST,41.6962619,-87.6664947,google,41.6980008,-87.6672137,google
34,Curb/Gutter Menu,W 112TH ST & S STATE ST (0 E) & S PERRY AV (108 W),2011,9784,29867,0 W 112TH ST,108 W 112TH ST,41.6909952,-87.6232791,google,41.6909581,-87.6262443,google
10,Sidewalk Menu,S MACKINAW AVE & E 107 ST (10700 S) & E 108 ST (10800 S),2011,1240,7959,10700 S MACKINAW AVE,10800 S MACKINAW AVE,41.7008509,-87.542838,google,41.6991361,-87.5425595,google
21,Street Speed Hump Menu,W 96TH ST & S HALSTED ST (800 W) & S GENOA AV (1081 W),2011,11100,17886,800 W 96TH ST,1081 W 96TH ST,41.7193259,-87.6432185,google,41.7192504,-87.6498645,google
19,Street Resurface Menu,S MILLARD AVE & W 108 ST (10810 S) & W 108 PL (10832 S),2011,19334,16519,10810 S MILLARD AVE,10832 S MILLARD AVE,41.6962157,-87.7121923,google,41.6960611,-87.7121307,google
34,Street Speed Hump Menu,S GREEN ST & W 108 ST (10800 S) & W 109 ST (10900 S),2011,3700,29909,10800 S GREEN ST,10900 S GREEN ST,41.6976757,-87.6440819,google,41.6958552,-87.6440524,google
19,Street Resurface Menu,S OAKLEY AVE & W 108 PL (10820 S) & W 109 ST (10900 S),2011,38353,16520,10820 S OAKLEY AVE,10900 S OAKLEY AVE,41.6966381,-87.6788299,google,41.6951601,-87.6793591,google
19,Street Resurface Menu,S SACRAMENTO AVE & W 108 ST (10800 S) & W 109 ST (10900 S),2011,27810,16502,10800 S SACRAMENTO AVE,10900 S SACRAMENTO AVE,41.6969927,-87.6965718,google,41.6952712,-87.6963731,google
4,Sidewalk Menu,E 48TH ST & S ELLIS AV (1000 E) & S GREENWOOD AV (1100 E),2011,38540,3397,1000 E 48TH ST,1100 E 48TH ST,41.8080023,-87.6012532,google,41.8080142,-87.598849,google
42,Street Lighting,N DEARBORN ST & W OAK ST (1000 N) & W MAPLE ST (1100 N),2011,24000,36588,1000 N DEARBORN ST,1100 N DEARBORN ST,41.9005684,-87.629895200000007,google,41.9020472,-87.6300957,google
1,Street Lighting,N HONORE ST & W AUGUSTA BV (1000 N) & W THOMAS ST (1100 N),2011,1200,373,1000 N HONORE ST,1100 N HONORE ST,41.8996158,-87.6734865,google,41.9014565,-87.6735524,google
37,Street Speed Hump Menu,N KILDARE AVE & W CORTEZ ST (1032 N) & W THOMAS ST (1100 N),2011,1850,32631,1032 N KILDARE AVE,1100 N KILDARE AVE,41.8998275,-87.7335935,google,41.900715,-87.733624,google
37,Street Lighting,N LAVERGNE AVE & W AUGUSTA BV (1000 N) & W THOMAS ST (1100 N),2011,68250,32610,1000 N LAVERGNE AVE,1100 N LAVERGNE AVE,41.8987636,-87.7511286,google,41.9006155,-87.7511789,google
17,Street Resurface Menu,W 77TH ST & S MORGAN ST (1000 W) & S ABERDEEN ST (1100 W),2011,68096,15014,1000 W 77TH ST,1100 W 77TH ST,41.7541959,-87.6489811,google,41.7541617,-87.6514174,google
34,Street Resurface Menu(1-5),S THROOP ST & W 111 ST (11100 S) & W 110 ST (11000 S),2011,41164,29890,11100 S THROOP ST,11000 S THROOP ST,41.6922091,-87.6545483,google,41.6940302,-87.6545906,google
24,Curb/Gutter Menu,S ST LOUIS AVE & W ROOSEVELT RD (1200 S) & W GRENSHAW ST (1110 S),2011,25050,20872,1200 S ST LOUIS AVE,1110 S ST LOUIS AVE,41.8663213,-87.7129604,google,41.8678103,-87.7133338,google
34,Sidewalk Menu,S WALLACE ST & W 110 ST (11000 S) & W 111 ST (11100 S),2011,3525,29874,11000 S WALLACE ST,11100 S WALLACE ST,41.6940934,-87.6378409,google,41.6924185,-87.637536,google
10,Curb/Gutter Menu,S EWING AVE & E 111 ST (11100 S) & E 112 ST (11200 S),2011,8544,7950,11100 S EWING AVE,11200 S EWING AVE,41.6934992,-87.5355868,google,41.6914581,-87.5356447,google
34,Street Speed Hump Menu,S PARNELL AVE & W 111 ST (11100 S) & W 112 ST (11200 S),2011,3700,29908,11100 S PARNELL AVE,11200 S PARNELL AVE,41.6924302,-87.6363481,google,41.690589,-87.6362843,google
34,Curb/Gutter Menu,S SANGAMON ST & W 111 ST (11100 S) & W 112 ST (11200 S),2011,111927,29869,11100 S SANGAMON ST,11200 S SANGAMON ST,41.6923084,-87.6460188,google,41.6904044,-87.6462625,google
34,Street Speed Hump Menu,S SANGAMON ST & W 111 ST (11100 S) & W 112 ST (11200 S),2011,3700,29896,11100 S SANGAMON ST,11200 S SANGAMON ST,41.6923084,-87.6460188,google,41.6904044,-87.6462625,google
34,Sidewalk Menu,S WALLACE ST & W 111 ST (11100 S) & W 112 ST (11200 S),2011,91494,29878,11100 S WALLACE ST,11200 S WALLACE ST,41.6924185,-87.637536,google,41.6900337,-87.6376969,google
5,Street Resurface Menu,E 60TH ST & S ELLIS AV (1000 E) & S UNIVERSITY AV (1122 E),2011,1048,4178,1000 E 60TH ST,1122 E 60TH ST,41.7859082,-87.6011788,google,41.7859294,-87.5996007,google
10,Sidewalk Menu,S GREEN BAY AVE & E 112 ST (11200 S) & E 113 ST (11300 S),2011,22909,7964,11200 S GREEN BAY AVE,11300 S GREEN BAY AVE,41.6917308,-87.5415847,google,41.6899314,-87.541575,google
9,Curb/Gutter Menu,S INDIANA AVE & E 112 ST (11200 S) & E 113 ST (11300 S),2011,135779,6968,11200 S INDIANA AVE,11300 S INDIANA AVE,41.690691,-87.6185415,google,41.68888,-87.6184451,google
21,Street Resurface Menu,W 92ND ST & S RACINE AV (1200 W) & S MAY ST (1132 W),2011,42325,17874,1200 W 92ND ST,1132 W 92ND ST,41.7268085,-87.6530887,google,41.7269899,-87.651915,google
21,Sidewalk Menu,W 94TH ST & S VINCENNES AV (1073 W) & S MAY ST (1132 W),2011,38744,17858,1073 W 94TH ST,1132 W 94TH ST,41.723193,-87.6503797,google,41.7231744,-87.6517806,google
21,Street Resurface Menu,W 94TH ST & S VINCENNES AV (1073 W) & S MAY ST (1132 W),2011,63945,17880,1073 W 94TH ST,1132 W 94TH ST,41.723193,-87.6503797,google,41.7231744,-87.6517806,google
43,Sidewalk Menu,W ARMITAGE AVE & N SHEFFIELD AV (1000 W) & N CLIFTON AV (1132 W),2011,13530,37472,1000 W ARMITAGE AVE,1132 W ARMITAGE AVE,41.9183532,-87.6536,google,41.918214999999996,-87.656671,google
44,Sidewalk Menu,W BELMONT AVE & N SEMINARY AV (1100 W) & N CLIFTON AV (1132 W),2011,17710,38331,1100 W BELMONT AVE,1132 W BELMONT AVE,41.9400326,-87.6568615,google,41.9398772,-87.6577571,google
20,Street Speed Hump Menu,E 65TH ST & S UNIVERSITY AV (1100 E) & S MINERVA AV (1134 E),2011,1850,17179,1100 E 65TH ST,1134 E 65TH ST,41.7768711,-87.5974665,google,41.7768711,-87.5972095,google
1,Sidewalk Menu,N MILWAUKEE AVE & W THOMAS ST (1100 N) & W HADDON AV (1136 N),2011,32672,413,1100 N MILWAUKEE AVE,1136 N MILWAUKEE AVE,41.9017597,-87.664183,google,41.9022487,-87.6651582,google
10,Street Resurface Menu,S GREEN BAY AVE & E 113 ST (11300 S) & E 114 ST (11400 S),2011,47040,7967,11300 S GREEN BAY AVE,11400 S GREEN BAY AVE,41.6899314,-87.541575,google,41.6880441,-87.5415557,google
34,Street Resurface Menu(1-5),S UNION AVE & W 113 ST (11300 S) & W 114 ST (11400 S),2011,39024,29891,11300 S UNION AVE,11400 S UNION AVE,41.6887315,-87.639843,google,41.6867577,-87.6401144,google
34,Curb/Gutter Menu,S ABERDEEN ST & W 116 ST (11600 S) & W 115 ST (11500 S),2011,1483,29865,11600 S ABERDEEN ST,11500 S ABERDEEN ST,41.6830487,-87.649677,google,41.6849799,-87.6494463,google
34,Street Speed Hump Menu,S ADA ST & W 114 PL (11432 S) & W 115 ST (11500 S),2011,1850,29895,11432 S ADA ST,11500 S ADA ST,41.6856712,-87.6558697,google,41.6849035,-87.6555362,google
19,Street Speed Hump Menu,S CHURCH ST & W 115 ST (11500 S) & W 115 ST (11500 S),2011,5550,16530,11500 S CHURCH ST,11500 S CHURCH ST,41.684686,-87.6690564,google,41.684686,-87.6690564,google
19,Street Resurface Menu,S HOMAN AVE & W 114 ST (11348 S) & W 115 ST (11500 S),2011,54110,16522,11348 S HOMAN AVE,11500 S HOMAN AVE,41.7387823,-87.7069503,google,41.6841959,-87.7054186,google
34,Street Speed Hump Menu,S JUSTINE ST & W 116 ST (11600 S) & W 117 ST (11700 S),2011,3700,29906,11600 S JUSTINE ST,11700 S JUSTINE ST,41.6828834,-87.6606439,google,41.68106,-87.6607311,google
34,Street Speed Hump Menu,S THROOP ST & W 116 ST (11600 S) & W 117 ST (11700 S),2011,3700,29899,11600 S THROOP ST,11700 S THROOP ST,41.6829815,-87.6545353,google,41.6811575,-87.6545486,google
34,Street Speed Hump Menu,S LAFLIN ST & W 115 ST (11500 S) & W 118 ST (11800 S),2011,11100,29903,11500 S LAFLIN ST,11800 S LAFLIN ST,41.6848441,-87.6591707,google,41.6792349,-87.6592992,google
34,Street Speed Hump Menu,S WATKINS AVE & W 115 ST (11500 S) & W 119 ST (11900 S),2011,14800,29905,11500 S WATKINS AVE,11900 S WATKINS AVE,41.6845483,-87.6668111,google,41.6773691,-87.6705474,google
42,Street Resurface Menu,E CHESTNUT ST & N STATE ST (0 E) & N MICHIGAN AV (120 E),2011,75163,36615,0 E CHESTNUT ST,120 E CHESTNUT ST,41.8983323,-87.6282426,google,41.8985865,-87.6249805,google
42,Street Resurface Menu,E MADISON ST & S WABASH AV (44 E) & S MICHIGAN AV (120 E),2011,5158,36611,44 E MADISON ST,120 E MADISON ST,41.8821006,-87.6261912,google,41.8821124,-87.6244897,google
2,Sidewalk Menu,E ROOSEVELT RD & S WABASH AV (44 E) & S MICHIGAN AV (120 E),2011,37360,1915,44 E ROOSEVELT RD,120 E ROOSEVELT RD,41.8676493,-87.6258836,google,41.8675128,-87.6234927,google
4,Street Resurface Menu(1-5),E 49TH ST & S GREENWOOD AV (1100 E) & S WOODLAWN AV (1200 E),2011,50487,3406,1100 E 49TH ST,1200 E 49TH ST,41.8059647,-87.5992005,google,41.8059942,-87.5967756,google
5,Street Resurface Menu(1-5),E 56TH ST & S UNIVERSITY AV (1122 E) & S WOODLAWN AV (1200 E),2011,23176,4186,1122 E 56TH ST,1200 E 56TH ST,41.7932399,-87.5988703,google,41.7932604,-87.5963643,google
5,Street Resurface Menu,E 74TH ST & S SOUTH CHICAGO AV (1150 E) & S WOODLAWN AV (1200 E),2011,46585,4182,1150 E 74TH ST,1200 E 74TH ST,41.7608286,-87.5965532,google,41.7605116,-87.5956984,google
27,Street Lighting,N HARDING AVE & W AUGUSTA BV (1000 N) & W DIVISION ST (1200 N),2011,3000,23529,1000 N HARDING AVE,1200 N HARDING AVE,41.899164,-87.725334,google,41.9027791,-87.7252224,google
1,Sidewalk Menu,N HOYNE AVE & W HADDON AV (1132 N) & W DIVISION ST (1200 N),2011,19282,408,1132 N HOYNE AVE,1200 N HOYNE AVE,41.9022739,-87.6799781,google,41.9031384,-87.6796763,google
37,Street Speed Hump Menu,N KEDVALE AVE & W THOMAS ST (1100 N) & W DIVISION ST (1200 N),2011,3700,32630,1100 N KEDVALE AVE,1200 N KEDVALE AVE,41.9009719,-87.7302868,google,41.9025879,-87.7299867,google
37,Street Lighting,N LOCKWOOD AVE & W AUGUSTA BV (1000 N) & W DIVISION ST (1200 N),2011,136500,32606,1000 N LOCKWOOD AVE,1200 N LOCKWOOD AVE,41.898728,-87.7584626,google,41.9022166,-87.75824,google
26,Street Resurface Menu,N MOZART ST & W THOMAS ST (1100 N) & W DIVISION ST (1200 N),2011,71541,22623,1100 N MOZART ST,1200 N MOZART ST,41.9012248,-87.6983626,google,41.9032481,-87.6981816,google
24,Street Resurface Menu,S KARLOV AVE & W GRENSHAW ST (1110 S) & W ROOSEVELT RD (1200 S),2011,40030,20887,1110 S KARLOV AVE,1200 S KARLOV AVE,41.8675843,-87.7276615,google,41.8661271,-87.7276065,google
34,Pole Painting,W 107TH ST & S HALSTED ST (800 W) & S RACINE AV (1200 W),2011,6900,29856,800 W 107TH ST,1200 W 107TH ST,41.6996405,-87.6426851,google,41.6995303,-87.6526099,google
34,Pole Painting,W 107TH ST & S HALSTED ST (800 W) & S RACINE AV (1200 W),2011,400,29857,800 W 107TH ST,1200 W 107TH ST,41.6996405,-87.6426851,google,41.6995303,-87.6526099,google
16,Street Resurface Menu,W 58TH ST & S ELIZABETH ST (1232 W) & S RACINE AV (1200 W),2011,34108,14218,1232 W 58TH ST,1200 W 58TH ST,41.7888773,-87.6559734,google,41.7889552,-87.6550573,google
16,Street Resurface Menu,W 62ND ST & S MAY ST (1132 W) & S RACINE AV (1200 W),2011,54738,14216,1132 W 62ND ST,1200 W 62ND ST,41.7816039,-87.6533581,google,41.7814388,-87.6545408,google
17,Street Resurface Menu,W 77TH ST & S ABERDEEN ST (1100 W) & S RACINE AV (1200 W),2011,81519,15016,1100 W 77TH ST,1200 W 77TH ST,41.7541617,-87.6514174,google,41.7551551,-87.6545467,google
21,Street Resurface Menu,W 93RD ST & S MAY ST (1132 W) & S RACINE AV (1200 W),2011,48009,17879,1132 W 93RD ST,1200 W 93RD ST,41.7251222,-87.6518676,google,41.7249868,-87.6530397,google
48,Miscellaneous-Other,W ARGYLE ST & N SHERIDAN RD (1000 W) & N BROADWAY (1200 W),2011,27731,41677,1000 W ARGYLE ST,1200 W ARGYLE ST,41.973444,-87.6552431,google,41.9728131,-87.6601089,google
44,Pole Painting,W BELMONT AVE & N SHEFFIELD AV (1000 W) & N RACINE AV (1200 W),2011,4500,38277,1000 W BELMONT AVE,1200 W BELMONT AVE,41.9401333,-87.6544529,google,41.9401162,-87.659269,google
