ward,type,location,year,est_cost,id,intersection_1,intersection_2,lat_1,lon_1,query_1,lat_2,lon_2,query_2
32,Street Resurface Menu,N OAKLEY AVE & W ARMITAGE AV (2000 N) & W ARMITAGE AV (2000 N),2011,61335,28187,2000 N OAKLEY AVE,2000 N OAKLEY AVE,41.9176238,-87.6849596,google,41.9176238,-87.6849596,google
25,Pole Painting,S CARPENTER ST & W 18 ST (1800 S) & W CULLERTON ST (2000 S),2011,4400,21825,1800 S CARPENTER ST,2000 S CARPENTER ST,41.8578651,-87.6535415,google,41.8552308,-87.6531185,google
25,Street Lighting,S CARPENTER ST & W 18 ST (1800 S) & W CULLERTON ST (2000 S),2011,12350,21831,1800 S CARPENTER ST,2000 S CARPENTER ST,41.8578651,-87.6535415,google,41.8552308,-87.6531185,google
25,Sidewalk Menu,W 22ND PL & S WOLCOTT AV (1900 W) & S DAMEN AV (2000 W),2011,47215,21849,1900 W 22ND PL,2000 W 22ND PL,41.8515138,-87.673543,google,41.8514464,-87.6760416,google
15,Street Resurface Menu,W 60TH ST & S WOOD ST (1800 W) & S DAMEN AV (2000 W),2011,87109,13363,1800 W 60TH ST,2000 W 60TH ST,41.7848606,-87.6692104,google,41.7853094,-87.6440024,google
47,Street Resurface Menu,W BELLE PLAINE AVE & N WOLCOTT AV (1900 W) & N DAMEN AV (2000 W),2011,38910,40689,1900 W BELLE PLAINE AVE,2000 W BELLE PLAINE AVE,41.9560106,-87.6763749,google,41.956091,-87.6789905,google
47,Curb/Gutter Menu,W CORNELIA AVE & N WOLCOTT AV (1900 W) & N DAMEN AV (2000 W),2011,3837,40656,1900 W CORNELIA AVE,2000 W CORNELIA AVE,41.9453458,-87.676316,google,41.9450285,-87.6785032,google
47,Street Resurface Menu,W CUYLER AVE & N WOLCOTT AV (1900 W) & N DAMEN AV (2000 W),2011,63030,40690,1900 W CUYLER AVE,2000 W CUYLER AVE,41.9553091,-87.6765189,google,41.9550944,-87.6794343,google
16,Curb/Gutter Menu,W GARFIELD BLVD & S WOLCOTT AV (1900 W) & S DAMEN AV (2000 W),2011,18196,14194,1900 W GARFIELD BLVD,2000 W GARFIELD BLVD,41.7941464,-87.6720539,google,41.7941693,-87.6748014,google
1,Street Resurface Menu,W HURON ST & N WOOD ST (1800 W) & N DAMEN AV (2000 W),2011,124167,422,1800 W HURON ST,2000 W HURON ST,41.8944283,-87.672314,google,41.8942507,-87.6771766,google
2,Street Lighting,W MAYPOLE AVE & N DAMEN AV (2000 W) & N LEAVITT AV (2000 S),2011,6300,1900,2000 W MAYPOLE AVE,2000 W MAYPOLE AVE,41.8842128,-87.677656,google,41.8842128,-87.677656,google
40,Curb/Gutter Menu,W PETERSON AVE & N DAMEN AV (2000 W) & N DAMEN AV (2000 W),2011,20886,34994,2000 W PETERSON AVE,2000 W PETERSON AVE,41.9909991,-87.6802383,google,41.9909991,-87.6802383,google
2,Street Lighting,W RANDOLPH ST & N DAMEN AV (2000 W) & N LEAVITT AV (2000 S),2011,6300,1899,2000 W RANDOLPH ST,2000 W RANDOLPH ST,41.8846295,-87.6773743,google,41.8846295,-87.6773743,google
32,Miscellaneous-CDOT,W ROSCOE ST & N WESTERN AV (2400 W) & N DAMEN AV (2000 W),2011,20700,28175,2400 W ROSCOE ST,2000 W ROSCOE ST,41.943518,-87.689196,google,41.9434773,-87.6786111,google
32,Street Resurface Menu,W SCHOOL ST & N WOLCOTT AV (1900 W) & N DAMEN AV (2000 W),2011,52838,28181,1900 W SCHOOL ST,2000 W SCHOOL ST,41.9416386,-87.6761237,google,41.9414016,-87.6784108,google
47,Sidewalk Menu,W WARNER AVE & N WOLCOTT AV (1900 W) & N DAMEN AV (2000 W),2011,20614,40681,1900 W WARNER AVE,2000 W WARNER AVE,41.9571358,-87.676586,google,41.956894,-87.6788373,google
19,Street Lighting,W 91ST ST & S WINCHESTER AV (1932 W) & S DAMEN AV (2010 W),2011,1400,16492,1932 W 91ST ST,2010 W 91ST ST,41.728598,-87.6714863,google,41.728644,-87.6734762,google
1,Street Resurface Menu(1-5),N POINT ST & W ARMITAGE AV (2000 N) & W FRANCIS PL (2028 N),2011,29986,432,2000 N POINT ST,2028 N POINT ST,41.9175414,-87.6940427,google,41.9180728,-87.6952467,google
24,Street Resurface Menu,S ST LOUIS AVE & W OGDEN AV (1890 S) & W 21 ST (2046 S),2011,50423,20888,1890 S ST LOUIS AVE,2046 S ST LOUIS AVE,41.8554956,-87.7129629,google,41.8534886,-87.7127054,google
1,Street Resurface Menu(1-5),N POINT ST & W FRANCIS PL (2028 N) & W CHANAY ST (2078 N),2011,23409,433,2028 N POINT ST,2078 N POINT ST,41.9180728,-87.6952467,google,41.9184267,-87.6957129,google
1,Street Resurface Menu(1-5),N POINT ST & W CHANAY ST (2078 N) & W CHANAY ST (2078 N),2011,21539,431,2078 N POINT ST,2078 N POINT ST,41.9184267,-87.6957129,google,41.9184267,-87.6957129,google
5,Sidewalk Menu,E 73RD ST & S CHAPPEL AV (2032 E) & S CLYDE AV (2100 E),2011,13025,4161,2032 E 73RD ST,2100 E 73RD ST,41.7627698,-87.5749054,google,41.762711,-87.5736772,google
43,Curb/Gutter Menu,N FREMONT ST & W ARMITAGE AV (2000 N) & W DICKENS AV (2100 N),2011,1199,37454,2000 N FREMONT ST,2100 N FREMONT ST,41.9181276,-87.6509411,google,41.9200723,-87.6513264,google
43,Sidewalk Menu,N KENMORE AVE & W ARMITAGE AV (2000 N) & W DICKENS AV (2100 N),2011,7056,37483,2000 N KENMORE AVE,2100 N KENMORE AVE,41.9180994,-87.6545898,google,41.9199047,-87.6546579,google
31,Curb/Gutter Menu,N KOLMAR AVE & W ARMITAGE AV (2000 N) & W DICKENS AV (2100 N),2011,13167,27229,2000 N KOLMAR AVE,2100 N KOLMAR AVE,41.9170172,-87.7399898,google,41.9188214,-87.7400547,google
31,Street Speed Hump Menu,N LAMON AVE & W ARMITAGE AV (2000 N) & W DICKENS AV (2100 N),2011,3700,27255,2000 N LAMON AVE,2100 N LAMON AVE,41.9169009,-87.7486611,google,41.918875,-87.748903,google
31,Street Speed Hump Menu,N LECLAIRE AVE & W ARMITAGE AV (2000 N) & W DICKENS AV (2100 N),2011,3700,27254,2000 N LECLAIRE AVE,2100 N LECLAIRE AVE,41.9168352,-87.7533809,google,41.9187861,-87.7538352,google
3,Street Lighting,S MICHIGAN AVE & E CULLERTON ST (2000 S) & E 21 ST (2100 S),2011,700,2719,2000 S MICHIGAN AVE,2100 S MICHIGAN AVE,41.855261,-87.6243062,google,41.854026,-87.624235,google
15,Street Resurface Menu,W 57TH ST & S DAMEN AV (2000 W) & S HOYNE AV (2100 W),2011,95012,13356,2000 W 57TH ST,2100 W 57TH ST,41.7902666,-87.6742009,google,41.790235,-87.6766265,google
18,Sidewalk Menu,W 83RD ST & S DAMEN AV (2000 W) & S HOYNE AV (2100 W),2011,4818,15807,2000 W 83RD ST,2100 W 83RD ST,41.742091,-87.669308,google,41.7431073,-87.675623,google
47,Curb/Gutter Menu,W BYRON ST & N WOLCOTT AV (1900 W) & N HOYNE AV (2100 W),2011,96190,40658,1900 W BYRON ST,2100 W BYRON ST,41.9526452,-87.6765177,google,41.9524122,-87.6811927,google
1,Street Resurface Menu,W EVERGREEN AVE & N DAMEN AV (2000 W) & N HOYNE AV (2100 W),2011,44361,423,2000 W EVERGREEN AVE,2100 W EVERGREEN AVE,41.9060102,-87.6773251,google,41.9059719,-87.6797682,google
1,Street Speed Hump Menu,W SUPERIOR ST & N DAMEN AV (2000 W) & N HOYNE AV (2100 W),2011,3700,441,2000 W SUPERIOR ST,2100 W SUPERIOR ST,41.8949842,-87.6772267,google,41.8951166,-87.6796345,google
29,Sidewalk Menu,N MAJOR AVE & W DICKENS AV (2048 N) & W GRAND AV (2115 N),2011,62601,25052,2048 N MAJOR AVE,2115 N MAJOR AVE,41.917647,-87.7687393,google,41.9185433,-87.7679465,google
25,Street Lighting,S CHINA PL & S WELLS ST (2016 S) & S PRINCETON AV (2116 S),2011,3500,21833,2016 S CHINA PL,2116 S CHINA PL,41.8548742,-87.6328256,google,41.8549336,-87.6336128,google
25,Street Lighting,S TAN CT & S WELLS ST (1925 S) & S PRINCETON AV (2116 S),2011,3500,21838,1925 S TAN CT,2116 S TAN CT,41.8550065,-87.6338496,google,41.8550182,-87.6351852,google
7,Sidewalk Menu,E 96TH ST & S CHAPPEL AV (2032 E) & S CLYDE AV (2130 E),2011,7691,5384,2032 E 96TH ST,2130 E 96TH ST,41.721019,-87.5744963,google,41.7208655,-87.5728683,google
5,Sidewalk Menu,E 73RD ST & S JEFFERY BV (2000 E) & S MERRILL AV (2132 E),2011,3381,4163,2000 E 73RD ST,2132 E 73RD ST,41.7625037,-87.5762214,google,41.7625447,-87.5725154,google
7,Sidewalk Menu,E 90TH ST & S CLYDE AV (2100 E) & S MERRILL AV (2132 E),2011,22798,5389,2100 E 90TH ST,2132 E 90TH ST,41.7316193,-87.5731221,google,41.7316336,-87.5719111,google
19,Street Resurface Menu,W 94TH ST & S DAMEN AV (2010 W) & S HAMILTON AV (2132 W),2011,82870,16511,2010 W 94TH ST,2132 W 94TH ST,41.7230911,-87.6730053,google,41.7230282,-87.6757424,google
2,Sidewalk Menu,W JACKSON BLVD & S HOYNE AV (2100 W) & S HAMILTON AV (2132 W),2011,22368,1916,2100 W JACKSON BLVD,2132 W JACKSON BLVD,41.8776848,-87.6791432,google,41.8777989,-87.6803011,google
1,Street Speed Hump Menu,N TALMAN AVE & N MILWAUKEE AV (2145 N) & W FULLERTON AV (2400 N),2011,3700,434,2400 N TALMAN AVE,2145 N TALMAN AVE,41.9248844,-87.6937497,google,41.9210082,-87.6933785,google
16,Street Resurface Menu,W 50TH PL & S HOYNE AV (2100 W) & S LEAVITT ST (2156 W),2011,31836,14213,2100 W 50TH PL,2156 W 50TH PL,41.8023005,-87.6771252,google,41.8023004,-87.6789282,google
28,Curb/Gutter Menu,S KARLOV AVE & W JACKSON BV (300 S) & W ADAMS ST (220 S),2011,1357,24290,300 S KARLOV AVE,220 S KARLOV AVE,41.8770662,-87.7279988,google,41.8777584,-87.728019,google
28,Street Resurface Menu(1-5),S KILDARE AVE & W MONROE ST (50 S) & W ADAMS ST (220 S),2011,39881,24311,50 S KILDARE AVE,220 S KILDARE AVE,41.8153947,-87.7316382,google,41.8815524,-87.7337214,google
5,Curb/Gutter Menu,E 68TH ST & S MERRILL AV (2132 E) & S PAXTON AV (2200 E),2011,35816,4158,2132 E 68TH ST,2200 E 68TH ST,41.7718576,-87.5726555,google,41.7716656,-87.5715378,google
7,Sidewalk Menu,E 91ST ST & S MERRILL AV (2132 E) & S PAXTON AV (2200 E),2011,35855,5395,2132 E 91ST ST,2200 E 91ST ST,41.7300417,-87.5717789,google,41.7298145,-87.5706743,google
31,Street Speed Hump Menu,N KILPATRICK AVE & W BELDEN AV (2300 N) & W PALMER ST (2200 N),2011,3700,27252,2300 N KILPATRICK AVE,2200 N KILPATRICK AVE,41.9224524,-87.7438124,google,41.9207916,-87.7441235,google
37,Street Resurface Menu(1-5),N LOREL AVE & W GRAND AV (2035 N) & W PALMER ST (2200 N),2011,53810,32628,2035 N LOREL AVE,2200 N LOREL AVE,41.9180924,-87.7593735,google,41.9205397,-87.7599542,google
43,Sidewalk Menu,N SHEFFIELD AVE & W DICKENS AV (2100 N) & W WEBSTER AV (2200 N),2011,8112,37478,2100 N SHEFFIELD AVE,2200 N SHEFFIELD AVE,41.9200504,-87.6537379,google,41.921843,-87.6535702,google
30,Street Lighting,N TRIPP AVE & W DICKENS AV (2100 N) & W PALMER ST (2200 N),2011,68250,26024,2100 N TRIPP AVE,2200 N TRIPP AVE,41.919041,-87.73309,google,41.9208785,-87.7330274,google
30,Street Resurface Menu,N TRIPP AVE & W DICKENS AV (2100 N) & W PALMER ST (2200 N),2011,39218,26059,2100 N TRIPP AVE,2200 N TRIPP AVE,41.919041,-87.73309,google,41.9208785,-87.7330274,google
24,Sidewalk Menu,S DRAKE AVE & W OGDEN AV (1932 S) & W CERMAK RD (2200 S),2011,27670,20875,1932 S DRAKE AVE,2200 S DRAKE AVE,41.8538152,-87.7139135,google,41.8516808,-87.7137616,google
24,Street Resurface Menu,S DRAKE AVE & W OGDEN AV (1932 S) & W CERMAK RD (2200 S),2011,66874,20878,1932 S DRAKE AVE,2200 S DRAKE AVE,41.8538152,-87.7139135,google,41.8516808,-87.7137616,google
19,Street Resurface Menu,W 105TH ST & S BELL AV (2232 W) & S LEAVITT ST (2200 W),2011,16714,16507,2232 W 105TH ST,2200 W 105TH ST,41.7029717,-87.6779153,google,41.7027983,-87.6766684,google
25,Street Resurface Menu(1-5),W 23RD ST & S DAMEN AV (2000 W) & S LEAVITT ST (2200 W),2011,106112,21854,2000 W 23RD ST,2200 W 23RD ST,41.8505542,-87.6759697,google,41.8505086,-87.6808716,google
19,Street Resurface Menu,W 91ST ST & S HAMILTON AV (2132 W) & S LEAVITT ST (2200 W),2011,48595,16514,2132 W 91ST ST,2200 W 91ST ST,41.7283232,-87.675863,google,41.7283169,-87.677288,google
25,Sidewalk Menu,W COULTER ST & S HOYNE AV (2100 W) & S LEAVITT ST (2200 W),2011,122143,21848,2100 W COULTER ST,2200 W COULTER ST,41.8486266,-87.6783473,google,41.8476195,-87.6806012,google
26,Sidewalk Menu,W RACE AVE & N HOYNE AV (2100 W) & N LEAVITT ST (2200 W),2011,87811,22619,2100 W RACE AVE,2200 W RACE AVE,41.8916606,-87.679555,google,41.8914675,-87.6818015,google
26,Street Resurface Menu,W RACE AVE & N HOYNE AV (2100 W) & N LEAVITT ST (2200 W),2011,31182,22622,2100 W RACE AVE,2200 W RACE AVE,41.8916606,-87.679555,google,41.8914675,-87.6818015,google
50,Street Resurface Menu,W ROSEMONT AVE & N LEAVITT ST (2200 W) & N LEAVITT ST (2200 W),2011,38915,43185,2200 W ROSEMONT AVE,2200 W ROSEMONT AVE,41.99625,-87.6852055,google,41.99625,-87.6852055,google
32,Street Resurface Menu,W SCHOOL ST & N OAKLEY AV (2300 W) & N LEAVITT ST (2200 W),2011,81929,28184,2300 W SCHOOL ST,2200 W SCHOOL ST,41.9412983,-87.6856777,google,41.9413362,-87.6832478,google
7,Sidewalk Menu,E 73RD ST & S PAXTON AV (2200 E) & S LUELLA AV (2232 E),2011,25599,5391,2200 E 73RD ST,2232 E 73RD ST,41.7627125,-87.5710519,google,41.7625709,-87.5700922,google
25,Street Speed Hump Menu,S WOLCOTT AVE & W CERMAK RD (2200 S) & W 23 ST (2258 S),2011,3700,21857,2200 S WOLCOTT AVE,2258 S WOLCOTT AVE,41.852213,-87.6733817,google,41.8509029,-87.6735997,google
19,Street Resurface Menu,W 109TH ST & S BELL AV (2178 W) & S OAKLEY AV (2278 W),2011,85011,16504,2178 W 109TH ST,2278 W 109TH ST,41.6957739,-87.6760925,google,41.6957641,-87.6789212,google
31,Curb/Gutter Menu,N KEELER AVE & W PALMER ST (2200 N) & W BELDEN AV (2300 N),2011,1110,27224,2200 N KEELER AVE,2300 N KEELER AVE,41.9209497,-87.7318418,google,41.9226098,-87.7315994,google
31,Street Lighting,N LA CROSSE AVE & W PALMER ST (2200 N) & W BELDEN AV (2300 N),2011,23200,27203,2200 N LA CROSSE AVE,2300 N LA CROSSE AVE,41.9206868,-87.7477222,google,41.9223886,-87.7474781,google
37,Street Resurface Menu(1-5),N MENARD AVE & W GRAND AV (2135 N) & W BELDEN AV (2300 N),2011,49164,32626,2135 N MENARD AVE,2300 N MENARD AVE,41.9189937,-87.770443,google,41.9222003,-87.7710414,google
12,Street Resurface Menu(1-5),S SACRAMENTO AVE & W CERMAK RD (2200 S) & W 23 ST (2300 S),2011,36786,9769,2200 S SACRAMENTO AVE,2300 S SACRAMENTO AVE,41.8516478,-87.7004226,google,41.8498868,-87.7005887,google
28,Street Resurface Menu,S WASHTENAW AVE & W 22 PL (2232 S) & W 23 ST (2300 S),2011,41715,24302,2232 S WASHTENAW AVE,2300 S WASHTENAW AVE,41.8509767,-87.6931339,google,41.8501216,-87.692912,google
19,Street Resurface Menu,W 101ST ST & S BELL AV (2232 W) & S OAKLEY AV (2300 W),2011,47828,16523,2232 W 101ST ST,2300 W 101ST ST,41.7100682,-87.6780168,google,41.7100465,-87.6793116,google
25,Sidewalk Menu,W 23RD PL & S LEAVITT ST (2200 W) & S OAKLEY AV (2300 W),2011,7816,21846,2200 W 23RD PL,2300 W 23RD PL,41.849382,-87.6806577,google,41.849348,-87.683084,google
32,Street Resurface Menu,W CORTEZ ST & N LEAVITT ST (2200 W) & N OAKLEY BV (2300 W),2011,68182,28178,2200 W CORTEZ ST,2300 W CORTEZ ST,41.9006455,-87.6822486,google,41.9003229,-87.6845104,google
2,Curb/Gutter Menu,W FLOURNOY ST & S WESTERN AV (2400 W) & S OAKLEY BV (2300 W),2011,177941,1908,2400 W FLOURNOY ST,2300 W FLOURNOY ST,41.8729833,-87.6862888,google,41.8730552,-87.683775,google
2,Street Resurface Menu,W FLOURNOY ST & S WESTERN AV (2400 W) & S OAKLEY BV (2300 W),2011,28755,1917,2400 W FLOURNOY ST,2300 W FLOURNOY ST,41.8729833,-87.6862888,google,41.8730552,-87.683775,google
32,Street Resurface Menu,W THOMAS ST & N LEAVITT ST (2200 W) & N OAKLEY BV (2300 W),2011,68159,28179,2200 W THOMAS ST,2300 W THOMAS ST,41.9013425,-87.6822544,google,41.9012171,-87.6845372,google
32,Street Resurface Menu,N LEAVITT ST & W ARMITAGE AV (2000 N) & W BELDEN AV (2304 N),2011,318457,28180,2000 N LEAVITT ST,2304 N LEAVITT ST,41.9177672,-87.682956,google,41.9229121,-87.6829408,google
25,Sidewalk Menu,S WOOD ST & W 22 PL (2230 S) & S BLUE ISLAND AV (2318 S),2011,17063,21847,2230 S WOOD ST,2318 S WOOD ST,41.8512762,-87.671312,google,41.849643,-87.6709555,google
9,Street Resurface Menu,E 115TH ST & S INDIANA AV (200 E) & S PRAIRIE AV (232 E),2011,11844,6979,200 E 115TH ST,232 E 115TH ST,41.6855247,-87.6176692,google,41.6855566,-87.6167342,google
3,Street Resurface Menu,E 37TH ST & S INDIANA AV (200 E) & S PRAIRIE AV (232 E),2011,32078,2740,200 E 37TH ST,232 E 37TH ST,41.8273979,-87.6216849,google,41.8275943,-87.6203933,google
49,Sidewalk Menu,W CHASE AVE & N OAKLEY AV (2300 W) & N CLAREMONT AV (2332 W),2011,35137,42491,2300 W CHASE AVE,2332 W CHASE AVE,42.014067,-87.6875263,google,42.0140897,-87.6888841,google
28,Pole Painting,N HAMLIN BLVD & W MADISON ST (0 N) & W LAKE ST (234 N),2011,3460,24281,0 N HAMLIN BLVD,234 N HAMLIN BLVD,41.881132,-87.7210299,google,41.8840287,-87.7211278,google
28,Street Lighting,N HAMLIN BLVD & W MADISON ST (0 N) & W LAKE ST (234 N),2011,12590,24282,0 N HAMLIN BLVD,234 N HAMLIN BLVD,41.881132,-87.7210299,google,41.8840287,-87.7211278,google
27,Diagonal Parking Menu,N PAULINA ST & W LAKE ST (200 N) & W WALNUT ST (234 N),2011,53747,23551,200 N PAULINA ST,234 N PAULINA ST,41.8839245,-87.6696167,google,41.8861597,-87.6694386,google
12,Street Resurface Menu(1-5),W 34TH ST & S HAMILTON AV (2143 W) & S WESTERN (E) SD(2348 W),2011,106193,9765,2143 W 34TH ST,2348 W 34TH ST,41.8320365,-87.6792128,google,41.8322338,-87.6839674,google
20,Sidewalk Menu,E 57TH ST & S INDIANA AV (200 E) & S PRAIRIE AV (236 E),2011,2255,17151,200 E 57TH ST,236 E 57TH ST,41.7910835,-87.620753,google,41.7912348,-87.619997,google
6,Street Resurface Menu,E 73RD ST & S MICHIGAN AV (120 E) & S PRAIRIE AV (236 E),2011,90133,4784,120 E 73RD ST,236 E 73RD ST,41.7620726,-87.620686,google,41.7619719,-87.6194095,google
22,Street Speed Hump Menu,S KIRKLAND AVE & W CERMAK RD (2200 S) & W OGDEN AV (2377 S),2011,3700,18674,2200 S KIRKLAND AVE,2377 S KIRKLAND AVE,41.8513209,-87.7334136,google,41.8480627,-87.7333049,google
1,Street Speed Hump Menu,N CAMPBELL AVE & W BELDEN AV (2300 N) & W FULLERTON AV (2400 N),2011,1850,435,2300 N CAMPBELL AVE,2400 N CAMPBELL AVE,41.9234124,-87.6895864,google,41.9253091,-87.6905817,google
43,Street Resurface Menu,N CLEVELAND AVE & W WEBSTER AV (2200 N) & W FULLERTON PW (2400 N),2011,69337,37490,2200 N CLEVELAND AVE,2400 N CLEVELAND AVE,41.9219355,-87.6413622,google,41.9255639,-87.6414798,google
30,Street Lighting,N HARDING AVE & W BELDEN AV (2300 N) & W FULLERTON AV (2400 N),2011,2000,26022,2300 N HARDING AVE,2400 N HARDING AVE,41.9228099,-87.7257758,google,41.9251475,-87.7255539,google
31,Curb/Gutter Menu,N KEATING AVE & W BELDEN AV (2300 N) & W FULLERTON AV (2400 N),2011,12097,27230,2300 N KEATING AVE,2400 N KEATING AVE,41.9224456,-87.7450361,google,41.9242066,-87.7450769,google
31,Street Lighting,N KEDVALE AVE & W PALMER ST (2200 N) & W FULLERTON AV (2400 N),2011,23200,27199,2200 N KEDVALE AVE,2400 N KEDVALE AVE,41.9207967,-87.7303093,google,41.9243891,-87.7304362,google
31,Street Lighting,N LAMON AVE & W PALMER ST (2200 N) & W FULLERTON AV (2400 N),2011,23200,27202,2200 N LAMON AVE,2400 N LAMON AVE,41.9206977,-87.748955,google,41.924248,-87.7487613,google
29,Street Speed Hump Menu,N MEADE AVE & W ALTGELD ST (2500 N) & W FULLERTON AV (2400 N),2011,3700,25057,2500 N MEADE AVE,2400 N MEADE AVE,41.9273677,-87.778257,google,41.9238316,-87.7781417,google
25,Street Resurface Menu - Change Order,S HOYNE AVE & W 23 ST (2300 S) & W 24 ST (2400 S),2011,9578,21852,2300 S HOYNE AVE,2400 S HOYNE AVE,41.8501939,-87.6786812,google,41.8485379,-87.6782056,google
2,Sidewalk Menu,S WABASH AVE & E 23 ST (2300 S) & E 24 ST (2400 S),2011,43686,1913,2300 S WABASH AVE,2400 S WABASH AVE,41.8510136,-87.6258108,google,41.849253,-87.6254033,google
19,Street Resurface Menu(1-5),W 115TH ST & S BELL AV (2239 W) & S WESTERN AV (2400 W),2011,81041,16524,2239 W 115TH ST,2400 W 115TH ST,41.6841708,-87.6774708,google,41.6845207,-87.6809911,google
2,Street Resurface Menu(1-5),W ADAMS ST & S OAKLEY BV (2300 W) & S WESTERN AV (2400 W),2011,44693,1925,2300 W ADAMS ST,2400 W ADAMS ST,41.8788044,-87.6840762,google,41.8786767,-87.6865878,google
49,Sidewalk Menu,W CHASE AVE & N OAKLEY AV (2300 W) & N WESTERN AV (2400 W),2011,9387,42492,2300 W CHASE AVE,2400 W CHASE AVE,42.014067,-87.6875263,google,42.0141057,-87.690157,google
25,Curb/Gutter Menu,W CULLERTON ST & S OAKLEY AV (2300 W) & S WESTERN AV (2400 W),2011,3807,21843,2300 W CULLERTON ST,2400 W CULLERTON ST,41.8550491,-87.6834416,google,41.8547914,-87.685711800000007,google
20,Street Resurface Menu,W 65TH ST & S WENTWORTH AV (200 W) & S YALE AV (242 W),2011,37211,17164,200 W 65TH ST,242 W 65TH ST,41.7765984,-87.630122600000007,google,41.7767736,-87.6318317,google
7,Sidewalk Menu,E 100TH ST & S LUELLA AV (2300 E) & S YATES AV (2426 E),2011,97081,5382,2300 E 100TH ST,2426 E 100TH ST,41.7135563,-87.5679549,google,41.7138247,-87.5643035,google
7,Sidewalk Menu,E 89TH ST & S YATES BV (2400 E) & S PHILLIPS AV (2432 E),2011,7548,5388,2400 E 89TH ST,2432 E 89TH ST,41.7337606,-87.5657343,google,41.7335417,-87.5646988,google
25,Pole Painting,S LEAVITT ST & W CERMAK RD (2200 S) & W COULTER ST (2441 S),2011,4500,21826,2200 S LEAVITT ST,2441 S LEAVITT ST,41.853431,-87.6809358,google,41.8474044,-87.6803081,google
25,Street Lighting,S LEAVITT ST & W CERMAK RD (2200 S) & W COULTER ST (2441 S),2011,17550,21830,2200 S LEAVITT ST,2441 S LEAVITT ST,41.853431,-87.6809358,google,41.8474044,-87.6803081,google
1,Street Resurface Menu,W CHARLESTON ST & N WESTERN AV (2400 W) & N CAMPBELL AV (2450 W),2011,41835,426,2400 W CHARLESTON ST,2450 W CHARLESTON ST,41.9199925,-87.6875662,google,41.9199758,-87.6885797,google
1,Street Speed Hump Menu,W CHARLESTON ST & N WESTERN AV (2400 W) & N CAMPBELL AV (2450 W),2011,1850,436,2400 W CHARLESTON ST,2450 W CHARLESTON ST,41.9199925,-87.6875662,google,41.9199758,-87.6885797,google
31,Street Resurface Menu,N KILDARE AVE & W FULLERTON AV (2400 N) & W ALTGELD ST (2455 N),2011,63612,27241,2400 N KILDARE AVE,2455 N KILDARE AVE,41.9246054,-87.734357,google,41.9261021,-87.7339044,google
29,Street Speed Hump Menu,N MEADE AVE & W FULLERTON AV (2400 N) & W ALTGELD ST (2500 N),2011,3700,25056,2400 N MEADE AVE,2500 N MEADE AVE,41.9238316,-87.7781417,google,41.9273677,-87.778257,google
35,Street Resurface Menu,N MOZART ST & W FULLERTON AV (2400 N) & W ALTGELD ST (2500 N),2011,34864,30791,2400 N MOZART ST,2500 N MOZART ST,41.9248499,-87.6986355,google,41.9267365,-87.6989904,google
1,Sidewalk Menu,N WASHTENAW AVE & W FULLERTON AV (2400 N) & W ALTGELD ST (2500 N),2011,1017,415,2400 N WASHTENAW AVE,2500 N WASHTENAW AVE,41.9248744,-87.6949665,google,41.926764,-87.6953017,google
12,Street Resurface Menu(1-5),S TROY ST & W 24 ST (2400 S) & W 25 ST (2500 S),2011,37843,9764,2400 S TROY ST,2500 S TROY ST,41.8480186,-87.7042228,google,41.8461811,-87.7041679,google
14,Street Speed Hump Menu,W 52ND ST & S WESTERN AV (2400 W) & S CAMPBELL AV (2500 W),2011,3700,12287,2400 W 52ND ST,2500 W 52ND ST,41.7993316,-87.6841746,google,41.7992909,-87.6866259,google
2,Street Resurface Menu,W ARTHINGTON ST & S WESTERN AV (2400 W) & S CAMPBELL AV (2500 W),2011,50208,1921,2400 W ARTHINGTON ST,2500 W ARTHINGTON ST,41.8702458,-87.6862098,google,41.8705326,-87.6899249,google
47,Curb/Gutter Menu,W BYRON ST & N WESTERN AV (2400 W) & N CAMPBELL AV (2500 W),2011,822,40657,2400 W BYRON ST,2500 W BYRON ST,41.952205,-87.6884812,google,41.9521789,-87.69076,google
1,Sidewalk Menu,W MOFFAT ST & N WESTERN AV (2400 W) & N CAMPBELL AV (2500 W),2011,3656,409,2400 W MOFFAT ST,2500 W MOFFAT ST,41.9148475,-87.6874277,google,41.915016,-87.689943,google
7,Street Speed Hump Menu,E 74TH ST & S PHILLIPS AV (2440 E) & S KINGSTON AV (2524 E),2011,1850,5407,2440 E 74TH ST,2524 E 74TH ST,41.7608034,-87.5648079,google,41.7610103,-87.5621996,google
19,Curb/Gutter Menu,W 104TH ST & S CAMPBELL AV (2500 W) & S MAPLEWOOD AV (2530 W),2011,3812,16499,2500 W 104TH ST,2530 W 104TH ST,41.7045468,-87.6840525,google,41.7045311,-87.6852687,google
19,Street Resurface Menu,W 114TH ST & S WESTERN AV (2400 W) & S MAPLEWOOD AV (2530 W),2011,118977,16518,2400 W 114TH ST,2530 W 114TH ST,41.686777,-87.683496,google,41.686288,-87.6849039,google
40,Curb/Gutter Menu,W HOLLYWOOD AVE & N CAMPBELL AV (2500 W) & N MAPLEWOOD AV (2532 W),2011,4648,34995,2500 W HOLLYWOOD AVE,2532 W HOLLYWOOD AVE,41.9849686,-87.6919272,google,41.9849665,-87.6931454,google
