ward,type,location,year,est_cost,id,lat,long,query
11,Miscellaneous-CDOT,Mary Street - fence,2007,17500,8633,41.845739,-87.6529314,google
1,Miscellaneous-CDOT,Mautene Court Plaza Improvement,2008,35000,260,41.7045826,-87.8072975,google
44,Curb & Gutter Menu,Melrose - Broadway to Lake Shore Dr,2012,3515,38349,41.8127955,-87.5905131,google
30,Curb & Gutter Menu,MELROSE ST 5531 W PARKER AVE,2022,3452.64,26749,41.9301642,-87.7650887,google
42,Miscellaneous-Other,Michigan Ave. Planter maintenance,2008,77000,36509,41.8167082,-87.62302,google
49,Miscellaneous-CDOT,Morse Ave. Design,2007,65000,42338,42.0073132,-87.681885,google
49,O Alley Apron Menu  R,N & N WOLCOTT AVE FROM & W CHASE AVE (7300 N) TO & N OGERS AVE (7340 N),2019,21289.73,42886,42.0151063,-87.6780744,google
49,O Street Resurfacing Menu  A,N & W JARVIS AVE FROM & N BELL AVE (2200 W) TO & N OAKLEY VE (2300 W),2019,34239.48,42929,42.0056723,-87.6861079,google
49,O Street Resurfacing Menu  W,N & W PRATT BLVD FROM 1051 W TO & N SHERIDAN RD (1200 ),2019,76768.71,42930,41.9781272,-87.6550313,google
49,O Sidewalk Menu  W,N & W SHERWIN AVE FROM 1200 W TO & N SHERIDAN RD (1300 ),2019,36487.23,42909,41.9781272,-87.6550313,google
49,O Sidewalk Menu  W,N & W SHERWIN AVE FROM 1200 W TO & N SHERIDAN RD (1300 ),2019,2343.46,42920,41.9781272,-87.6550313,google
48,Alley Apron Menu,N Broadway & W Ardmore Ave,2011,12462,41652,41.98727345200007,-87.66017857699995,census
48,POD Camera,N Broadway & W Thorndale Ave,2009,13000,41628,41.99000295600007,-87.66026299399994,census
47,Miscellaneous-CDOT,N Damen Ave & W Byron St,2008,800,40502,41.95233259100007,-87.67870221799996,census
39,Miscellaneous Other,N FOREST GLEN AVE & W ELSTON AVE,2013,3000,34319,41.97708705800005,-87.75473034699996,census
39,Sidewalk Menu - Change Order,N KRUGER AVEELSTON,2011,593,34256,41.9697377,-87.7460333,google
48,Miscellaneous-CDOT,N Lake Shore Dr & W Foster Ave,2008,11000,41559,41.9361968,-87.636788,google
47,Miscellaneous-CDOT,N Lawrence Ave & N Campbell Ave,2009,800,40571,41.9685905,-87.6913291,google
47,Miscellaneous-CDOT,N Lincoln Ave & W Cullom Ave,2008,900,40500,41.95957642800005,-87.68255728999998,census
48,Miscellaneous-CDOT,N Marine Dr & W Foster Ave,2007,1800,41503,41.976443876000076,-87.65215086199998,census
48,POD Camera,N Sheridan Rd & W Thorndale Ave,2010,20000,41642,41.9900978,-87.6553766,google
42,In-Road State Law Stop for Pedestrians S,N STATE STDEAD END,2011,410,36598,41.8851153,-87.6279105,google
32,Chicago Park District,North Racine,2007,150000,27980,41.9249067,-87.6584241,google
42,Miscellaneous-CDOT,Ohio Place Dog Park,2006,11701,36303,41.8923078,-87.6384183,google
28,Street Light Residential Staggered Piggy Back Menu,ON & N KILDARE AVE FROM W,2021,41570.75,24773,41.938994,-87.7345638,google
26,Miscellaneous - Paseo Boriqua Medalli,Paseo Boricua Medallions,2006,20000,22391,41.9031849,-87.694751,google
26,Miscellaneous-CDOT,Paseo Boriqua Medallion,2006,45000,22393,41.9031849,-87.694751,google
26,Schools,Pedro Albizu - 2658 W. Haddon,2005,48433,22368,41.9022176,-87.6942191,google
26,Schools,Pedro Albizu -2658 W. Haddon,2007,37323,22447,41.9022176,-87.6942191,google
26,Schools,Pedro Albizu H.S. parking lot -2658 W. Haddon,2008,6244,22482,41.9022176,-87.6942191,google
25,Miscellaneous-CDOT,Permanent Street Cleaning Signs,2007,101002,21492,41.7679382,-87.8140025,google
25,Miscellaneous-Other,Pilsen Community,2006,6524,21471,41.857639,-87.659894,google
25,Miscellaneous Other,Plaza Tenochtitlan - CPAG,2012,85000,21888,NA,NA,google
2,Miscellaneous-CDOT,Plymouth Pedestrian Tunnel,2006,1377,1059,41.8676101,-87.6285815,google
49,Miscellaneous-Other,Rogers Park Train Station,2010,78900,42472,42.0091098,-87.6753999,google
39,Miscellaneous Other,Saugnash Mural,2013,10000,34316,41.9899768,-87.7425332,google
48,Schools,Senn Academy,2006,25000,41493,41.9890128,-87.6667743,google
48,Miscellaneous-CDOT,South Edgewater Study,2009,60000,41603,41.9722542,-87.6595004,google
5,Chicago Park District,South Shore Cultural Center,2009,50370,4117,41.7684565,-87.5636858,google
5,Chicago Park District,South Shore Cultural Center,2009,42000,4118,41.7684565,-87.5636858,google
42,W. OHIO; FRANKLIN & CHICAGO MONTGOMERY WARD PARK,ST,2018,36014.6666666667,36957,NA,NA,google
11,Miscellaneous-CDOT,Stockyard Truckers,2007,612,8632,41.8199706,-87.6453965,google
32,Chicago Park District,Supera,2007,98750,27979,41.9184146,-87.6482409,google
2,Miscellaneous Other,Temporary Parking signs in WEst Loop,2012,10000,1941,41.8854407,-87.6627342,google
50,Chicago Park District,Thillens Stadium,2009,250000,43152,41.9579921,-87.7257084,google
48,Miscellaneous-CDOT,Thorndale CTA Station,2010,31500,41634,41.9901278,-87.6590417,google
10,Miscellaneous-Other,TIF Study Expansion - Calumet Marina,2009,20000,7899,NA,NA,google
24,Miscellaneous Other,Tree installation - 4043 W. Harrison St.,2012,539,20934,41.8731002,-87.72717,google
19,Miscellaneous Other,Tree planting -2037 W. 108 th Pl,2012,515,16563,41.6965365,-87.6730612,google
16,Miscellaneous-CDOT,Various locations- Decorative Waste Receptacles,2011,42716,14196,41.932642,-87.7567583,google
11,Street Traffic Circle Menu,W 30TH,2021,15746.2857142857,9311,41.8387904,-87.7201238,google
39,Floodlight Menu,W CARMEN AVE & N SPAULDING AVE ON & N KENTON AVE FROM & W SUNNYSIDE AVE (4500 N) TO,2013,1200,34341,NA,NA,google
49,Miscellaneous Other,W Estes Ave & N Glenwood Ave,2013,3228,42570,42.01156563200004,-87.66586671699997,census
39,Sidewalk Menu - Change Order,W FOSTER AVEKOSTNER,2011,1669,34257,41.9754424,-87.7381101,google
45,Alley Resurfacing Menu,W GOODMAN ST,2019,5412.52333333333,39630,41.97171,-87.7686033,google
49,Miscellaneous Other,W Lunt Ave & N Glenwood Ave,2013,3228,42569,42.0091121,-87.6662054,google
47,Curb/Gutter Menu,W PATTERSON AVEDead End (4652 W)Dead End (4521 W),2011,90,40667,NA,NA,google
49,Miscellaneous Other,W Touhy Ave & Main st,2013,3228,42575,42.0117916,-87.8017797,google
40,Viaduct Improvement Menu,W,2022,5516.764,35472,41.8939186,-87.6153661,google
48,3 LPR Existing POD; 3 LPR w.o Existing POD; 1 POD Camera: Various Locations,W,2021,19988.4285714286,42158,41.8939186,-87.6153661,google
21,Sidewalk Menu - Change Order,W. 101 st Pl. Elizabeth Vincennes,2007,1486,17652,41.7090312,-87.6537646,google
1,Miscellaneous-Other,West Town Branch Library,2010,500000,371,41.8935946,-87.6721671,google
46,Miscellaneous-Other,Wilson Yard Development,2005,63962,39772,41.9619841,-87.6559213,google
46,Miscellaneous-Other,Wilson Yard Development,2006,120432,39796,41.9619841,-87.6559213,google
46,Miscellaneous-Other,Wilson Yard Development,2007,6009,39818,41.9619841,-87.6559213,google
46,Miscellaneous-Other,Wilson Yard Development,2008,500117,39841,41.9619841,-87.6559213,google
46,Miscellaneous-Other,Wilson Yard Development,2009,59480,39882,41.9619841,-87.6559213,google
4,Miscellaneous-CDOT,Woodlawn to Harper,2007,47200,3273,NA,NA,google
