"Precinct","Candidate","Votecount","Election","Ward","type","year","date"
"21","Harry Osterman","249","2015 Municipal General - 2/24/15",48,"General","2015","2/24/15"
"22","Harry Osterman","267","2015 Municipal General - 2/24/15",48,"General","2015","2/24/15"
"23","Harry Osterman","315","2015 Municipal General - 2/24/15",48,"General","2015","2/24/15"
"24","Harry Osterman","221","2015 Municipal General - 2/24/15",48,"General","2015","2/24/15"
"25","Harry Osterman","232","2015 Municipal General - 2/24/15",48,"General","2015","2/24/15"
"26","Harry Osterman","108","2015 Municipal General - 2/24/15",48,"General","2015","2/24/15"
"27","Harry Osterman","172","2015 Municipal General - 2/24/15",48,"General","2015","2/24/15"
"28","Harry Osterman","282","2015 Municipal General - 2/24/15",48,"General","2015","2/24/15"
"29","Harry Osterman","195","2015 Municipal General - 2/24/15",48,"General","2015","2/24/15"
"30","Harry Osterman","207","2015 Municipal General - 2/24/15",48,"General","2015","2/24/15"
"31","Harry Osterman","250","2015 Municipal General - 2/24/15",48,"General","2015","2/24/15"
"32","Harry Osterman","174","2015 Municipal General - 2/24/15",48,"General","2015","2/24/15"
"33","Harry Osterman","195","2015 Municipal General - 2/24/15",48,"General","2015","2/24/15"
"34","Harry Osterman","207","2015 Municipal General - 2/24/15",48,"General","2015","2/24/15"
"35","Harry Osterman","160","2015 Municipal General - 2/24/15",48,"General","2015","2/24/15"
"36","Harry Osterman","180","2015 Municipal General - 2/24/15",48,"General","2015","2/24/15"
"37","Harry Osterman","196","2015 Municipal General - 2/24/15",48,"General","2015","2/24/15"
"38","Harry Osterman","280","2015 Municipal General - 2/24/15",48,"General","2015","2/24/15"
"39","Harry Osterman","199","2015 Municipal General - 2/24/15",48,"General","2015","2/24/15"
"40","Harry Osterman","188","2015 Municipal General - 2/24/15",48,"General","2015","2/24/15"
"41","Harry Osterman","209","2015 Municipal General - 2/24/15",48,"General","2015","2/24/15"
"42","Harry Osterman","227","2015 Municipal General - 2/24/15",48,"General","2015","2/24/15"
"43","Harry Osterman","226","2015 Municipal General - 2/24/15",48,"General","2015","2/24/15"
"44","Harry Osterman","221","2015 Municipal General - 2/24/15",48,"General","2015","2/24/15"
"45","Harry Osterman","145","2015 Municipal General - 2/24/15",48,"General","2015","2/24/15"
"46","Harry Osterman","170","2015 Municipal General - 2/24/15",48,"General","2015","2/24/15"
"1","Ameya Pawar","95","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"1","Rory A. Fiedler","19","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"2","Ameya Pawar","295","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"2","Rory A. Fiedler","42","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"3","Ameya Pawar","290","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"3","Rory A. Fiedler","79","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"4","Ameya Pawar","238","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"4","Rory A. Fiedler","55","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"5","Ameya Pawar","222","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"5","Rory A. Fiedler","31","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"6","Ameya Pawar","184","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"6","Rory A. Fiedler","37","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"7","Ameya Pawar","179","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"7","Rory A. Fiedler","34","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"8","Ameya Pawar","236","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"8","Rory A. Fiedler","47","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"9","Ameya Pawar","146","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"9","Rory A. Fiedler","27","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"10","Ameya Pawar","238","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"10","Rory A. Fiedler","28","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"11","Ameya Pawar","131","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"11","Rory A. Fiedler","36","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"12","Ameya Pawar","261","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"12","Rory A. Fiedler","26","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"13","Ameya Pawar","214","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"13","Rory A. Fiedler","46","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"14","Ameya Pawar","211","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"14","Rory A. Fiedler","55","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"15","Ameya Pawar","211","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"15","Rory A. Fiedler","54","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"16","Ameya Pawar","251","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"16","Rory A. Fiedler","56","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"17","Ameya Pawar","175","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"17","Rory A. Fiedler","59","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"18","Ameya Pawar","185","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"18","Rory A. Fiedler","41","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"19","Ameya Pawar","197","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"19","Rory A. Fiedler","48","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"20","Ameya Pawar","217","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"20","Rory A. Fiedler","68","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"21","Ameya Pawar","205","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"21","Rory A. Fiedler","49","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"22","Ameya Pawar","246","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"22","Rory A. Fiedler","67","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"23","Ameya Pawar","187","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"23","Rory A. Fiedler","36","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"24","Ameya Pawar","174","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"24","Rory A. Fiedler","26","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"25","Ameya Pawar","185","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"25","Rory A. Fiedler","39","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"26","Ameya Pawar","208","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"26","Rory A. Fiedler","35","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"27","Ameya Pawar","179","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"27","Rory A. Fiedler","38","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"28","Ameya Pawar","256","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"28","Rory A. Fiedler","47","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"29","Ameya Pawar","215","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"29","Rory A. Fiedler","45","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"30","Ameya Pawar","207","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"30","Rory A. Fiedler","49","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"31","Ameya Pawar","209","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"31","Rory A. Fiedler","35","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"32","Ameya Pawar","239","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"32","Rory A. Fiedler","35","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"33","Ameya Pawar","200","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"33","Rory A. Fiedler","19","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"34","Ameya Pawar","270","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"34","Rory A. Fiedler","36","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"35","Ameya Pawar","200","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"35","Rory A. Fiedler","43","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"36","Ameya Pawar","250","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"36","Rory A. Fiedler","41","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"37","Ameya Pawar","233","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"37","Rory A. Fiedler","50","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"38","Ameya Pawar","217","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"38","Rory A. Fiedler","32","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"39","Ameya Pawar","248","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"39","Rory A. Fiedler","36","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"40","Ameya Pawar","247","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"40","Rory A. Fiedler","73","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"41","Ameya Pawar","246","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"41","Rory A. Fiedler","42","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"42","Ameya Pawar","194","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"42","Rory A. Fiedler","40","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"43","Ameya Pawar","185","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"43","Rory A. Fiedler","29","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"44","Ameya Pawar","176","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"44","Rory A. Fiedler","49","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"45","Ameya Pawar","216","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"45","Rory A. Fiedler","55","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"46","Ameya Pawar","185","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"46","Rory A. Fiedler","72","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"47","Ameya Pawar","184","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"47","Rory A. Fiedler","62","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"48","Ameya Pawar","37","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"48","Rory A. Fiedler","7","2015 Municipal General - 2/24/15",47,"General","2015","2/24/15"
"1","James Cappleman","110","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"1","Amy Crawford","98","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"1","Denice L. Davis","58","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"2","James Cappleman","101","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"2","Amy Crawford","90","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"2","Denice L. Davis","51","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"3","James Cappleman","142","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"3","Amy Crawford","157","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"3","Denice L. Davis","20","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"4","James Cappleman","170","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"4","Amy Crawford","87","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"4","Denice L. Davis","37","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"5","James Cappleman","69","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"5","Amy Crawford","140","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"5","Denice L. Davis","5","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"6","James Cappleman","102","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"6","Amy Crawford","89","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"6","Denice L. Davis","41","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"7","James Cappleman","218","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"7","Amy Crawford","149","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"7","Denice L. Davis","28","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"8","James Cappleman","75","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"8","Amy Crawford","39","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"8","Denice L. Davis","108","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"9","James Cappleman","150","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"9","Amy Crawford","84","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"9","Denice L. Davis","17","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"10","James Cappleman","86","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"10","Amy Crawford","118","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"10","Denice L. Davis","19","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"11","James Cappleman","128","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"11","Amy Crawford","66","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"11","Denice L. Davis","45","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"12","James Cappleman","109","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"12","Amy Crawford","109","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"12","Denice L. Davis","36","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"13","James Cappleman","144","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"13","Amy Crawford","80","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"13","Denice L. Davis","11","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"14","James Cappleman","141","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"14","Amy Crawford","52","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"14","Denice L. Davis","148","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"15","James Cappleman","145","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"15","Amy Crawford","87","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"15","Denice L. Davis","15","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"16","James Cappleman","121","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"16","Amy Crawford","127","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"16","Denice L. Davis","22","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"17","James Cappleman","135","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"17","Amy Crawford","164","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"17","Denice L. Davis","32","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"18","James Cappleman","106","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"18","Amy Crawford","89","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"18","Denice L. Davis","26","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"19","James Cappleman","87","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"19","Amy Crawford","104","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"19","Denice L. Davis","13","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"20","James Cappleman","102","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"20","Amy Crawford","72","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"20","Denice L. Davis","102","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"21","James Cappleman","101","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"21","Amy Crawford","58","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"21","Denice L. Davis","25","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"22","James Cappleman","39","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"22","Amy Crawford","104","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"22","Denice L. Davis","91","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"23","James Cappleman","102","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"23","Amy Crawford","44","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"23","Denice L. Davis","71","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"24","James Cappleman","121","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"24","Amy Crawford","143","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"24","Denice L. Davis","20","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"25","James Cappleman","107","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"25","Amy Crawford","77","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"25","Denice L. Davis","79","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"26","James Cappleman","117","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"26","Amy Crawford","64","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"26","Denice L. Davis","41","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"27","James Cappleman","132","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"27","Amy Crawford","81","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"27","Denice L. Davis","33","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"28","James Cappleman","192","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"28","Amy Crawford","107","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"28","Denice L. Davis","17","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"29","James Cappleman","136","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"29","Amy Crawford","69","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"29","Denice L. Davis","33","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"30","James Cappleman","105","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"30","Amy Crawford","95","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"30","Denice L. Davis","51","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"31","James Cappleman","76","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"31","Amy Crawford","121","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"31","Denice L. Davis","8","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"32","James Cappleman","123","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"32","Amy Crawford","96","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"32","Denice L. Davis","85","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"33","James Cappleman","138","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"33","Amy Crawford","142","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"33","Denice L. Davis","15","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"34","James Cappleman","141","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"34","Amy Crawford","102","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"34","Denice L. Davis","16","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"35","James Cappleman","157","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"35","Amy Crawford","91","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"35","Denice L. Davis","42","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"36","James Cappleman","116","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"36","Amy Crawford","132","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"36","Denice L. Davis","18","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"37","James Cappleman","102","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"37","Amy Crawford","66","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"37","Denice L. Davis","31","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"38","James Cappleman","105","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"38","Amy Crawford","71","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"38","Denice L. Davis","39","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"39","James Cappleman","101","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"39","Amy Crawford","106","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"39","Denice L. Davis","15","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"40","James Cappleman","148","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"40","Amy Crawford","83","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"40","Denice L. Davis","25","2015 Municipal General - 2/24/15",46,"General","2015","2/24/15"
"1","John Garrido","31","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"1","John S. Arena","145","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"1","Michelle R. Baert","25","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"1","Michael S. Diaz","4","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"2","John Garrido","34","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"2","John S. Arena","126","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"2","Michelle R. Baert","34","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"2","Michael S. Diaz","1","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"3","John Garrido","53","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"3","John S. Arena","134","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"3","Michelle R. Baert","30","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"3","Michael S. Diaz","10","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"4","John Garrido","105","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"4","John S. Arena","201","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"4","Michelle R. Baert","22","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"4","Michael S. Diaz","10","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"5","John Garrido","92","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"5","John S. Arena","171","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"5","Michelle R. Baert","41","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"5","Michael S. Diaz","4","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"6","John Garrido","132","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"6","John S. Arena","175","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"6","Michelle R. Baert","49","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"6","Michael S. Diaz","2","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"7","John Garrido","89","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"7","John S. Arena","239","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"7","Michelle R. Baert","55","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"7","Michael S. Diaz","13","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"8","John Garrido","64","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"8","John S. Arena","155","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"8","Michelle R. Baert","31","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"8","Michael S. Diaz","10","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"9","John Garrido","59","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"9","John S. Arena","163","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"9","Michelle R. Baert","42","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"9","Michael S. Diaz","5","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"10","John Garrido","87","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"10","John S. Arena","172","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"10","Michelle R. Baert","27","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"10","Michael S. Diaz","4","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"11","John Garrido","31","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"11","John S. Arena","145","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"11","Michelle R. Baert","13","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"11","Michael S. Diaz","1","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"12","John Garrido","75","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"12","John S. Arena","149","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"12","Michelle R. Baert","31","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"12","Michael S. Diaz","8","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"13","John Garrido","90","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"13","John S. Arena","189","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"13","Michelle R. Baert","15","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"13","Michael S. Diaz","3","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"14","John Garrido","118","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"14","John S. Arena","166","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"14","Michelle R. Baert","48","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"14","Michael S. Diaz","4","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"15","John Garrido","149","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"15","John S. Arena","200","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"15","Michelle R. Baert","75","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"15","Michael S. Diaz","2","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"16","John Garrido","88","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"16","John S. Arena","119","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"16","Michelle R. Baert","50","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"16","Michael S. Diaz","4","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"17","John Garrido","88","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"17","John S. Arena","184","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"17","Michelle R. Baert","31","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"17","Michael S. Diaz","7","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"18","John Garrido","116","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
"18","John S. Arena","124","2015 Municipal General - 2/24/15",45,"General","2015","2/24/15"
