"Precinct","Candidate","Votecount","Election","Ward","type","year","date"
"1","Matt Martin","122","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"1","Michael A. Negron","84","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"2","Matt Martin","255","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"2","Michael A. Negron","203","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"3","Matt Martin","209","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"3","Michael A. Negron","262","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"4","Matt Martin","203","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"4","Michael A. Negron","225","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"5","Matt Martin","271","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"5","Michael A. Negron","121","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"6","Matt Martin","198","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"6","Michael A. Negron","198","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"7","Matt Martin","187","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"7","Michael A. Negron","130","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"8","Matt Martin","233","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"8","Michael A. Negron","192","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"9","Matt Martin","217","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"9","Michael A. Negron","99","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"10","Matt Martin","293","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"10","Michael A. Negron","152","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"11","Matt Martin","191","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"11","Michael A. Negron","131","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"12","Matt Martin","296","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"12","Michael A. Negron","176","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"13","Matt Martin","242","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"13","Michael A. Negron","128","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"14","Matt Martin","177","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"14","Michael A. Negron","223","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"15","Matt Martin","323","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"15","Michael A. Negron","101","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"16","Matt Martin","261","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"16","Michael A. Negron","165","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"17","Matt Martin","236","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"17","Michael A. Negron","157","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"18","Matt Martin","211","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"18","Michael A. Negron","147","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"19","Matt Martin","352","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"19","Michael A. Negron","120","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"20","Matt Martin","262","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"20","Michael A. Negron","111","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"21","Matt Martin","224","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"21","Michael A. Negron","156","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"22","Matt Martin","335","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"22","Michael A. Negron","123","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"23","Matt Martin","326","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"23","Michael A. Negron","119","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"24","Matt Martin","239","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"24","Michael A. Negron","145","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"25","Matt Martin","247","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"25","Michael A. Negron","179","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"26","Matt Martin","320","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"26","Michael A. Negron","116","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"27","Matt Martin","191","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"27","Michael A. Negron","142","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"28","Matt Martin","256","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"28","Michael A. Negron","147","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"29","Matt Martin","229","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"29","Michael A. Negron","179","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"30","Matt Martin","323","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"30","Michael A. Negron","149","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"31","Matt Martin","225","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"31","Michael A. Negron","133","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"32","Matt Martin","309","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"32","Michael A. Negron","165","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"33","Matt Martin","217","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"33","Michael A. Negron","134","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"34","Matt Martin","304","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"34","Michael A. Negron","114","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"35","Matt Martin","219","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"35","Michael A. Negron","216","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"36","Matt Martin","319","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"36","Michael A. Negron","118","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"37","Matt Martin","240","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"37","Michael A. Negron","172","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"38","Matt Martin","290","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"38","Michael A. Negron","106","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"39","Matt Martin","252","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"39","Michael A. Negron","157","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"40","Matt Martin","306","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"40","Michael A. Negron","138","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"41","Matt Martin","277","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"41","Michael A. Negron","137","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"42","Matt Martin","285","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"42","Michael A. Negron","116","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"43","Matt Martin","211","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"43","Michael A. Negron","163","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"44","Matt Martin","159","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"44","Michael A. Negron","149","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"45","Matt Martin","252","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"45","Michael A. Negron","131","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"46","Matt Martin","216","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"46","Michael A. Negron","173","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"47","Matt Martin","293","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"47","Michael A. Negron","157","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"48","Matt Martin","10","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"48","Michael A. Negron","30","2019 Municipal Runoffs - 4/2/19",47,"Runoff","2019","4/2/19"
"1","James Cappleman","169","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"1","Marianne Lalonde","162","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"2","James Cappleman","185","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"2","Marianne Lalonde","140","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"3","James Cappleman","193","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"3","Marianne Lalonde","260","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"4","James Cappleman","249","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"4","Marianne Lalonde","129","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"5","James Cappleman","154","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"5","Marianne Lalonde","189","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"6","James Cappleman","159","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"6","Marianne Lalonde","153","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"7","James Cappleman","280","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"7","Marianne Lalonde","159","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"8","James Cappleman","137","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"8","Marianne Lalonde","119","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"9","James Cappleman","212","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"9","Marianne Lalonde","178","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"10","James Cappleman","179","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"10","Marianne Lalonde","247","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"11","James Cappleman","153","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"11","Marianne Lalonde","153","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"12","James Cappleman","175","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"12","Marianne Lalonde","229","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"13","James Cappleman","182","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"13","Marianne Lalonde","132","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"14","James Cappleman","128","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"14","Marianne Lalonde","171","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"15","James Cappleman","206","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"15","Marianne Lalonde","118","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"16","James Cappleman","219","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"16","Marianne Lalonde","212","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"17","James Cappleman","237","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"17","Marianne Lalonde","182","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"18","James Cappleman","227","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"18","Marianne Lalonde","177","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"19","James Cappleman","171","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"19","Marianne Lalonde","124","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"20","James Cappleman","163","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"20","Marianne Lalonde","146","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"21","James Cappleman","113","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"21","Marianne Lalonde","122","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"22","James Cappleman","57","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"22","Marianne Lalonde","244","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"23","James Cappleman","131","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"23","Marianne Lalonde","159","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"24","James Cappleman","204","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"24","Marianne Lalonde","211","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"25","James Cappleman","181","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"25","Marianne Lalonde","207","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"26","James Cappleman","147","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"26","Marianne Lalonde","212","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"27","James Cappleman","191","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"27","Marianne Lalonde","255","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"28","James Cappleman","240","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"28","Marianne Lalonde","174","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"29","James Cappleman","185","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"29","Marianne Lalonde","128","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"30","James Cappleman","158","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"30","Marianne Lalonde","185","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"31","James Cappleman","121","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"31","Marianne Lalonde","190","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"32","James Cappleman","192","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"32","Marianne Lalonde","221","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"33","James Cappleman","193","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"33","Marianne Lalonde","208","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"34","James Cappleman","176","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"34","Marianne Lalonde","200","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"35","James Cappleman","226","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"35","Marianne Lalonde","153","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"36","James Cappleman","203","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"36","Marianne Lalonde","158","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"37","James Cappleman","124","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"37","Marianne Lalonde","157","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"38","James Cappleman","140","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"38","Marianne Lalonde","140","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"39","James Cappleman","142","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"39","Marianne Lalonde","188","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"40","James Cappleman","177","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"40","Marianne Lalonde","162","2019 Municipal Runoffs - 4/2/19",46,"Runoff","2019","4/2/19"
"1","Michele Smith","138","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"1","Derek Lindblom","80","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"2","Michele Smith","176","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"2","Derek Lindblom","173","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"3","Michele Smith","177","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"3","Derek Lindblom","171","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"4","Michele Smith","139","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"4","Derek Lindblom","163","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"5","Michele Smith","178","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"5","Derek Lindblom","139","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"6","Michele Smith","89","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"6","Derek Lindblom","121","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"7","Michele Smith","134","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"7","Derek Lindblom","114","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"8","Michele Smith","138","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"8","Derek Lindblom","106","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"9","Michele Smith","201","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"9","Derek Lindblom","174","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"10","Michele Smith","224","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"10","Derek Lindblom","215","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"11","Michele Smith","132","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"11","Derek Lindblom","132","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"12","Michele Smith","127","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"12","Derek Lindblom","89","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"13","Michele Smith","204","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"13","Derek Lindblom","107","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"14","Michele Smith","232","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"14","Derek Lindblom","217","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"15","Michele Smith","198","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"15","Derek Lindblom","123","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"16","Michele Smith","128","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"16","Derek Lindblom","169","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"17","Michele Smith","150","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"17","Derek Lindblom","112","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"18","Michele Smith","192","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"18","Derek Lindblom","199","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"19","Michele Smith","184","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"19","Derek Lindblom","188","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"20","Michele Smith","186","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"20","Derek Lindblom","195","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"21","Michele Smith","120","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"21","Derek Lindblom","189","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"22","Michele Smith","104","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"22","Derek Lindblom","99","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"23","Michele Smith","101","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"23","Derek Lindblom","94","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"24","Michele Smith","156","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"24","Derek Lindblom","110","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"25","Michele Smith","181","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"25","Derek Lindblom","128","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"26","Michele Smith","163","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"26","Derek Lindblom","132","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"27","Michele Smith","157","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"27","Derek Lindblom","202","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"28","Michele Smith","258","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"28","Derek Lindblom","122","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"29","Michele Smith","154","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"29","Derek Lindblom","178","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"30","Michele Smith","149","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"30","Derek Lindblom","186","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"31","Michele Smith","201","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"31","Derek Lindblom","148","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"32","Michele Smith","165","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"32","Derek Lindblom","158","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"33","Michele Smith","227","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"33","Derek Lindblom","147","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"34","Michele Smith","169","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"34","Derek Lindblom","90","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"35","Michele Smith","239","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"35","Derek Lindblom","135","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"36","Michele Smith","72","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"36","Derek Lindblom","56","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"37","Michele Smith","131","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"37","Derek Lindblom","138","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"38","Michele Smith","185","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"38","Derek Lindblom","131","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"39","Michele Smith","140","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"39","Derek Lindblom","96","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"40","Michele Smith","107","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"40","Derek Lindblom","88","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"41","Michele Smith","189","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"41","Derek Lindblom","227","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"42","Michele Smith","140","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"42","Derek Lindblom","141","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"43","Michele Smith","200","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"43","Derek Lindblom","145","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"44","Michele Smith","151","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"44","Derek Lindblom","155","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"45","Michele Smith","170","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"45","Derek Lindblom","78","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"46","Michele Smith","79","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"46","Derek Lindblom","84","2019 Municipal Runoffs - 4/2/19",43,"Runoff","2019","4/2/19"
"1","Patrick J. O'connor","208","2019 Municipal Runoffs - 4/2/19",40,"Runoff","2019","4/2/19"
"1","Andrãƒâ€° Vasquez","94","2019 Municipal Runoffs - 4/2/19",40,"Runoff","2019","4/2/19"
"2","Patrick J. O'connor","210","2019 Municipal Runoffs - 4/2/19",40,"Runoff","2019","4/2/19"
"2","Andrãƒâ€° Vasquez","107","2019 Municipal Runoffs - 4/2/19",40,"Runoff","2019","4/2/19"
