"ward","type","location","year","est_cost","id","intersection_1","intersection_2","intersection_3","intersection_4"
30,"Alley Speed Hump Menu","N PULASKI RD & W EDDY ST & N SPRINGFIELD AVE & W CORNELIA AVE",2015,2100,26233,"N PULASKI RD & W EDDY ST","N SPRINGFIELD AVE & W EDDY ST","N PULASKI RD & W CORNELIA AVE","N SPRINGFIELD AVE & W CORNELIA AVE"
30,"Alley Speed Hump Menu","W BELMONT AVE & N RIDGEWAY AVE & W SCHOOL ST & N LAWNDALE AVE",2015,2800,26234,"N RIDGEWAY AVE & W BELMONT AVE","N LAWNDALE AVE & W BELMONT AVE","N RIDGEWAY AVE & W SCHOOL ST","N LAWNDALE AVE & W SCHOOL ST"
30,"Alley Speed Hump Menu","N CICERO AVE & W GRACE ST & N KILPATRICK AVE & W BERENICE AVE",2015,1400,26235,"N CICERO AVE & W GRACE ST","N KILPATRICK AVE & W GRACE ST","N CICERO AVE & W BERENICE AVE","N KILPATRICK AVE & W BERENICE AVE"
30,"Alley Speed Hump Menu","N RIDGEWAY AVE & W SCHOOL ST & N LAWNDALE AVE & W BELMONT AVE",2015,700,26236,"N RIDGEWAY AVE & W SCHOOL ST","N LAWNDALE AVE & W SCHOOL ST","N RIDGEWAY AVE & W BELMONT AVE","N LAWNDALE AVE & W BELMONT AVE"
30,"Concrete Alley Menu","N HAMLIN AVE & W SCHOOL ST & N AVERS AVE & W ROSCOE ST",2015,125000,26240,"N HAMLIN AVE & W SCHOOL ST","N AVERS AVE & W SCHOOL ST","N HAMLIN AVE & W ROSCOE ST","N AVERS AVE & W ROSCOE ST"
30,"Alley Resurfacing Menu","N CENTRAL PARK AVE & W ROSCOE ST & N MONTICELLO AVE & W CORNELIA AVE",2016,23562.06,26312,"N CENTRAL PARK AVE & W ROSCOE ST","N MONTICELLO AVE & W ROSCOE ST","N CENTRAL PARK AVE & W CORNELIA AVE","N MONTICELLO AVE & W CORNELIA AVE"
30,"Alley Resurfacing Menu","N CENTRAL PARK AVE & N MILWAUKEE AVE & N RIDGEWAY AVE & W OAKDALE AVE",2016,40765.82,26313,"N CENTRAL PARK AVE & W OAKDALE AVE","N MILWAUKEE AVE & W OAKDALE AVE","N RIDGEWAY AVE & W OAKDALE AVE","N CENTRAL PARK AVE & N MILWAUKEE AVE"
30,"Alley Resurfacing Menu","N KILPATRICK AVE & W ROSCOE ST & N KEATING AVE & W CORNELIA AVE",2016,30260.34,26314,"N KILPATRICK AVE & W ROSCOE ST","N KEATING AVE & W ROSCOE ST","N KILPATRICK AVE & W CORNELIA AVE","N KEATING AVE & W CORNELIA AVE"
30,"Alley Resurfacing Menu","N MONITOR AVE & W WRIGHTWOOD AVE & N MARMORA AVE & W SCHUBERT AVE",2016,49334.31,26315,"N MONITOR AVE & W WRIGHTWOOD AVE","N MARMORA AVE & W WRIGHTWOOD AVE","N MONITOR AVE & W SCHUBERT AVE","N MARMORA AVE & W SCHUBERT AVE"
30,"Alley Resurfacing Menu","W DIVERSEY AVE & N MCVICKER AVE & W GEORGE ST & N MEADE AVE",2016,54467.16,26316,"N MCVICKER AVE & W DIVERSEY AVE","N MEADE AVE & W DIVERSEY AVE","N MCVICKER AVE & W GEORGE ST","N MEADE AVE & W GEORGE ST"
30,"Alley Resurfacing Menu","N MCVICKER AVE & W SCHUBERT AVE & N MEADE AVE & W DIVERSEY AVE",2016,40610.57,26317,"N MCVICKER AVE & W SCHUBERT AVE","N MEADE AVE & W SCHUBERT AVE","N MCVICKER AVE & W DIVERSEY AVE","N MEADE AVE & W DIVERSEY AVE"
30,"Alley Resurfacing Menu","N LARAMIE AVE & W BARRY AVE & N LOCKWOOD AVE & W FLETCHER ST",2016,20693.49,26318,"N LARAMIE AVE & W BARRY AVE","N LOCKWOOD AVE & W BARRY AVE","N LARAMIE AVE & W FLETCHER ST","N LOCKWOOD AVE & W FLETCHER ST"
30,"Alley Resurfacing Menu","N MONTICELLO AVE & W BARRY AVE & N CENTRAL PARK AVE & W BELMONT AVE",2016,46634.32,26319,"N MONTICELLO AVE & W BARRY AVE","N CENTRAL PARK AVE & W BARRY AVE","N MONTICELLO AVE & W BELMONT AVE","N CENTRAL PARK AVE & W BELMONT AVE"
30,"Alley Resurfacing Menu (1-1)","W ROSCOE ST & N KEELER AVE & W HENDERSON ST & N KILDARE AVE",2017,33659.44,26360,"N KEELER AVE & W ROSCOE ST","N KILDARE AVE & W ROSCOE ST","N KEELER AVE & W HENDERSON ST","N KILDARE AVE & W HENDERSON ST"
30,"Alley Resurfacing Menu","W MELROSE ST & N LONG AVE & W BELMONT AVE & N LINDER AVE",2017,25650.81,26361,"N LONG AVE & W MELROSE ST","N LINDER AVE & W MELROSE ST","N LONG AVE & W BELMONT AVE","N LINDER AVE & W BELMONT AVE"
30,"Alley Speed Hump Menu","N MILWAUKEE AVE & N RIDGEWAY AVE & W OAKDALE AVE & N CENTRAL PARK AVE",2017,700,26370,"N MILWAUKEE AVE & W OAKDALE AVE","N RIDGEWAY AVE & W OAKDALE AVE","N CENTRAL PARK AVE & W OAKDALE AVE","N RIDGEWAY AVE & N MILWAUKEE AVE"
30,"Alley Speed Hump Menu","W WARWICK AVE & N KILPATRICK AVE & W WAVELAND AVE & N CICERO AVE",2017,2800,26375,"N KILPATRICK AVE & W WARWICK AVE","N CICERO AVE & W WARWICK AVE","N KILPATRICK AVE & W WAVELAND AVE","N CICERO AVE & W WAVELAND AVE"
30,"Alley Resurfacing Menu","N LAWNDALE AVE & W BARRY AVE & N MONTICELLO AVE & N MILWAUKEE AVE",2018,17128.33,26442,"N LAWNDALE AVE & W BARRY AVE","N MONTICELLO AVE & W BARRY AVE","N MILWAUKEE AVE & W BARRY AVE","N LAWNDALE AVE & N MILWAUKEE AVE"
30,"Alley Resurfacing Menu","W GRACE ST & N CICERO AVE & W BERENICE AVE & N KILPATRICK AVE",2018,44280.04,26443,"N CICERO AVE & W GRACE ST","N KILPATRICK AVE & W GRACE ST","N CICERO AVE & W BERENICE AVE","N KILPATRICK AVE & W BERENICE AVE"
30,"Alley Resurfacing Menu","N MERRIMAC AVE & W DIVERSEY AVE & N MELVINA AVE & W SCHUBERT AVE",2018,24681.87,26444,"N MERRIMAC AVE & W DIVERSEY AVE","N MELVINA AVE & W DIVERSEY AVE","N MERRIMAC AVE & W SCHUBERT AVE","N MELVINA AVE & W SCHUBERT AVE"
30,"Alley Speed Hump Menu","N LUNA AVE & W ALTGELD ST & N LINDER AVE & W FULLERTON AVE",2018,2100,26445,"N LUNA AVE & W ALTGELD ST","N LINDER AVE & W ALTGELD ST","N LUNA AVE & W FULLERTON AVE","N LINDER AVE & W FULLERTON AVE"
30,"Alley Speed Hump Menu","W ROSCOE ST & N CICERO AVE & W CORNELIA AVE & N KEATING AVE",2018,2100,26446,"N CICERO AVE & W ROSCOE ST","N KEATING AVE & W ROSCOE ST","N CICERO AVE & W CORNELIA AVE","N KEATING AVE & W CORNELIA AVE"
30,"Alley Speed Hump Menu","W BELMONT AVE & N LONG AVE & W MELROSE ST & N CENTRAL AVE",2018,1400,26447,"N LONG AVE & W BELMONT AVE","N CENTRAL AVE & W BELMONT AVE","N LONG AVE & W MELROSE ST","N CENTRAL AVE & W MELROSE ST"
30,"Alley Speed Hump Menu","W BELMONT AVE & N LONG AVE & W MELROSE ST & N LINDER AVE",2018,1400,26448,"N LONG AVE & W BELMONT AVE","N LINDER AVE & W BELMONT AVE","N LONG AVE & W MELROSE ST","N LINDER AVE & W MELROSE ST"
30,"Alley Speed Hump Menu","W ADDISON ST & N LONG AVE & W PATTERSON AVE & N LOCKWOOD AVE",2018,1400,26449,"N LONG AVE & W ADDISON ST","N LOCKWOOD AVE & W ADDISON ST","N LONG AVE & W PATTERSON AVE","N LOCKWOOD AVE & W PATTERSON AVE"
30,"Alley Speed Hump Menu","W PARKER AVE & N CENTRAL AVE & W DIVERSEY AVE & N LINDER AVE",2018,150.56,26450,"N CENTRAL AVE & W PARKER AVE","N LINDER AVE & W PARKER AVE","N CENTRAL AVE & W DIVERSEY AVE","N LINDER AVE & W DIVERSEY AVE"
30,"Alley Resurfacing Menu","N MILWAUKEE AVE & N LAWNDALE AVE & W GEORGE ST & N RIDGEWAY AVE",2019,51923.77,26524,"N MILWAUKEE AVE & W GEORGE ST","N LAWNDALE AVE & W GEORGE ST","N RIDGEWAY AVE & W GEORGE ST","N LAWNDALE AVE & N MILWAUKEE AVE"
30,"Alley Resurfacing Menu","N CENTRAL PARK AVE & W BARRY AVE & N MONTICELLO AVE & N MILWAUKEE AVE",2019,17282.6,26525,"N CENTRAL PARK AVE & W BARRY AVE","N MONTICELLO AVE & W BARRY AVE","N MILWAUKEE AVE & W BARRY AVE","N CENTRAL PARK AVE & N MILWAUKEE AVE"
30,"Alley Resurfacing Menu","W EDDY ST & N KEDVALE AVE & W ADDISON ST & N KARLOV AVE",2019,30220.21,26527,"N KEDVALE AVE & W EDDY ST","N KARLOV AVE & W EDDY ST","N KEDVALE AVE & W ADDISON ST","N KARLOV AVE & W ADDISON ST"
30,"Alley Speed Hump Menu","W PARKER AVE & N CENTRAL AVE & W DIVERSEY AVE & N LINDER AVE",2019,549.44,26538,"N CENTRAL AVE & W PARKER AVE","N LINDER AVE & W PARKER AVE","N CENTRAL AVE & W DIVERSEY AVE","N LINDER AVE & W DIVERSEY AVE"
30,"Concrete Alley Menu","N MARMORA AVE & W GEORGE ST & N MONITOR AVE & W DIVERSEY AVE",2021,262292.86,26673,"N MARMORA AVE & W GEORGE ST","N MONITOR AVE & W GEORGE ST","N MARMORA AVE & W DIVERSEY AVE","N MONITOR AVE & W DIVERSEY AVE"
30,"Alley Resurfacing Menu","W ADDISON ST & N KARLOV AVE & N PULASKI RD & W EDDY ST",2022,36731.82,26737,"N KARLOV AVE & W ADDISON ST","N PULASKI RD & W ADDISON ST","N KARLOV AVE & W EDDY ST","N PULASKI RD & W EDDY ST"
31,"Alley Resurface Menu","W PALMER & W SHAKESPEARE AV & N LAMON AV & N CICERO AV",2005,27564,26787,"N LAMON AV & W PALMER","N CICERO AV & W PALMER","N LAMON AV & W SHAKESPEARE AV","N CICERO AV & W SHAKESPEARE AV"
31,"Alley Resurface Menu","W GEORGE ST & W OAKDALE AV & N CICERO AV & N LAMON AV",2005,19864,26788,"N CICERO AV & W GEORGE ST","N LAMON AV & W GEORGE ST","N CICERO AV & W OAKDALE AV","N LAMON AV & W OAKDALE AV"
31,"Alley Resurface Menu","W SCHOOL ST & W HENDERSON ST & N KILDARE AV & RAILROAD TRACKS",2005,13611,26789,"N KILDARE AV & W SCHOOL ST","N KILDARE AV & W HENDERSON ST","NA","NA"
31,"Alley Resurface Menu","W DRUMMOND PL & N LARAMIE AV & W SCHUBERT AV & N LOCKWOOD AV",2005,6479,26790,"N LARAMIE AV & W DRUMMOND PL","N LOCKWOOD AV & W DRUMMOND PL","N LARAMIE AV & W SCHUBERT AV","N LOCKWOOD AV & W SCHUBERT AV"
31,"Alley Resurface Menu","N KENTON AV & W SHAKESPEARE AV & N KILPATRICK AV & W DICKENS AV",2005,17582,26791,"N KENTON AV & W SHAKESPEARE AV","N KILPATRICK AV & W SHAKESPEARE AV","N KENTON AV & W DICKENS AV","N KILPATRICK AV & W DICKENS AV"
31,"Alley Resurface Menu","N KENTON AV & W PALMER & N KILPATRICK AV & W SHAKESPEARE AV",2005,17582,26792,"N KENTON AV & W PALMER","N KILPATRICK AV & W PALMER","N KENTON AV & W SHAKESPEARE AV","N KILPATRICK AV & W SHAKESPEARE AV"
31,"Alley Resurface Menu","W WOLFRAM ST & W GEORGE ST & N CICERO AV & N LAMON AV",2005,6055,26793,"N CICERO AV & W WOLFRAM ST","N LAMON AV & W WOLFRAM ST","N CICERO AV & W GEORGE ST","N LAMON AV & W GEORGE ST"
31,"Alley Resurface Menu","W BARRY AV & W NELSON ST & N LARAMIE AV & N LOCKWOOD AV",2005,23966,26794,"N LARAMIE AV & W BARRY AV","N LOCKWOOD AV & W BARRY AV","N LARAMIE AV & W NELSON ST","N LOCKWOOD AV & W NELSON ST"
31,"Alley Speed Hump Menu","W DIVERSEY AV & W GEORGE ST & N CENTRAL AV & N LUNA AV",2005,3500,26795,"N CENTRAL AV & W DIVERSEY AV","N LUNA AV & W DIVERSEY AV","N CENTRAL AV & W GEORGE ST","N LUNA AV & W GEORGE ST"
31,"Alley Resurface Menu","W DIVERSEY AV & W PARKER AV & N KOSTNER AV & N KILBOURN AV",2006,6871,26819,"N KOSTNER AV & W DIVERSEY AV","N KILBOURN AV & W DIVERSEY AV","N KOSTNER AV & W PARKER AV","N KILBOURN AV & W PARKER AV"
31,"Alley Resurface Menu","W DRUMMOND PL & W SCHUBERT AV & N LECLAIRE AV & N LAVERGNE AV",2006,18583,26820,"N LECLAIRE AV & W DRUMMOND PL","N LAVERGNE AV & W DRUMMOND PL","N LECLAIRE AV & W SCHUBERT AV","N LAVERGNE AV & W SCHUBERT AV"
31,"Alley Resurface Menu","N CICERO AV & N LAMON AV & W WRIGHTWOOD AV & W DRUMMOND PL",2006,18695,26821,"N CICERO AV & W WRIGHTWOOD AV","N LAMON AV & W WRIGHTWOOD AV","N CICERO AV & W DRUMMOND PL","N LAMON AV & W DRUMMOND PL"
31,"Alley Resurface Menu","N LUNA AV & N CENTRAL AV & W WELLINGTON AV & W BARRY AV",2006,17897,26822,"N LUNA AV & W WELLINGTON AV","N CENTRAL AV & W WELLINGTON AV","N LUNA AV & W BARRY AV","N CENTRAL AV & W BARRY AV"
31,"Alley Resurface Menu","N LAMON AV & N LAPORTE AV & W DICKENS AV & W PALMER",2006,18516,26823,"N LAMON AV & W DICKENS AV","N LAPORTE AV & W DICKENS AV","N LAMON AV & W PALMER","N LAPORTE AV & W PALMER"
31,"Alley Resurface Menu","N LONG AV & N LOTUS AV & W WELLINGTON AV & W BARRY AV",2006,17337,26824,"N LONG AV & W WELLINGTON AV","N LOTUS AV & W WELLINGTON AV","N LONG AV & W BARRY AV","N LOTUS AV & W BARRY AV"
31,"Alley Resurfacing Menu - Change Orde","N CICERO AVE & W OAKDALE AVE & N LAMON AVE & W GEORGE ST",2006,2589,26825,"N CICERO AVE & W OAKDALE AVE","N LAMON AVE & W OAKDALE AVE","N CICERO AVE & W GEORGE ST","N LAMON AVE & W GEORGE ST"
31,"Alley Speed Hump Menu","W GEORGE ST & W WOLFRAM ST & N LARAMIE AV & N LECLAIRE AV",2006,525,26826,"N LARAMIE AV & W GEORGE ST","N LECLAIRE AV & W GEORGE ST","N LARAMIE AV & W WOLFRAM ST","N LECLAIRE AV & W WOLFRAM ST"
31,"Alley Speed Hump Menu","N KEATING AV & N CICERO AV & W WELLINGTON AV & W BARRY AV",2006,1000,26827,"N KEATING AV & W WELLINGTON AV","N CICERO AV & W WELLINGTON AV","N KEATING AV & W BARRY AV","N CICERO AV & W BARRY AV"
31,"Alley Speed Hump Menu","W MCLEAN AV & W DICKENS AV & N KOLMAR & N KILPATRICK AV",2006,500,26828,"N KOLMAR & W MCLEAN AV","N KILPATRICK AV & W MCLEAN AV","N KOLMAR & W DICKENS AV","N KILPATRICK AV & W DICKENS AV"
31,"Alley Speed Hump Menu","W MONTANA ST & W FULLERTON AV & N LOCKWOOD AV & N LARAMIE AV",2006,1500,26829,"N LOCKWOOD AV & W MONTANA ST","N LARAMIE AV & W MONTANA ST","N LOCKWOOD AV & W FULLERTON AV","N LARAMIE AV & W FULLERTON AV"
31,"Alley Speed Hump Menu","W OAKDALE AV & W GEORGE ST & N LONG AV & N LOCKWOOD AV",2006,2000,26830,"N LONG AV & W OAKDALE AV","N LOCKWOOD AV & W OAKDALE AV","N LONG AV & W GEORGE ST","N LOCKWOOD AV & W GEORGE ST"
31,"Alley Speed Hump Menu","W DICKENS AV & W SHAKESPEARE AV & N CICERO AV & N KILPATRICK AV",2006,2500,26831,"N CICERO AV & W DICKENS AV","N KILPATRICK AV & W DICKENS AV","N CICERO AV & W SHAKESPEARE AV","N KILPATRICK AV & W SHAKESPEARE AV"
31,"Alley Speed Hump Menu","N KEYSTONE AV & N KARLOV AV & W PALMER ST & W BELDEN AV",2006,1000,26832,"N KEYSTONE AV & W PALMER ST","N KARLOV AV & W PALMER ST","N KEYSTONE AV & W BELDEN AV","N KARLOV AV & W BELDEN AV"
31,"Alley Speed Hump Menu","N LOWELL AV & N KOSTNER AV & W PALMER & W BELDEN AV",2006,1000,26833,"N LOWELL AV & W PALMER","N KOSTNER AV & W PALMER","N LOWELL AV & W BELDEN AV","N KOSTNER AV & W BELDEN AV"
31,"Alley Speed Hump Menu","W DEMING PL & W WRIGHTWOOD AV & N LAMON AV & N CICERO AV",2006,2000,26834,"N LAMON AV & W DEMING PL","N CICERO AV & W DEMING PL","N LAMON AV & W WRIGHTWOOD AV","N CICERO AV & W WRIGHTWOOD AV"
31,"Alley Speed Hump Menu","W DEMING PL & W ALTGELD ST & N LOCKWOOD AV & N LARAMIE AV",2006,2000,26835,"N LOCKWOOD AV & W DEMING PL","N LARAMIE AV & W DEMING PL","N LOCKWOOD AV & W ALTGELD ST","N LARAMIE AV & W ALTGELD ST"
31,"Alley Speed Hump Menu","W DIVERSEY AV & W PARKER AV & N KOSTNER AV & N KILDARE AV",2006,1000,26836,"N KOSTNER AV & W DIVERSEY AV","N KILDARE AV & W DIVERSEY AV","N KOSTNER AV & W PARKER AV","N KILDARE AV & W PARKER AV"
31,"Alley Resurface Menu","N KOSTNER AV & N KILBOURN AV & W DEMING PL & W WRIGHTWOOD AV",2007,29574,26915,"N KOSTNER AV & W DEMING PL","N KILBOURN AV & W DEMING PL","N KOSTNER AV & W WRIGHTWOOD AV","N KILBOURN AV & W WRIGHTWOOD AV"
31,"Alley Resurface Menu","N CICERO AV & N LAMON AV & W OAKDALE AV & W WELLINGTON AV",2007,36447,26916,"N CICERO AV & W OAKDALE AV","N LAMON AV & W OAKDALE AV","N CICERO AV & W WELLINGTON AV","N LAMON AV & W WELLINGTON AV"
31,"Alley Resurface Menu","N CICERO AV & N LAMON AV & W GEORGE ST & W OAKDALE AV",2007,14387,26917,"N CICERO AV & W GEORGE ST","N LAMON AV & W GEORGE ST","N CICERO AV & W OAKDALE AV","N LAMON AV & W OAKDALE AV"
31,"Alley Resurface Menu","N KEATING AV & N KILPATRICK AV & W WELLINGTON AV & W BARRY AV",2007,21751,26918,"N KEATING AV & W WELLINGTON AV","N KILPATRICK AV & W WELLINGTON AV","N KEATING AV & W BARRY AV","N KILPATRICK AV & W BARRY AV"
31,"Alley Resurface Menu","N LAWLER AV & N LECLAIRE AV & W PALMER & W BELDEN AV",2007,26668,26919,"N LAWLER AV & W PALMER","N LECLAIRE AV & W PALMER","N LAWLER AV & W BELDEN AV","N LECLAIRE AV & W BELDEN AV"
31,"Alley Resurface Menu","W NELSON ST & W BARRY AV & N LAVERGNE AV & N LECLAIRE AV",2007,22266,26920,"N LAVERGNE AV & W NELSON ST","N LECLAIRE AV & W NELSON ST","N LAVERGNE AV & W BARRY AV","N LECLAIRE AV & W BARRY AV"
31,"Alley Resurface Menu","W NELSON ST & W WELLINGTON AV & N LAVERGNE AV & N LECLAIRE AV",2007,22816,26921,"N LAVERGNE AV & W NELSON ST","N LECLAIRE AV & W NELSON ST","N LAVERGNE AV & W WELLINGTON AV","N LECLAIRE AV & W WELLINGTON AV"
31,"Alley Resurface Menu","W DEMING PL & W WRIGHTWOOD AV & N KILBOURN AV & N KENTON AV",2007,23008,26922,"N KILBOURN AV & W DEMING PL","N KENTON AV & W DEMING PL","N KILBOURN AV & W WRIGHTWOOD AV","N KENTON AV & W WRIGHTWOOD AV"
31,"Alley Resurface Menu","N KEYSTONE AV & N PULASKI RD & W BELDEN AV & W PALMER",2007,21321,26923,"N KEYSTONE AV & W BELDEN AV","N PULASKI RD & W BELDEN AV","N KEYSTONE AV & W PALMER","N PULASKI RD & W PALMER"
31,"Alley Resurface Menu","N CICERO AV & N LAMON AV & W MONTANA ST & W ALTGELD ST",2007,26956,26924,"N CICERO AV & W MONTANA ST","N LAMON AV & W MONTANA ST","N CICERO AV & W ALTGELD ST","N LAMON AV & W ALTGELD ST"
31,"Alley Resurface Menu","W BELMONT AV & W MELROSE ST & N KEELER AV & N KILDARE AV",2007,2249,26925,"N KEELER AV & W BELMONT AV","N KILDARE AV & W BELMONT AV","N KEELER AV & W MELROSE ST","N KILDARE AV & W MELROSE ST"
31,"Alley Resurface Menu","W MONTANA ST & W FULLERTON AV & N LAVERGNE AV & N LECLAIRE AV",2007,22020,26926,"N LAVERGNE AV & W MONTANA ST","N LECLAIRE AV & W MONTANA ST","N LAVERGNE AV & W FULLERTON AV","N LECLAIRE AV & W FULLERTON AV"
31,"Alley Resurface Menu","W MONTANA ST & W FULLERTON AV & N LECLAIRE AV & N LARAMIE AV",2007,4396,26927,"N LECLAIRE AV & W MONTANA ST","N LARAMIE AV & W MONTANA ST","N LECLAIRE AV & W FULLERTON AV","N LARAMIE AV & W FULLERTON AV"
31,"Alley Speed Hump Menu","N LAMON AV & N LAVERGNE AV & W BELMONT AV & W FLETCHER ST",2007,1050,26928,"N LAMON AV & W BELMONT AV","N LAVERGNE AV & W BELMONT AV","N LAMON AV & W FLETCHER ST","N LAVERGNE AV & W FLETCHER ST"
31,"Alley Speed Hump Menu","W WRIGHTWOOD AV & W DRUMMOND PL & N LAMON AV & N CICERO AV",2007,1575,26929,"N LAMON AV & W WRIGHTWOOD AV","N CICERO AV & W WRIGHTWOOD AV","N LAMON AV & W DRUMMOND PL","N CICERO AV & W DRUMMOND PL"
31,"Alley Speed Hump Menu","W FULLERTON AV & W MONTANA ST & N KENTON AV & N KILBOURN AV",2007,1000,26930,"N KENTON AV & W FULLERTON AV","N KILBOURN AV & W FULLERTON AV","N KENTON AV & W MONTANA ST","N KILBOURN AV & W MONTANA ST"
31,"Alley Speed Hump Menu","N KILDARE AV & W GEORGE ST & W DIVERSEY AV & N TRIPP AV",2007,2000,26931,"N KILDARE AV & W GEORGE ST","N TRIPP AV & W GEORGE ST","N KILDARE AV & W DIVERSEY AV","N TRIPP AV & W DIVERSEY AV"
31,"Alley Speed Hump Menu","N KNOX AV & N KILPATRICK AV & W BELDEN AV & W FULLERTON AV",2007,2000,26932,"N KNOX AV & W BELDEN AV","N KILPATRICK AV & W BELDEN AV","N KNOX AV & W FULLERTON AV","N KILPATRICK AV & W FULLERTON AV"
31,"Alley Speed Hump Menu","N KILPATRICK AV & N KEATING AV & W BELDEN AV & W FULLERTON AV",2007,500,26933,"N KILPATRICK AV & W BELDEN AV","N KEATING AV & W BELDEN AV","N KILPATRICK AV & W FULLERTON AV","N KEATING AV & W FULLERTON AV"
31,"Alley Speed Hump Menu","N LARAMIE AV & N LECLAIRE AV & W SCHUBERT AV & W DRUMMOND PL",2007,2000,26934,"N LARAMIE AV & W SCHUBERT AV","N LECLAIRE AV & W SCHUBERT AV","N LARAMIE AV & W DRUMMOND PL","N LECLAIRE AV & W DRUMMOND PL"
31,"Alley Speed Hump Menu","N KARLOV AV & N KEDVALE AV & W BELDEN AV & W FULLERTON AV",2007,2000,26935,"N KARLOV AV & W BELDEN AV","N KEDVALE AV & W BELDEN AV","N KARLOV AV & W FULLERTON AV","N KEDVALE AV & W FULLERTON AV"
31,"Alley Resurface Menu","W DIVERSEY AV & W GEORGE ST & N TRIPP AV & N KILDARE AV",2008,34007,27006,"N TRIPP AV & W DIVERSEY AV","N KILDARE AV & W DIVERSEY AV","N TRIPP AV & W GEORGE ST","N KILDARE AV & W GEORGE ST"
31,"Alley Speed Hump Menu","W SCHUBERT AV & W WRIGHTWOOD AV & N KILPATRICK AV & N KENTON AV",2008,525,27007,"N KILPATRICK AV & W SCHUBERT AV","N KENTON AV & W SCHUBERT AV","N KILPATRICK AV & W WRIGHTWOOD AV","N KENTON AV & W WRIGHTWOOD AV"
31,"Alley Speed Hump Menu","N KEELER AV & N TRIPP AV & W FULLERTON AV & W ALTGELD ST",2008,2000,27008,"N KEELER AV & W FULLERTON AV","N TRIPP AV & W FULLERTON AV","N KEELER AV & W ALTGELD ST","N TRIPP AV & W ALTGELD ST"
31,"Alley Speed Hump Menu","N PARKSIDE AV & N CENTRAL AV & W WELLINGTON AV & W BARRY AV",2008,1000,27009,"N PARKSIDE AV & W WELLINGTON AV","N CENTRAL AV & W WELLINGTON AV","N PARKSIDE AV & W BARRY AV","N CENTRAL AV & W BARRY AV"
31,"Alley Speed Hump Menu","N LAMON AV & N CICERO AV & W SCHUBERT AV & W PARKER AV",2008,2000,27010,"N LAMON AV & W SCHUBERT AV","N CICERO AV & W SCHUBERT AV","N LAMON AV & W PARKER AV","N CICERO AV & W PARKER AV"
31,"Alley Resurface Menu","W BARRY AV & W WELLINGTON AV & N LOWELL AV & N KOSTNER AV",2009,19668,27057,"N LOWELL AV & W BARRY AV","N KOSTNER AV & W BARRY AV","N LOWELL AV & W WELLINGTON AV","N KOSTNER AV & W WELLINGTON AV"
31,"Alley Resurface Menu","W BELMONT AV & W BARRY AV & N KILBOURN AV & N KENNETH AV",2009,29900,27058,"N KILBOURN AV & W BELMONT AV","N KENNETH AV & W BELMONT AV","N KILBOURN AV & W BARRY AV","N KENNETH AV & W BARRY AV"
31,"Alley Resurface Menu","W FULLERTON AV & W MEDILL AV & N LECLAIRE AV & N LARAMIE AV",2009,25955,27059,"N LECLAIRE AV & W FULLERTON AV","N LARAMIE AV & W FULLERTON AV","N LECLAIRE AV & W MEDILL AV","N LARAMIE AV & W MEDILL AV"
31,"Alley Resurface Menu","N KILDARE AV & DEAD END & W MELROSE ST & W SCHOOL ST",2009,21472,27060,"N KILDARE AV & W MELROSE ST","N KILDARE AV & W SCHOOL ST","NA","NA"
31,"Alley Resurface Menu","N LAMON AV & N LAMON AV & W DIVERSEY AV & W WOLFRAM ST",2009,833,27061,"N LAMON AV & W DIVERSEY AV","N LAMON AV & W WOLFRAM ST","NA","NA"
31,"Alley Resurface Menu","N LAMON AV & N LAMON AV & W DIVERSEY AV & W PARKER AV",2009,704,27062,"N LAMON AV & W DIVERSEY AV","N LAMON AV & W PARKER AV","NA","NA"
31,"Alley Speed Hump Menu","W NORTH AV & W LE MOYNE ST & N LAWNDALE AV & N MONTICELLO AV",2009,1050,27063,"N LAWNDALE AV & W NORTH AV","N MONTICELLO AV & W NORTH AV","N LAWNDALE AV & W LE MOYNE ST","N MONTICELLO AV & W LE MOYNE ST"
31,"Alley Speed Hump Menu","W ALTGELD ST & W MONTANA ST & N KOSTNER AV & N KILBOURN AV",2009,1050,27064,"N KOSTNER AV & W ALTGELD ST","N KILBOURN AV & W ALTGELD ST","N KOSTNER AV & W MONTANA ST","N KILBOURN AV & W MONTANA ST"
31,"Alley Speed Hump Menu","N LOWELL AV & N KILDARE AV & W FULLERTON AV & W BELDEN AV",2009,525,27065,"N LOWELL AV & W FULLERTON AV","N KILDARE AV & W FULLERTON AV","N LOWELL AV & W BELDEN AV","N KILDARE AV & W BELDEN AV"
31,"Alley Resurface Menu","W DRUMMOND PL & W WRIGHTWOOD AV & N LAVERGNE AV & N LECLAIRE AV",2010,35974,27108,"N LAVERGNE AV & W DRUMMOND PL","N LECLAIRE AV & W DRUMMOND PL","N LAVERGNE AV & W WRIGHTWOOD AV","N LECLAIRE AV & W WRIGHTWOOD AV"
31,"Alley Resurface Menu","W BARRY AV & W WELLINGTON AV & N LOWELL AV & RAILROAD TRACKS",2010,25103,27109,"N LOWELL AV & W BARRY AV","N LOWELL AV & W WELLINGTON AV","NA","NA"
31,"Alley Resurface Menu","W NELSON ST & W WELLINGTON AV & N LOWELL AV & RAILROAD TRACKS",2010,36548,27110,"N LOWELL AV & W NELSON ST","N LOWELL AV & W WELLINGTON AV","NA","NA"
