"ward","type","location","year","est_cost","main_street","from_street","to_street","from_intersection","to_intersection"
17,"Street Resurfacing Menu","ON W 73RD ST FROM S HOMAN AVE (3400 W) TO S ST LOUIS AVE (3500 W)",2022,53202.57,"W 73RD ST","S HOMAN AVE ","S ST LOUIS AVE ","W 73RD ST and S HOMAN AVE ","W 73RD ST and S ST LOUIS AVE "
17,"Street Resurfacing Menu","ON W 74TH ST FROM S HOMAN AVE (3400 W) TO S ST LOUIS AVE (3500 W)",2022,50777.73,"W 74TH ST","S HOMAN AVE ","S ST LOUIS AVE ","W 74TH ST and S HOMAN AVE ","W 74TH ST and S ST LOUIS AVE "
17,"Street Speed Hump Menu","ON S BISHOP ST FROM W 76TH ST (7600 S) TO W 77TH ST (7700 S)",2022,4700,"S BISHOP ST","W 76TH ST ","W 77TH ST ","S BISHOP ST and W 76TH ST ","S BISHOP ST and W 77TH ST "
17,"Street Speed Hump Menu","ON W 75TH PL FROM S ASHLAND AVE (1600 W) TO S PAULINA ST (1700 W)",2022,4700,"W 75TH PL","S ASHLAND AVE ","S PAULINA ST ","W 75TH PL and S ASHLAND AVE ","W 75TH PL and S PAULINA ST "
18,"Curb & Gutter Menu","ON S HOYNE AVE FROM W 78 ST (7800 S) TO W 77 ST (7700 S)",2012,12877,"S HOYNE AVE","W 78 ST ","W 77 ST ","S HOYNE AVE and W 78 ST ","S HOYNE AVE and W 77 ST "
18,"Curb & Gutter Menu","ON W 82ND PL FROM S SPRINGFIELD AV (3900 W) TO S PULASKI RD (4000 W)",2012,89182,"W 82ND PL","S SPRINGFIELD AV ","S PULASKI RD ","W 82ND PL and S SPRINGFIELD AV ","W 82ND PL and S PULASKI RD "
18,"Curb & Gutter Menu","ON W 85TH ST FROM S DAMEN AV (2000 W) TO Dead End (2109 W)",2012,7147,"W 85TH ST","S DAMEN AV ","2109 W","W 85TH ST and S DAMEN AV ","2109 W 85TH ST"
18,"Curb & Gutter Menu","ON W 79TH PL FROM S MAPLEWOOD AV (2532 W) TO S TALMAN AV (2632 W)",2012,5596,"W 79TH PL","S MAPLEWOOD AV ","S TALMAN AV ","W 79TH PL and S MAPLEWOOD AV ","W 79TH PL and S TALMAN AV "
18,"Curb & Gutter Menu","ON S BELL AVE FROM W 71 ST (7100 S) TO W 72 ST (7200 S)",2012,9518,"S BELL AVE","W 71 ST ","W 72 ST ","S BELL AVE and W 71 ST ","S BELL AVE and W 72 ST "
18,"Curb & Gutter Menu","ON S WINCHESTER AVE FROM Dead End (7552 S) TO W 76 ST (7600 S)",2012,47292,"S WINCHESTER AVE","7552 S","W 76 ST ","7552 S WINCHESTER AVE","S WINCHESTER AVE and W 76 ST "
18,"Sidewalk Menu","ON S CHRISTIANA AVE FROM W 79 ST (7900 S) TO W COLUMBUS AV (7996 S)",2012,55413,"S CHRISTIANA AVE","W 79 ST ","W COLUMBUS AV ","S CHRISTIANA AVE and W 79 ST ","S CHRISTIANA AVE and W COLUMBUS AV "
18,"Sidewalk Menu","ON W 81ST ST FROM Dead End (3652 W) TO S LAWNDALE AV (3700 W)",2012,53535,"W 81ST ST","3652 W","S LAWNDALE AV ","3652 W 81ST ST","W 81ST ST and S LAWNDALE AV "
18,"Sidewalk Menu","ON S TALMAN AVE FROM W 81 PL (8132 S) TO W 82 ST (8200 S)",2012,33546,"S TALMAN AVE","W 81 PL ","W 82 ST ","S TALMAN AVE and W 81 PL ","S TALMAN AVE and W 82 ST "
18,"Sidewalk Menu","ON W 84TH PL FROM Dead End (3652 W) TO S ST LOUIS AV (3500 W)",2012,74699,"W 84TH PL","3652 W","S ST LOUIS AV ","3652 W 84TH PL","W 84TH PL and S ST LOUIS AV "
18,"Sidewalk Menu","ON W 80TH PL FROM S ST LOUIS AV (3500 W) TO S CENTRAL PARK AV (3600 W)",2012,68529,"W 80TH PL","S ST LOUIS AV ","S CENTRAL PARK AV ","W 80TH PL and S ST LOUIS AV ","W 80TH PL and S CENTRAL PARK AV "
18,"Sidewalk Menu","ON W 84TH ST FROM Dead End (3633 W) TO S ST LOUIS AV (3500 W)",2012,60560,"W 84TH ST","3633 W","S ST LOUIS AV ","3633 W 84TH ST","W 84TH ST and S ST LOUIS AV "
18,"Street Resurfacing Menu","ON W 82ND ST FROM S ARTESIAN AV (2432 W) TO S CAMPBELL AV (2500 W)",2012,26366,"W 82ND ST","S ARTESIAN AV ","S CAMPBELL AV ","W 82ND ST and S ARTESIAN AV ","W 82ND ST and S CAMPBELL AV "
18,"Street Resurfacing Menu","ON W 84TH PL FROM S CALIFORNIA AV (2800 W) TO S FRANCISCO AV (2910 W)",2012,68266,"W 84TH PL","S CALIFORNIA AV ","S FRANCISCO AV ","W 84TH PL and S CALIFORNIA AV ","W 84TH PL and S FRANCISCO AV "
18,"Street Resurfacing Menu","ON W 85TH PL FROM S CHRISTIANA AV (3337 W) TO Dead End (3545 W)",2012,56769,"W 85TH PL","S CHRISTIANA AV ","3545 W","W 85TH PL and S CHRISTIANA AV ","3545 W 85TH PL"
18,"Street Resurfacing Menu","ON W 83RD PL FROM S LAWNDALE AV (3700 W) TO S HAMLIN AV (3800 W)",2012,35846,"W 83RD PL","S LAWNDALE AV ","S HAMLIN AV ","W 83RD PL and S LAWNDALE AV ","W 83RD PL and S HAMLIN AV "
18,"Street Resurfacing Menu","ON S ROCKWELL ST FROM W 86 PL (8642 S) TO W 87 ST (8700 S)",2012,29079,"S ROCKWELL ST","W 86 PL ","W 87 ST ","S ROCKWELL ST and W 86 PL ","S ROCKWELL ST and W 87 ST "
18,"Street Resurfacing Menu","ON S RICHMOND ST FROM W 81 ST (8100 S) TO W 82 ST (8200 S)",2012,37571,"S RICHMOND ST","W 81 ST ","W 82 ST ","S RICHMOND ST and W 81 ST ","S RICHMOND ST and W 82 ST "
18,"Street Resurfacing Menu","ON S ARTESIAN AVE FROM W 81 ST (8100 S) TO W 82 ST (8200 S)",2012,39135,"S ARTESIAN AVE","W 81 ST ","W 82 ST ","S ARTESIAN AVE and W 81 ST ","S ARTESIAN AVE and W 82 ST "
18,"Street Resurfacing Menu","ON S MAPLEWOOD AVE FROM W 81 ST (8100 S) TO W 82 ST (8200 S)",2012,40645,"S MAPLEWOOD AVE","W 81 ST ","W 82 ST ","S MAPLEWOOD AVE and W 81 ST ","S MAPLEWOOD AVE and W 82 ST "
18,"Street Resurfacing Menu","ON W 83RD PL FROM S WASHTENAW AV (2700 W) TO S CALIFORNIA AV (2800 W)",2012,4680,"W 83RD PL","S WASHTENAW AV ","S CALIFORNIA AV ","W 83RD PL and S WASHTENAW AV ","W 83RD PL and S CALIFORNIA AV "
18,"Street Resurfacing Menu","ON S CAMPBELL AVE FROM W 80 ST (8000 S) TO W 81 ST (8100 S)",2012,39038,"S CAMPBELL AVE","W 80 ST ","W 81 ST ","S CAMPBELL AVE and W 80 ST ","S CAMPBELL AVE and W 81 ST "
18,"Street Speed Hump Menu","ON W 85TH PL FROM S CENTRAL PARK AV (3600 W) TO S LAWNDALE AV (3700 W)",2012,3700,"W 85TH PL","S CENTRAL PARK AV ","S LAWNDALE AV ","W 85TH PL and S CENTRAL PARK AV ","W 85TH PL and S LAWNDALE AV "
18,"Street Speed Hump Menu","ON W 82ND ST FROM S DAMEN AV (2000 W) TO S HOYNE AV (2100 W)",2012,3700,"W 82ND ST","S DAMEN AV ","S HOYNE AV ","W 82ND ST and S DAMEN AV ","W 82ND ST and S HOYNE AV "
18,"Street Speed Hump Menu","ON W 85TH ST FROM S CENTRAL PARK AV (3600 W) TO S LAWNDALE AV (3700 W)",2012,3700,"W 85TH ST","S CENTRAL PARK AV ","S LAWNDALE AV ","W 85TH ST and S CENTRAL PARK AV ","W 85TH ST and S LAWNDALE AV "
18,"Street Speed Hump Menu","ON W 85TH ST FROM S LAWNDALE AV (3700 W) TO S LAWNDALE AV (3700 W)",2012,3700,"W 85TH ST","S LAWNDALE AV ","S LAWNDALE AV ","W 85TH ST and S LAWNDALE AV ","W 85TH ST and S LAWNDALE AV "
18,"Street Light Residential","ON CALIFORNIA FROM W 84 ST (8381 S) TO W 85 ST (8461 S)",2012,72000,"CALIFORNIA","W 84 ST ","W 85 ST ","CALIFORNIA and W 84 ST ","CALIFORNIA and W 85 ST "
18,"Street Light Residential","ON CALIFORNIA FROM W 83 ST (8300 S) TO W 84 ST (8381 S)",2012,72000,"CALIFORNIA","W 83 ST ","W 84 ST ","CALIFORNIA and W 83 ST ","CALIFORNIA and W 84 ST "
18,"Street Light Residential","ON ARTESIAN FROM W 71 ST (7100 S) TO W 73 ST (7300 S)",2012,94000,"ARTESIAN","W 71 ST ","W 73 ST ","ARTESIAN and W 71 ST ","ARTESIAN and W 73 ST "
18,"Street Light Residential","ON CALIFORNIA FROM W 85 ST (8500 S) TO W 86 ST (8614 S)",2012,72000,"CALIFORNIA","W 85 ST ","W 86 ST ","CALIFORNIA and W 85 ST ","CALIFORNIA and W 86 ST "
18,"Street Light Residential","ON CALIFORNIA FROM W 86 ST (8614 S) TO W 87 ST (8700 S)",2012,72000,"CALIFORNIA","W 86 ST ","W 87 ST ","CALIFORNIA and W 86 ST ","CALIFORNIA and W 87 ST "
18,"Alley Apron Menu","ON S PULASKI RD FROM 8352 S TO W 83RD ST (8300 S)",2013,12768,"S PULASKI RD","8352 S","W 83RD ST ","8352 S PULASKI RD","S PULASKI RD and W 83RD ST "
18,"Curb & Gutter Menu","ON W 81ST ST FROM S SPAULDING AV (3300 W) TO S SAWYER AV (3232 W)",2013,125706,"W 81ST ST","S SPAULDING AV ","S SAWYER AV ","W 81ST ST and S SPAULDING AV ","W 81ST ST and S SAWYER AV "
18,"Curb & Gutter Menu","ON W 81ST ST FROM S KEDZIE AVE (3200 W) TO S SAWYER AVE (3230 W)",2013,35735,"W 81ST ST","S KEDZIE AVE ","S SAWYER AVE ","W 81ST ST and S KEDZIE AVE ","W 81ST ST and S SAWYER AVE "
18,"Sidewalk Menu","ON S CLAREMONT AVE FROM W 71ST ST (7100 S) TO W 72ND ST (7200 S)",2013,47401,"S CLAREMONT AVE","W 71ST ST ","W 72ND ST ","S CLAREMONT AVE and W 71ST ST ","S CLAREMONT AVE and W 72ND ST "
18,"Sidewalk Menu","ON W 80TH ST FROM S CALIFORNIA AVE (2800 W) TO S MOZART ST (2830 W)",2013,9938,"W 80TH ST","S CALIFORNIA AVE ","S MOZART ST ","W 80TH ST and S CALIFORNIA AVE ","W 80TH ST and S MOZART ST "
18,"Sidewalk Menu","ON S PULASKI RD FROM W 79TH ST (7860 S) TO W 78TH ST (7800 S)",2013,6445,"S PULASKI RD","W 79TH ST ","W 78TH ST ","S PULASKI RD and W 79TH ST ","S PULASKI RD and W 78TH ST "
18,"Sidewalk Menu","ON S ARTESIAN AVE FROM W 82ND PL (8200 S) TO W 83RD ST (8300 S)",2013,1117,"S ARTESIAN AVE","W 82ND PL ","W 83RD ST ","S ARTESIAN AVE and W 82ND PL ","S ARTESIAN AVE and W 83RD ST "
18,"Sidewalk Menu","ON S WASHTENAW AVE FROM W 83RD ST (8300 S) TO W 84TH ST (8400 S)",2013,22562,"S WASHTENAW AVE","W 83RD ST ","W 84TH ST ","S WASHTENAW AVE and W 83RD ST ","S WASHTENAW AVE and W 84TH ST "
18,"Sidewalk Menu","ON W 86TH PL FROM S HAMLIN AVE (3800 W) TO W RUMSEY AVE (3930 W)",2013,77151,"W 86TH PL","S HAMLIN AVE ","W RUMSEY AVE ","W 86TH PL and S HAMLIN AVE ","W 86TH PL and W RUMSEY AVE "
18,"Sidewalk Menu","ON S MOZART ST FROM W 79 ST (7900 S) TO W 80 ST (8000 S)",2013,12934,"S MOZART ST","W 79 ST ","W 80 ST ","S MOZART ST and W 79 ST ","S MOZART ST and W 80 ST "
18,"Sidewalk Menu","ON S ARTESIAN AVE FROM W 82 PL (8216 S) TO W 83 ST (8300 S)",2013,36077,"S ARTESIAN AVE","W 82 PL ","W 83 ST ","S ARTESIAN AVE and W 82 PL ","S ARTESIAN AVE and W 83 ST "
18,"Sidewalk Menu","ON W 86TH PL FROM S SPRINGFIELD AVE (3900 W) TO W RUMSEY AVE (3930 W)",2013,3564,"W 86TH PL","S SPRINGFIELD AVE ","W RUMSEY AVE ","W 86TH PL and S SPRINGFIELD AVE ","W 86TH PL and W RUMSEY AVE "
18,"Street Resurfacing Menu","ON S ARTESIAN AVE FROM W 79TH ST (7900 S) TO W 81ST ST (8100 S)",2013,127229,"S ARTESIAN AVE","W 79TH ST ","W 81ST ST ","S ARTESIAN AVE and W 79TH ST ","S ARTESIAN AVE and W 81ST ST "
18,"Street Resurfacing Menu","ON S MOZART ST FROM W 80 ST (8000 S) TO W 82 ST (8200 S)",2013,76644,"S MOZART ST","W 80 ST ","W 82 ST ","S MOZART ST and W 80 ST ","S MOZART ST and W 82 ST "
18,"Street Resurfacing Menu","ON W 86TH PL FROM S ROCKWELL ST (2620 W) TO S WASHTENAW AV (2700 W)",2013,39827,"W 86TH PL","S ROCKWELL ST ","S WASHTENAW AV ","W 86TH PL and S ROCKWELL ST ","W 86TH PL and S WASHTENAW AV "
18,"Street Resurfacing Menu","ON W 86TH ST FROM S WASHTENAW AVE (2700 W) TO S CALIFORNIA AVE (2800 W)",2013,42995,"W 86TH ST","S WASHTENAW AVE ","S CALIFORNIA AVE ","W 86TH ST and S WASHTENAW AVE ","W 86TH ST and S CALIFORNIA AVE "
18,"Street Resurfacing Menu","ON S SEELEY AVE FROM W 78 ST (7800 S) TO W 79 ST (7900 S)",2013,53680,"S SEELEY AVE","W 78 ST ","W 79 ST ","S SEELEY AVE and W 78 ST ","S SEELEY AVE and W 79 ST "
18,"Street Resurfacing Menu","ON W SEIPP ST FROM S CALIFORNIA AV (2800 W) TO S FRANCISCO AV (2900 W)",2013,76034,"W SEIPP ST","S CALIFORNIA AV ","S FRANCISCO AV ","W SEIPP ST and S CALIFORNIA AV ","W SEIPP ST and S FRANCISCO AV "
18,"Street Resurfacing Menu","ON S LAWNDALE AVE FROM W 79TH ST (7900 S) TO W 83RD ST (8300 S)",2013,232185,"S LAWNDALE AVE","W 79TH ST ","W 83RD ST ","S LAWNDALE AVE and W 79TH ST ","S LAWNDALE AVE and W 83RD ST "
18,"Curb & Gutter Menu","ON W 76TH PL FROM S LAWNDALE AVE (3700 W) TO S RIDGEWAY AVE (3750 W)",2014,23551,"W 76TH PL","S LAWNDALE AVE ","S RIDGEWAY AVE ","W 76TH PL and S LAWNDALE AVE ","W 76TH PL and S RIDGEWAY AVE "
18,"Guardrail Menu","ON S KOMENSKY AVE FROM 8131 S TO W 81ST ST (8100 S)",2014,1597,"S KOMENSKY AVE","8131 S","W 81ST ST ","8131 S KOMENSKY AVE","S KOMENSKY AVE and W 81ST ST "
18,"Street Resurfacing Menu","ON S CAMPBELL AVE FROM W 74TH ST (7400 S) TO W COLUMBUS AVE (7500 S)",2014,33601,"S CAMPBELL AVE","W 74TH ST ","W COLUMBUS AVE ","S CAMPBELL AVE and W 74TH ST ","S CAMPBELL AVE and W COLUMBUS AVE "
18,"Street Resurfacing Menu","ON W 86TH ST FROM S HAMLIN AVE (3800 W) TO W RUMSEY AVE (3900 W)",2014,31378,"W 86TH ST","S HAMLIN AVE ","W RUMSEY AVE ","W 86TH ST and S HAMLIN AVE ","W 86TH ST and W RUMSEY AVE "
18,"Street Resurfacing Menu","ON W 86TH ST FROM W COLUMBUS AVE (3940 W) TO S PULASKI RD (4000 W)",2014,40867,"W 86TH ST","W COLUMBUS AVE ","S PULASKI RD ","W 86TH ST and W COLUMBUS AVE ","W 86TH ST and S PULASKI RD "
18,"Street Resurfacing Menu","ON S CHRISTIANA AVE FROM W 85TH PL (8530 S) TO W 86TH ST (8600 S)",2014,20188,"S CHRISTIANA AVE","W 85TH PL ","W 86TH ST ","S CHRISTIANA AVE and W 85TH PL ","S CHRISTIANA AVE and W 86TH ST "
18,"Street Resurfacing Menu","ON W 83RD PL FROM S SPAULDING AVE (3300 W) TO S HOMAN AVE (3400 W)",2014,41000,"W 83RD PL","S SPAULDING AVE ","S HOMAN AVE ","W 83RD PL and S SPAULDING AVE ","W 83RD PL and S HOMAN AVE "
18,"Street Resurfacing Menu","ON S HAMILTON AVE FROM W 76TH ST (7600 S) TO W 77TH ST (7700 S)",2014,66531,"S HAMILTON AVE","W 76TH ST ","W 77TH ST ","S HAMILTON AVE and W 76TH ST ","S HAMILTON AVE and W 77TH ST "
18,"Street Resurfacing Menu","ON W 75TH ST FROM S ST LOUIS AVE (3500 W) TO S CENTRAL PARK AVE (3600 W)",2014,31001,"W 75TH ST","S ST LOUIS AVE ","S CENTRAL PARK AVE ","W 75TH ST and S ST LOUIS AVE ","W 75TH ST and S CENTRAL PARK AVE "
18,"Street Resurfacing Menu","ON W 76TH ST FROM S LAWNDALE AVE (3700 W) TO S RIDGEWAY AVE (3750 W)",2014,46598,"W 76TH ST","S LAWNDALE AVE ","S RIDGEWAY AVE ","W 76TH ST and S LAWNDALE AVE ","W 76TH ST and S RIDGEWAY AVE "
18,"Street Resurfacing Menu","ON S TRUMBULL AVE FROM W 77TH ST (7700 S) TO W 78TH ST (7800 S)",2014,36360,"S TRUMBULL AVE","W 77TH ST ","W 78TH ST ","S TRUMBULL AVE and W 77TH ST ","S TRUMBULL AVE and W 78TH ST "
18,"Street Resurfacing Menu","ON S MAPLEWOOD AVE FROM W 79TH ST (7900 S) TO W 80TH ST (8000 S)",2014,64212,"S MAPLEWOOD AVE","W 79TH ST ","W 80TH ST ","S MAPLEWOOD AVE and W 79TH ST ","S MAPLEWOOD AVE and W 80TH ST "
18,"Street Resurfacing Menu","ON S SPAULDING AVE FROM W 80TH ST (8000 S) TO W 81ST ST (8100 S)",2014,47968,"S SPAULDING AVE","W 80TH ST ","W 81ST ST ","S SPAULDING AVE and W 80TH ST ","S SPAULDING AVE and W 81ST ST "
18,"Street Resurfacing Menu","ON W 81ST PL FROM S HAMLIN AVE (3800 W) TO S SPRINGFIELD AVE (3900 W)",2014,53511,"W 81ST PL","S HAMLIN AVE ","S SPRINGFIELD AVE ","W 81ST PL and S HAMLIN AVE ","W 81ST PL and S SPRINGFIELD AVE "
18,"Street Resurfacing Menu","ON S SACRAMENTO AVE FROM W 71ST ST (7100 S) TO W 72ND ST (7200 S)",2014,55801,"S SACRAMENTO AVE","W 71ST ST ","AVE FROM W 71ST ST  TO W 72ND ST ","S SACRAMENTO AVE and W 71ST ST ","S SACRAMENTO AVE and AVE FROM W 71ST ST  TO W 72ND ST "
18,"Street Resurfacing Menu","ON W 78TH PL FROM S RIDGEWAY AVE (3750 W) TO S HAMLIN AVE (3800 W)",2014,30341,"W 78TH PL","S RIDGEWAY AVE ","S HAMLIN AVE ","W 78TH PL and S RIDGEWAY AVE ","W 78TH PL and S HAMLIN AVE "
18,"Street Resurfacing Menu","ON W 86TH PL FROM S LAWNDALE AVE (3700 W) TO S HAMLIN AVE (3800 W)",2014,33981,"W 86TH PL","S LAWNDALE AVE ","S HAMLIN AVE ","W 86TH PL and S LAWNDALE AVE ","W 86TH PL and S HAMLIN AVE "
18,"Street Resurfacing Menu","ON W 86TH PL FROM S HAMLIN AVE (3800 W) TO W RUMSEY AVE (3930 W)",2014,31378,"W 86TH PL","S HAMLIN AVE ","W RUMSEY AVE ","W 86TH PL and S HAMLIN AVE ","W 86TH PL and W RUMSEY AVE "
18,"Street Resurfacing Menu","ON S HAMLIN AVE FROM W 85TH PL (8530 S) TO W 87TH ST (8700 S)",2014,58387,"S HAMLIN AVE","W 85TH PL ","W 87TH ST ","S HAMLIN AVE and W 85TH PL ","S HAMLIN AVE and W 87TH ST "
18,"Street Resurfacing Menu","ON S KEDVALE AVE FROM W 85TH ST (8500 S) TO W 87TH ST (8700 S)",2014,88237,"S KEDVALE AVE","W 85TH ST ","W 87TH ST ","S KEDVALE AVE and W 85TH ST ","S KEDVALE AVE and W 87TH ST "
18,"Street Speed Hump Menu","ON S FAIRFIELD AVE FROM W 71ST ST (7100 S) TO W 72ND ST (7200 S)",2014,3700,"S FAIRFIELD AVE","W 71ST ST ","W 72ND ST ","S FAIRFIELD AVE and W 71ST ST ","S FAIRFIELD AVE and W 72ND ST "
18,"Street Speed Hump Menu","ON W 81ST ST FROM S HAMLIN AVE (3800 W) TO S SPRINGFIELD AVE (3900 W)",2014,3700,"W 81ST ST","S HAMLIN AVE ","S SPRINGFIELD AVE ","W 81ST ST and S HAMLIN AVE ","W 81ST ST and S SPRINGFIELD AVE "
18,"Street Speed Hump Menu","ON W 84TH PL FROM S LAWNDALE AVE (3700 W) TO S ST LOUIS AVE (3500 W)",2014,7400,"W 84TH PL","S LAWNDALE AVE ","S ST LOUIS AVE ","W 84TH PL and S LAWNDALE AVE ","W 84TH PL and S ST LOUIS AVE "
18,"Street Speed Hump Menu","ON S ALBANY AVE FROM W 77TH ST (7700 S) TO W COLUMBUS AVE (7800 S)",2014,3700,"S ALBANY AVE","W 77TH ST ","W COLUMBUS AVE ","S ALBANY AVE and W 77TH ST ","S ALBANY AVE and W COLUMBUS AVE "
18,"Street Light Residential","ON S ARTESIAN AVE FROM W 71ST ST (7100 S) TO W 73RD ST (7300 S)",2014,16000,"S ARTESIAN AVE","W 71ST ST ","W 73RD ST ","S ARTESIAN AVE and W 71ST ST ","S ARTESIAN AVE and W 73RD ST "
18,"Street Light Residential","ON W 79TH PL FROM S WESTERN AVE (2400 W) TO S OAKLEY AVE (2300 W)",2014,144000,"W 79TH PL","S WESTERN AVE ","S OAKLEY AVE ","W 79TH PL and S WESTERN AVE ","W 79TH PL and S OAKLEY AVE "
18,"Street Light Residential","ON W 81ST ST FROM S LEAVITT ST (2200 W) TO S WESTERN AVE (2400 W)",2014,144000,"W 81ST ST","S LEAVITT ST ","S WESTERN AVE ","W 81ST ST and S LEAVITT ST ","W 81ST ST and S WESTERN AVE "
18,"Street Light Residential","ON S OAKLEY AVE FROM W 71ST ST (7100 S) TO W 73RD ST (7300 S)",2014,144000,"S OAKLEY AVE","W 71ST ST ","W 73RD ST ","S OAKLEY AVE and W 71ST ST ","S OAKLEY AVE and W 73RD ST "
18,"Curb & Gutter Menu","ON W 84TH ST FROM S ROCKWELL ST (2610 W) TO S WASHTENAW AVE (2700 W)",2015,6687,"W 84TH ST","S ROCKWELL ST ","S WASHTENAW AVE ","W 84TH ST and S ROCKWELL ST ","W 84TH ST and S WASHTENAW AVE "
18,"Sidewalk Menu","ON W 80TH ST FROM S LAWNDALE AVE (3700 W) TO S HAMLIN AVE (3800 W)",2015,43786,"W 80TH ST","S LAWNDALE AVE ","S HAMLIN AVE ","W 80TH ST and S LAWNDALE AVE ","W 80TH ST and S HAMLIN AVE "
18,"Sidewalk Menu","ON S WESTERN AVE FROM W 73RD ST (7300 S) TO W 74TH ST (7400 S)",2015,13008,"S WESTERN AVE","W 73RD ST ","W 74TH ST ","S WESTERN AVE and W 73RD ST ","S WESTERN AVE and W 74TH ST "
18,"Sidewalk Menu","ON S WESTERN AVE FROM W 72ND ST (7200 S) TO W 73RD ST (7300 S)",2015,73914,"S WESTERN AVE","W 72ND ST ","W 73RD ST ","S WESTERN AVE and W 72ND ST ","S WESTERN AVE and W 73RD ST "
18,"Sidewalk Menu","ON S ST LOUIS AVE FROM W 79TH ST (7900 S) TO W 80TH ST (8000 S)",2015,54691,"S ST LOUIS AVE","W 79TH ST ","W 80TH ST ","S ST LOUIS AVE and W 79TH ST ","S ST LOUIS AVE and W 80TH ST "
18,"Sidewalk Menu","ON W 75TH PL FROM S ST LOUIS AVE (3500 W) TO S CENTRAL PARK AVE (3600 W)",2015,16017,"W 75TH PL","S ST LOUIS AVE ","S CENTRAL PARK AVE ","W 75TH PL and S ST LOUIS AVE ","W 75TH PL and S CENTRAL PARK AVE "
18,"Street Bump Outs Menu","ON W 72ND ST FROM S WESTERN AVE (2400 W) TO S ARTESIAN AVE (2430 W)",2015,2374,"W 72ND ST","S WESTERN AVE ","S ARTESIAN AVE ","W 72ND ST and S WESTERN AVE ","W 72ND ST and S ARTESIAN AVE "
18,"Street Resurfacing Menu","ON W 79TH PL FROM S HAMLIN AVE (3800 W) TO S SPRINGFIELD AVE (3900 W)",2015,63435,"W 79TH PL","S HAMLIN AVE ","S SPRINGFIELD AVE ","W 79TH PL and S HAMLIN AVE ","W 79TH PL and S SPRINGFIELD AVE "
18,"Street Resurfacing Menu","ON S DRAKE AVE FROM W 85TH PL (8530 S) TO W 103RD ST (10300 S)",2015,39390,"S DRAKE AVE","W 85TH PL ","W 103RD ST ","S DRAKE AVE and W 85TH PL ","S DRAKE AVE and W 103RD ST "
18,"Street Resurfacing Menu","ON S KOLIN AVE FROM W 84TH ST (8400 S) TO W 85TH ST (8500 S)",2015,44770,"S KOLIN AVE","W 84TH ST ","W 85TH ST ","S KOLIN AVE and W 84TH ST ","S KOLIN AVE and W 85TH ST "
18,"Street Resurfacing Menu","ON W 77TH PL FROM S RIDGEWAY AVE (3750 W) TO S HAMLIN AVE (3800 W)",2015,50261,"W 77TH PL","S RIDGEWAY AVE ","S HAMLIN AVE ","W 77TH PL and S RIDGEWAY AVE ","W 77TH PL and S HAMLIN AVE "
18,"Street Resurfacing Menu","ON W 81ST ST FROM S SAWYER AVE (3230 W) TO S SPAULDING AVE (3300 W)",2015,23625,"W 81ST ST","S SAWYER AVE ","S SPAULDING AVE ","W 81ST ST and S SAWYER AVE ","W 81ST ST and S SPAULDING AVE "
18,"Street Resurfacing Menu","ON W 79TH PL FROM S TALMAN AVE (2630 W) TO S MAPLEWOOD AVE (2530 W)",2015,43145,"W 79TH PL","S TALMAN AVE ","S MAPLEWOOD AVE ","W 79TH PL and S TALMAN AVE ","W 79TH PL and S MAPLEWOOD AVE "
18,"Street Resurfacing Menu","ON S KENNETH AVE FROM W 84TH ST (8400 S) TO W 85TH ST (8500 S)",2015,45315,"S KENNETH AVE","W 84TH ST ","W 85TH ST ","S KENNETH AVE and W 84TH ST ","S KENNETH AVE and W 85TH ST "
18,"Street Resurfacing Menu","ON W 84TH ST FROM S KOMENSKY AVE (4030 W) TO S KARLOV AVE (4100 W)",2015,44786,"W 84TH ST","S KOMENSKY AVE ","S KARLOV AVE ","W 84TH ST and S KOMENSKY AVE ","W 84TH ST and S KARLOV AVE "
18,"Street Resurfacing Menu","ON W 72ND ST FROM S MOZART ST (2830 W) TO S SACRAMENTO AVE (3000 W)",2015,129647,"W 72ND ST","S MOZART ST ","S SACRAMENTO AVE ","W 72ND ST and S MOZART ST ","W 72ND ST and S SACRAMENTO AVE "
18,"Street Resurfacing Menu","ON W 79TH PL FROM S ST LOUIS AVE (3500 W) TO S CENTRAL PARK AVE (3600 W)",2015,40622,"W 79TH PL","S ST LOUIS AVE ","S CENTRAL PARK AVE ","W 79TH PL and S ST LOUIS AVE ","W 79TH PL and S CENTRAL PARK AVE "
18,"Street Resurfacing Menu","ON W 85TH PL FROM S LAWNDALE AVE (3700 W) TO S HAMLIN AVE (3800 W)",2015,38974,"W 85TH PL","S LAWNDALE AVE ","S HAMLIN AVE ","W 85TH PL and S LAWNDALE AVE ","W 85TH PL and S HAMLIN AVE "
18,"Street Resurfacing Menu","ON W 84TH ST FROM S SPRINGFIELD AVE (3900 W) TO S PULASKI RD (4000 W)",2015,67296,"W 84TH ST","S SPRINGFIELD AVE ","S PULASKI RD ","W 84TH ST and S SPRINGFIELD AVE ","W 84TH ST and S PULASKI RD "
18,"Street Resurfacing Menu","ON W 86TH ST FROM S LAWNDALE AVE (3700 W) TO S HAMLIN AVE (3800 W)",2015,37142,"W 86TH ST","S LAWNDALE AVE ","S HAMLIN AVE ","W 86TH ST and S LAWNDALE AVE ","W 86TH ST and S HAMLIN AVE "
