"ward","type","location","year","est_cost","id","intersection_1","intersection_2"
13,"Street Resurface Menu","S KOSTNER AVE & W 57 ST (5700 S) & W 58 ST (5800 S)",2011,23275,10125,"5700 S KOSTNER AVE","5800 S KOSTNER AVE"
13,"Street Resurface Menu","W 66TH ST & S LAWNDALE AV (3700 W) & S CENTRAL PARK (W) AV(3604 W)",2011,38678,10126,"3700 W 66TH ST","3604 W 66TH ST"
13,"Street Resurface Menu","S CENTRAL PARK AVE & W 71 ST (7100 S) & W 72 ST (7200 S)",2011,29487,10127,"7100 S CENTRAL PARK AVE","7200 S CENTRAL PARK AVE"
13,"Street Resurface Menu","W 68TH ST & S KILBOURN AV (4500 W) & S KOLMAR AV (4532 W)",2011,15763,10128,"4500 W 68TH ST","4532 W 68TH ST"
13,"Street Resurface Menu","S HAMLIN AVE & W 66 PL (6632 S) & W MARQUETTE RD (6700 S)",2011,31936,10129,"6632 S HAMLIN AVE","6700 S HAMLIN AVE"
13,"Street Resurface Menu(1-5)","W 58TH PL & S PULASKI RD (4000 W) & S KARLOV AV (4100 W)",2011,31175,10133,"4000 W 58TH PL","4100 W 58TH PL"
13,"Street Resurface Menu(1-5)","W 57TH ST & S KARLOV AV (4100 W) & S KEELER AV (4200 W)",2011,39684,10134,"4100 W 57TH ST","4200 W 57TH ST"
13,"Street Resurface Menu(1-5)","S MONITOR AVE & W 62 ST (6200 S) & W 63 ST (6300 S)",2011,40468,10135,"6200 S MONITOR AVE","6300 S MONITOR AVE"
13,"Street Resurface Menu(1-5)","S KILDARE AVE & W 65 ST (6500 S) & W 66 ST (6600 S)",2011,41213,10136,"6500 S KILDARE AVE","6600 S KILDARE AVE"
13,"Street Resurface Menu(1-5)","S KOSTNER AVE & W 64 ST (6400 S) & W 65 ST (6500 S)",2011,40379,10137,"6400 S KOSTNER AVE","6500 S KOSTNER AVE"
13,"Street Speed Hump Menu","S KILBOURN AVE & W 63 ST (6300 S) & W 64 ST (6400 S)",2011,3700,10138,"6300 S KILBOURN AVE","6400 S KILBOURN AVE"
13,"Street Speed Hump Menu","W 65TH ST & S LAWNDALE AV (3700 W) & S HAMLIN AV (3800 W)",2011,3700,10139,"3700 W 65TH ST","3800 W 65TH ST"
13,"Street Speed Hump Menu","S KOLIN AVE & W 61 ST (6100 S) & W 62 ST (6200 S)",2011,3700,10140,"6100 S KOLIN AVE","6200 S KOLIN AVE"
13,"Street Speed Hump Menu","S KILBOURN AVE & W 60 ST (6000 S) & W 61 ST (6100 S)",2011,3700,10141,"6000 S KILBOURN AVE","6100 S KILBOURN AVE"
13,"Street Speed Hump Menu","S KARLOV AVE & W 64 ST (6400 S) & W 65 ST (6500 S)",2011,3700,10142,"6400 S KARLOV AVE","6500 S KARLOV AVE"
13,"Street Speed Hump Menu","S KILBOURN AVE & W 62 ST (6200 S) & W 63 ST (6300 S)",2011,3700,10143,"6200 S KILBOURN AVE","6300 S KILBOURN AVE"
13,"Street Speed Hump Menu","S KILPATRICK AVE & W 65 ST (6500 S) & W 66 ST (6600 S)",2011,3700,10144,"6500 S KILPATRICK AVE","6600 S KILPATRICK AVE"
13,"Street Speed Hump Menu","W 64TH PL & S MEADE AV (6100 W) & S MELVINA AV (6200 W)",2011,3700,10145,"6100 W 64TH PL","6200 W 64TH PL"
13,"Street Speed Hump Menu","S LATROBE AVE & W 63 ST (6300 S) & W 63 PL (6332 S)",2011,1850,10146,"6300 S LATROBE AVE","6332 S LATROBE AVE"
13,"Street Speed Hump Menu","S AVERS AVE & W 71 ST (7100 S) & W 72 ST (7200 S)",2011,3700,10147,"7100 S AVERS AVE","7200 S AVERS AVE"
13,"Street Speed Hump Menu","S KILBOURN AVE & W 66 ST (6600 S) & W MARQUETTE RD (6700 S)",2011,3700,10148,"6600 S KILBOURN AVE","6700 S KILBOURN AVE"
14,"Miscellaneous-CDOT","S SACRAMENTO AVE & W 52 ST (5200 S) & W 53 ST (5300 S)",2011,3144,11541,"5200 S SACRAMENTO AVE","5300 S SACRAMENTO AVE"
14,"Sidewalk Menu","S HOMAN AVE & W 51 ST (5100 S) & W 52 ST (5200 S)",2011,13992,11543,"5100 S HOMAN AVE","5200 S HOMAN AVE"
14,"Sidewalk Menu","W 55TH ST & S CALIFORNIA AV (2800 W) & S FRANCISCO AV (2900 W)",2011,820,11544,"2800 W 55TH ST","2900 W 55TH ST"
14,"Sidewalk Menu","W 55TH ST & S FRANCISCO AV (2900 W) & S SACRAMENTO AV (3000 W)",2011,1749,11545,"2900 W 55TH ST","3000 W 55TH ST"
14,"Sidewalk Menu","W 51ST ST & S TRUMBULL AV (3432 W) & S ST LOUIS AV (3500 W)",2011,8792,11546,"3432 W 51ST ST","3500 W 51ST ST"
14,"Sidewalk Menu","S KARLOV AVE & W 44 ST (4400 S) & W 45 ST (4500 S)",2011,33536,11547,"4400 S KARLOV AVE","4500 S KARLOV AVE"
14,"Sidewalk Menu","S TRUMBULL AVE & W 44 ST (4400 S) & W 45 ST (4500 S)",2011,4467,11548,"4400 S TRUMBULL AVE","4500 S TRUMBULL AVE"
14,"Sidewalk Menu","S ST LOUIS AVE & W 43 ST (4300 S) & W 44 ST (4400 S)",2011,53191,11549,"4300 S ST LOUIS AVE","4400 S ST LOUIS AVE"
14,"Sidewalk Menu","W 54TH ST & S ALBANY AV (3100 W) & S KEDZIE AV (3200 W)",2011,1022,11550,"3100 W 54TH ST","3200 W 54TH ST"
14,"Sidewalk Menu","S SPAULDING AVE & W 45 ST (4500 S) & W 46 ST (4600 S)",2011,19125,11551,"4500 S SPAULDING AVE","4600 S SPAULDING AVE"
14,"Sidewalk Menu","S KOMENSKY AVE & W 44 ST (4400 S) & W 45 ST (4500 S)",2011,25090,11552,"4400 S KOMENSKY AVE","4500 S KOMENSKY AVE"
14,"Sidewalk Menu","S KOMENSKY AVE & W 47 ST (4700 S) & W 48 ST (4800 S)",2011,27739,11553,"4700 S KOMENSKY AVE","4800 S KOMENSKY AVE"
14,"Sidewalk Menu","S HARDING AVE & W 45 ST (4500 S) & W 46 ST (4600 S)",2011,1455,11554,"4500 S HARDING AVE","4600 S HARDING AVE"
14,"Sidewalk Menu","S TRUMBULL AVE & W 52 ST (5200 S) & W 53 ST (5300 S)",2011,25491,11555,"5200 S TRUMBULL AVE","5300 S TRUMBULL AVE"
14,"Sidewalk Menu","S HOMAN AVE & W 52 ST (5200 S) & W 53 ST (5300 S)",2011,12551,11556,"5200 S HOMAN AVE","5300 S HOMAN AVE"
14,"Sidewalk Menu","W 55TH ST & S ALBANY AV (3100 W) & S KEDZIE AV (3200 W)",2011,4236,11557,"3100 W 55TH ST","3200 W 55TH ST"
14,"Sidewalk Menu","S WHIPPLE ST & W 47 ST (4700 S) & W 46 ST (4600 S)",2011,2376,11558,"4700 S WHIPPLE ST","4600 S WHIPPLE ST"
14,"Sidewalk Menu","S TRUMBULL AVE & W 51 ST (5100 S) & W 52 ST (5200 S)",2011,28779,11559,"5100 S TRUMBULL AVE","5200 S TRUMBULL AVE"
14,"Sidewalk Menu","S SPAULDING AVE & W 46 ST (4600 S) & W 47 ST (4700 S)",2011,5970,11560,"4600 S SPAULDING AVE","4700 S SPAULDING AVE"
14,"Sidewalk Menu","S CHRISTIANA AVE & W 56 ST (5600 S) & W 57 ST (5700 S)",2011,4795,11561,"5600 S CHRISTIANA AVE","5700 S CHRISTIANA AVE"
14,"Sidewalk Menu","S TROY ST & W 55 ST (5500 S) & W 56 ST (5600 S)",2011,615,11562,"5500 S TROY ST","5600 S TROY ST"
14,"Sidewalk Menu","W 57TH PL & S ST LOUIS AV (3500 W) & S CENTRAL PARK AV (3600 W)",2011,31538,11563,"3500 W 57TH PL","3600 W 57TH PL"
14,"Sidewalk Menu","W 57TH PL & S CENTRAL PARK (W) AV(3600 W) & S LAWNDALE AV (3700 W)",2011,9024,11564,"3600 W 57TH PL","3700 W 57TH PL"
14,"Sidewalk Menu","S HOMAN AVE & W 44 ST (4400 S) & W 45 ST (4500 S)",2011,8110,11565,"4400 S HOMAN AVE","4500 S HOMAN AVE"
14,"Sidewalk Menu","S HOMAN AVE & W 43 ST (4300 S) & W 44 ST (4400 S)",2011,13657,11566,"4300 S HOMAN AVE","4400 S HOMAN AVE"
14,"Sidewalk Menu","S SAWYER AVE & W 43 ST (4300 S) & S ARCHER AV (4407 S)",2011,3606,11567,"4300 S SAWYER AVE","4407 S SAWYER AVE"
14,"Sidewalk Menu","W 55TH ST & S SACRAMENTO AV (3000 W) & S ALBANY AV (3100 W)",2011,4495,11568,"3000 W 55TH ST","3100 W 55TH ST"
14,"Sidewalk Menu","S TRUMBULL AVE & W 55 ST (5500 S) & W 56 ST (5600 S)",2011,28505,11569,"5500 S TRUMBULL AVE","5600 S TRUMBULL AVE"
14,"Sidewalk Menu","W 55TH PL & S CENTRAL PARK (W) AV(3600 W) & S LAWNDALE AV (3700 W)",2011,14189,11570,"3600 W 55TH PL","3700 W 55TH PL"
14,"Sidewalk Menu","W 55TH ST & S KEDZIE AV (3200 W) & S SPAULDING AV (3300 W)",2011,806,11571,"3200 W 55TH ST","3300 W 55TH ST"
14,"Sidewalk Menu","W 47TH ST & S KEDZIE AV (3200 W) & S CHRISTIANA AV (3332 W)",2011,15959,11572,"3200 W 47TH ST","3332 W 47TH ST"
14,"Sidewalk Menu","W 43RD ST & W POPE JOHN PAUL II DR (3150 W) & S SAWYER AV (3230 W)",2011,9299,11573,"3230 W 43RD ST","3230 W 43RD ST"
14,"Sidewalk Menu","S KOMENSKY AVE & W 49 ST (4900 S) & W 50 ST (5000 S)",2011,4474,11574,"4900 S KOMENSKY AVE","5000 S KOMENSKY AVE"
14,"Sidewalk Menu","S CHRISTIANA AVE & S ARCHER AV (4508 S) & W 46 ST (4600 S)",2011,12371,11575,"4600 S CHRISTIANA AVE","4508 S CHRISTIANA AVE"
14,"Sidewalk Menu","S TRUMBULL AVE & W 56 ST (5600 S) & W 57 ST (5700 S)",2011,15369,11576,"5600 S TRUMBULL AVE","5700 S TRUMBULL AVE"
14,"Sidewalk Menu","S SPRINGFIELD AVE & W 45 ST (4500 S) & W 46 ST (4600 S)",2011,4918,11577,"4500 S SPRINGFIELD AVE","4600 S SPRINGFIELD AVE"
14,"Sidewalk Menu","W 58TH PL & S LAWNDALE AV (3700 W) & S HAMLIN AV (3800 W)",2011,5607,11578,"3700 W 58TH PL","3800 W 58TH PL"
14,"Sidewalk Menu","S KEELER AVE & W 44 ST (4400 S) & W 45 ST (4500 S)",2011,12041,11579,"4400 S KEELER AVE","4500 S KEELER AVE"
14,"Sidewalk Menu","S WHIPPLE ST & W 46 ST (4600 S) & W 47 ST (4700 S)",2011,23378,11580,"4600 S WHIPPLE ST","4700 S WHIPPLE ST"
14,"Sidewalk Menu","S CHRISTIANA AVE & W 46 ST (4600 S) & W 47 ST (4700 S)",2011,12972,11581,"4600 S CHRISTIANA AVE","4700 S CHRISTIANA AVE"
14,"Sidewalk Menu","S ALBANY AVE & W 52 ST (5200 S) & W 53 ST (5300 S)",2011,23117,11582,"5200 S ALBANY AVE","5300 S ALBANY AVE"
14,"Sidewalk Menu - Change Order","S SACRAMENTO AVE & W 52 ST (5200 S) & W 53 ST (5300 S)",2011,589,11583,"5200 S SACRAMENTO AVE","5300 S SACRAMENTO AVE"
14,"Sidewalk Menu - Change Order","S SACRAMENTO AVE & W 53 ST (5300 S) & W 54 ST (5400 S)",2011,1480,11584,"5300 S SACRAMENTO AVE","5400 S SACRAMENTO AVE"
14,"Street Resurface Menu","W 53RD PL & S HOMAN AV (3400 W) & S ST LOUIS AV (3500 W)",2011,45517,11586,"3400 W 53RD PL","3500 W 53RD PL"
14,"Street Resurface Menu","W 54TH PL & S HOMAN AV (3400 W) & S ST LOUIS AV (3500 W)",2011,38272,11587,"3400 W 54TH PL","3500 W 54TH PL"
14,"Street Resurface Menu","W 53RD ST & S KEDZIE AV (3200 W) & S ST LOUIS AV (3500 W)",2011,111584,11588,"3200 W 53RD ST","3500 W 53RD ST"
14,"Street Resurface Menu","W 48TH ST & S HAMLIN AV (3800 W) & S PULASKI RD (4000 W)",2011,125079,11589,"3800 W 48TH ST","4000 W 48TH ST"
14,"Street Resurface Menu","W 49TH ST & S HARDING AV (3932 W) & S LAMON AV (4900 W)",2011,66715,11590,"3932 W 49TH ST","4900 W 49TH ST"
14,"Street Resurface Menu(1-5)","S KEELER AVE & W 43 ST (4300 S) & W 44 ST (4400 S)",2011,41489,11591,"4300 S KEELER AVE","4400 S KEELER AVE"
14,"Street Resurface Menu(1-5)","S KEELER AVE & W 45 ST (4500 S) & W 46 ST (4600 S)",2011,43442,11592,"4500 S KEELER AVE","4600 S KEELER AVE"
14,"Street Resurface Menu(1-5)","S KEELER AVE & W 44 ST (4400 S) & W 45 ST (4500 S)",2011,42843,11593,"4400 S KEELER AVE","4500 S KEELER AVE"
14,"Street Resurface Menu(1-5)","S FAIRFIELD AVE & W 50 ST (5000 S) & W 51 ST (5100 S)",2011,36281,11594,"5000 S FAIRFIELD AVE","5100 S FAIRFIELD AVE"
14,"Street Resurface Menu(1-5)","S KEELER AVE & W 46 ST (4600 S) & W 47 ST (4700 S)",2011,39862,11595,"4600 S KEELER AVE","4700 S KEELER AVE"
14,"Street Speed Hump Menu","W 53RD ST & S HOMAN AV (3400 W) & S ST LOUIS AV (3500 W)",2011,3700,11596,"3400 W 53RD ST","3500 W 53RD ST"
14,"Street Speed Hump Menu","W 52ND ST & S CAMPBELL AV (2500 W) & S ROCKWELL ST (2600 W)",2011,3700,11597,"2500 W 52ND ST","2600 W 52ND ST"
14,"Street Speed Hump Menu","W 48TH ST & S HAMLIN AV (3800 W) & S SPRINGFIELD AV (3900 W)",2011,3700,11598,"3800 W 48TH ST","3900 W 48TH ST"
14,"Street Speed Hump Menu","W 54TH PL & S HOMAN AV (3400 W) & S ST LOUIS AV (3500 W)",2011,3700,11599,"3400 W 54TH PL","3500 W 54TH PL"
14,"Street Speed Hump Menu","W 52ND ST & S WESTERN AV (2400 W) & S CAMPBELL AV (2500 W)",2011,3700,11600,"2400 W 52ND ST","2500 W 52ND ST"
14,"Street Speed Hump Menu","S SACRAMENTO AVE & W 58 ST (5800 S) & W 59 ST (5900 S)",2011,3700,11601,"5800 S SACRAMENTO AVE","5900 S SACRAMENTO AVE"
14,"Street Speed Hump Menu","S FAIRFIELD AVE & W 50 ST (5000 S) & W 51 ST (5100 S)",2011,3700,11602,"5000 S FAIRFIELD AVE","5100 S FAIRFIELD AVE"
14,"Street Speed Hump Menu","S SAWYER AVE & W 57 ST (5700 S) & W 58 ST (5800 S)",2011,3700,11603,"5700 S SAWYER AVE","5800 S SAWYER AVE"
14,"Street Speed Hump Menu","S KARLOV AVE & W 43 ST (4300 S) & W 44 ST (4400 S)",2011,3700,11604,"4300 S KARLOV AVE","4400 S KARLOV AVE"
14,"Street Speed Hump Menu","S HOMAN AVE & W 56 ST (5600 S) & W 59 ST (5900 S)",2011,11100,11605,"5600 S HOMAN AVE","5900 S HOMAN AVE"
14,"Street Speed Hump Menu","S SPAULDING AVE & S ARCHER AV (4449 S) & W 47 ST (4700 S)",2011,9250,11606,"4700 S SPAULDING AVE","4449 S SPAULDING AVE"
14,"Street Speed Hump Menu","S CHRISTIANA AVE & S ARCHER AV (4508 S) & W 47 ST (4700 S)",2011,7400,11607,"4700 S CHRISTIANA AVE","4508 S CHRISTIANA AVE"
14,"Street Speed Hump Menu","W 53RD ST & S SPAULDING AV (3300 W) & S HOMAN AV (3400 W)",2011,3700,11608,"3300 W 53RD ST","3400 W 53RD ST"
14,"Street Speed Hump Menu","S KEELER AVE & W 44 ST (4400 S) & W 45 ST (4500 S)",2011,3700,11609,"4400 S KEELER AVE","4500 S KEELER AVE"
14,"Street Speed Hump Menu","S RICHMOND ST & W 51 ST (5100 S) & W 55 ST (5500 S)",2011,14800,11610,"5100 S RICHMOND ST","5500 S RICHMOND ST"
14,"Street Speed Hump Menu","S KEELER AVE & W 43 ST (4300 S) & W 44 ST (4400 S)",2011,3700,11611,"4300 S KEELER AVE","4400 S KEELER AVE"
14,"Street Speed Hump Menu","S SAWYER AVE & W 46 ST (4600 S) & W 47 ST (4700 S)",2011,3700,11612,"4600 S SAWYER AVE","4700 S SAWYER AVE"
14,"Street Speed Hump Menu","W 48TH ST & S SPRINGFIELD AV (3900 W) & S PULASKI RD (4000 W)",2011,1850,11613,"3900 W 48TH ST","4000 W 48TH ST"
14,"Street Speed Hump Menu","W 53RD PL & S HOMAN AV (3400 W) & S ST LOUIS AV (3500 W)",2011,3700,11614,"3400 W 53RD PL","3500 W 53RD PL"
14,"Street Speed Hump Menu","S RICHMOND ST & S ARCHER AV (4178 S) & W 47 ST (4700 S)",2011,18500,11615,"4700 S RICHMOND ST","4178 S RICHMOND ST"
14,"Street Speed Hump Menu","S SAWYER AVE & W 58 ST (5800 S) & W 59 ST (5900 S)",2011,3700,11616,"5800 S SAWYER AVE","5900 S SAWYER AVE"
15,"Sidewalk Menu","W MARQUETTE RD & S DAMEN AV (2000 W) & S WINCHESTER AV (1932 W)",2011,940,12585,"2000 W MARQUETTE RD","1932 W MARQUETTE RD"
15,"Sidewalk Menu","W 66TH ST & S MARSHFIELD AV (1632 W) & S PAULINA ST (1700 W)",2011,19384,12586,"1632 W 66TH ST","1700 W 66TH ST"
15,"Sidewalk Menu","W 65TH PL & S SPAULDING AV (3300 W) & S HOMAN AV (3400 W)",2011,44814,12587,"3300 W 65TH PL","3400 W 65TH PL"
15,"Sidewalk Menu","S RICHMOND ST & W 66 ST (6600 S) & W MARQUETTE RD (6700 S)",2011,70493,12588,"6600 S RICHMOND ST","6700 S RICHMOND ST"
15,"Sidewalk Menu","S SACRAMENTO AVE & W 60 ST (6000 S) & W 61 ST (6100 S)",2011,3111,12589,"6000 S SACRAMENTO AVE","6100 S SACRAMENTO AVE"
15,"Sidewalk Menu","W 64TH PL & S HOMAN AV (3400 W) & S SPAULDING AV (3300 W)",2011,35553,12590,"3400 W 64TH PL","3300 W 64TH PL"
15,"Sidewalk Menu","W 65TH PL & S ST LOUIS AV (3500 W) & S CENTRAL PARK AV (3562 W)",2011,34489,12591,"3500 W 65TH PL","3562 W 65TH PL"
15,"Sidewalk Menu","S SACRAMENTO AVE & W 66 ST (6600 S) & W MARQUETTE RD (6700 S)",2011,10787,12592,"6600 S SACRAMENTO AVE","6700 S SACRAMENTO AVE"
15,"Sidewalk Menu","S MAPLEWOOD AVE & W 61 ST (6100 S) & W 62 ST (6200 S)",2011,11145,12593,"6100 S MAPLEWOOD AVE","6200 S MAPLEWOOD AVE"
15,"Sidewalk Menu","S TALMAN AVE & W 66 ST (6600 S) & W MARQUETTE RD (6700 S)",2011,24065,12594,"6600 S TALMAN AVE","6700 S TALMAN AVE"
15,"Sidewalk Menu","W 64TH ST & S WOLCOTT AV (1900 W) & S WINCHESTER AV (1932 W)",2011,29536,12595,"1900 W 64TH ST","1932 W 64TH ST"
15,"Sidewalk Menu","W 66TH ST & S ASHLAND AV (1600 W) & S PAULINA ST (1700 W)",2011,41050,12596,"1600 W 66TH ST","1700 W 66TH ST"
15,"Sidewalk Menu","W 61ST ST & S ST LOUIS AV (3500 W) & S CENTRAL PARK (W) AV(3605 W)",2011,4364,12597,"3500 W 61ST ST","3605 W 61ST ST"
15,"Sidewalk Menu","S WHIPPLE ST & W 64 ST (6400 S) & W 65 ST (6500 S)",2011,35978,12598,"6400 S WHIPPLE ST","6500 S WHIPPLE ST"
15,"Sidewalk Menu","W 66TH ST & S WASHTENAW AV (2700 W) & S FAIRFIELD AV (2732 W)",2011,9059,12599,"2700 W 66TH ST","2732 W 66TH ST"
15,"Sidewalk Menu","S MAPLEWOOD AVE & W MARQUETTE RD (6700 S) & W 68 ST (6800 S)",2011,75364,12600,"6700 S MAPLEWOOD AVE","6800 S MAPLEWOOD AVE"
15,"Sidewalk Menu","S WOLCOTT AVE & W 56 ST (5600 S) & W 57 ST (5700 S)",2011,4194,12601,"5600 S WOLCOTT AVE","5700 S WOLCOTT AVE"
15,"Sidewalk Menu","S KEDZIE AVE & W 64 PL (6432 S) & W 65 ST (6500 S)",2011,46584,12602,"6432 S KEDZIE AVE","6500 S KEDZIE AVE"
15,"Sidewalk Menu","S WOOD ST & W 64 ST (6400 S) & W 65 ST (6500 S)",2011,83005,12603,"6400 S WOOD ST","6500 S WOOD ST"
15,"Sidewalk Menu","S CAMPBELL AVE & W LITHUANIAN PLAZA CT (6900 S) & W 70 ST (7000 S)",2011,36285,12604,"6900 S CAMPBELL AVE","7000 S CAMPBELL AVE"
15,"Street Resurface Menu","S WINCHESTER AVE & W 59 ST (5900 S) & W 60 ST (6000 S)",2011,35582,12605,"5900 S WINCHESTER AVE","6000 S WINCHESTER AVE"
15,"Street Resurface Menu","W 65TH ST & S SPAULDING AV (3300 W) & S HOMAN AV (3400 W)",2011,61869,12606,"3300 W 65TH ST","3400 W 65TH ST"
15,"Street Resurface Menu","W 57TH ST & S DAMEN AV (2000 W) & S HOYNE AV (2100 W)",2011,95012,12607,"2000 W 57TH ST","2100 W 57TH ST"
15,"Street Resurface Menu","W 65TH ST & S FAIRFIELD AV (2732 W) & S CALIFORNIA AV (2800 W)",2011,16839,12608,"2732 W 65TH ST","2800 W 65TH ST"
15,"Street Resurface Menu","S WINCHESTER AVE & W GARFIELD BV (5500 S) & W 56 ST (5600 S)",2011,59967,12609,"5500 S WINCHESTER AVE","5600 S WINCHESTER AVE"
15,"Street Resurface Menu","W 68TH ST & S MAPLEWOOD AV (2532 W) & S ROCKWELL ST (2600 W)",2011,40871,12610,"2532 W 68TH ST","2600 W 68TH ST"
15,"Street Resurface Menu","S WOOD ST & W MARQUETTE RD (6700 S) & W 68 ST (6800 S)",2011,68427,12611,"6700 S WOOD ST","6800 S WOOD ST"
15,"Street Resurface Menu","S HOMAN AVE & W 62 ST (6200 S) & W 62 PL (6232 S)",2011,30962,12612,"6200 S HOMAN AVE","6232 S HOMAN AVE"
15,"Street Resurface Menu","W 65TH PL & S KEDZIE AV (3200 W) & S SPAULDING AV (3300 W)",2011,68803,12613,"3200 W 65TH PL","3300 W 65TH PL"
15,"Street Resurface Menu","W 60TH ST & S WOOD ST (1800 W) & S DAMEN AV (2000 W)",2011,87109,12614,"1800 W 60TH ST","2000 W 60TH ST"
15,"Street Speed Hump Menu","S MOZART ST & W 65 ST (6500 S) & W 66 ST (6600 S)",2011,3700,12615,"6500 S MOZART ST","6600 S MOZART ST"
15,"Street Speed Hump Menu","W 62ND PL & S KEDZIE AV (3200 W) & S SPAULDING AV (3300 W)",2011,3700,12616,"3200 W 62ND PL","3300 W 62ND PL"
15,"Street Speed Hump Menu","S WOLCOTT AVE & W 61 ST (6100 S) & W 62 ST (6200 S)",2011,3700,12617,"6100 S WOLCOTT AVE","6200 S WOLCOTT AVE"
15,"Street Speed Hump Menu","S PAULINA ST & W MARQUETTE RD (6700 S) & W 68 ST (6800 S)",2011,3700,12618,"6700 S PAULINA ST","6800 S PAULINA ST"
15,"Street Speed Hump Menu","W 66TH ST & S HOMAN AV (3400 W) & S ST LOUIS AV (3500 W)",2011,3700,12619,"3400 W 66TH ST","3500 W 66TH ST"
15,"Street Speed Hump Menu","W 62ND PL & S SPAULDING AV (3300 W) & S HOMAN AV (3400 W)",2011,3700,12620,"3300 W 62ND PL","3400 W 62ND PL"
16,"Pole Painting","S DAMEN AVE & W 49 ST (4900 S) & W GARFIELD BV (5500 S)",2011,20900,13335,"4900 S DAMEN AVE","5500 S DAMEN AVE"
16,"Street Lighting","S DAMEN AVE & W 48 ST (4800 S) & W GARFIELD BV (5500 S)",2011,26000,13336,"4800 S DAMEN AVE","5500 S DAMEN AVE"
16,"Street Lighting","S DAMEN AVE & W 49 ST (4900 S) & W GARFIELD BV (5500 S)",2011,51300,13337,"4900 S DAMEN AVE","5500 S DAMEN AVE"
16,"Curb/Gutter Menu","S BISHOP ST & W 61 ST (6100 S) & W 62 ST (6200 S)",2011,31218,13341,"6100 S BISHOP ST","6200 S BISHOP ST"
16,"Curb/Gutter Menu","S MARSHFIELD AVE & W 51 ST (5100 S) & W 52 ST (5200 S)",2011,5012,13342,"5100 S MARSHFIELD AVE","5200 S MARSHFIELD AVE"
16,"Curb/Gutter Menu","W GARFIELD BLVD & S WOLCOTT AV (1900 W) & S DAMEN AV (2000 W)",2011,18196,13343,"1900 W GARFIELD BLVD","2000 W GARFIELD BLVD"
16,"Curb/Gutter Menu","S MAPLEWOOD AVE & W 57 ST (5700 S) & W 58 ST (5800 S)",2011,2828,13344,"5700 S MAPLEWOOD AVE","5800 S MAPLEWOOD AVE"
16,"Sidewalk Menu","S WASHTENAW AVE & W 58 ST (5800 S) & W 59 ST (5900 S)",2011,29009,13346,"5800 S WASHTENAW AVE","5900 S WASHTENAW AVE"
16,"Sidewalk Menu","S WINCHESTER AVE & W 53 ST (5300 S) & W 54 ST (5400 S)",2011,2942,13347,"5300 S WINCHESTER AVE","5400 S WINCHESTER AVE"
16,"Sidewalk Menu","S WOOD ST & W 49 ST (4900 S) & W 50 ST (5000 S)",2011,48370,13348,"4900 S WOOD ST","5000 S WOOD ST"
16,"Sidewalk Menu","S SEELEY AVE & W 50 ST (5000 S) & W 51 ST (5100 S)",2011,36074,13349,"5000 S SEELEY AVE","5100 S SEELEY AVE"
16,"Sidewalk Menu","S ELIZABETH ST & W 60 ST (6000 S) & W 61 ST (6100 S)",2011,4284,13351,"6000 S ELIZABETH ST","6100 S ELIZABETH ST"
16,"Sidewalk Menu","S THROOP ST & W GARFIELD BV (5500 S) & W 56 ST (5600 S)",2011,39358,13352,"5500 S THROOP ST","5600 S THROOP ST"
16,"Sidewalk Menu","S SEELEY AVE & W 49 ST (4900 S) & W 50 ST (5000 S)",2011,40403,13353,"4900 S SEELEY AVE","5000 S SEELEY AVE"
16,"Sidewalk Menu","S RICHMOND ST & W 59 ST (5900 S) & W 60 ST (6000 S)",2011,17824,13354,"5900 S RICHMOND ST","6000 S RICHMOND ST"
16,"Sidewalk Menu","S MOZART ST & W 56 ST (5600 S) & W 57 ST (5700 S)",2011,21356,13355,"5600 S MOZART ST","5700 S MOZART ST"
16,"Street Resurface Menu","S WINCHESTER AVE & W 53 ST (5300 S) & W 54 ST (5400 S)",2011,44459,13356,"5300 S WINCHESTER AVE","5400 S WINCHESTER AVE"
16,"Street Resurface Menu","S MOZART ST & W 58 ST (5800 S) & W 59 ST (5900 S)",2011,69720,13357,"5800 S MOZART ST","5900 S MOZART ST"
16,"Street Resurface Menu","S SEELEY AVE & W 54 ST (5400 S) & W GARFIELD BV (5500 S)",2011,46133,13359,"5400 S SEELEY AVE","5500 S SEELEY AVE"
16,"Street Resurface Menu","S WASHTENAW AVE & W 58 ST (5800 S) & W 59 ST (5900 S)",2011,67736,13360,"5800 S WASHTENAW AVE","5900 S WASHTENAW AVE"
16,"Street Resurface Menu","W 50TH PL & S HOYNE AV (2100 W) & S LEAVITT ST (2156 W)",2011,31836,13362,"2100 W 50TH PL","2156 W 50TH PL"
16,"Street Resurface Menu","W 58TH ST & S LOOMIS BV (1400 W) & S ADA ST (1324 W)",2011,18481,13363,"1400 W 58TH ST","1324 W 58TH ST"
16,"Street Resurface Menu","S MAY ST & W 52 ST (5200 S) & W 53 ST (5300 S)",2011,46156,13364,"5200 S MAY ST","5300 S MAY ST"
16,"Street Resurface Menu","W 62ND ST & S MAY ST (1132 W) & S RACINE AV (1200 W)",2011,54738,13365,"1132 W 62ND ST","1200 W 62ND ST"
16,"Street Resurface Menu","S SANGAMON ST & W 59 ST (5900 S) & W 60 ST (6000 S)",2011,46365,13366,"5900 S SANGAMON ST","6000 S SANGAMON ST"
