"ward","type","location","year","est_cost","id","start_location","end_location"
1,"Miscellaneous-CDOT","N MILWAUKEE AV-- N PAULINA ST (1270 N) -to- N HERMITAGE AV (1323 N)",2005,4735,23,"N MILWAUKEE AV AND N PAULINA ST","N MILWAUKEE AV AND N HERMITAGE AV"
1,"Sidewalk Menu","N HERMITAGE AV-- W WALTON ST (928 N) -to- W AUGUSTA BV (1000 N)",2005,42217,24,"N HERMITAGE AV AND W WALTON ST","N HERMITAGE AV AND W AUGUSTA BV"
1,"Sidewalk Menu","N HERMITAGE AV-- W CORTEZ ST (1040 N) -to- W HADDON AV (1132 N)",2005,17291,25,"N HERMITAGE AV AND W CORTEZ ST","N HERMITAGE AV AND W HADDON AV"
1,"Sidewalk Menu","N LEAVITT ST-- W NORTH AV (1600 N) -to- W WABANSIA AV (1700 N)",2005,33984,26,"N LEAVITT ST AND W NORTH AV","N LEAVITT ST AND W WABANSIA AV"
1,"Sidewalk Menu","N ROCKWELL ST-- W CHICAGO AV (800 N) -to- W IOWA ST (900 N)",2005,29155,27,"N ROCKWELL ST AND W CHICAGO AV","N ROCKWELL ST AND W IOWA ST"
1,"Sidewalk Menu","N ROCKWELL ST-- W DIVERSEY AV (2800 N) -to- W GEORGE ST (2900 N)",2005,12843,28,"N ROCKWELL ST AND W DIVERSEY AV","N ROCKWELL ST AND W GEORGE ST"
1,"Sidewalk Menu","N WINNEBAGO AV-- W WABANSIA AV (1704 N) -to- W ST PAUL AV (1740 N)",2005,24443,29,"N WINNEBAGO AV AND W WABANSIA AV","N WINNEBAGO AV AND W ST PAUL AV"
1,"Sidewalk Menu","N WOOD ST-- W CRYSTAL ST (1225 N) -to- W POTOMAC AV (1250 N)",2005,12500,30,"N WOOD ST AND W CRYSTAL ST","N WOOD ST AND W POTOMAC AV"
1,"Sidewalk Menu","N WOOD ST-- W CHICAGO AV (800 N) -to- W PEARSON ST (840 N)",2005,24734,31,"N WOOD ST AND W CHICAGO AV","N WOOD ST AND W PEARSON ST"
1,"Sidewalk Menu","W CORTEZ ST-- N CAMPBELL AV (2500 W) -to- N ROCKWELL ST (2600 W)",2005,25943,32,"W CORTEZ ST AND N CAMPBELL AV","W CORTEZ ST AND N ROCKWELL ST"
1,"Sidewalk Menu","W GEORGE ST-- N FAIRFIELD AV (2732 W) -to- N CALIFORNIA AV (2800 W)",2005,22616,33,"W GEORGE ST AND N FAIRFIELD AV","W GEORGE ST AND N CALIFORNIA AV"
1,"Sidewalk Menu","W LE MOYNE ST-- N WESTERN AV (2400 W) -to- N ARTESIAN AV (2432 W)",2005,13680,34,"W LE MOYNE ST AND N WESTERN AV","W LE MOYNE ST AND N ARTESIAN AV"
1,"Street Resurface Menu","N CAMPBELL AV-- W FULLERTON AV (2400 N) -to- W ALTGELD ST (2500 N)",2005,23084,35,"N CAMPBELL AV AND W FULLERTON AV","N CAMPBELL AV AND W ALTGELD ST"
1,"Street Resurface Menu","N FAIRFIELD AV-- W NORTH AV (1600 N) -to- W WABANSIA AV (1700 N)",2005,20877,36,"N FAIRFIELD AV AND W NORTH AV","N FAIRFIELD AV AND W WABANSIA AV"
1,"Street Resurface Menu","N HERMITAGE AV-- W CHICAGO AV (800 N) -to- W WALTON ST (928 N)",2005,36335,37,"N HERMITAGE AV AND W CHICAGO AV","N HERMITAGE AV AND W WALTON ST"
1,"Street Resurface Menu","N MARSHFIELD AV-- W CHICAGO AV (800 N) -to- W WALTON ST (928 N)",2005,36133,38,"N MARSHFIELD AV AND W CHICAGO AV","N MARSHFIELD AV AND W WALTON ST"
1,"Street Resurface Menu","N OAKLEY BV-- W POTOMAC AV (1300 N) -to- W HIRSCH ST (1400 N)",2005,25423,39,"N OAKLEY BV AND W POTOMAC AV","N OAKLEY BV AND W HIRSCH ST"
1,"Street Resurface Menu","N WINCHESTER AV-- W CHICAGO AV (800 N) -to- W IOWA ST (900 N)",2005,22400,40,"N WINCHESTER AV AND W CHICAGO AV","N WINCHESTER AV AND W IOWA ST"
1,"Street Resurface Menu","N WOOD ST-- W THOMAS ST (1100 N) -to- W DIVISION ST (1200 N)",2005,28591,41,"N WOOD ST AND W THOMAS ST","N WOOD ST AND W DIVISION ST"
1,"Street Resurface Menu","N WOOD ST-- W CHICAGO AV (800 N) -to- W WALTON ST (928 N)",2005,38636,42,"N WOOD ST AND W CHICAGO AV","N WOOD ST AND W WALTON ST"
1,"Street Resurface Menu","W CORTEZ ST-- N WASHTENAW AV (2700 W) -to- N CALIFORNIA AV (2800 W)",2005,21898,43,"W CORTEZ ST AND N WASHTENAW AV","W CORTEZ ST AND N CALIFORNIA AV"
1,"Street Resurface Menu","W CORTLAND ST-- N ROCKWELL ST (2600 W) -to- N WASHTENAW AV (2700 W)",2005,26330,44,"W CORTLAND ST AND N ROCKWELL ST","W CORTLAND ST AND N WASHTENAW AV"
1,"Street Resurface Menu","W ERIE ST-- N ASHLAND AV (1600 W) -to- N WOOD ST (1800 W)",2005,55943,45,"W ERIE ST AND N ASHLAND AV","W ERIE ST AND N WOOD ST"
1,"Street Resurface Menu","W HADDON AV-- N HERMITAGE AV (1732 W) -to- N WOOD ST (1800 W)",2005,10109,46,"W HADDON AV AND N HERMITAGE AV","W HADDON AV AND N WOOD ST"
1,"Street Resurface Menu","W LYNDALE ST-- N WESTERN AV (2400 W) -to- N MAPLEWOOD AV (2535 W)",2005,32896,47,"W LYNDALE ST AND N WESTERN AV","W LYNDALE ST AND N MAPLEWOOD AV"
1,"Street Resurface Menu","W THOMAS ST-- N ROCKWELL ST (2600 W) -to- N WASHTENAW AV (2700 W)",2005,23261,48,"W THOMAS ST AND N ROCKWELL ST","W THOMAS ST AND N WASHTENAW AV"
1,"Street Resurface Menu","W THOMAS ST-- N CAMPBELL AV (2500 W) -to- N ROCKWELL ST (2600 W)",2005,33076,49,"W THOMAS ST AND N CAMPBELL AV","W THOMAS ST AND N ROCKWELL ST"
1,"Street Speed Hump Menu","N ARTESIAN AV-- W HIRSCH ST (1400 N) -to- W LE MOYNE ST (1500 N) 2",2005,5000,50,"N ARTESIAN AV AND W HIRSCH ST","N ARTESIAN AV AND W LE MOYNE ST"
1,"Street Speed Hump Menu","N BELL AV-- W POTOMAC AV (1300 N) -to- W HIRSCH ST (1400 N) 2",2005,5000,51,"N BELL AV AND W POTOMAC AV","N BELL AV AND W HIRSCH ST"
1,"Street Speed Hump Menu","N CAMPBELL AV-- W FULLERTON AV (2400 N) -to- W ALTGELD ST (2500 N) 2",2005,5000,52,"N CAMPBELL AV AND W FULLERTON AV","N CAMPBELL AV AND W ALTGELD ST"
1,"Street Speed Hump Menu","N CAMPBELL AV-- W CHICAGO AV (800 N) -to- W IOWA ST (900 N) 2",2005,5000,53,"N CAMPBELL AV AND W CHICAGO AV","N CAMPBELL AV AND W IOWA ST"
1,"Street Speed Hump Menu","N CAMPBELL AV-- W BLOOMINGDALE AV (1800 N) -to- W CORTLAND ST (1900 N) 1",2005,2500,54,"N CAMPBELL AV AND W BLOOMINGDALE AV","N CAMPBELL AV AND W CORTLAND ST"
1,"Street Speed Hump Menu","N CAMPBELL AV-- W CORTLAND ST (1900 N) -to- W ARMITAGE AV (2000 N) 1",2005,2500,55,"N CAMPBELL AV AND W CORTLAND ST","N CAMPBELL AV AND W ARMITAGE AV"
1,"Street Speed Hump Menu","N CLAREMONT AV-- W HIRSCH ST (1400 N) -to- W LE MOYNE ST (1500 N) 2",2005,5000,56,"N CLAREMONT AV AND W HIRSCH ST","N CLAREMONT AV AND W LE MOYNE ST"
1,"Street Speed Hump Menu","N FAIRFIELD AV-- W NORTH AV (1600 N) -to- W WABANSIA AV (1700 N) 2",2005,5000,57,"N FAIRFIELD AV AND W NORTH AV","N FAIRFIELD AV AND W WABANSIA AV"
1,"Street Speed Hump Menu","N GREENVIEW AV-- W LE MOYNE ST (1500 N) -to- W NORTH AV (1600 N) 2",2005,5000,58,"N GREENVIEW AV AND W LE MOYNE ST","N GREENVIEW AV AND W NORTH AV"
1,"Street Speed Hump Menu","N MARSHFIELD AV-- W WABANSIA AV (1650 N) -to- W BLOOMINGDALE AV (1800 N) 1",2005,2500,59,"N MARSHFIELD AV AND W WABANSIA AV","N MARSHFIELD AV AND W BLOOMINGDALE AV"
1,"Street Speed Hump Menu","N NOBLE ST-- W DIVISION ST (1200 N) -to- W POTOMAC AV (1300 N) 2",2005,5000,60,"N NOBLE ST AND W DIVISION ST","N NOBLE ST AND W POTOMAC AV"
1,"Street Speed Hump Menu","N TALMAN AV-- W DIVERSEY AV (2800 N) -to- W GEORGE ST (2900 N) 2",2005,5000,61,"N TALMAN AV AND W DIVERSEY AV","N TALMAN AV AND W GEORGE ST"
1,"Street Speed Hump Menu","N WICKER PARK AV-- N WOOD ST (1335 N) -to- N WOLCOTT AV (1372 N) 2",2005,5000,62,"N WICKER PARK AV AND N WOOD ST","N WICKER PARK AV AND N WOLCOTT AV"
1,"Street Speed Hump Menu","N WICKER PARK AV-- N HONORE ST (1478 N) -to- N DAMEN AV (1514 N) 2",2005,5000,63,"N WICKER PARK AV AND N HONORE ST","N WICKER PARK AV AND N DAMEN AV"
1,"Street Speed Hump Menu","N WINNEBAGO AV-- W WABANSIA AV (1704 N) -to- N WESTERN AV (1916 N) 4",2005,10000,64,"N WINNEBAGO AV AND W WABANSIA AV","N WINNEBAGO AV AND N WESTERN AV"
1,"Street Speed Hump Menu","W CRYSTAL ST-- N DAMEN AV (2000 W) -to- N HOYNE AV (2100 W) 2",2005,5000,65,"W CRYSTAL ST AND N DAMEN AV","W CRYSTAL ST AND N HOYNE AV"
1,"Street Speed Hump Menu","W ERIE ST-- N WOOD ST (1800 W) -to- N WOLCOTT AV (1900 W) 2",2005,5000,66,"W ERIE ST AND N WOOD ST","W ERIE ST AND N WOLCOTT AV"
1,"Street Speed Hump Menu","W GEORGE ST-- N WESTERN AV (2400 W) -to- N CAMPBELL AV (2500 W) 2",2005,5000,67,"W GEORGE ST AND N WESTERN AV","W GEORGE ST AND N CAMPBELL AV"
1,"Street Speed Hump Menu","W HADDON AV-- N ROCKWELL ST (2600 W) -to- N WASHTENAW AV (2700 W) 2",2005,5000,68,"W HADDON AV AND N ROCKWELL ST","W HADDON AV AND N WASHTENAW AV"
1,"Street Speed Hump Menu","W IOWA ST-- N WESTERN AV (2400 W) -to- N CAMPBELL AV (2500 W) 1",2005,2500,69,"W IOWA ST AND N WESTERN AV","W IOWA ST AND N CAMPBELL AV"
1,"Street Speed Hump Menu","W NELSON ST-- N WASHTENAW AV (2700 W) -to- N CALIFORNIA AV (2800 W) 2",2005,5000,70,"W NELSON ST AND N WASHTENAW AV","W NELSON ST AND N CALIFORNIA AV"
1,"Street Speed Hump Menu","W OHIO ST-- N WOLCOTT AV (1900 W) -to- N DAMEN AV (2000 W) 2",2005,5000,71,"W OHIO ST AND N WOLCOTT AV","W OHIO ST AND N DAMEN AV"
1,"Street Speed Hump Menu","W POTOMAC AV-- N DAMEN AV (2000 W) -to- N HOYNE AV (2100 W) 2",2005,5000,72,"W POTOMAC AV AND N DAMEN AV","W POTOMAC AV AND N HOYNE AV"
1,"Street Speed Hump Menu","W RICE ST-- N WESTERN AV (2400 W) -to- N CAMPBELL AV (2500 W) 2",2005,5000,73,"W RICE ST AND N WESTERN AV","W RICE ST AND N CAMPBELL AV"
1,"Streetscape","W NORTH AV-- N WOLCOTT AV (1900 W) -to- N LEAVITT ST (2200 W)",2005,20000,74,"W NORTH AV AND N WOLCOTT AV","W NORTH AV AND N LEAVITT ST"
1,"Pole Painting","N MARSHFIELD AV-- W NORTH AV (1600 N) -to- W WABANSIA AV (1650 N)",2005,1000,78,"N MARSHFIELD AV AND W NORTH AV","N MARSHFIELD AV AND W WABANSIA AV"
1,"Pole Painting","N WINNEBAGO AV-- W MOFFAT ST (1832 N) -to- N WESTERN AV (1916 N)",2005,1400,79,"N WINNEBAGO AV AND W MOFFAT ST","N WINNEBAGO AV AND N WESTERN AV"
1,"Pole Painting","W CHESTNUT ST-- N GREENVIEW AV (1500 W) -to- N ASHLAND AV (1600 W)",2005,1000,80,"W CHESTNUT ST AND N GREENVIEW AV","W CHESTNUT ST AND N ASHLAND AV"
1,"Pole Painting","W CORTLAND ST-- N WESTERN (2400 ) -to- N ROCKWELL ST (2600 W)",2005,800,81,"W CORTLAND ST AND N WESTERN","W CORTLAND ST AND N ROCKWELL ST"
1,"Pole Painting","W CORTLAND ST-- N WESTERN (2400 ) -to- N ROCKWELL ST (2600 W)",2005,200,82,"W CORTLAND ST AND N WESTERN","W CORTLAND ST AND N ROCKWELL ST"
1,"Pole Painting","W FRY ST-- N GREENVIEW AV (1500 W) -to- N ASHLAND AV (1600 W)",2005,1000,83,"W FRY ST AND N GREENVIEW AV","W FRY ST AND N ASHLAND AV"
1,"Pole Painting","W PEARSON ST-- N GREENVIEW AV (1500 W) -to- N ASHLAND AV (1600 W)",2005,1000,84,"W PEARSON ST AND N GREENVIEW AV","W PEARSON ST AND N ASHLAND AV"
1,"Street Lighting","N MARSHFIELD AV-- W NORTH AV (1600 N) -to- W WABANSIA AV (1650 N)",2005,2000,86,"N MARSHFIELD AV AND W NORTH AV","N MARSHFIELD AV AND W WABANSIA AV"
1,"Street Lighting","N MILWAUKEE AV-- N WESTERN AV (1968 N) -to- W NORTH AV (1600 N)",2005,16800,87,"N MILWAUKEE AV AND N WESTERN AV","N MILWAUKEE AV AND W NORTH AV"
1,"Street Lighting","N WINNEBAGO AV-- W MOFFAT ST (1832 N) -to- N WESTERN AV (1916 N)",2005,2800,88,"N WINNEBAGO AV AND W MOFFAT ST","N WINNEBAGO AV AND N WESTERN AV"
1,"Street Lighting","W CHESTNUT ST-- N GREENVIEW AV (1500 W) -to- N ASHLAND AV (1600 W)",2005,2000,89,"W CHESTNUT ST AND N GREENVIEW AV","W CHESTNUT ST AND N ASHLAND AV"
1,"Street Lighting","W FRY ST-- N GREENVIEW AV (1500 W) -to- N ASHLAND AV (1600 W)",2005,2000,90,"W FRY ST AND N GREENVIEW AV","W FRY ST AND N ASHLAND AV"
1,"Street Lighting","W PEARSON ST-- N GREENVIEW AV (1500 W) -to- N ASHLAND AV (1600 W)",2005,2000,91,"W PEARSON ST AND N GREENVIEW AV","W PEARSON ST AND N ASHLAND AV"
1,"Curb/Gutter Menu","N MARION CT-- W DIVISION ST (1200 N) -to- W ELLEN ST (1320 N)",2006,31526,109,"N MARION CT AND W DIVISION ST","N MARION CT AND W ELLEN ST"
1,"Curb/Gutter Menu","N PAULINA ST-- W PEARSON ST (840 N) -to- W AUGUSTA BV (1000 N)",2006,44163,110,"N PAULINA ST AND W PEARSON ST","N PAULINA ST AND W AUGUSTA BV"
1,"Curb/Gutter Menu","W ST HELEN CT-- N STAVE ST (2682 W) -to- Dead End (2689 W)",2006,35163,111,"W ST HELEN CT AND N STAVE ST","W ST HELEN CT AND Dead End"
1,"Miscellaneous-CDOT","N MILWAUKEE AV-- N PAULINA ST (1270 N) -to- N HERMITAGE AV (1323 N)",2006,23295,112,"N MILWAUKEE AV AND N PAULINA ST","N MILWAUKEE AV AND N HERMITAGE AV"
1,"Miscellaneous-CDOT","N WILMOT AV-- W CORTLAND ST (1900 N) -to- W ARMITAGE AV (2000 N)",2006,10000,113,"N WILMOT AV AND W CORTLAND ST","N WILMOT AV AND W ARMITAGE AV"
1,"Sidewalk Menu","N DAMEN AV-- W CORTEZ ST (1032 N) -to- W DIVISION ST (1200 N)",2006,55800,114,"N DAMEN AV AND W CORTEZ ST","N DAMEN AV AND W DIVISION ST"
1,"Sidewalk Menu","N DEAN ST-- N PAULINA ST (1375 N) -to- W BEACH AV (1422 N)",2006,23020,115,"N DEAN ST AND N PAULINA ST","N DEAN ST AND W BEACH AV"
1,"Sidewalk Menu","N HONORE ST-- W DIVISION ST (1200 N) -to- W ELLEN ST (1320 N)",2006,17914,116,"N HONORE ST AND W DIVISION ST","N HONORE ST AND W ELLEN ST"
1,"Sidewalk Menu","N HONORE ST-- N WICKER PARK AV (1478 N) -to- N MILWAUKEE AV (1554 N)",2006,28543,117,"N HONORE ST AND N WICKER PARK AV","N HONORE ST AND N MILWAUKEE AV"
1,"Sidewalk Menu","N MARSHFIELD AV-- W CORTEZ ST (1040 N) -to- W DIVISION ST (1200 N)",2006,38009,118,"N MARSHFIELD AV AND W CORTEZ ST","N MARSHFIELD AV AND W DIVISION ST"
1,"Sidewalk Menu","N MILWAUKEE AV-- W DIVISION ST (1200 N) -to- N ASHLAND AV (1312 N)",2006,31279,119,"N MILWAUKEE AV AND W DIVISION ST","N MILWAUKEE AV AND N ASHLAND AV"
1,"Sidewalk Menu","N PAULINA ST-- W CORTEZ ST (1040 N) -to- W HADDON AV (1132 N)",2006,31108,120,"N PAULINA ST AND W CORTEZ ST","N PAULINA ST AND W HADDON AV"
1,"Sidewalk Menu","N ROCKWELL ST-- W CORTLAND ST (1900 N) -to- W HOMER ST (1932 N)",2006,29064,121,"N ROCKWELL ST AND W CORTLAND ST","N ROCKWELL ST AND W HOMER ST"
1,"Sidewalk Menu","W BLOOMINGDALE AV-- N ARTESIAN AV (2432 W) -to- N CAMPBELL AV (2500 W)",2006,20693,122,"W BLOOMINGDALE AV AND N ARTESIAN AV","W BLOOMINGDALE AV AND N CAMPBELL AV"
1,"Sidewalk Menu","W LE MOYNE ST-- N LEAVITT ST (2200 W) -to- N BELL AV (2232 W)",2006,30629,123,"W LE MOYNE ST AND N LEAVITT ST","W LE MOYNE ST AND N BELL AV"
1,"Sidewalk Menu","W ONTARIO ST-- N ASHLAND AV (1600 W) -to- N PAULINA ST (1700 W)",2006,33411,124,"W ONTARIO ST AND N ASHLAND AV","W ONTARIO ST AND N PAULINA ST"
1,"Sidewalk Menu","W WABANSIA AV-- N ROCKWELL ST (2600 W) -to- N MAPLEWOOD AV (2532 W)",2006,15685,125,"W WABANSIA AV AND N ROCKWELL ST","W WABANSIA AV AND N MAPLEWOOD AV"
1,"Sidewalk Menu","W WABANSIA AV-- N ROCKWELL ST (2600 W) -to- N TALMAN AV (2632 W)",2006,25681,126,"W WABANSIA AV AND N ROCKWELL ST","W WABANSIA AV AND N TALMAN AV"
1,"Street Resurface Menu","N BOSWORTH AV-- W LE MOYNE ST (1500 N) -to- W NORTH AV (1600 N)",2006,27812,127,"N BOSWORTH AV AND W LE MOYNE ST","N BOSWORTH AV AND W NORTH AV"
1,"Street Resurface Menu","N ELK GROVE AV-- N WOOD ST (1800 W) -to- W NORTH AV (1600 N)",2006,39782,128,"N ELK GROVE AV AND N WOOD ST","N ELK GROVE AV AND W NORTH AV"
1,"Street Resurface Menu","N GREENVIEW AV-- W POTOMAC AV (1300 N) -to- W BLACKHAWK ST (1400 N)",2006,35216,129,"N GREENVIEW AV AND W POTOMAC AV","N GREENVIEW AV AND W BLACKHAWK ST"
1,"Street Resurface Menu","N HONORE ST-- W DIVISION ST (1200 N) -to- W ELLEN ST (1320 N)",2006,18485,130,"N HONORE ST AND W DIVISION ST","N HONORE ST AND W ELLEN ST"
1,"Street Resurface Menu","N MAPLEWOOD AV-- W DIVERSEY AV (2800 N) -to- W GEORGE ST (2900 N)",2006,23215,131,"N MAPLEWOOD AV AND W DIVERSEY AV","N MAPLEWOOD AV AND W GEORGE ST"
1,"Street Resurface Menu","N MARSHFIELD AV-- W AUGUSTA BV (1000 N) -to- W CORTEZ ST (1040 N)",2006,21175,132,"N MARSHFIELD AV AND W AUGUSTA BV","N MARSHFIELD AV AND W CORTEZ ST"
1,"Street Resurface Menu","N WOOD ST-- W AUGUSTA BV (1000 N) -to- W THOMAS ST (1100 N)",2006,28410,133,"N WOOD ST AND W AUGUSTA BV","N WOOD ST AND W THOMAS ST"
1,"Street Resurface Menu","W BEACH AV-- N ASHLAND AV (1600 W) -to- N PAULINA ST (1700 W)",2006,30391,134,"W BEACH AV AND N ASHLAND AV","W BEACH AV AND N PAULINA ST"
1,"Street Resurface Menu","W MCLEAN AV-- N WESTERN AV (2400 W) -to- N CAMPBELL AV (2450 W)",2006,17062,135,"W MCLEAN AV AND N WESTERN AV","W MCLEAN AV AND N CAMPBELL AV"
1,"Street Resurface Menu","W ONTARIO ST-- N ASHLAND AV (1600 W) -to- N PAULINA ST (1700 W)",2006,18447,136,"W ONTARIO ST AND N ASHLAND AV","W ONTARIO ST AND N PAULINA ST"
1,"Street Resurface Menu","W PALMER ST-- N CAMPBELL AV (2450 W) -to- N MAPLEWOOD AV (2535 W)",2006,23006,137,"W PALMER ST AND N CAMPBELL AV","W PALMER ST AND N MAPLEWOOD AV"
1,"Street Resurface Menu","W WABANSIA AV-- N CALIFORNIA AV (2800 W) -to- N FRANCISCO AV (2900 W)",2006,22812,138,"W WABANSIA AV AND N CALIFORNIA AV","W WABANSIA AV AND N FRANCISCO AV"
1,"Street Speed Hump Menu","N ARTESIAN AV-- W WABANSIA AV (1700 N) -to- W BLOOMINGDALE AV (1800 N) 2",2006,5000,139,"N ARTESIAN AV AND W WABANSIA AV","N ARTESIAN AV AND W BLOOMINGDALE AV"
1,"Street Speed Hump Menu","N CLAREMONT AV-- W POTOMAC AV (1300 N) -to- W HIRSCH ST (1400 N) 2",2006,5000,140,"N CLAREMONT AV AND W POTOMAC AV","N CLAREMONT AV AND W HIRSCH ST"
1,"Street Speed Hump Menu","N FAIRFIELD AV-- W NORTH AV (1600 N) -to- W WABANSIA AV (1700 N) 1",2006,2500,141,"N FAIRFIELD AV AND W NORTH AV","N FAIRFIELD AV AND W WABANSIA AV"
1,"Street Speed Hump Menu","N FAIRFIELD AV-- W WABANSIA AV (1700 N) -to- W BLOOMINGDALE AV (1800 N) 2",2006,5000,142,"N FAIRFIELD AV AND W WABANSIA AV","N FAIRFIELD AV AND W BLOOMINGDALE AV"
1,"Street Speed Hump Menu","N GREENVIEW AV-- W DIVISION ST (1200 N) -to- W BLACKHAWK ST (1400 N) 2",2006,5000,143,"N GREENVIEW AV AND W DIVISION ST","N GREENVIEW AV AND W BLACKHAWK ST"
1,"Street Speed Hump Menu","N HONORE ST-- W DIVISION ST (1200 N) -to- W THOMAS ST (1100 N) 2",2006,5000,144,"N HONORE ST AND W DIVISION ST","N HONORE ST AND W THOMAS ST"
1,"Street Speed Hump Menu","N HOYNE AV-- W GEORGE ST (2900 N) -to- W WELLINGTON AV (3000 N) 2",2006,5000,145,"N HOYNE AV AND W GEORGE ST","N HOYNE AV AND W WELLINGTON AV"
1,"Street Speed Hump Menu","N HOYNE AV-- W HURON ST (700 N) -to- W CHICAGO AV (800 N) 1",2006,2500,146,"N HOYNE AV AND W HURON ST","N HOYNE AV AND W CHICAGO AV"
1,"Street Speed Hump Menu","N LEAVITT ST-- N HOYNE AV (2700 N) -to- W DIVERSEY PW (2800 N) 3",2006,7500,147,"N LEAVITT ST AND N HOYNE AV","N LEAVITT ST AND W DIVERSEY PW"
1,"Street Speed Hump Menu","N MAPLEWOOD AV-- N MILWAUKEE AV (2111 N) -to- W FULLERTON AV (2400 N) 7",2006,17500,148,"N MAPLEWOOD AV AND N MILWAUKEE AV","N MAPLEWOOD AV AND W FULLERTON AV"
1,"Street Speed Hump Menu","N MAPLEWOOD AV-- W NORTH AV (1600 N) -to- W WABANSIA AV (1700 N) 2",2006,5000,149,"N MAPLEWOOD AV AND W NORTH AV","N MAPLEWOOD AV AND W WABANSIA AV"
1,"Street Speed Hump Menu","N MAPLEWOOD AV-- W DIVERSEY AV (2800 N) -to- W GEORGE ST (2900 N) 2",2006,5000,150,"N MAPLEWOOD AV AND W DIVERSEY AV","N MAPLEWOOD AV AND W GEORGE ST"
1,"Street Speed Hump Menu","N MOZART ST-- W NORTH AV (1600 N) -to- W BLOOMINGDALE AV (1800 N) 3",2006,7500,151,"N MOZART ST AND W NORTH AV","N MOZART ST AND W BLOOMINGDALE AV"
1,"Street Speed Hump Menu","N PAULINA ST-- W BLACKHAWK ST (1400 N) -to- W NORTH AV (1600 N) 6",2006,15000,152,"N PAULINA ST AND W BLACKHAWK ST","N PAULINA ST AND W NORTH AV"
1,"Street Speed Hump Menu","N PAULINA ST-- W DIVISION ST (1200 N) -to- N MILWAUKEE AV (1308 N) 2",2006,5000,153,"N PAULINA ST AND W DIVISION ST","N PAULINA ST AND N MILWAUKEE AV"
1,"Street Speed Hump Menu","N WOLCOTT AV-- W AUGUSTA BV (1000 N) -to- W THOMAS ST (1100 N) 2",2006,5000,154,"N WOLCOTT AV AND W AUGUSTA BV","N WOLCOTT AV AND W THOMAS ST"
1,"Street Speed Hump Menu","N WOLCOTT AV-- W ELLEN ST (1320 N) -to- N WOOD ST (1412 N) 2",2006,5000,155,"N WOLCOTT AV AND W ELLEN ST","N WOLCOTT AV AND N WOOD ST"
1,"Street Speed Hump Menu","N WOLCOTT AV-- W DIVISION ST (1200 N) -to- W THOMAS ST (1100 N) 2",2006,5000,156,"N WOLCOTT AV AND W DIVISION ST","N WOLCOTT AV AND W THOMAS ST"
1,"Street Speed Hump Menu","N WOOD ST-- W LE MOYNE ST (1508 N) -to- W NORTH AV (1600 N) 1",2006,2500,157,"N WOOD ST AND W LE MOYNE ST","N WOOD ST AND W NORTH AV"
1,"Street Speed Hump Menu","W CORTEZ ST-- N ROCKWELL ST (2600 W) -to- N WASHTENAW AV (2700 W) 2",2006,5000,158,"W CORTEZ ST AND N ROCKWELL ST","W CORTEZ ST AND N WASHTENAW AV"
1,"Street Speed Hump Menu","W CORTEZ ST-- N CAMPBELL AV (2500 W) -to- N ROCKWELL ST (2600 W) 2",2006,5000,159,"W CORTEZ ST AND N CAMPBELL AV","W CORTEZ ST AND N ROCKWELL ST"
1,"Street Speed Hump Menu","W EVERGREEN AV-- N DAMEN AV (2000 W) -to- W SCHILLER ST (1400 N) 2",2006,5000,160,"W EVERGREEN AV AND N DAMEN AV","W EVERGREEN AV AND W SCHILLER ST"
1,"Street Speed Hump Menu","W FRY ST-- N GREENVIEW AV (1500 W) -to- N ASHLAND AV (1600 W) 2",2006,5000,161,"W FRY ST AND N GREENVIEW AV","W FRY ST AND N ASHLAND AV"
1,"Street Speed Hump Menu","W HURON ST-- N DAMEN AV (2000 W) -to- N LEAVITT ST (2200 W) 2",2006,5000,162,"W HURON ST AND N DAMEN AV","W HURON ST AND N LEAVITT ST"
1,"Street Speed Hump Menu","W HURON ST-- N PAULINA ST (1700 W) -to- N WOLCOTT AV (1900 W) 4",2006,10000,163,"W HURON ST AND N PAULINA ST","W HURON ST AND N WOLCOTT AV"
1,"Street Speed Hump Menu","W WABANSIA AV-- N WINNEBAGO AV (2219 W) -to- N CLAREMONT AV (2332 W) 3",2006,7500,164,"W WABANSIA AV AND N WINNEBAGO AV","W WABANSIA AV AND N CLAREMONT AV"
1,"Street Speed Hump Menu","W WELLINGTON AV-- N DAMEN AV (2000 W) -to- N CLYBOURN AV (2400 W) 4",2006,10000,165,"W WELLINGTON AV AND N DAMEN AV","W WELLINGTON AV AND N CLYBOURN AV"
1,"Pole Painting","N ELK GROVE AV-- N WOOD ST (1800 W) -to- W NORTH AV (1600 N)",2006,1200,166,"N ELK GROVE AV AND N WOOD ST","N ELK GROVE AV AND W NORTH AV"
1,"Pole Painting","N WASHTENAW AV-- W ALTGELD ST (2500 N) -to- W FULLERTON AV (2400 N)",2006,1000,167,"N WASHTENAW AV AND W ALTGELD ST","N WASHTENAW AV AND W FULLERTON AV"
1,"Pole Painting","W HURON ST-- N ASHLAND AV (1600 W) -to- N WOOD ST (1800 W)",2006,1800,168,"W HURON ST AND N ASHLAND AV","W HURON ST AND N WOOD ST"
1,"Pole Painting","W LE MOYNE ST-- N DAMEN AV (2000 W) -to- N HOYNE AV (2100 W)",2006,1000,169,"W LE MOYNE ST AND N DAMEN AV","W LE MOYNE ST AND N HOYNE AV"
