"ward","type","location","year","est_cost","id","start_location","end_location"
7,"Sidewalk Menu","E 92 ST-- S CRANDON AV (2300 E) -to- S LUELLA AV (2232 E)",2005,19200,4814,"E 92nd ST AND S CRANDON AV","E 92nd ST AND S LUELLA AV"
7,"Sidewalk Menu","E 92 ST-- S ESSEX AV (2500 E) -to- S PHILLIPS AV (2432 E)",2005,14813,4815,"E 92nd ST AND S ESSEX AV","E 92nd ST AND S PHILLIPS AV"
7,"Sidewalk Menu","E 93 ST-- S PHILLIPS AV (2432 E) -to- S ESSEX AV (2500 E)",2005,23968,4816,"E 93rd ST AND S PHILLIPS AV","E 93rd ST AND S ESSEX AV"
7,"Sidewalk Menu","E 93 ST-- S YATES BV (2400 E) -to- S PHILLIPS AV (2432 E)",2005,24720,4817,"E 93rd ST AND S YATES BV","E 93rd ST AND S PHILLIPS AV"
7,"Sidewalk Menu","E 93 ST-- S ESSEX AV (2500 E) -to- S KINGSTON AV (2532 E)",2005,13637,4818,"E 93rd ST AND S ESSEX AV","E 93rd ST AND S KINGSTON AV"
7,"Sidewalk Menu","E 94 ST-- S SAGINAW AV (2637 E) -to- S COLFAX AV (2600 E)",2005,20300,4819,"E 94th ST AND S SAGINAW AV","E 94th ST AND S COLFAX AV"
7,"Sidewalk Menu","E 94 ST-- S MARQUETTE AV (2720 E) -to- S MANISTEE AV (2800 E)",2005,19620,4820,"E 94th ST AND S MARQUETTE AV","E 94th ST AND S MANISTEE AV"
7,"Sidewalk Menu","S COLFAX AV-- E 81 ST (8100 S) -to- E 82 ST (8200 S)",2005,48043,4821,"S COLFAX AV AND E 81st ST","S COLFAX AV AND E 82nd ST"
7,"Sidewalk Menu","S COMMERCIAL AV-- E 81 ST (8100 S) -to- E 82 ST (8200 S)",2005,28270,4822,"S COMMERCIAL AV AND E 81st ST","S COMMERCIAL AV AND E 82nd ST"
7,"Sidewalk Menu","S KINGSTON AV-- E 93 ST (9300 S) -to- E 94 ST (9400 S)",2005,43467,4823,"S KINGSTON AV AND E 93rd ST","S KINGSTON AV AND E 94th ST"
7,"Sidewalk Menu","S LUELLA AV-- E 77 ST (7700 S) -to- E 78 ST (7800 S)",2005,51466,4824,"S LUELLA AV AND E 77th ST","S LUELLA AV AND E 78th ST"
7,"Sidewalk Menu","S LUELLA AV-- E 78 ST (7800 S) -to- E 79 ST (7900 S)",2005,53120,4825,"S LUELLA AV AND E 78th ST","S LUELLA AV AND E 79th ST"
7,"Street Resurface Menu","E 72 PL-- S EXCHANGE AV (2508 E) -to- Dead End (2511 E)",2005,5473,4826,"E 72nd PL AND S EXCHANGE AV","E 72nd PL AND Dead End"
7,"Street Resurface Menu","S ANTHONY AV-- E 89 ST (8900 S) -to- E 90 ST (9000 S)",2005,50998,4827,"S ANTHONY AV AND E 89th ST","S ANTHONY AV AND E 90th ST"
7,"Street Resurface Menu","S MERRILL AV-- E 100 ST (10000 S) -to- E 101 ST (10100 S)",2005,23987,4828,"S MERRILL AV AND E 100th ST","S MERRILL AV AND E 101st ST"
7,"Street Resurface Menu","S PAXTON AV-- E 101 ST (10100 S) -to- S VAN VLISSINGEN RD (10172 S)",2005,19572,4829,"S PAXTON AV AND E 101st ST","S PAXTON AV AND S VAN VLISSINGEN RD"
7,"Street Lighting","S ESSEX AV-- E 75 ST (7500 S) -to- E 77 ST (7700 S)",2005,170000,4830,"S ESSEX AV AND E 75th ST","S ESSEX AV AND E 77th ST"
7,"Curb/Gutter Menu","E 73 ST-- S PHILLIPS AV (2440 E) -to- S EXCHANGE (W) AV(2533 E)",2006,36132,4844,"E 73rd ST AND S PHILLIPS AV","E 73rd ST AND S EXCHANGEAV"
7,"Curb/Gutter Menu","S CHAPPEL AV-- E 98 ST (9800 S) -to- E 98 PL (9832 S)",2006,18830,4845,"S CHAPPEL AV AND E 98th ST","S CHAPPEL AV AND E 98th PL"
7,"Curb/Gutter Menu","S KINGSTON AV-- E 74 ST (7400 S) -to- E 75 ST (7500 S)",2006,67898,4846,"S KINGSTON AV AND E 74th ST","S KINGSTON AV AND E 75th ST"
7,"Miscellaneous-CDOT","E 98 ST-- S JEFFERY AV (2000 E) -to- Dead End (1266 E)",2006,21736,4848,"E 98th ST AND S JEFFERY AV","E 98th ST AND Dead End"
7,"Miscellaneous-CDOT","S COLFAX AV-- E 95 ST (9500 S) -to- E 96 ST (9600 S)",2006,59990,4849,"S COLFAX AV AND E 95th ST","S COLFAX AV AND E 96th ST"
7,"Miscellaneous-CDOT","S SOUTH SHORE DR-- E 79 ST (7900 S) -to- E 80 ST (8000 S)",2006,10116,4850,"S SOUTH SHORE DR AND E 79th ST","S SOUTH SHORE DR AND E 80th ST"
7,"Miscellaneous-CDOT","S VAN VLISSINGEN RD-- E 97 ST (9700 S) -to- E 98 ST (9800 S)",2006,21736,4851,"S VAN VLISSINGEN RD AND E 97th ST","S VAN VLISSINGEN RD AND E 98th ST"
7,"Sidewalk Menu","E 80 PL-- S COMMERCIAL AV (3000 E) -to- S HOUSTON AV (3024 E)",2006,28183,4852,"E 80th PL AND S COMMERCIAL AV","E 80th PL AND S HOUSTON AV"
7,"Sidewalk Menu","E 81 ST-- S EXCHANGE AV (2930 E) -to- RAILROAD TRACKS (3000 E)",2006,26504,4853,"E 81st ST AND S EXCHANGE AV","E 81st ST AND RAILROAD TRACKS"
7,"Sidewalk Menu","E 92 ST-- S COLFAX AV (2600 E) -to- S MARQUETTE AV (2720 E)",2006,277,4854,"E 92nd ST AND S COLFAX AV","E 92nd ST AND S MARQUETTE AV"
7,"Sidewalk Menu","S ANTHONY AV-- E 89 ST (8900 S) -to- E 90 ST (9000 S)",2006,45780,4855,"S ANTHONY AV AND E 89th ST","S ANTHONY AV AND E 90th ST"
7,"Sidewalk Menu","S COLFAX AV-- E 85 ST (8500 S) -to- E 86 ST (8600 S)",2006,221,4856,"S COLFAX AV AND E 85th ST","S COLFAX AV AND E 86th ST"
7,"Street Resurface Menu","E 89 ST-- S SOUTH CHICAGO AV (2615 E) -to- S MUSKEGON AV (2837 E)",2006,52809,4857,"E 89th ST AND S SOUTH CHICAGO AV","E 89th ST AND S MUSKEGON AV"
7,"Street Resurface Menu","S KINGSTON AV-- E 74 ST (7400 S) -to- E 75 ST (7500 S)",2006,23617,4858,"S KINGSTON AV AND E 74th ST","S KINGSTON AV AND E 75th ST"
7,"Street Lighting","S COLFAX AV-- E 75 ST (7500 S) -to- E 77 ST (7700 S)",2006,150000,4859,"S COLFAX AV AND E 75th ST","S COLFAX AV AND E 77th ST"
7,"Street Lighting","S PHILLIPS AV-- E 75 ST (7500 S) -to- E 79 ST (7900 S)",2006,320000,4860,"S PHILLIPS AV AND E 75th ST","S PHILLIPS AV AND E 79th ST"
7,"Street Lighting","S SAGINAW AV-- S EXCHANGE (W) AV(7554 S) -to- E 79 ST (7900 S)",2006,3e+05,4861,"S SAGINAW AV AND S EXCHANGEAV","S SAGINAW AV AND E 79th ST"
7,"Curb/Gutter Menu","E 97 PL-- S CHAPPEL AV (2032 E) -to- Dead End (2077 E)",2007,68198,4870,"E 97th PL AND S CHAPPEL AV","E 97th PL AND Dead End"
7,"Curb/Gutter Menu","S MARQUETTE AV-- E 88 ST (8800 S) -to- E 89 ST (8900 S)",2007,78275,4871,"S MARQUETTE AV AND E 88th ST","S MARQUETTE AV AND E 89th ST"
7,"Curb/Gutter Menu","S OGLESBY AV-- E 73 ST (7300 S) -to- E 74 ST (7400 S)",2007,5661,4872,"S OGLESBY AV AND E 73rd ST","S OGLESBY AV AND E 74th ST"
7,"Curb/Gutter Menu","S OGLESBY AV-- E 99 ST (9900 S) -to- E 100 ST (10000 S)",2007,50473,4873,"S OGLESBY AV AND E 99th ST","S OGLESBY AV AND E 100th ST"
7,"Miscellaneous-CDOT","E 94 ST-- S CLYDE AV (2100 E) -to- S LUELLA AV (2232 E)",2007,23500,4875,"E 94th ST AND S CLYDE AV","E 94th ST AND S LUELLA AV"
7,"Sidewalk Menu","E 75 ST-- S COLES AV (2729 E) -to- S SOUTH SHORE DR (2791 E)",2007,16349,4876,"E 75th ST AND S COLES AV","E 75th ST AND S SOUTH SHORE DR"
7,"Sidewalk Menu","E 79 ST-- S PAXTON AV (2200 E) -to- S LUELLA AV (2232 E)",2007,14778,4877,"E 79th ST AND S PAXTON AV","E 79th ST AND S LUELLA AV"
7,"Sidewalk Menu","S YATES BV-- E 73 ST (7300 S) -to- E 74 ST (7400 S)",2007,31737,4878,"S YATES BV AND E 73rd ST","S YATES BV AND E 74th ST"
7,"Street Resurface Menu","E 73 ST-- S PHILLIPS AV (2440 E) -to- S EXCHANGE (W) AV(2533 E)",2007,45837,4879,"E 73rd ST AND S PHILLIPS AV","E 73rd ST AND S EXCHANGEAV"
7,"Street Resurface Menu","E 88 ST-- S COMMERCIAL AV (3000 E) -to- S MUSKEGON AV (2831 E)",2007,71479,4880,"E 88th ST AND S COMMERCIAL AV","E 88th ST AND S MUSKEGON AV"
7,"Street Resurface Menu","E 94 ST-- S LUELLA AV (2232 E) -to- S OGLESBY AV (2332 E)",2007,31777,4881,"E 94th ST AND S LUELLA AV","E 94th ST AND S OGLESBY AV"
7,"Street Resurface Menu","S CRANDON AV-- E 99 ST (9900 S) -to- E 100 ST (10000 S)",2007,20852,4882,"S CRANDON AV AND E 99th ST","S CRANDON AV AND E 100th ST"
7,"Street Resurface Menu","S LUELLA AV-- E 89 ST (8900 S) -to- E 90 ST (9000 S)",2007,35595,4883,"S LUELLA AV AND E 89th ST","S LUELLA AV AND E 90th ST"
7,"Street Resurface Menu","S LUELLA AV-- E 99 ST (9900 S) -to- E 100 ST (10000 S)",2007,20495,4884,"S LUELLA AV AND E 99th ST","S LUELLA AV AND E 100th ST"
7,"Street Resurface Menu","S MANISTEE AV-- E 85 ST (8500 S) -to- E 86 ST (8600 S)",2007,34173,4885,"S MANISTEE AV AND E 85th ST","S MANISTEE AV AND E 86th ST"
7,"Street Resurface Menu","S MARQUETTE AV-- E 88 ST (8800 S) -to- E 89 ST (8900 S)",2007,25036,4886,"S MARQUETTE AV AND E 88th ST","S MARQUETTE AV AND E 89th ST"
7,"Street Speed Hump Menu","E 74 PL-- S EXCHANGE AV (2628 E) -to- S COLES AV (2687 E) 1",2007,1650,4887,"E 74th PL AND S EXCHANGE AV","E 74th PL AND S COLES AV"
7,"Street Speed Hump Menu","E 99 ST-- S LUELLA AV (2300 E) -to- S CRANDON AV (2320 E) 1",2007,1650,4888,"E 99th ST AND S LUELLA AV","E 99th ST AND S CRANDON AV"
7,"Street Speed Hump Menu","S BRANDON AV-- E 81 ST (8100 S) -to- E 82 ST (8200 S) 2",2007,3300,4889,"S BRANDON AV AND E 81st ST","S BRANDON AV AND E 82nd ST"
7,"Street Speed Hump Menu","S COLES AV-- E 74 ST (7329 S) -to- E 75 ST (7428 S) 2",2007,3300,4890,"S COLES AV AND E 74th ST","S COLES AV AND E 75th ST"
7,"Street Speed Hump Menu","S COLFAX AV-- E 83 ST (8300 S) -to- E 85 ST (8500 S) 4",2007,6600,4891,"S COLFAX AV AND E 83rd ST","S COLFAX AV AND E 85th ST"
7,"Street Speed Hump Menu","S COLFAX AV-- E 81 ST (8100 S) -to- E 82 ST (8200 S) 2",2007,3300,4892,"S COLFAX AV AND E 81st ST","S COLFAX AV AND E 82nd ST"
7,"Street Speed Hump Menu","S COLFAX AV-- E 79 ST (7900 S) -to- E 81 ST (8100 S) 4",2007,6600,4893,"S COLFAX AV AND E 79th ST","S COLFAX AV AND E 81st ST"
7,"Street Speed Hump Menu","S COMMERCIAL AV-- E 81 ST (8100 S) -to- E 82 ST (8200 S) 2",2007,3300,4894,"S COMMERCIAL AV AND E 81st ST","S COMMERCIAL AV AND E 82nd ST"
7,"Street Speed Hump Menu","S CRANDON AV-- E 99 ST (9900 S) -to- E 100 ST (10000 S) 2",2007,3300,4895,"S CRANDON AV AND E 99th ST","S CRANDON AV AND E 100th ST"
7,"Street Speed Hump Menu","S CRANDON AV-- E 77 ST (7700 S) -to- E 78 ST (7800 S) 2",2007,3300,4896,"S CRANDON AV AND E 77th ST","S CRANDON AV AND E 78th ST"
7,"Street Speed Hump Menu","S CRANDON AV-- E 78 ST (7800 S) -to- E 79 ST (7900 S) 2",2007,3300,4897,"S CRANDON AV AND E 78th ST","S CRANDON AV AND E 79th ST"
7,"Street Speed Hump Menu","S CRANDON AV-- E 89 ST (8900 S) -to- E 90 ST (9000 S) 2",2007,3300,4898,"S CRANDON AV AND E 89th ST","S CRANDON AV AND E 90th ST"
7,"Street Speed Hump Menu","S ESCANABA AV-- E 80 ST (8000 S) -to- E 81 ST (8100 S) 2",2007,3300,4899,"S ESCANABA AV AND E 80th ST","S ESCANABA AV AND E 81st ST"
7,"Street Speed Hump Menu","S ESCANABA AV-- E 79 ST (7900 S) -to- E 80 ST (8000 S) 2",2007,3300,4900,"S ESCANABA AV AND E 79th ST","S ESCANABA AV AND E 80th ST"
7,"Street Speed Hump Menu","S ESSEX AV-- E 92 ST (9200 S) -to- E 93 ST (9300 S) 2",2007,3500,4901,"S ESSEX AV AND E 92nd ST","S ESSEX AV AND E 93rd ST"
7,"Street Speed Hump Menu","S ESSEX AV-- S ANTHONY AV (8960 S) -to- E 90 ST (9000 S) 1",2007,1650,4902,"S ESSEX AV AND S ANTHONY AV","S ESSEX AV AND E 90th ST"
7,"Street Speed Hump Menu","S ESSEX AV-- E 77 ST (7700 S) -to- E 78 ST (7800 S) 2",2007,3300,4903,"S ESSEX AV AND E 77th ST","S ESSEX AV AND E 78th ST"
7,"Street Speed Hump Menu","S EUCLID AV-- E 95 ST (9500 S) -to- E 97 ST (9700 S) 4",2007,6600,4904,"S EUCLID AV AND E 95th ST","S EUCLID AV AND E 97th ST"
7,"Street Speed Hump Menu","S HOXIE AV-- E 96 ST (9620 S) -to- E 97 ST (9700 S) 1",2007,1650,4905,"S HOXIE AV AND E 96th ST","S HOXIE AV AND E 97th ST"
7,"Street Speed Hump Menu","S KINGSTON AV-- E 79 ST (7900 S) -to- E 81 ST (8100 S) 2",2007,3500,4906,"S KINGSTON AV AND E 79th ST","S KINGSTON AV AND E 81st ST"
7,"Street Speed Hump Menu","S KINGSTON AV-- E 87 ST (8700 S) -to- E 88 ST (8800 S) 2",2007,3300,4907,"S KINGSTON AV AND E 87th ST","S KINGSTON AV AND E 88th ST"
7,"Street Speed Hump Menu","S KINGSTON AV-- E 84 ST (8400 S) -to- E 85 ST (8500 S) 2",2007,3300,4908,"S KINGSTON AV AND E 84th ST","S KINGSTON AV AND E 85th ST"
7,"Street Speed Hump Menu","S KINGSTON AV-- E 83 ST (8300 S) -to- E 84 ST (8400 S) 2",2007,3300,4909,"S KINGSTON AV AND E 83rd ST","S KINGSTON AV AND E 84th ST"
7,"Street Speed Hump Menu","S KINGSTON AV-- E 75 ST (7500 S) -to- E 76 ST (7600 S) 2",2007,3300,4910,"S KINGSTON AV AND E 75th ST","S KINGSTON AV AND E 76th ST"
7,"Street Speed Hump Menu","S KINGSTON AV-- E 79 ST (7900 S) -to- E 79 ST (7900 S) 2",2007,3300,4911,"S KINGSTON AV AND E 79th ST","S KINGSTON AV AND E 79th ST"
7,"Street Speed Hump Menu","S KINGSTON AV-- E 85 ST (8500 S) -to- E 87 ST (8700 S) 4",2007,6600,4912,"S KINGSTON AV AND E 85th ST","S KINGSTON AV AND E 87th ST"
7,"Street Speed Hump Menu","S LUELLA AV-- E 99 ST (9900 S) -to- E 100 ST (10000 S) 2",2007,3300,4913,"S LUELLA AV AND E 99th ST","S LUELLA AV AND E 100th ST"
7,"Street Speed Hump Menu","S LUELLA AV-- E 79 ST (7900 S) -to- E 80 ST (8000 S) 2",2007,3300,4914,"S LUELLA AV AND E 79th ST","S LUELLA AV AND E 80th ST"
7,"Street Speed Hump Menu","S MANISTEE AV-- E 80 ST (8000 S) -to- E 81 ST (8100 S) 2",2007,3300,4915,"S MANISTEE AV AND E 80th ST","S MANISTEE AV AND E 81st ST"
7,"Street Speed Hump Menu","S MANISTEE AV-- E 85 ST (8500 S) -to- E 86 ST (8600 S) 2",2007,3300,4916,"S MANISTEE AV AND E 85th ST","S MANISTEE AV AND E 86th ST"
7,"Street Speed Hump Menu","S MARQUETTE AV-- E 85 ST (8500 S) -to- E 86 ST (8600 S) 2",2007,3300,4917,"S MARQUETTE AV AND E 85th ST","S MARQUETTE AV AND E 86th ST"
7,"Street Speed Hump Menu","S MARQUETTE AV-- E 79 ST (7900 S) -to- E 83 ST (8300 S) 8",2007,13200,4918,"S MARQUETTE AV AND E 79th ST","S MARQUETTE AV AND E 83rd ST"
7,"Street Speed Hump Menu","S MERRILL AV-- E 97 ST (9700 S) -to- E 99 ST (9900 S) 5",2007,8250,4919,"S MERRILL AV AND E 97th ST","S MERRILL AV AND E 99th ST"
7,"Street Speed Hump Menu","S MERRION AV-- E 97 ST (9700 S) -to- E 98 ST (9834 S) 2",2007,3300,4920,"S MERRION AV AND E 97th ST","S MERRION AV AND E 98th ST"
7,"Street Speed Hump Menu","S MUSKEGON AV-- E 80 ST (8000 S) -to- E 81 ST (8100 S) 2",2007,3300,4921,"S MUSKEGON AV AND E 80th ST","S MUSKEGON AV AND E 81st ST"
7,"Street Speed Hump Menu","S MUSKEGON AV-- E 78 ST (7800 S) -to- E 79 ST (7900 S) 2",2007,3300,4922,"S MUSKEGON AV AND E 78th ST","S MUSKEGON AV AND E 79th ST"
7,"Street Speed Hump Menu","S OGLESBY AV-- E 76 ST (7600 S) -to- E 77 ST (7700 S) 2",2007,3500,4923,"S OGLESBY AV AND E 76th ST","S OGLESBY AV AND E 77th ST"
7,"Street Speed Hump Menu","S OGLESBY AV-- E 79 ST (7900 S) -to- E 79 ST (7900 S) 2",2007,3300,4924,"S OGLESBY AV AND E 79th ST","S OGLESBY AV AND E 79th ST"
7,"Street Speed Hump Menu","S OGLESBY AV-- E 74 ST (7400 S) -to- E 75 ST (7500 S) 2",2007,3300,4925,"S OGLESBY AV AND E 74th ST","S OGLESBY AV AND E 75th ST"
7,"Street Speed Hump Menu","S PHILLIPS AV-- E 79 ST (7900 S) -to- E 81 ST (8100 S) 4",2007,7000,4926,"S PHILLIPS AV AND E 79th ST","S PHILLIPS AV AND E 81st ST"
7,"Street Speed Hump Menu","S PHILLIPS AV-- E 76 ST (7600 S) -to- E 77 ST (7700 S) 2",2007,3300,4927,"S PHILLIPS AV AND E 76th ST","S PHILLIPS AV AND E 77th ST"
7,"Street Speed Hump Menu","S SAGINAW AV-- E 86 ST (8600 S) -to- E 87 ST (8700 S) 2",2007,3500,4928,"S SAGINAW AV AND E 86th ST","S SAGINAW AV AND E 87th ST"
7,"Pole Painting","E 79 ST-- S PAXTON AV (2200 E) -to- S SOUTH SHORE DR (3134 E)",2007,4400,4929,"E 79th ST AND S PAXTON AV","E 79th ST AND S SOUTH SHORE DR"
7,"Pole Painting","E 79 ST-- S PAXTON AV (2200 E) -to- S SOUTH SHORE DR (3134 E)",2007,16796,4930,"E 79th ST AND S PAXTON AV","E 79th ST AND S SOUTH SHORE DR"
7,"Pole Painting","S EXCHANGE W AV-- E 71 ST (7110 S) -to- E 79 ST (7900 S)",2007,13600,4931,"S EXCHANGE W AV AND E 71st ST","S EXCHANGE W AV AND E 79th ST"
7,"Pole Painting","S EXCHANGE W AV-- E 71 ST (7110 S) -to- E 79 ST (7900 S)",2007,30800,4932,"S EXCHANGE W AV AND E 71st ST","S EXCHANGE W AV AND E 79th ST"
7,"Street Lighting","E 71 ST-- S SOUTH SHORE DR (2533 E) -to- Dead End (2617 E)",2007,25290,4933,"E 71st ST AND S SOUTH SHORE DR","E 71st ST AND Dead End"
7,"Street Lighting","E 72 PL-- S SOUTH SHORE DR (2589 E) -to- Dead End (2596 E)",2007,25000,4934,"E 72nd PL AND S SOUTH SHORE DR","E 72nd PL AND Dead End"
7,"Street Lighting","E 72 ST-- S SOUTH SHORE DR (2547 E) -to- E 71 ST (2617 E)",2007,25291,4935,"E 72nd ST AND S SOUTH SHORE DR","E 72nd ST AND E 71st ST"
7,"Street Lighting","E 79 ST-- S PAXTON AV (2200 E) -to- S SOUTH SHORE DR (3134 E)",2007,95850,4936,"E 79th ST AND S PAXTON AV","E 79th ST AND S SOUTH SHORE DR"
7,"Street Lighting","E 79 ST-- S PAXTON AV (2200 E) -to- S SOUTH SHORE DR (3134 E)",2007,33600,4937,"E 79th ST AND S PAXTON AV","E 79th ST AND S SOUTH SHORE DR"
7,"Street Lighting","E 79 ST-- S PAXTON AV (2200 E) -to- S SOUTH SHORE DR (3134 E)",2007,2000,4938,"E 79th ST AND S PAXTON AV","E 79th ST AND S SOUTH SHORE DR"
7,"Street Lighting","S EXCHANGE W AV-- E 71 ST (7110 S) -to- E 79 ST (7900 S)",2007,189000,4939,"S EXCHANGE W AV AND E 71st ST","S EXCHANGE W AV AND E 79th ST"
7,"Street Lighting","S EXCHANGE W AV-- E 71 ST (7110 S) -to- E 79 ST (7900 S)",2007,64800,4940,"S EXCHANGE W AV AND E 71st ST","S EXCHANGE W AV AND E 79th ST"
7,"Street Lighting","S EXCHANGE W AV-- E 71 ST (7110 S) -to- E 79 ST (7900 S)",2007,2000,4941,"S EXCHANGE W AV AND E 71st ST","S EXCHANGE W AV AND E 79th ST"
7,"Curb/Gutter Menu","E 98 PL-- S CHAPPEL AV (2032 E) -to- S CLYDE AV (2120 E)",2008,79863,4951,"E 98th PL AND S CHAPPEL AV","E 98th PL AND S CLYDE AV"
7,"Curb/Gutter Menu","S CONSTANCE AV-- E 95 ST (9500 S) -to- E 96 ST (9600 S)",2008,2904,4952,"S CONSTANCE AV AND E 95th ST","S CONSTANCE AV AND E 96th ST"
7,"Curb/Gutter Menu","S PAXTON AV-- E 99 ST (9900 S) -to- E 100 ST (10000 S)",2008,54962,4953,"S PAXTON AV AND E 99th ST","S PAXTON AV AND E 100th ST"
7,"Curb/Gutter Menu","S VAN VLISSINGEN RD-- E 96 ST (9600 S) -to- E 97 ST (9700 S)",2008,89348,4954,"S VAN VLISSINGEN RD AND E 96th ST","S VAN VLISSINGEN RD AND E 97th ST"
7,"Miscellaneous-CDOT","S EXCHANGE AV-- E 75 ST (7470 S) -to- E 76 ST (7570 S)",2008,357,4955,"S EXCHANGE AV AND E 75th ST","S EXCHANGE AV AND E 76th ST"
7,"Sidewalk Menu","E 100 ST-- S LUELLA AV (2300 E) -to- S YATES AV (2426 E)",2008,440,4956,"E 100th ST AND S LUELLA AV","E 100th ST AND S YATES AV"
7,"Sidewalk Menu","E 76 ST-- S YATES BV (2400 E) -to- S PHILLIPS AV (2432 E)",2008,46879,4957,"E 76th ST AND S YATES BV","E 76th ST AND S PHILLIPS AV"
7,"Sidewalk Menu","E 79 ST-- S COLES AV (3032 E) -to- S COLES AV (3100 E)",2008,221,4958,"E 79th ST AND S COLES AV","E 79th ST AND S COLES AV"
7,"Sidewalk Menu","E 90 ST-- S PAXTON AV (2200 E) -to- S LUELLA AV (2232 E)",2008,75496,4959,"E 90th ST AND S PAXTON AV","E 90th ST AND S LUELLA AV"
7,"Sidewalk Menu","E 97 PL-- S CHAPPEL AV (2032 E) -to- Dead End (2077 E)",2008,13675,4960,"E 97th PL AND S CHAPPEL AV","E 97th PL AND Dead End"
7,"Sidewalk Menu","S EXCHANGE AV-- E 73 ST (7270 S) -to- E 75 ST (7470 S)",2008,111801,4961,"S EXCHANGE AV AND E 73rd ST","S EXCHANGE AV AND E 75th ST"
7,"Sidewalk Menu","S EXCHANGE AV-- E 73 ST (7270 S) -to- E 75 ST (7470 S)",2008,171303,4962,"S EXCHANGE AV AND E 73rd ST","S EXCHANGE AV AND E 75th ST"
7,"Sidewalk Menu","S LUELLA AV-- E 101 ST (10100 S) -to- E 102 ST (10200 S)",2008,38912,4963,"S LUELLA AV AND E 101st ST","S LUELLA AV AND E 102nd ST"
7,"Sidewalk Menu","S MARQUETTE AV-- E 85 ST (8500 S) -to- E 86 ST (8600 S)",2008,43839,4964,"S MARQUETTE AV AND E 85th ST","S MARQUETTE AV AND E 86th ST"
7,"Sidewalk Menu","S PHILLIPS AV-- E 86 ST (8600 S) -to- E 87 ST (8700 S)",2008,4708,4965,"S PHILLIPS AV AND E 86th ST","S PHILLIPS AV AND E 87th ST"
7,"Sidewalk Menu","S PHILLIPS AV-- E 86 ST (8600 S) -to- E 87 ST (8700 S)",2008,3500,4966,"S PHILLIPS AV AND E 86th ST","S PHILLIPS AV AND E 87th ST"
7,"Sidewalk Menu","S SOUTH SHORE DR-- E 73 ST (7190 S) -to- E 74 ST (7288 S)",2008,1848,4967,"S SOUTH SHORE DR AND E 73rd ST","S SOUTH SHORE DR AND E 74th ST"
7,"Sidewalk Menu","S VAN VLISSINGEN RD-- E 101 ST (10100 S) -to- E 102 ST (10200 S)",2008,18890,4968,"S VAN VLISSINGEN RD AND E 101st ST","S VAN VLISSINGEN RD AND E 102nd ST"
7,"Sidewalk Menu","S VAN VLISSINGEN RD-- E 97 ST (9700 S) -to- E 98 ST (9800 S)",2008,184,4969,"S VAN VLISSINGEN RD AND E 97th ST","S VAN VLISSINGEN RD AND E 98th ST"
7,"Street Resurface Menu","S PAXTON AV-- E 99 ST (9900 S) -to- E 100 ST (10000 S)",2008,18284,4970,"S PAXTON AV AND E 99th ST","S PAXTON AV AND E 100th ST"
7,"Street Speed Hump Menu","S BENSLEY AV-- E 99 ST (9900 S) -to- E 100 ST (10000 S) 2",2008,3500,4971,"S BENSLEY AV AND E 99th ST","S BENSLEY AV AND E 100th ST"
7,"Street Speed Hump Menu","S BURNHAM AV-- E 81 ST (8100 S) -to- E 82 ST (8200 S) 2",2008,3500,4972,"S BURNHAM AV AND E 81st ST","S BURNHAM AV AND E 82nd ST"
7,"Street Speed Hump Menu","S COLFAX AV-- E 75 ST (7500 S) -to- E 78 ST (7800 S) 6",2008,10500,4973,"S COLFAX AV AND E 75th ST","S COLFAX AV AND E 78th ST"
7,"Street Speed Hump Menu","S CRANDON AV-- E 76 ST (7600 S) -to- E 77 ST (7700 S) 2",2008,3500,4974,"S CRANDON AV AND E 76th ST","S CRANDON AV AND E 77th ST"
7,"Street Speed Hump Menu","S CRANDON AV-- E 78 ST (7800 S) -to- E 79 ST (7900 S) 2",2008,3500,4975,"S CRANDON AV AND E 78th ST","S CRANDON AV AND E 79th ST"
7,"Street Speed Hump Menu","S CRANDON AV-- E 73 ST (7300 S) -to- E 74 ST (7400 S) 2",2008,3500,4976,"S CRANDON AV AND E 73rd ST","S CRANDON AV AND E 74th ST"
7,"Street Speed Hump Menu","S KINGSTON AV-- E 76 ST (7600 S) -to- E 78 ST (7800 S) 4",2008,7000,4977,"S KINGSTON AV AND E 76th ST","S KINGSTON AV AND E 78th ST"
7,"Street Speed Hump Menu","S LUELLA AV-- E 93 ST (9300 S) -to- E 94 ST (9400 S) 2",2008,3500,4978,"S LUELLA AV AND E 93rd ST","S LUELLA AV AND E 94th ST"
7,"Street Speed Hump Menu","S LUELLA AV-- E 77 ST (7700 S) -to- E 78 ST (7800 S) 2",2008,3500,4979,"S LUELLA AV AND E 77th ST","S LUELLA AV AND E 78th ST"
7,"Street Speed Hump Menu","S LUELLA AV-- E 73 ST (7300 S) -to- E 74 ST (7400 S) 2",2008,3500,4980,"S LUELLA AV AND E 73rd ST","S LUELLA AV AND E 74th ST"
7,"Street Speed Hump Menu","S MANISTEE AV-- E 84 ST (8400 S) -to- E 85 ST (8500 S) 2",2008,3500,4981,"S MANISTEE AV AND E 84th ST","S MANISTEE AV AND E 85th ST"
7,"Street Speed Hump Menu","S MARQUETTE AV-- E 86 ST (8600 S) -to- E 87 ST (8700 S) 2",2008,3500,4982,"S MARQUETTE AV AND E 86th ST","S MARQUETTE AV AND E 87th ST"
