"ward","type","location","year","est_cost","id","address"
26,"Alley Speed Hump Menu","3700 W MCLEAN AVE",2018,700,22914,"3700 W MCLEAN AVE"
26,"Alley Resurfacing Menu","851 N FRANCISCO AVE",2019,28156.935,22947,"851 N FRANCISCO AVE"
26,"Alley Resurfacing Menu","2736 W AUGUSTA BLVD",2019,12774.46,22949,"2736 W AUGUSTA BLVD"
26,"Alley Resurfacing Menu","2040 N SPAULDING AVE",2019,22070.22,22951,"2040 N SPAULDING AVE"
26,"Alley Resurfacing Menu","4230 W NORTH AVE",2019,28155.725,22953,"4230 W NORTH AVE"
26,"Alley Resurfacing Menu","1401 N KOSTNER AVE",2019,10532.385,22954,"1401 N KOSTNER AVE"
26,"Alley Resurfacing Menu","1401 N KILDARE AVE",2019,13938.865,22955,"1401 N KILDARE AVE"
26,"Alley Resurfacing Menu","1400 N KEELER AVE",2019,27080.475,22957,"1400 N KEELER AVE"
26,"Alley Resurfacing Menu","4301 W KAMERLING AVE",2019,11436.66,22958,"4301 W KAMERLING AVE"
26,"Alley Resurfacing Menu","1400 N KILDARE AVE",2019,14275.635,22959,"1400 N KILDARE AVE"
26,"Alley Resurfacing Menu","1400 N RIDGEWAY AVE",2019,19917.57,22960,"1400 N RIDGEWAY AVE"
26,"Alley Speed Hump Menu","3706 W GRAND AVE",2019,350,22967,"3706 W GRAND AVE"
26,"Sidewalk Menu","1659 N LOWELL AVE",2019,21937.34,22989,"1659 N LOWELL AVE"
26,"Alley Resurfacing Menu","1615 N ALBANY AVE",2020,16123.2533333333,23013,"1615 N ALBANY AVE"
26,"Alley Resurfacing Menu","3300 W POTOMAC AVE",2020,15282.37,23014,"3300 W POTOMAC AVE"
26,"Alley Resurfacing Menu","3301 W EVERGREEN AVE",2020,15282.37,23014,"3301 W EVERGREEN AVE"
26,"Alley Resurfacing Menu","1700 N SPAULDING AVE",2020,26755.06,23017,"1700 N SPAULDING AVE"
26,"Alley Resurfacing Menu","1215 N ARTESIAN AVE",2020,11628.79,23018,"1215 N ARTESIAN AVE"
26,"Alley Resurfacing Menu","1700 N RIDGEWAY AVE",2020,17871.565,23019,"1700 N RIDGEWAY AVE"
26,"Alley Resurfacing Menu","1215 N MONTICELLO AVE",2020,18144.335,23020,"1215 N MONTICELLO AVE"
26,"Alley Resurfacing Menu","4300 W KAMERLING AVE",2020,15835.315,23021,"4300 W KAMERLING AVE"
26,"Alley Speed Hump Menu","1700 N KEDVALE AVE",2020,1050,23023,"1700 N KEDVALE AVE"
26,"2 POD Cameras: 4001 W. North Ave & 3966 W. Grand Ave","3966 W GRAND AVE",2020,24776,23031,"3966 W GRAND AVE"
26,"2 POD Cameras: 4001 W. North Ave & 3966 W. Grand Ave","4001 W NORTH AVE",2020,24776,23031,"4001 W NORTH AVE"
26,"Sidewalk Menu","1645 N KARLOV AVE",2020,4072.66666666667,23039,"1645 N KARLOV AVE"
26,"Sidewalk Menu","1615 N KARLOV AVE",2020,4072.66666666667,23039,"1615 N KARLOV AVE"
26,"Sidewalk Menu","1617 N KARLOV AVE",2020,4072.66666666667,23039,"1617 N KARLOV AVE"
26,"Street Resurfacing Menu (1-5)","1400 N LAWNDALE AVE",2020,31568.625,23049,"1400 N LAWNDALE AVE"
26,"Street Resurfacing Menu (1-5)","4000 W WABANSIA AVE",2020,13959.205,23050,"4000 W WABANSIA AVE"
26,"Street Resurfacing Menu (1-5)","3800 W LE MOYNE ST",2020,11953.475,23051,"3800 W LE MOYNE ST"
26,"Street Resurfacing Menu (1-5)","1500 N KEDVALE AVE",2020,32767.95,23052,"1500 N KEDVALE AVE"
26,"Street Resurfacing Menu","1600 N HAMLIN AVE",2020,27966.665,23053,"1600 N HAMLIN AVE"
26,"Street Resurfacing Menu","3400 W WABANSIA AVE",2020,17526.91,23054,"3400 W WABANSIA AVE"
26,"Street Resurfacing Menu","1300 N RIDGEWAY AVE",2020,36528.43,23055,"1300 N RIDGEWAY AVE"
26,"Street Resurfacing Menu","3900 W LE MOYNE ST",2020,12187.93,23056,"3900 W LE MOYNE ST"
26,"Street Resurfacing Menu","3500 W EVERGREEN AVE",2020,26150.915,23057,"3500 W EVERGREEN AVE"
26,"Street Resurfacing Menu","1700 N KARLOV AVE",2020,30703.395,23059,"1700 N KARLOV AVE"
26,"Alley Resurfacing Menu","1615 N CENTRAL PARK AVE",2021,16751.2333333333,23069,"1615 N CENTRAL PARK AVE"
26,"Alley Resurfacing Menu","3503 W PIERCE AVE",2021,22499.695,23071,"3503 W PIERCE AVE"
26,"Alley Resurfacing Menu","3800 W ARMITAGE AVE",2021,23546.275,23073,"3800 W ARMITAGE AVE"
26,"Sidewalk Menu","1131 N FRANCISCO AVE",2021,2847.95,23113,"1131 N FRANCISCO AVE"
26,"Sidewalk Menu","1446 N KILDARE AVE",2021,51631.255,23116,"1446 N KILDARE AVE"
26,"Sidewalk Menu","3119 W WABANSIA AVE",2021,6607.205,23122,"3119 W WABANSIA AVE"
26,"Alley Resurfacing Menu","1110 N MOZART ST",2022,22461.11,23133,"1110 N MOZART ST"
26,"Alley Resurfacing Menu","1218 N HAMLIN AVE",2022,16756.89,23134,"1218 N HAMLIN AVE"
26,"Alley Resurfacing Menu","1300 N RIDGEWAY AVE",2022,25436.955,23135,"1300 N RIDGEWAY AVE"
26,"Alley Resurfacing Menu","1401 N RIDGEWAY AVE",2022,22978.12,23136,"1401 N RIDGEWAY AVE"
26,"Alley Resurfacing Menu","1501 N KEYSTONE AVE",2022,11394.745,23137,"1501 N KEYSTONE AVE"
26,"Alley Resurfacing Menu","1508 N KOLIN AVE",2022,22886.07,23138,"1508 N KOLIN AVE"
26,"Alley Resurfacing Menu","1700 N KEYSTONE AVE",2022,17317.8566666667,23139,"1700 N KEYSTONE AVE"
26,"Alley Resurfacing Menu","1701 N TROY ST",2022,14467.27,23140,"1701 N TROY ST"
26,"Alley Resurfacing Menu","1701 N WHIPPLE ST",2022,19049.935,23141,"1701 N WHIPPLE ST"
26,"Alley Resurfacing Menu","1804 N HARDING AVE",2022,15576.2933333333,23142,"1804 N HARDING AVE"
26,"Alley Resurfacing Menu","3400 W ARMITAGE AVE",2022,9926.615,23143,"3400 W ARMITAGE AVE"
26,"Alley Resurfacing Menu","3800 W NORTH AVE",2022,27441.495,23144,"3800 W NORTH AVE"
27,"POD Camera","855 N Monticello",2008,24000,23419,"855 N Monticello"
27,"POD Camera","300 N Francisco",2008,24000,23419,"300 N Francisco"
27,"POD Camera","901 N Pulaski",2008,24000,23419,"901 N Pulaski"
27,"POD Camera","134 N Paulina",2008,24000,23419,"134 N Paulina"
27,"Street Speed Hump Menu","500 N MAY ST",2016,1850,23766,"500 N MAY ST"
27,"Alley Resurfacing Menu","448 N CARPENTER ST",2017,18214.155,23789,"448 N CARPENTER ST"
27,"Alley Resurfacing Menu","1053 N ORLEANS ST",2017,13862.175,23790,"1053 N ORLEANS ST"
27,"Alley Resurfacing Menu","700 N ST LOUIS AVE",2017,34809.455,23791,"700 N ST LOUIS AVE"
27,"Alley Speed Hump Menu","1131 N RIDGEWAY AVE",2017,350,23792,"1131 N RIDGEWAY AVE"
27,"Concrete Alley Menu","1008 N LARRABEE ST",2017,88000,23798,"1008 N LARRABEE ST"
27,"High Definition Camera Menu","200 S HOYNE AVE",2017,27011,23799,"200 S HOYNE AVE"
27,"2 POD CAMERAS - N. ALBANY/W. FULTON & 2100 W MAYPOLE","2100 W MAYPOLE AVE",2018,27011,23838,"2100 W MAYPOLE AVE"
27,"2 POD CAMERAS: 1100 N MONTICELLO AVE & 1200 N MONTICELLO AVE","1100 N MONTICELLO AVE",2019,24776,23863,"1100 N MONTICELLO AVE"
27,"2 POD CAMERAS: 1100 N MONTICELLO AVE & 1200 N MONTICELLO AVE","1200 N MONTICELLO AVE",2019,24776,23863,"1200 N MONTICELLO AVE"
27,"Sidewalk Menu","701 N MORGAN ST",2019,4671.795,23871,"701 N MORGAN ST"
27,"Sidewalk Menu","950 W HURON ST",2019,4671.795,23871,"950 W HURON ST"
27,"Sidewalk Menu","635 N HOMAN AVE",2022,24175.9433333333,23963,"635 N HOMAN AVE"
28,"Public Infrastructure Work (alleys)","3520 W FIFTH AVE",2016,73000,24571,"3520 W FIFTH AVE"
28,"Public Infrastructure Work (alleys)","318 S ST LOUIS AVE",2016,73000,24571,"318 S ST LOUIS AVE"
28,"Street Light Upgrade Menu","3845 W VAN BUREN ST",2016,550,24583,"3845 W VAN BUREN ST"
28,"Street Light Upgrade Menu","3857 W VAN BUREN ST",2016,550,24583,"3857 W VAN BUREN ST"
28,"Street Light Upgrade Menu","4901 W QUINCY ST",2016,1266.66666666667,24584,"4901 W QUINCY ST"
28,"Street Light Upgrade Menu","4931 W QUINCY ST",2016,1266.66666666667,24584,"4931 W QUINCY ST"
28,"2 POD CAMERA RELOCATION - 442 N. Laramie & 2710 W. Harrison","442 N LARAMIE AVE",2018,1800,24658,"442 N LARAMIE AVE"
28,"2 POD CAMERA RELOCATION - 442 N. Laramie & 2710 W. Harrison","2710 W HARRISON ST",2018,1800,24658,"2710 W HARRISON ST"
28,"Street Light Upgrade Menu","40 N LATROBE AVE",2018,401.4775,24663,"40 N LATROBE AVE"
28,"Street Light Upgrade Menu","35 N LATROBE AVE",2018,401.4775,24663,"35 N LATROBE AVE"
28,"Street Light Upgrade Menu","151 S WHIPPLE ST",2018,401.4775,24663,"151 S WHIPPLE ST"
28,"Street Light Upgrade Menu","121 S WHIPPLE ST",2018,401.4775,24663,"121 S WHIPPLE ST"
28,"Street Resurfacing Menu","1275 W LEXINGTON ST",2018,3986.245,24679,"1275 W LEXINGTON ST"
28,"Street Resurfacing Menu","1305 W LEXINGTON ST",2018,3986.245,24679,"1305 W LEXINGTON ST"
28,"Alley Resurfacing Menu (1-1)","3535 W MONROE ST",2019,10615.42,24691,"3535 W MONROE ST"
28,"Alley Resurfacing Menu","3534 W MONROE ST",2019,5787.665,24694,"3534 W MONROE ST"
28,"Miscellaneous CDOT Projects","332 S PULASKI RD",2019,3361.68176470588,24704,"332 S PULASKI RD"
28,"Miscellaneous CDOT Projects","217 S PULASKI RD",2019,3361.68176470588,24704,"217 S PULASKI RD"
28,"Miscellaneous CDOT Projects","3155 W JACKSON BLVD",2019,3361.68176470588,24704,"3155 W JACKSON BLVD"
28,"Miscellaneous CDOT Projects","3910 W JACKSON BLVD",2019,3361.68176470588,24704,"3910 W JACKSON BLVD"
28,"Miscellaneous CDOT Projects","4004 W CONGRESS PKWY",2019,3361.68176470588,24704,"4004 W CONGRESS PKWY"
28,"Miscellaneous CDOT Projects","285 N PULASKI RD",2019,3361.68176470588,24704,"285 N PULASKI RD"
28,"Miscellaneous CDOT Projects","304 N PULASKI RD",2019,3361.68176470588,24704,"304 N PULASKI RD"
28,"Miscellaneous CDOT Projects","1431 W TAYLOR ST",2019,3361.68176470588,24704,"1431 W TAYLOR ST"
28,"Miscellaneous CDOT Projects","1530 W TAYLOR ST",2019,3361.68176470588,24704,"1530 W TAYLOR ST"
28,"Miscellaneous CDOT Projects","3406 W JACKSON BLVD",2019,3361.68176470588,24704,"3406 W JACKSON BLVD"
28,"Miscellaneous CDOT Projects","3855 W JACKSON BLVD",2019,3361.68176470588,24704,"3855 W JACKSON BLVD"
28,"Sidewalk Menu","203 N KOLIN AVE",2019,1158.925,24711,"203 N KOLIN AVE"
28,"Sidewalk Menu","217 N KOLIN AVE",2019,1158.925,24711,"217 N KOLIN AVE"
28,"Sidewalk Menu","210 N KOLIN AVE",2019,1158.925,24711,"210 N KOLIN AVE"
28,"Sidewalk Menu","212 N KOLIN AVE",2019,1158.925,24711,"212 N KOLIN AVE"
28,"Street Resurfacing Menu","1301 W LEXINGTON ST",2019,633.11,24717,"1301 W LEXINGTON ST"
28,"Street Resurfacing Menu","3201 W WALNUT ST",2019,445.52,24718,"3201 W WALNUT ST"
28,"Alley Resurfacing Menu","2641 W 15TH ST",2020,12467.355,24744,"2641 W 15TH ST"
28,"Miscellaneous CDOT Projects","3406 W JACKSON BLVD",2020,3066.66666666667,24751,"3406 W JACKSON BLVD"
28,"Miscellaneous CDOT Projects","3933 W JACKSON BLVD",2020,3066.66666666667,24751,"3933 W JACKSON BLVD"
28,"Miscellaneous CDOT Projects","3932 W JACKSON BLVD",2020,3066.66666666667,24751,"3932 W JACKSON BLVD"
28,"Street Speed Hump Menu","2944 W FLOURNOY ST",2020,1175,24757,"2944 W FLOURNOY ST"
28,"Sidewalk Menu","310 S LEAMINGTON AVE",2021,7993.305,24767,"310 S LEAMINGTON AVE"
28,"Street Light Upgrade Menu","137 S WHIPPLE ST",2021,625,24774,"137 S WHIPPLE ST"
28,"Street Light Upgrade Menu","3003 W FIFTH AVE",2021,500,24775,"3003 W FIFTH AVE"
29,"Alley Speed Hump Menu","7177 W ALTGELD ST",2017,350,25256,"7177 W ALTGELD ST"
29,"Alley Speed Hump Menu","7000 W NORTH AVE",2017,700,25260,"7000 W NORTH AVE"
29,"Alley Speed Hump Menu","6106 W NORTH AVE",2019,350,25378,"6106 W NORTH AVE"
29,"Concrete Alley Menu","2436 N NEVA AVE",2019,18147.875,25381,"2436 N NEVA AVE"
29,"Concrete Alley Menu","2436 N NEVA AVE",2019,1628.615,25382,"2436 N NEVA AVE"
29,"Curb & Gutter Menu","1056 N MAYFIELD AVE",2019,6244.77,25383,"1056 N MAYFIELD AVE"
29,"Curb & Gutter Menu","1100 N MAYFIELD AVE",2019,6244.77,25383,"1100 N MAYFIELD AVE"
29,"Curb & Gutter Menu","1101 N MAYFIELD AVE",2019,5163.43666666667,25384,"1101 N MAYFIELD AVE"
29,"Curb & Gutter Menu","1059 N MAYFIELD AVE",2019,5163.43666666667,25384,"1059 N MAYFIELD AVE"
29,"Curb & Gutter Menu","1759 N AUSTIN AVE",2019,9837.585,25385,"1759 N AUSTIN AVE"
29,"Sidewalk Menu","3200 N NORDICA AVE",2019,9791.11,25391,"3200 N NORDICA AVE"
29,"Sidewalk Menu","7050 W BELMONT AVE",2019,9791.11,25391,"7050 W BELMONT AVE"
29,"Sidewalk Menu","1735 N MOODY AVE",2019,2912.81,25397,"1735 N MOODY AVE"
29,"Sidewalk Menu","1731 N MOODY AVE",2019,2912.81,25397,"1731 N MOODY AVE"
29,"Concrete Alley Menu","1740 N NORDICA AVE",2020,12625.465,25426,"1740 N NORDICA AVE"
29,"Curb & Gutter Menu","116 S CENTRAL AVE",2020,65259.49,25427,"116 S CENTRAL AVE"
29,"Sidewalk Menu","6849 W BELDEN AVE",2021,19735.565,25490,"6849 W BELDEN AVE"
29,"Street Light Upgrade Menu","3120 N ODELL AVE",2021,250,25503,"3120 N ODELL AVE"
29,"Miscellaneous CDOT Projects","5309 W ADAMS ST",2022,125,25563,"5309 W ADAMS ST"
29,"Street Speed Hump Menu","100 S MASON AVE",2022,3525,25591,"100 S MASON AVE"
29,"Street Speed Hump Menu","846 N MENARD AVE",2022,1175,25594,"846 N MENARD AVE"
30,"POD Camera","1600 N Keeler",2007,24000,25845,"1600 N Keeler"
30,"POD Camera","2000 N Karlov",2007,24000,25845,"2000 N Karlov"
30,"POD Camera","2800 N Avers",2007,24000,25845,"2800 N Avers"
30,"POD Camera","2000 N Avers",2007,24000,25845,"2000 N Avers"
30,"POD Camera","1900 N Kedvale",2007,24000,25845,"1900 N Kedvale"
30,"Alley Speed Hump Menu","2800 N MONITOR AVE",2017,1400,26372,"2800 N MONITOR AVE"
30,"Alley Speed Hump Menu","4900 W WAVELAND AVE",2017,700,26374,"4900 W WAVELAND AVE"
30,"Alley Apron Menu","6151 W GEORGE ST",2018,14774.82,26436,"6151 W GEORGE ST"
30,"Alley Apron Menu","6134 W GEORGE ST",2018,14774.82,26436,"6134 W GEORGE ST"
30,"Curb & Gutter Menu","6029 W MELROSE ST",2018,1804.985,26456,"6029 W MELROSE ST"
30,"Curb & Gutter Menu","6037 W MELROSE ST",2018,1804.985,26456,"6037 W MELROSE ST"
30,"Curb & Gutter Menu","6008 W MELROSE ST",2018,1804.985,26456,"6008 W MELROSE ST"
30,"Curb & Gutter Menu","6031 W MELROSE ST",2018,1804.985,26456,"6031 W MELROSE ST"
30,"Sidewalk Menu","6100 W WELLINGTON AVE",2018,5077.96,26464,"6100 W WELLINGTON AVE"
30,"Sidewalk Menu","2912 N MERRIMAC AVE",2018,2102.305,26482,"2912 N MERRIMAC AVE"
30,"Sidewalk Menu","2914 N MERRIMAC AVE",2018,2102.305,26482,"2914 N MERRIMAC AVE"
30,"Alley Resurfacing Menu (1-1)","3247 N KENNETH AVE",2019,17237.775,26523,"3247 N KENNETH AVE"
30,"Alley Resurfacing Menu","3827 W EDDY ST",2019,17676.705,26526,"3827 W EDDY ST"
30,"Alley Resurfacing Menu","3088 N MILWAUKEE AVE",2019,18880.75,26528,"3088 N MILWAUKEE AVE"
30,"Alley Resurfacing Menu","3400 N SPRINGFIELD AVE",2019,20885.525,26529,"3400 N SPRINGFIELD AVE"
30,"Alley Resurfacing Menu","5435 W ROSCOE ST",2019,20592.59,26530,"5435 W ROSCOE ST"
30,"Alley Resurfacing Menu","3644 W BELMONT AVE",2019,13070.6666666667,26531,"3644 W BELMONT AVE"
30,"Alley Resurfacing Menu","3254 N MONTICELLO AVE",2019,13070.6666666667,26531,"3254 N MONTICELLO AVE"
30,"Alley Resurfacing Menu","5301 W DEMING PL",2019,21852.49,26532,"5301 W DEMING PL"
30,"Alley Resurfacing Menu","3735 N HARDING AVE",2019,11061.185,26533,"3735 N HARDING AVE"
30,"Alley Resurfacing Menu","3243 N PULASKI RD",2019,17415.59,26534,"3243 N PULASKI RD"
30,"Alley Resurfacing Menu","2920 N HARDING AVE",2019,11918.745,26535,"2920 N HARDING AVE"
30,"Alley Speed Hump Menu","3417 N KOSTNER AVE",2019,1050,26539,"3417 N KOSTNER AVE"
30,"Alley Speed Hump Menu","3105 N MANGO AVE",2019,350,26540,"3105 N MANGO AVE"
30,"Alley Speed Hump Menu","2905 N MULLIGAN AVE",2019,350,26541,"2905 N MULLIGAN AVE"
30,"Street Resurfacing Menu","4350 W SCHOOL ST",2019,5725.355,26600,"4350 W SCHOOL ST"
30,"Street Speed Hump Menu","3400 N KILPATRICK AVE",2019,3525,26602,"3400 N KILPATRICK AVE"
30,"Street Speed Hump Menu","2900 N MOBILE AVE",2019,2350,26603,"2900 N MOBILE AVE"
30,"Street Speed Hump Menu","3900 W GEORGE ST",2019,1175,26604,"3900 W GEORGE ST"
30,"Alley Resurfacing Menu (1-1)","5510 W DRUMMOND PL",2020,15953.49,26611,"5510 W DRUMMOND PL"
30,"Alley Resurfacing Menu","5411 W SCHUBERT AVE",2020,18414.75,26612,"5411 W SCHUBERT AVE"
30,"Alley Resurfacing Menu","3722 W ADDISON ST",2020,14515.01,26613,"3722 W ADDISON ST"
30,"Alley Resurfacing Menu","2920 N HARDING AVE",2020,4390.475,26614,"2920 N HARDING AVE"
30,"Alley Resurfacing Menu","3755 N CICERO AVE",2020,15847.4433333333,26615,"3755 N CICERO AVE"
30,"Alley Resurfacing Menu","4743 W GRACE ST",2020,15847.4433333333,26615,"4743 W GRACE ST"
30,"Alley Resurfacing Menu","3006 N MAJOR AVE",2020,18744.25,26616,"3006 N MAJOR AVE"
30,"Alley Resurfacing Menu","4100 W ROSCOE ST",2020,15070.605,26617,"4100 W ROSCOE ST"
30,"Alley Resurfacing Menu","3219 N RIDGEWAY AVE",2020,26168.82,26618,"3219 N RIDGEWAY AVE"
30,"Alley Speed Hump Menu","5400 W MELROSE ST",2020,700,26619,"5400 W MELROSE ST"
30,"Alley Speed Hump Menu","3400 N KILPATRICK AVE",2020,350,26620,"3400 N KILPATRICK AVE"
30,"Alley Speed Hump Menu","4721 W PATTERSON AVE",2020,350,26621,"4721 W PATTERSON AVE"
30,"Concrete Alley Menu","2745 N MCVICKER AVE",2020,11850.33,26627,"2745 N MCVICKER AVE"
30,"Curb & Gutter Menu","4900 W PATTERSON AVE",2020,23970.965,26629,"4900 W PATTERSON AVE"
30,"Curb & Gutter Menu","2941 N MULLIGAN AVE",2020,6213.085,26630,"2941 N MULLIGAN AVE"
30,"Street Resurfacing Menu (1-5)","4700 W CORNELIA AVE",2020,16119.12,26655,"4700 W CORNELIA AVE"
30,"Street Resurfacing Menu (1-5)","2700 N MENARD AVE",2020,31410.355,26656,"2700 N MENARD AVE"
30,"Street Resurfacing Menu","2900 N MENARD AVE",2020,28981.065,26657,"2900 N MENARD AVE"
30,"Street Resurfacing Menu","3400 N KARLOV AVE",2020,26544.705,26658,"3400 N KARLOV AVE"
30,"Street Resurfacing Menu","3500 N KARLOV AVE",2020,17458.035,26659,"3500 N KARLOV AVE"
30,"Street Resurfacing Menu","4900 W PATTERSON AVE",2020,27377.445,26660,"4900 W PATTERSON AVE"
30,"Street Resurfacing Menu","3100 N MAJOR AVE",2020,31022.55,26661,"3100 N MAJOR AVE"
30,"Street Speed Hump Menu","3300 N KEYSTONE AVE",2020,1175,26663,"3300 N KEYSTONE AVE"
30,"Alley Speed Hump Menu","3359 N HAMLIN AVE",2021,350,26671,"3359 N HAMLIN AVE"
30,"Floodlight Menu","3140 N DAVLIN CT",2021,475,26677,"3140 N DAVLIN CT"
30,"Sidewalk Menu","3101 N AUSTIN AVE",2021,12123.32,26680,"3101 N AUSTIN AVE"
30,"Sidewalk Menu","3103 N MASON AVE",2021,25957.705,26681,"3103 N MASON AVE"
30,"Sidewalk Menu","4604 W WARWICK AVE",2021,330.105,26685,"4604 W WARWICK AVE"
30,"Alley Resurfacing Menu","2841 N MENARD AVE",2022,27468.73,26724,"2841 N MENARD AVE"
30,"Alley Resurfacing Menu","2856 N AVERS AVE",2022,24432.58,26725,"2856 N AVERS AVE"
30,"Alley Resurfacing Menu","2949 N MONITOR AVE",2022,20640.76,26726,"2949 N MONITOR AVE"
30,"Alley Resurfacing Menu","3422 N RIDGEWAY AVE",2022,20083.955,26727,"3422 N RIDGEWAY AVE"
30,"Alley Resurfacing Menu","3429 N TRIPP AVE",2022,23183.81,26728,"3429 N TRIPP AVE"
30,"Alley Resurfacing Menu","5304 W FLETCHER ST",2022,13132.085,26729,"5304 W FLETCHER ST"
30,"Alley Resurfacing Menu","5415 W SCHOOL ST",2022,20379.39,26730,"5415 W SCHOOL ST"
30,"Alley Resurfacing Menu","5501 W DRUMMOND PL",2022,20640.76,26731,"5501 W DRUMMOND PL"
30,"Alley Resurfacing Menu","5501 W PARKER AVE",2022,27907.36,26732,"5501 W PARKER AVE"
30,"Alley Resurfacing Menu","5515 W HENDERSON ST",2022,10665.205,26733,"5515 W HENDERSON ST"
30,"Alley Resurfacing Menu","5859 W DIVERSEY AVE",2022,26389.19,26734,"5859 W DIVERSEY AVE"
30,"Alley Resurfacing Menu","5935 W HENDERSON ST",2022,12142.38,26735,"5935 W HENDERSON ST"
30,"Alley Resurfacing Menu","6301 W DIVERSEY AVE",2022,6987.04,26736,"6301 W DIVERSEY AVE"
30,"Curb & Gutter Menu","5346 W MELROSE ST",2022,2293.26444444444,26748,"5346 W MELROSE ST"
30,"Sidewalk Menu","2604 N MANGO AVE",2022,4471.96333333333,26758,"2604 N MANGO AVE"
30,"Sidewalk Menu","3103 N MASON AVE",2022,16363.15,26765,"3103 N MASON AVE"
30,"Sidewalk Menu","3501 N KILPATRICK AVE",2022,4204.4575,26769,"3501 N KILPATRICK AVE"
30,"Sidewalk Menu","4829 W WAVELAND AVE",2022,3989.935,26772,"4829 W WAVELAND AVE"
31,"Alley Resurfacing Menu","4906 W SCHOOL ST",2017,18262.08,27548,"4906 W SCHOOL ST"
31,"Alley Resurfacing Menu (1-1)","4910 W ALTGELD ST",2018,13271.175,27592,"4910 W ALTGELD ST"
31,"Alley Resurfacing Menu (1-1)","5244 W ALTGELD ST",2018,17231.655,27593,"5244 W ALTGELD ST"
31,"Alley Resurfacing Menu","4555 W MONTANA ST",2019,3253.865,27624,"4555 W MONTANA ST"
31,"Alley Resurfacing Menu","5114 W OAKDALE AVE",2019,16708.75,27625,"5114 W OAKDALE AVE"
31,"Floodlight Menu","4649 W PARKER AVE",2019,1050,27629,"4649 W PARKER AVE"
31,"Floodlight Menu","4646 W PARKER AVE",2019,1050,27629,"4646 W PARKER AVE"
31,"High Definition Camera Menu","2700 N LARAMIE AVE",2020,24776,27670,"2700 N LARAMIE AVE"
31,"LPR Reader New Camera","2700 N LARAMIE AVE",2020,27410,27671,"2700 N LARAMIE AVE"
31,"Alley Resurfacing Menu","4955 W WELLINGTON AVE",2021,23022.435,27695,"4955 W WELLINGTON AVE"
31,"Alley Speed Hump Menu","2840 N CICERO AVE",2021,700,27708,"2840 N CICERO AVE"
31,"Street Light Upgrade Menu","3022 N KOSTNER AVE",2021,500,27728,"3022 N KOSTNER AVE"
31,"Street Light Upgrade Menu","5438 W BARRY AVE",2021,750,27729,"5438 W BARRY AVE"
31,"Floodlight Menu","2300 N LOCKWOOD AVE",2022,950,27761,"2300 N LOCKWOOD AVE"
31,"Sidewalk Menu","2936 N KEATING AVE",2022,5588.01,27763,"2936 N KEATING AVE"
31,"Sidewalk Menu","4559 W PARKER AVE",2022,7363.13,27765,"4559 W PARKER AVE"
31,"Sidewalk Menu","5000 W DRUMMOND PL",2022,5954.75,27767,"5000 W DRUMMOND PL"
31,"Sidewalk Menu","5300 W DRUMMOND PL",2022,8753.24,27770,"5300 W DRUMMOND PL"
31,"Sidewalk Menu","5301 W WRIGHTWOOD AVE",2022,8944.985,27772,"5301 W WRIGHTWOOD AVE"
31,"Speed Indicator Signs","3450 N LARAMIE AVE",2022,6192.80333333333,27776,"3450 N LARAMIE AVE"
31,"Street Light Upgrade Menu","2414 N LOTUS AVE",2022,500,27777,"2414 N LOTUS AVE"
31,"Street Light Upgrade Menu","2431 N LOTUS AVE",2022,500,27778,"2431 N LOTUS AVE"
31,"Street Light Upgrade Menu","2815 N LONG AVE",2022,500,27779,"2815 N LONG AVE"
31,"Street Light Upgrade Menu","2911 N LONG AVE",2022,500,27780,"2911 N LONG AVE"
31,"Street Light Upgrade Menu","4947 W BARRY AVE",2022,500,27782,"4947 W BARRY AVE"
31,"Street Light Upgrade Menu","5400 W SCHUBERT AVE",2022,500,27784,"5400 W SCHUBERT AVE"
31,"Street Light Upgrade Menu","5503 W DRUMMOND PL",2022,500,27786,"5503 W DRUMMOND PL"
31,"Street Light Upgrade Menu","5519 W SCHUBERT AVE",2022,500,27787,"5519 W SCHUBERT AVE"
31,"Street Resurfacing Menu","5200 W SCHOOL ST",2022,28058.475,27789,"5200 W SCHOOL ST"
32,"Alley Speed Hump Menu","2548 N ASHLAND AVE",2016,700,28352,"2548 N ASHLAND AVE"
32,"Street Speed Hump Menu","2200 W SCHOOL ST",2017,1850,28449,"2200 W SCHOOL ST"
32,"Alley Resurfacing Menu","2019 W CHARLESTON ST",2019,7795.125,28516,"2019 W CHARLESTON ST"
32,"Alley Resurfacing Menu","2019 W CHARLESTON ST",2019,840.595,28518,"2019 W CHARLESTON ST"
32,"Sidewalk Menu","3006 N CLYBOURN AVE",2020,15032.265,28570,"3006 N CLYBOURN AVE"
32,"Alley Apron Menu","3108 N LINCOLN AVE",2021,15881.71,28593,"3108 N LINCOLN AVE"
33,"Alley Speed Hump Menu","3173 N ELSTON AVE",2017,350,29184,"3173 N ELSTON AVE"
33,"Wilson Mural","2755 W WILSON AVE",2017,5000,29213,"2755 W WILSON AVE"
33,"Wilson Mural","2700 W WILSON AVE",2017,5000,29213,"2700 W WILSON AVE"
33,"Alley Apron Menu","2815 W NELSON ST",2018,6959.995,29214,"2815 W NELSON ST"
33,"Alley Apron Menu","2816 W NELSON ST",2018,6959.995,29214,"2816 W NELSON ST"
33,"Curb & Gutter Menu","3134 W LELAND AVE",2018,5794.51,29237,"3134 W LELAND AVE"
