"ward","type","location","year","est_cost","id","address"
14,"Sidewalk Menu","5215 S MELVINA AVE",2020,5405.49,12886,"5215 S MELVINA AVE"
14,"Sidewalk Menu","5211 S MERRIMAC AVE",2020,3216.93,12887,"5211 S MERRIMAC AVE"
14,"Sidewalk Menu","4801 S KOSTNER AVE",2020,11852.46,12889,"4801 S KOSTNER AVE"
14,"1 POD Camera: 5000 S Kilbourn","5000 S KILBOURN AVE",2021,24776,12898,"5000 S KILBOURN AVE"
14,"Curb & Gutter Menu","3407 W 54TH ST",2021,17647.27,12910,"3407 W 54TH ST"
14,"Miscellaneous CDOT Projects","4759 S KENNETH AVE",2021,761,12911,"4759 S KENNETH AVE"
14,"Sidewalk Menu","3325 W 51ST ST",2021,7521.32,12912,"3325 W 51ST ST"
14,"Sidewalk Menu","3838 W 51ST ST",2021,11012.47,12913,"3838 W 51ST ST"
14,"Sidewalk Menu","4225 W 47TH ST",2021,20192.27,12914,"4225 W 47TH ST"
14,"Sidewalk Menu","4458 S ALBANY AVE",2021,1340.48,12917,"4458 S ALBANY AVE"
14,"Sidewalk Menu","4521 S DRAKE AVE",2021,1945.82,12918,"4521 S DRAKE AVE"
14,"Sidewalk Menu","4557 S SPRINGFIELD AVE",2021,8618.72,12919,"4557 S SPRINGFIELD AVE"
14,"Sidewalk Menu","4643 S HOMAN AVE",2021,3087.23,12920,"4643 S HOMAN AVE"
14,"Sidewalk Menu","4800 S TRIPP AVE",2021,13504.63,12926,"4800 S TRIPP AVE"
14,"Sidewalk Menu","4900 S KEELER AVE",2021,11638.69,12927,"4900 S KEELER AVE"
14,"Sidewalk Menu","5100 S MELVINA AVE",2021,9041.16,12930,"5100 S MELVINA AVE"
14,"Sidewalk Menu","5158 S LOCKWOOD AVE",2021,11049.52,12933,"5158 S LOCKWOOD AVE"
14,"Sidewalk Menu","2836 W 55TH ST",2022,15907.23,12965,"2836 W 55TH ST"
14,"Sidewalk Menu","2858 W 55TH ST",2022,27641.55,12966,"2858 W 55TH ST"
14,"Sidewalk Menu","3040 W 54TH PL",2022,4699.23,12967,"3040 W 54TH PL"
14,"Sidewalk Menu","3859 W 47TH ST",2022,13136.35,12969,"3859 W 47TH ST"
14,"Sidewalk Menu","4731 S KEELER AVE",2022,1726.34,12972,"4731 S KEELER AVE"
14,"Sidewalk Menu","4900 S TRIPP AVE",2022,13027.2,12976,"4900 S TRIPP AVE"
14,"Sidewalk Menu","4928 S KILPATRICK AVE",2022,3547.08,12977,"4928 S KILPATRICK AVE"
14,"Sidewalk Menu","5101 S LARAMIE AVE",2022,15321.12,12979,"5101 S LARAMIE AVE"
14,"Sidewalk Menu","5158 S SPAULDING AVE",2022,7432.82,12984,"5158 S SPAULDING AVE"
14,"Sidewalk Menu","5200 S LUNA AVE",2022,8786.87,12985,"5200 S LUNA AVE"
14,"Sidewalk Menu","5201 S MULLIGAN AVE",2022,3737.06,12986,"5201 S MULLIGAN AVE"
14,"Sidewalk Menu","5226 S TRUMBULL AVE",2022,2971.24,12989,"5226 S TRUMBULL AVE"
14,"Sidewalk Menu","5243 S MCVICKER AVE",2022,16116.68,12993,"5243 S MCVICKER AVE"
14,"Sidewalk Menu","5254 S KNOX AVE",2022,1367.62,12994,"5254 S KNOX AVE"
14,"Sidewalk Menu","5300 S FRANCISCO AVE",2022,11512.02,12995,"5300 S FRANCISCO AVE"
14,"Sidewalk Menu","5308 S WASHTENAW AVE",2022,5839.82,12996,"5308 S WASHTENAW AVE"
14,"Sidewalk Menu","5401 S MOZART ST",2022,15009.84,12997,"5401 S MOZART ST"
14,"Street Light Upgrade Menu","3032 W 55TH ST",2022,500,13000,"3032 W 55TH ST"
14,"Street Light Upgrade Menu","5214 S MERRIMAC AVE",2022,500,13002,"5214 S MERRIMAC AVE"
14,"Street Light Upgrade Menu","5225 S LOTUS AVE",2022,500,13003,"5225 S LOTUS AVE"
15,"Bollard Menu","6100 S HERMITAGE AV",2007,5172,13130,"6100 S HERMITAGE AV"
15,"Bollard Menu","6740 S WINCHESTER AV",2007,714,13131,"6740 S WINCHESTER AV"
15,"Bollard Menu","6401 S PAULINA ST",2008,1344,13187,"6401 S PAULINA ST"
15,"Bollard Menu","6315 S ST LOUIS AV",2008,714,13188,"6315 S ST LOUIS AV"
15,"Bollard Menu","6755 S WINCHESTER AV",2008,1293,13189,"6755 S WINCHESTER AV"
15,"Bollard Menu","1959 W 59 ST",2008,714,13190,"1959 W 59 ST"
15,"Bollard Menu","6559 W 66 ST",2008,2856,13191,"6559 W 66 ST"
15,"Guardrail Menu","6656 W MARQUETTE RD",2008,800,13192,"6656 W MARQUETTE RD"
15,"Bollard Menu","6315 S RICHMOND ST",2009,1428,13237,"6315 S RICHMOND ST"
15,"POD Camera","5601 S. Seeley (SE corner)",2009,13000,13306,"5601 S. Seeley "
15,"Miscellaneous-Other","121 N LA SALLE ST",2011,1044,13370,"121 N LA SALLE ST"
15,"Street Light Arterial","6558 S MARSHFIELD AVE",2012,3500,13376,"6558 S MARSHFIELD AVE"
15,"High Definition Camera","6558 S. Marshfield",2012,22500,13383,"6558 S. Marshfield"
15,"High Definition Camera","5701 S. Winchester",2012,20000,13384,"5701 S. Winchester"
15,"Alley Speed Hump Menu","4535 S RICHMOND ST",2015,700,13473,"4535 S RICHMOND ST"
15,"Curb & Gutter Menu","5630 S HONORE ST",2015,2686,13479,"5630 S HONORE ST"
15,"Sidewalk Menu","2633 W POPE JOHN PAUL II DR",2015,620,13481,"2633 W POPE JOHN PAUL II DR"
15,"Alley Resurfacing Menu (1-1)","5605 S HONORE ST",2016,27281.05,13519,"5605 S HONORE ST"
15,"Bollard Menu","4714 S DAMEN AVE",2016,1300.6,13537,"4714 S DAMEN AVE"
15,"Bollard Menu","4644 S FAIRFIELD AVE",2016,635.34,13538,"4644 S FAIRFIELD AVE"
15,"Bollard Menu","5517 S CALIFORNIA AVE",2016,1386.33,13539,"5517 S CALIFORNIA AVE"
15,"Curb & Gutter Menu","4459 S WOOD ST",2016,13540.31,13540,"4459 S WOOD ST"
15,"Curb & Gutter Menu","3044 W 47TH ST",2016,5190.05,13541,"3044 W 47TH ST"
15,"Curb & Gutter Menu","4257 S FRANCISCO AVE",2016,9202.17,13542,"4257 S FRANCISCO AVE"
15,"Sidewalk Menu","2633 W POPE JOHN PAUL II DR",2016,2063,13544,"2633 W POPE JOHN PAUL II DR"
15,"Sidewalk Menu","5637 S ROCKWELL ST",2016,3771.67,13547,"5637 S ROCKWELL ST"
15,"Sidewalk Menu","2458 W 47TH ST",2016,2734.58,13548,"2458 W 47TH ST"
15,"Alley Speed Hump Menu","4422 S ARTESIAN AVE",2018,700,13631,"4422 S ARTESIAN AVE"
15,"Bollard Menu","4555 S FRANCISCO AVE",2018,466.03,13634,"4555 S FRANCISCO AVE"
15,"Sidewalk Menu","5500 S WESTERN AVE",2018,8053.14,13635,"5500 S WESTERN AVE"
15,"Sidewalk Menu","4939 S HOYNE AVE",2018,1485.62,13636,"4939 S HOYNE AVE"
15,"Street Light Upgrade Menu","4643 S HERMITAGE AVE",2018,500,13643,"4643 S HERMITAGE AVE"
15,"Street Light Upgrade Menu","6412 S ASHLAND AVE",2018,48997.1,13644,"6412 S ASHLAND AVE"
15,"Street Speed Hump Menu","4400 S CAMPBELL AVE",2018,3700,13652,"4400 S CAMPBELL AVE"
15,"Street Speed Hump Menu","5600 S FAIRFIELD AVE",2018,3700,13659,"5600 S FAIRFIELD AVE"
15,"Street Speed Hump Menu","5500 S HERMITAGE AVE",2018,1850,13660,"5500 S HERMITAGE AVE"
15,"Street Speed Hump Menu","4900 S HOYNE AVE",2018,3700,13661,"4900 S HOYNE AVE"
15,"Street Speed Hump Menu","6200 S MARSHFIELD AVE",2018,3700,13662,"6200 S MARSHFIELD AVE"
15,"Sidewalk Menu","5711 S DAMEN AVE",2019,2695.32,13674,"5711 S DAMEN AVE"
15,"Sidewalk Menu","5606 S PAULINA ST",2019,5375.71,13683,"5606 S PAULINA ST"
15,"Sidewalk Menu","6645 S MARSHFIELD AVE",2019,3246.33,13688,"6645 S MARSHFIELD AVE"
15,"Sidewalk Menu","4925 S HOYNE AVE",2019,8240.65,13692,"4925 S HOYNE AVE"
15,"Sidewalk Menu","1753 W 56TH ST",2019,31518.96,13693,"1753 W 56TH ST"
15,"Sidewalk Menu","2120 W 57TH ST",2019,3160.04,13694,"2120 W 57TH ST"
15,"Sidewalk Menu","1841 W 58TH ST",2019,6898.61,13695,"1841 W 58TH ST"
15,"Sidewalk Menu","1938 W 58TH ST",2019,21840.74,13696,"1938 W 58TH ST"
15,"Sidewalk Menu","1707 W 66TH ST",2019,23561.75,13697,"1707 W 66TH ST"
15,"Sidewalk Menu","1751 W GARFIELD BLVD",2019,4449.58,13699,"1751 W GARFIELD BLVD"
15,"Sidewalk Menu","5535 S HERMITAGE AVE",2019,5001.37,13704,"5535 S HERMITAGE AVE"
15,"Sidewalk Menu","5705 S HOYNE AVE",2019,3123.58,13711,"5705 S HOYNE AVE"
15,"Street Light Upgrade Menu","6412 S ASHLAND AVE",2019,74752.9,13717,"6412 S ASHLAND AVE"
15,"Street Speed Hump Menu","5534 S HERMITAGE AVE",2019,2350,13719,"5534 S HERMITAGE AVE"
15,"Sidewalk Menu","5759 S WINCHESTER AVE",2020,17828.28,13726,"5759 S WINCHESTER AVE"
15,"Sidewalk Menu","5748 S PAULINA ST",2020,3067.46,13727,"5748 S PAULINA ST"
15,"Alley Apron Menu","4315 S FAIRFIELD AVE",2021,5297.88,13738,"4315 S FAIRFIELD AVE"
15,"Alley Apron Menu","4445 S CAMPBELL AVE",2021,13442.2,13740,"4445 S CAMPBELL AVE"
15,"Alley Apron Menu","5515 S WASHTENAW AVE",2021,14775.26,13741,"5515 S WASHTENAW AVE"
15,"Bollard Menu","2432 W 45TH ST",2021,495.91,13794,"2432 W 45TH ST"
15,"Bollard Menu","6043 S HERMITAGE AVE",2021,319.06,13795,"6043 S HERMITAGE AVE"
15,"Curb & Gutter Menu","5623 S HONORE ST",2021,1572.18,13796,"5623 S HONORE ST"
15,"Floodlight Menu","2757 W 44TH ST",2021,950,13797,"2757 W 44TH ST"
15,"Floodlight Menu","4400 S WASHTENAW AVE",2021,950,13798,"4400 S WASHTENAW AVE"
15,"Floodlight Menu","4401 S CALIFORNIA AVE",2021,950,13799,"4401 S CALIFORNIA AVE"
15,"Miscellaneous CDOT Projects","6200 S MARSHFIELD AVE",2021,660,13800,"6200 S MARSHFIELD AVE"
15,"Sidewalk Menu","4522 S SACRAMENTO AVE",2021,2212.24,13801,"4522 S SACRAMENTO AVE"
15,"Street Light Upgrade Menu","6412 S ASHLAND AVE",2021,19500,13803,"6412 S ASHLAND AVE"
15,"Alley Apron Menu","1816 W 49TH ST",2022,17447.81,13807,"1816 W 49TH ST"
15,"Alley Apron Menu","1845 W 48TH ST",2022,14837.08,13808,"1845 W 48TH ST"
15,"Alley Apron Menu","1846 W 49TH ST",2022,29448.2,13809,"1846 W 49TH ST"
15,"Alley Apron Menu","1946 W 49TH ST",2022,15723.74,13810,"1946 W 49TH ST"
15,"Alley Apron Menu","5013 S HOYNE AVE",2022,10530.1,13812,"5013 S HOYNE AVE"
15,"Alley Apron Menu","5044 S SEELEY AVE",2022,14313.57,13813,"5044 S SEELEY AVE"
15,"Alley Apron Menu","5514 S TALMAN AVE",2022,14137.76,13814,"5514 S TALMAN AVE"
15,"Sidewalk Menu","4301 S ARCHER AVE",2022,19047.56,13836,"4301 S ARCHER AVE"
15,"Sidewalk Menu","6515 S WOLCOTT AVE",2022,3509.97,13837,"6515 S WOLCOTT AVE"
16,"Guardrail Menu","2257 S OAKLEY AV",2005,2598,13866,"2257 S OAKLEY AV"
16,"Bollard Menu","5043 S ADA ST",2006,714,13908,"5043 S ADA ST"
16,"Bollard Menu","702 W 61 PL",2006,714,13909,"702 W 61 PL"
16,"Bollard Menu","1816 W GARFIELD BV",2006,647,13910,"1816 W GARFIELD BV"
16,"Bollard Menu","4958 S RACINE AV",2007,647,13968,"4958 S RACINE AV"
16,"Guardrail Menu","1000 S MORGAN ST",2007,18024,13969,"1000 S MORGAN ST"
16,"Guardrail Menu","1235 W 59 ST",2007,900,13970,"1235 W 59 ST"
16,"Bollard Menu","6243 S BISHOP ST",2010,2520,14128,"6243 S BISHOP ST"
16,"Bollard Menu","6344 S PEORIA ST",2010,7560,14129,"6344 S PEORIA ST"
16,"Bollard Menu","2016 W 52 ST",2010,1260,14130,"2016 W 52 ST"
16,"Street Lighting","6931 S JUSTINE ST",2011,158,14189,"6931 S JUSTINE ST"
16,"POD Camera","5600 S. Bishop",2011,20000,14241,"5600 S. Bishop"
16,"POD Camera","5000 S. Paulina",2011,20000,14242,"5000 S. Paulina"
16,"POD Camera","5700 S. Justine",2011,20000,14243,"5700 S. Justine"
16,"POD Camera","5500 S. Maplewood",2011,20000,14244,"5500 S. Maplewood"
16,"Street Light Upgrade","6932 S JUSTINE ST",2012,192,14286,"6932 S JUSTINE ST"
16,"Street Light Upgrade","6034 S THROOP ST",2012,350,14287,"6034 S THROOP ST"
16,"Street Light Upgrade","6058 S THROOP ST",2012,350,14288,"6058 S THROOP ST"
16,"Floodlight Menu","6145 S THROOP ST",2013,2400,14352,"6145 S THROOP ST"
16,"Miscellaneous Other","5959 S MOZART ST",2013,515,14363,"5959 S MOZART ST"
16,"Miscellaneous Other","5438 S WINCHESTER AVE",2014,1230,14371,"5438 S WINCHESTER AVE"
16,"Street Light Upgrade","5718 S MOZART ST",2014,400,14400,"5718 S MOZART ST"
16,"Alley Speed Hump Menu","6601 S WESTERN AVE",2015,1400,14408,"6601 S WESTERN AVE"
16,"Sidewalk Menu","5701 S PEORIA ST",2015,1258,14425,"5701 S PEORIA ST"
16,"Floodlight Menu","5959 S MOZART ST",2015,600,14441,"5959 S MOZART ST"
16,"Street Light Pole Painting","6100 S RACINE AVE",2015,200,14442,"6100 S RACINE AVE"
16,"Alley Resurfacing Menu","5735 S CLAREMONT AVE",2016,28325.42,14448,"5735 S CLAREMONT AVE"
16,"Sidewalk Menu","6019 S RICHMOND ST",2016,6414.54,14461,"6019 S RICHMOND ST"
16,"Sidewalk Menu","6018 S WHIPPLE ST",2016,4204,14462,"6018 S WHIPPLE ST"
16,"Sidewalk Menu","5951 S ARTESIAN AVE",2016,2852.92,14464,"5951 S ARTESIAN AVE"
16,"Sidewalk Menu","1509 W 62ND ST",2016,33002.54,14465,"1509 W 62ND ST"
16,"Sidewalk Menu","5317 S HAMILTON AVE",2016,17400.87,14467,"5317 S HAMILTON AVE"
16,"Sidewalk Menu","5929 S SANGAMON ST",2016,7851.92,14468,"5929 S SANGAMON ST"
16,"Sidewalk Menu","5701 S PEORIA ST",2016,11425.4,14469,"5701 S PEORIA ST"
16,"Sidewalk Menu","5701 S PEORIA ST",2016,2606,14470,"5701 S PEORIA ST"
16,"Sidewalk Menu","2015 W MARQUETTE RD",2016,678.24,14471,"2015 W MARQUETTE RD"
16,"Sidewalk Menu","5534 S LAFLIN ST",2016,1742.38,14472,"5534 S LAFLIN ST"
16,"Sidewalk Menu","5300 S HONORE ST",2016,9447.27,14473,"5300 S HONORE ST"
16,"Sidewalk Menu","5700 S MAPLEWOOD AVE",2016,5919.01,14474,"5700 S MAPLEWOOD AVE"
16,"Alley Speed Hump Menu","5316 S HAMILTON AVE",2017,1400,14506,"5316 S HAMILTON AVE"
16,"Sidewalk Menu","6419 S CARPENTER ST",2017,2422.56,14510,"6419 S CARPENTER ST"
16,"Sidewalk Menu","5136 S DAMEN AVE",2017,6903.89,14511,"5136 S DAMEN AVE"
16,"Sidewalk Menu","5236 S DAMEN AVE",2017,10895.92,14512,"5236 S DAMEN AVE"
16,"Sidewalk Menu","5300 S HOYNE AVE",2017,29228.86,14513,"5300 S HOYNE AVE"
16,"Sidewalk Menu","6129 S SEELEY AVE",2017,31603.47,14515,"6129 S SEELEY AVE"
16,"Sidewalk Menu","6700 S HONORE ST",2017,107833.43,14516,"6700 S HONORE ST"
16,"Sidewalk Menu","5800 S MAPLEWOOD AVE",2017,88297.53,14517,"5800 S MAPLEWOOD AVE"
16,"Sidewalk Menu","6300 S MAPLEWOOD AVE",2017,108099.91,14518,"6300 S MAPLEWOOD AVE"
16,"Sidewalk Menu","6200 S MOZART ST",2017,26393.87,14519,"6200 S MOZART ST"
16,"Sidewalk Menu","6100 S MOZART ST",2017,79087.13,14520,"6100 S MOZART ST"
16,"Sidewalk Menu","5700 S MOZART ST",2017,38273.88,14521,"5700 S MOZART ST"
16,"Sidewalk Menu","5500 S FRANCISCO AVE",2017,86228.86,14522,"5500 S FRANCISCO AVE"
16,"Sidewalk Menu","6200 S FRANCISCO AVE",2017,41447.84,14523,"6200 S FRANCISCO AVE"
16,"Sidewalk Menu","6000 S WHIPPLE ST",2017,102490.08,14524,"6000 S WHIPPLE ST"
16,"Sidewalk Menu","5236 S DAMEN AVE",2017,8150.77,14526,"5236 S DAMEN AVE"
16,"Sidewalk Menu","2015 W MARQUETTE RD",2017,7652.18,14527,"2015 W MARQUETTE RD"
16,"Street Light Upgrade Menu","5638 S MORGAN ST",2017,500,14530,"5638 S MORGAN ST"
16,"Sidewalk Menu","5600 S ABERDEEN ST",2018,11037.04,14545,"5600 S ABERDEEN ST"
16,"Sidewalk Menu","5739 S SANGAMON ST",2018,4872.82,14547,"5739 S SANGAMON ST"
16,"Sidewalk Menu","6200 S JUSTINE ST",2018,10941.79,14548,"6200 S JUSTINE ST"
16,"Sidewalk Menu","1500 W 63RD ST",2019,9585.21,14576,"1500 W 63RD ST"
16,"Sidewalk Menu","6218 S ALBANY AVE",2019,1550.85,14578,"6218 S ALBANY AVE"
16,"Alley Apron Menu","6114 S JUSTINE ST",2021,12707.96,14617,"6114 S JUSTINE ST"
16,"Alley Apron Menu","6144 S JUSTINE ST",2022,14753.78,14650,"6144 S JUSTINE ST"
16,"Curb & Gutter Menu","1109 W GARFIELD BLVD",2022,32341.79,14659,"1109 W GARFIELD BLVD"
16,"Miscellaneous CDOT Projects","1137 W 63RD ST",2022,101,14661,"1137 W 63RD ST"
16,"Sidewalk Menu","6758 S CARPENTER ST",2022,15976.49,14662,"6758 S CARPENTER ST"
17,"Bollard Menu","1299 S ADA ST",2005,1428,14691,"1299 S ADA ST"
17,"Guardrail Menu","1299 S ADA ST",2005,2196,14696,"1299 S ADA ST"
17,"Street Cul-de-Sac Menu","7700 S STEWART AV",2005,25000,14721,"7700 S STEWART AV"
17,"Bollard Menu","6842 S BISHOP ST",2006,1940,14759,"6842 S BISHOP ST"
17,"Bollard Menu","7847 S EMERALD AV",2006,2142,14760,"7847 S EMERALD AV"
17,"Bollard Menu","7846 S CARPENTER ST",2007,1428,14795,"7846 S CARPENTER ST"
17,"Bollard Menu","6800 S DAMEN AV",2007,2142,14796,"6800 S DAMEN AV"
17,"Bollard Menu","6800 S PAULINA ST",2008,1428,14863,"6800 S PAULINA ST"
17,"Bollard Menu","1435 W 72 ST",2008,714,14864,"1435 W 72 ST"
17,"Bollard Menu","1412 W MARQUETTE RD",2008,714,14865,"1412 W MARQUETTE RD"
17,"Street Light Upgrade","7504 S PEORIA ST",2014,400,15116,"7504 S PEORIA ST"
17,"Sidewalk Menu","6635 S ALBANY AVE",2015,4928,15127,"6635 S ALBANY AVE"
17,"MLK Sculpture in Marquette Park","6743 S KEDZIE AVE",2016,50000,15148,"6743 S KEDZIE AVE"
17,"Sidewalk Menu","8059 S YALE AVE",2016,10222.02,15150,"8059 S YALE AVE"
17,"Sidewalk Menu","7001 S CLAREMONT AVE",2016,13912.43,15153,"7001 S CLAREMONT AVE"
17,"Alley Apron Menu","6801 S CLAREMONT AVE",2017,15386.68,15172,"6801 S CLAREMONT AVE"
17,"Alley Apron Menu","8244 S WOLCOTT AVE",2017,16259.16,15173,"8244 S WOLCOTT AVE"
17,"Alley Apron Menu","8245 S WOLCOTT AVE",2017,13424.22,15174,"8245 S WOLCOTT AVE"
17,"Alley Apron Menu","8242 S HONORE ST",2017,11112.67,15175,"8242 S HONORE ST"
17,"Alley Resurfacing Menu (1-1)","7050 S WASHTENAW AVE",2017,35774.65,15177,"7050 S WASHTENAW AVE"
17,"Alley Resurfacing Menu","7923 S NORMAL AVE",2017,24755.42,15178,"7923 S NORMAL AVE"
17,"Alley Resurfacing Menu","1140 W 79TH ST",2017,15039.59,15179,"1140 W 79TH ST"
17,"Alley Speed Hump Menu","7200 S DAMEN AVE",2017,1400,15180,"7200 S DAMEN AVE"
17,"Alley Speed Hump Menu","7200 S HOYNE AVE",2017,1400,15181,"7200 S HOYNE AVE"
17,"Alley Speed Hump Menu","7200 S SEELEY AVE",2017,1400,15182,"7200 S SEELEY AVE"
17,"Concrete Alley Menu","7915 S HALSTED ST",2017,165000,15184,"7915 S HALSTED ST"
17,"Curb & Gutter Menu","7533 S WOOD ST",2017,2179.2,15185,"7533 S WOOD ST"
17,"Sidewalk Menu","3553 W 74TH ST",2017,3410.64,15188,"3553 W 74TH ST"
17,"Sidewalk Menu","7259 S PAULINA ST",2017,11235.09,15192,"7259 S PAULINA ST"
17,"Sidewalk Menu","6940 S TALMAN AVE",2017,3299.6,15193,"6940 S TALMAN AVE"
17,"Sidewalk Menu","7000 S HERMITAGE AVE",2017,8631.88,15194,"7000 S HERMITAGE AVE"
17,"Sidewalk Menu","6629 S ALBANY AVE",2017,3584.82,15195,"6629 S ALBANY AVE"
17,"Sidewalk Menu","6626 S ALBANY AVE",2017,1965.86,15196,"6626 S ALBANY AVE"
17,"Alley Apron Menu","8057 S HONORE ST",2018,29916.86,15222,"8057 S HONORE ST"
17,"Alley Apron Menu","8101 S HONORE ST",2018,28942.28,15223,"8101 S HONORE ST"
17,"Alley Apron Menu","8101 S WOLCOTT AVE",2018,27343.53,15224,"8101 S WOLCOTT AVE"
17,"Alley Apron Menu","8057 S WOLCOTT AVE",2018,30674.16,15225,"8057 S WOLCOTT AVE"
17,"Alley Apron Menu","6915 S HONORE ST",2018,26011.45,15226,"6915 S HONORE ST"
17,"Alley Apron Menu","7300 S SEELEY AVE",2018,37921.69,15227,"7300 S SEELEY AVE"
17,"Alley Apron Menu","8011 S STEWART AVE",2018,28671.57,15229,"8011 S STEWART AVE"
17,"Alley Apron Menu","8000 S HARVARD AVE",2018,28951.39,15230,"8000 S HARVARD AVE"
17,"Alley Apron Menu","7915 S WENTWORTH AVE",2018,25232.53,15231,"7915 S WENTWORTH AVE"
17,"Alley Apron Menu","7000 S MAPLEWOOD AVE",2018,46783.89,15233,"7000 S MAPLEWOOD AVE"
17,"Curb & Gutter Menu","1834 W 80TH ST",2018,4459.76,15239,"1834 W 80TH ST"
17,"Sidewalk Menu","7301 S PAULINA ST",2018,18458.08,15241,"7301 S PAULINA ST"
17,"Sidewalk Menu","6958 S OAKLEY AVE",2018,26310.74,15242,"6958 S OAKLEY AVE"
17,"Sidewalk Menu","7001 S OAKLEY AVE",2018,9840.3,15243,"7001 S OAKLEY AVE"
17,"Sidewalk Menu","7000 S WOLCOTT AVE",2018,33069.95,15245,"7000 S WOLCOTT AVE"
17,"Sidewalk Menu","2753 W 70TH ST",2018,29439.77,15246,"2753 W 70TH ST"
17,"Sidewalk Menu","6513 S FRANCISCO AVE",2018,4867.51,15248,"6513 S FRANCISCO AVE"
17,"Sidewalk Menu","3411 W 73RD PL",2018,4907.4,15249,"3411 W 73RD PL"
17,"Sidewalk Menu","7658 S LAFLIN ST",2018,21273.11,15252,"7658 S LAFLIN ST"
17,"Street Light Upgrade Menu","8039 S PRINCETON AVE",2018,500,15254,"8039 S PRINCETON AVE"
17,"Street Resurfacing Menu","7500 S HONORE ST",2018,45689.43,15258,"7500 S HONORE ST"
17,"Alley Apron Menu","8111 S DAMEN AVE",2019,27571.02,15271,"8111 S DAMEN AVE"
17,"Alley Apron Menu","7913 S WOOD ST",2019,29700.71,15272,"7913 S WOOD ST"
17,"Alley Apron Menu","7914 S WOOD ST",2019,27478.1,15273,"7914 S WOOD ST"
17,"Alley Speed Hump Menu","7915 S GREEN ST",2019,1400,15275,"7915 S GREEN ST"
17,"POD Camera: 7100 S. Central Park Ave","7100 S CENTRAL PARK AVE",2019,24776,15277,"7100 S CENTRAL PARK AVE"
17,"Miscellaneous CDOT Projects","7935 S GREEN ST",2019,500,15278,"7935 S GREEN ST"
17,"Sidewalk Menu","7559 S MARSHFIELD AVE",2019,21004.29,15282,"7559 S MARSHFIELD AVE"
17,"Sidewalk Menu","7300 S MARSHFIELD AVE",2019,41875.85,15283,"7300 S MARSHFIELD AVE"
17,"Sidewalk Menu","7200 S CHRISTIANA AVE",2019,29092.39,15284,"7200 S CHRISTIANA AVE"
17,"Sidewalk Menu","7527 S WOLCOTT AVE",2019,6122,15285,"7527 S WOLCOTT AVE"
17,"Sidewalk Menu","7200 S CHRISTIANA AVE",2019,22683.7,15286,"7200 S CHRISTIANA AVE"
17,"Street Resurfacing Menu","1200 W 74TH PL",2019,62302.66,15294,"1200 W 74TH PL"
17,"Alley Apron Menu","3400 W 73RD ST",2021,28352.86,15325,"3400 W 73RD ST"
17,"Bollard Menu","7114 S KEDZIE AVE",2021,1333.4,15337,"7114 S KEDZIE AVE"
17,"Bus Pad","1758 W 69TH ST",2021,32683.63,15338,"1758 W 69TH ST"
17,"Miscellaneous CDOT Projects","7400 S MAY ST",2021,660,15340,"7400 S MAY ST"
17,"Miscellaneous CDOT Projects","7958 S CARPENTER ST",2021,150,15341,"7958 S CARPENTER ST"
17,"Sidewalk Menu","7201 S HOMAN AVE",2021,20013.23,15342,"7201 S HOMAN AVE"
17,"Sidewalk Menu","7353 S HONORE ST",2021,7055.28,15344,"7353 S HONORE ST"
17,"Sidewalk Menu","7722 S SANGAMON ST",2021,3883.15,15345,"7722 S SANGAMON ST"
17,"Sidewalk Menu","7920 S WINCHESTER AVE",2021,16243.83,15346,"7920 S WINCHESTER AVE"
17,"Street Light Upgrade Menu","7934 S CARPENTER ST",2021,500,15349,"7934 S CARPENTER ST"
17,"1 LPR w/ Existing Camera NW Corner 7051 S. Western Avenue","7051 S WESTERN AVE",2022,5485.49,15367,"7051 S WESTERN AVE"
17,"Bollard Menu","7114 S KEDZIE AVE",2022,1333.4,15371,"7114 S KEDZIE AVE"
17,"Curb & Gutter Menu","6925 S ARTESIAN AVE",2022,5804.05,15372,"6925 S ARTESIAN AVE"
17,"Curb & Gutter Menu","8058 S WOLCOTT AVE",2022,13043.37,15373,"8058 S WOLCOTT AVE"
17,"Miscellaneous CDOT Projects","1057 W 79TH ST",2022,150,15374,"1057 W 79TH ST"
17,"Miscellaneous CDOT Projects","7752 S GREEN ST",2022,150,15375,"7752 S GREEN ST"
17,"Sidewalk Menu","1401 W 71ST PL",2022,10447.01,15376,"1401 W 71ST PL"
17,"Sidewalk Menu","6553 S RICHMOND ST",2022,4832.04,15377,"6553 S RICHMOND ST"
18,"Bollard Menu","4036 W 87 ST",2006,1293,15468,"4036 W 87 ST"
18,"Bollard Menu","7355 W 74 ST",2007,3570,15538,"7355 W 74 ST"
18,"Bollard Menu","2132 W 83 ST",2007,2142,15539,"2132 W 83 ST"
18,"Miscellaneous-CDOT","8352 S. Pulaski",2007,6261,15546,"8352 S. Pulaski"
18,"Miscellaneous-BOE","7327 S BELL AV",2007,3000,15572,"7327 S BELL AV"
18,"Bollard Menu","7158 S KEDZIE AV",2008,647,15591,"7158 S KEDZIE AV"
18,"Bollard Menu","2756 W 83 PL",2008,714,15592,"2756 W 83 PL"
18,"Bollard Menu","2140 W 79 ST",2009,514,15650,"2140 W 79 ST"
18,"Miscellaneous-CDOT","7914 S California",2009,121,15658,"7914 S California"
18,"Pole Painting","2238 W 72 ST",2009,200,15694,"2238 W 72 ST"
